Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-11-07T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 2,Nov 3,Nov 4,Nov 5,Nov 6,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 2,Nov 3,Nov 4,Nov 5,Nov 6,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5221.3,5291.2,5294.8,5247.9,5269.7,5271.0,5210.0,21.8,0.42,5294.8,5221.3,-18.8,-0.36,5388.1,5221.3,70.7,1.36,5954.8,4958.1,-118.9,-2.21,5954.8,4958.1,-252.4,-4.57,46282.8,46902.4,46935.2,46599.0,46876.7,46935.2,46282.8,-1.1,-0.00,47752.2,46070.3,806.4,1.75,51568.0,43929.2,829.8,1.80,51568.0,43763.4,-92.6,-0.20,,
XAF,All Australian 50,5166.8,5239.9,5241.8,5190.9,5212.5,5214.4,5145.9,21.6,0.42,5241.8,5166.8,-35.5,-0.68,5381.2,5166.8,10.3,0.20,6081.0,4950.0,-285.7,-5.20,6081.0,4950.0,-446.2,-7.88,47244.0,47912.3,47929.9,47576.4,47892.3,47929.9,47244.0,-94.3,-0.20,49204.8,47244.0,324.7,0.68,54222.3,45262.3,-474.1,-0.98,54222.3,45262.3,-1642.0,-3.31,,
XAT,All Australian 200,5113.5,5186.3,5189.5,5140.2,5162.2,5164.0,5100.3,22.0,0.43,5189.5,5113.5,-24.4,-0.47,5300.5,5113.5,44.6,0.87,5926.9,4871.4,-200.9,-3.75,5926.9,4871.4,-342.5,-6.22,46348.6,47008.3,47037.3,46681.9,46977.1,47037.3,46348.6,-33.6,-0.07,48036.3,46348.6,601.5,1.30,52442.3,44141.5,156.2,0.33,52442.3,44141.5,-850.9,-1.78,,
XTL,S&P/ASX 20,3082.1,3128.5,3132.2,3100.1,3104.7,3109.3,3064.5,4.6,0.15,3132.2,3082.1,-32.5,-1.04,3240.8,3082.1,-20.8,-0.67,3760.5,2963.6,-294.1,-8.65,3760.5,2963.6,-401.7,-11.46,55547.4,56383.4,56448.9,56043.2,56307.3,56448.9,55547.4,-232.8,-0.41,58406.7,55547.4,-21.7,-0.04,65985.5,53410.1,-2448.6,-4.17,65985.5,53410.1,-4095.9,-6.78,,
XFL,S&P/ASX 50,5221.7,5295.8,5298.4,5246.6,5268.5,5270.5,5201.1,21.9,0.42,5298.4,5221.7,-34.8,-0.66,5439.4,5221.7,10.7,0.20,6152.9,5002.4,-294.9,-5.30,6152.9,5002.4,-456.6,-7.98,47662.6,48339.3,48362.5,48002.7,48322.1,48362.5,47662.6,-85.2,-0.18,49650.1,47662.6,329.9,0.69,54764.7,45661.4,-528.4,-1.08,54764.7,45661.4,-1702.5,-3.40,,
XTO,S&P/ASX 100,4294.5,4354.7,4355.8,4314.9,4334.0,4335.2,4280.7,19.1,0.44,4355.8,4294.5,-23.8,-0.55,4457.0,4294.5,30.3,0.70,4996.2,4097.0,-179.0,-3.97,4996.2,4097.0,-289.9,-6.27,11848.6,12014.5,12017.6,11929.3,12008.2,12017.6,11848.6,-14.9,-0.12,12295.0,11848.6,136.4,1.15,13449.8,11301.0,19.3,0.16,13449.8,11301.0,-215.7,-1.76,,
XJO,S&P/ASX 200,5165.8,5239.2,5242.3,5193.0,5215.0,5216.6,5152.8,22.0,0.42,5242.3,5165.8,-24.4,-0.47,5351.6,5165.8,47.6,0.92,5982.7,4918.4,-196.0,-3.62,5982.7,4918.4,-334.1,-6.02,46720.9,47385.3,47413.2,47057.8,47353.1,47413.2,46720.9,-34.3,-0.07,48394.2,46720.9,627.1,1.34,52822.2,44471.4,213.8,0.45,52822.2,44471.4,-759.8,-1.58,,
XVI,S&P/ASX 200 VIX,21.088,19.760,18.983,19.439,18.902,19.634,18.855,-0.537,-2.76,21.088,18.902,-0.287,-1.50,22.378,16.844,-4.651,-19.75,30.244,0.171,4.321,29.63,30.244,0.171,7.331,63.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5120.8,5192.6,5196.0,5148.1,5169.9,5171.2,5109.0,21.8,0.42,5196.0,5120.8,-22.5,-0.43,5301.5,5120.8,53.6,1.05,5912.7,4873.4,-179.0,-3.35,5912.7,4873.4,-313.3,-5.71,46135.2,46782.0,46812.4,46469.2,46757.8,46812.4,46135.2,-21.0,-0.04,47755.0,46083.3,674.4,1.46,52008.8,43892.1,332.2,0.72,52008.8,43892.1,-607.3,-1.28,,
XMD,S&P/ASX MidCap 50,5013.3,5076.5,5069.7,5035.9,5067.5,5077.3,5022.6,31.6,0.63,5076.5,5013.3,12.8,0.25,5076.5,4863.3,215.6,4.44,5363.8,4637.4,320.0,6.74,5363.8,4637.4,377.3,8.05,14065.6,14243.0,14223.9,14129.0,14217.7,14243.0,14065.6,35.9,0.25,14243.0,13593.0,624.8,4.60,14759.9,12623.2,1298.2,10.05,14759.9,12194.4,1512.6,11.91,,
