Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-11-07T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 2,Nov 3,Nov 4,Nov 5,Nov 6,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 2,Nov 3,Nov 4,Nov 5,Nov 6,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2088.4,2118.0,2127.9,2112.4,2116.9,2120.8,2102.7,4.5,0.21,2127.9,2088.4,15.8,0.75,2127.9,2025.2,95.9,4.74,2263.3,1907.0,72.5,3.55,2263.3,1907.0,5.3,0.25,5476.7,5554.3,5580.6,5540.5,5552.2,5580.6,5476.7,43.3,0.79,5580.6,5295.0,257.2,4.86,5823.6,4952.4,354.6,6.82,5823.6,4882.3,202.2,3.78,,
XDJ,Consumer Discretionary,1848.4,1877.3,1874.2,1850.8,1867.0,1875.1,1850.0,16.2,0.88,1877.3,1848.4,3.3,0.18,1883.6,1804.5,31.9,1.74,2021.0,1712.1,113.7,6.48,2021.0,1712.1,1.9,0.10,14694.6,14924.4,14899.9,14713.9,14842.6,14924.4,14694.6,26.2,0.18,14958.1,14329.9,276.8,1.90,15772.9,13162.6,1372.8,10.19,15772.9,12956.7,540.8,3.78,,
XSJ,Consumer Staples,8224.7,8289.4,8336.5,8248.9,8325.8,8342.9,8204.8,76.9,0.93,8336.5,8224.7,-16.0,-0.19,9023.8,8224.7,-248.0,-2.89,10122.8,8074.9,-847.3,-9.24,10122.8,8074.9,-1690.6,-16.88,71769.4,72333.5,72744.7,71980.1,72651.1,72744.7,71769.4,-140.0,-0.19,78742.0,71769.4,-2164.0,-2.89,85291.5,70461.9,-3857.7,-5.04,85291.5,70461.9,-10835.4,-12.98,,
XEJ,Energy,8716.4,8941.2,8945.6,8942.8,8836.6,8943.9,8673.9,-106.2,-1.19,8945.6,8716.4,77.4,0.88,9465.5,8678.5,270.6,3.16,12090.7,8041.8,-2764.9,-23.83,12090.7,8041.8,-4838.9,-35.38,66741.4,68462.8,68496.2,68474.9,67661.2,68496.2,66741.4,592.7,0.88,72477.2,65589.4,2071.9,3.16,90391.5,61576.0,-16643.1,-19.74,99894.8,61576.0,-31714.4,-31.91,,
XFJ,Financials,5957.1,6049.9,6048.6,5972.4,6000.3,6005.8,5931.1,27.9,0.47,6049.9,5957.1,-72.8,-1.20,6200.4,5933.9,81.2,1.37,7186.4,5644.5,-255.1,-4.08,7186.4,5644.5,-303.9,-4.82,64420.9,65424.6,65410.3,64849.8,65431.1,65431.1,64420.9,-244.7,-0.37,67038.0,63996.0,1435.0,2.24,75638.7,61027.7,191.9,0.29,75638.7,61027.7,177.8,0.27,,
XXJ,Financial-x-A-REIT,6772.5,6892.1,6881.8,6793.8,6821.6,6833.4,6739.4,27.8,0.41,6892.1,6772.5,-94.8,-1.37,7089.7,6767.1,78.4,1.16,8394.2,6423.0,-460.6,-6.32,8394.2,6423.0,-554.6,-7.52,70210.7,71450.7,71343.9,70775.2,71426.5,71450.7,70210.7,-276.8,-0.39,73480.9,69889.6,1537.0,2.20,84666.9,66571.1,-1345.9,-1.85,84666.9,66571.1,-1836.9,-2.51,,
XHJ,Health Care,18509.9,18805.7,18761.8,18764.9,19001.0,19008.9,18759.7,236.1,1.26,19001.0,18509.9,268.0,1.43,19001.0,17670.0,1192.4,6.70,19933.9,17005.1,1513.8,8.66,19933.9,17005.1,2593.5,15.81,121069.8,123004.7,122717.4,122737.7,124282.2,124282.2,121069.8,1753.1,1.43,124282.2,115575.8,7818.1,6.71,128804.9,108911.1,12283.5,10.97,128804.9,101877.9,19233.7,18.31,,
XNJ,Industrials,4840.5,4884.2,4882.2,4847.1,4907.4,4907.4,4840.1,60.3,1.24,4907.4,4840.5,36.7,0.75,4907.4,4693.3,135.6,2.84,4968.2,4233.2,585.6,13.55,4968.2,4233.2,735.0,17.62,42691.9,43077.1,43059.7,42749.8,43281.6,43281.6,42691.9,323.4,0.75,43281.6,41389.3,1199.6,2.85,43281.6,36323.0,6198.0,16.71,43281.6,34458.1,7721.6,21.71,,
XIJ,Info Technology,726.9,742.5,742.5,741.6,742.0,750.1,738.2,0.4,0.05,742.5,726.9,10.6,1.45,742.5,719.1,7.5,1.02,853.7,664.8,-40.7,-5.20,853.7,664.8,-65.2,-8.08,5038.4,5146.0,5146.6,5139.9,5142.9,5146.6,5038.4,73.7,1.45,5146.6,4984.2,51.8,1.02,5803.2,4575.2,-123.7,-2.35,5803.2,4575.2,-284.0,-5.23,,
XMJ,Materials,7883.1,7957.8,8032.5,7956.5,7932.0,7939.7,7768.9,-24.5,-0.31,8032.5,7883.1,-17.3,-0.22,8492.5,7883.1,-100.1,-1.25,9946.3,7435.7,-795.7,-9.12,9946.3,7435.7,-1403.9,-15.04,58376.9,58930.2,59483.7,58920.9,58739.6,59483.7,58376.9,-128.3,-0.22,62886.9,58376.9,-738.4,-1.24,70664.0,55054.5,-3152.6,-5.09,70664.0,55054.5,-7315.7,-11.08,,
XPJ,A-REIT,1285.9,1292.2,1300.5,1285.3,1295.2,1296.2,1283.5,9.9,0.77,1300.5,1285.3,-3.9,-0.30,1301.7,1228.4,31.4,2.48,1343.7,1197.3,109.1,9.19,1343.7,1197.3,134.9,11.62,38677.7,38864.8,39115.4,38659.2,38957.6,39115.4,38659.2,-117.9,-0.30,39152.8,36947.5,944.6,2.48,39203.9,34828.8,4452.1,12.90,39203.9,32374.9,5716.0,17.20,,
XTJ,Telecommunications,1923.5,1958.6,1934.8,1932.5,1929.3,1952.1,1919.7,-3.2,-0.17,1958.6,1923.5,-25.4,-1.30,2030.2,1915.0,-113.3,-5.55,2321.2,1915.0,-157.5,-7.55,2321.2,1915.0,-93.9,-4.64,24888.6,25342.1,25033.8,25004.1,24963.2,25342.1,24888.6,-329.1,-1.30,26422.8,24777.8,-1459.5,-5.52,28970.5,24777.8,-790.9,-3.07,28970.5,24340.0,-4.2,-0.02,,
XUJ,Utilities,6908.8,6978.9,6948.3,6892.9,6964.9,6990.3,6892.9,72.0,1.04,6978.9,6892.9,29.3,0.42,6978.9,6625.8,338.7,5.11,6978.9,5936.5,1050.7,17.77,6978.9,5936.5,868.5,14.25,78445.5,79241.3,78893.3,78264.5,79081.5,79241.3,78264.5,333.1,0.42,79241.3,75231.4,3846.1,5.11,79241.3,65111.5,14215.3,21.91,79241.3,62965.7,13215.3,20.06,,
XMM,Metals & Mining,2263.8,2280.7,2319.2,2296.6,2274.3,2296.6,2216.5,-22.3,-0.97,2319.2,2263.8,-9.9,-0.43,2505.4,2263.8,-54.2,-2.33,3045.0,2124.9,-372.7,-14.08,3045.0,2124.9,-659.1,-22.47,3440.3,3465.9,3524.4,3490.0,3456.2,3524.4,3440.3,-15.0,-0.43,3807.3,3440.3,-82.4,-2.33,4412.5,3228.6,-378.2,-9.86,4412.5,3228.6,-792.9,-18.66,,
XGD,Gold,2538.9,2541.6,2591.0,2510.1,2519.4,2528.4,2459.2,9.3,0.37,2591.0,2510.1,-89.1,-3.41,3060.9,2510.1,-200.3,-7.36,3060.9,2069.2,472.1,23.06,3060.9,2069.2,834.6,49.54,2977.7,2981.0,3038.8,2944.0,2954.9,3038.8,2944.0,-104.5,-3.41,3589.9,2944.0,-234.9,-7.36,3589.9,2412.7,567.7,23.78,3589.9,1984.2,990.4,50.42,,
XJR,S&P/ASX 200 Res,2780.4,2816.6,2849.6,2830.7,2800.6,2830.7,2738.0,-30.1,-1.06,2849.6,2780.4,-0.2,-0.01,3065.3,2780.4,-25.8,-0.91,3741.5,2598.8,-589.7,-17.39,3741.5,2598.8,-1036.4,-27.01,15862.9,16069.4,16257.9,16149.8,15978.4,16257.9,15862.9,-1.1,-0.01,17488.8,15862.9,-147.1,-0.91,20500.6,14825.0,-2425.5,-13.18,21001.9,14825.0,-4850.8,-23.29,,
,
