Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-11-21T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 16,Nov 17,Nov 18,Nov 19,Nov 20,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 16,Nov 17,Nov 18,Nov 19,Nov 20,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XNJ,Industrials,4733.6,4836.6,4874.4,4961.1,4979.2,4985.5,4945.1,18.1,0.36,4979.2,4733.6,181.3,3.78,4979.2,4733.6,187.6,3.92,4979.2,4233.2,657.3,15.21,4979.2,4233.2,911.6,22.41,41748.7,42657.0,42990.6,43755.5,43914.7,43914.7,41748.7,1598.9,3.78,43914.7,41748.7,1654.9,3.92,43914.7,36323.0,6831.1,18.42,43914.7,34458.1,9247.8,26.68,,
XIJ,Info Technology,736.7,747.8,754.2,772.7,782.8,784.3,770.8,10.1,1.31,782.8,736.7,40.5,5.46,782.8,717.7,61.1,8.47,853.7,664.8,0.1,0.01,853.7,664.8,24.0,3.16,5105.9,5182.8,5227.6,5355.5,5425.6,5425.6,5105.9,281.1,5.46,5425.6,4974.4,423.8,8.47,5803.2,4575.2,158.9,3.02,5803.2,4575.2,324.2,6.36,,
XMJ,Materials,7275.0,7414.4,7306.9,7469.4,7485.4,7597.8,7431.1,16.0,0.21,7485.4,7275.0,156.4,2.13,8357.8,7275.0,-642.7,-7.91,9946.3,7275.0,-1242.3,-14.23,9946.3,7275.0,-1283.7,-14.64,53891.9,54924.8,54128.7,55371.0,55490.1,55490.1,53891.9,1197.8,2.21,61892.6,53891.9,-4701.6,-7.81,70664.0,53891.9,-6402.2,-10.34,70664.0,53891.9,-6604.2,-10.64,,
XPJ,A-REIT,1218.8,1251.2,1259.3,1280.9,1282.8,1283.3,1276.0,1.9,0.15,1282.8,1218.8,45.5,3.67,1301.7,1218.8,21.0,1.66,1343.7,1197.3,96.6,8.15,1343.7,1197.3,151.9,13.43,36657.5,37633.5,37877.8,38527.6,38584.1,38584.1,36657.5,1367.6,3.67,39152.8,36657.5,630.3,1.66,39203.9,34828.8,4078.7,11.82,39203.9,32374.9,6186.5,19.10,,
XTJ,Telecommunications,1867.6,1915.0,1929.8,1963.9,1959.2,1975.1,1945.8,-4.7,-0.24,1963.9,1867.6,97.5,5.23,2012.4,1861.8,-5.0,-0.25,2321.2,1861.8,-127.6,-6.11,2321.2,1861.8,-31.9,-1.60,24165.1,24778.4,24969.8,25410.3,25350.3,25410.3,24165.1,1261.0,5.23,26038.2,24089.3,-64.3,-0.25,28970.5,24089.3,-403.9,-1.57,28970.5,24089.3,779.4,3.17,,
XUJ,Utilities,6679.9,6873.0,6932.0,7025.1,6994.0,7025.1,6962.2,-31.1,-0.44,7025.1,6679.9,282.9,4.22,7025.1,6648.7,348.3,5.24,7025.1,5936.5,1079.9,18.26,7025.1,5936.5,1125.1,19.17,75846.2,78039.1,78709.0,79765.1,79593.4,79765.1,75846.2,3393.0,4.45,79765.1,75457.8,4135.6,5.48,79765.1,65111.5,14727.1,22.70,79765.1,62965.7,15997.3,25.15,,
XMM,Metals & Mining,2058.5,2087.7,2031.0,2100.6,2103.9,2146.6,2087.7,3.3,0.16,2103.9,2031.0,32.2,1.55,2447.0,2031.0,-271.5,-11.43,3045.0,2031.0,-543.1,-20.52,3045.0,2031.0,-634.1,-23.16,3128.2,3172.5,3086.5,3192.3,3197.2,3197.2,3086.5,48.9,1.55,3718.6,3086.5,-412.6,-11.43,4412.5,3086.5,-637.2,-16.62,4412.5,3086.5,-768.8,-19.39,,
XGD,Gold,2443.8,2461.8,2346.2,2447.4,2479.8,2533.5,2447.4,32.4,1.32,2479.8,2346.2,99.8,4.19,2954.5,2346.2,-363.2,-12.77,3060.9,2069.2,432.5,21.12,3060.9,2069.2,627.4,33.87,2866.2,2887.4,2751.7,2870.4,2908.5,2908.5,2751.7,117.0,4.19,3465.2,2751.7,-425.9,-12.77,3589.9,2412.7,521.3,21.84,3589.9,1984.2,748.5,34.65,,
XJR,S&P/ASX 200 Res,2551.2,2607.5,2563.3,2640.1,2632.2,2675.5,2627.2,-7.9,-0.30,2640.1,2551.2,80.7,3.16,2976.3,2551.2,-240.8,-8.38,3741.5,2551.2,-758.1,-22.36,3741.5,2551.2,-955.9,-26.64,14555.2,14876.8,14624.5,15062.4,15017.3,15062.4,14555.2,460.5,3.16,16980.9,14555.2,-1373.7,-8.38,20500.6,14555.2,-3386.6,-18.40,20500.6,14555.2,-4460.3,-22.90,,
,
