Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-11-21T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 16,Nov 17,Nov 18,Nov 19,Nov 20,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 16,Nov 17,Nov 18,Nov 19,Nov 20,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5064.5,5174.3,5189.1,5293.3,5305.5,5321.1,5282.8,12.2,0.23,5305.5,5064.5,193.7,3.79,5388.1,5064.5,33.8,0.64,5954.8,4958.1,-83.1,-1.54,5954.8,4958.1,13.4,0.25,45164.9,46145.0,46277.3,47210.0,47323.4,47323.4,45164.9,1736.9,3.81,47752.2,45164.9,604.2,1.29,51568.0,43929.2,1276.5,2.77,51568.0,43763.4,2202.1,4.88,,
XAF,All Australian 50,4994.7,5105.1,5118.2,5229.3,5248.7,5263.9,5217.4,19.4,0.37,5248.7,4994.7,204.7,4.06,5381.2,4994.7,-15.7,-0.30,6081.0,4950.0,-249.5,-4.54,6081.0,4950.0,-146.1,-2.71,46046.0,47063.5,47184.1,48213.6,48392.9,48392.9,46046.0,1892.8,4.07,49204.8,46046.0,255.5,0.53,54222.3,45262.3,26.5,0.05,54222.3,45262.3,1028.1,2.17,,
XAT,All Australian 200,4951.8,5064.9,5080.0,5188.8,5202.7,5218.5,5177.8,13.9,0.27,5202.7,4951.8,203.6,4.07,5300.5,4951.8,18.3,0.35,5926.9,4871.4,-160.4,-2.99,5926.9,4871.4,-57.2,-1.09,45190.0,46222.4,46360.0,47357.6,47486.9,47486.9,45190.0,1864.8,4.09,48036.3,45190.0,502.7,1.07,52442.3,44141.5,666.0,1.42,52442.3,44141.5,1667.5,3.64,,
XTL,S&P/ASX 20,2981.2,3043.4,3049.4,3121.8,3136.0,3146.9,3114.1,14.2,0.45,3136.0,2981.2,124.1,4.12,3240.8,2981.2,-31.4,-0.99,3760.5,2963.6,-262.7,-7.73,3760.5,2963.6,-198.8,-5.96,54305.4,55438.7,55548.0,56867.5,57125.8,57125.8,54305.4,2261.4,4.12,58406.7,54305.4,41.9,0.07,65985.5,53410.1,-1630.0,-2.77,65985.5,53410.1,-525.0,-0.91,,
XFL,S&P/ASX 50,5048.8,5160.1,5173.0,5285.5,5305.0,5320.5,5273.5,19.5,0.37,5305.0,5048.8,206.4,4.05,5439.4,5048.8,-16.1,-0.30,6152.9,5002.4,-258.4,-4.64,6152.9,5002.4,-154.1,-2.82,46463.1,47487.6,47606.0,48646.4,48826.3,48826.3,46463.1,1904.4,4.06,49650.1,46463.1,256.1,0.53,54764.7,45661.4,-24.2,-0.05,54764.7,45661.4,985.0,2.06,,
XTO,S&P/ASX 100,4158.6,4253.2,4266.8,4356.9,4367.9,4381.4,4345.9,11.0,0.25,4367.9,4158.6,169.8,4.04,4457.0,4158.6,6.1,0.14,4996.2,4097.0,-145.1,-3.21,4996.2,4097.0,-49.1,-1.11,11556.7,11820.0,11857.6,12109.3,12140.6,12140.6,11556.7,474.0,4.06,12295.0,11556.7,108.3,0.90,13449.8,11301.0,151.7,1.27,13449.8,11301.0,431.5,3.69,,
XJO,S&P/ASX 200,5003.8,5118.2,5133.1,5242.6,5256.1,5272.0,5231.0,13.5,0.26,5256.1,5003.8,204.9,4.06,5351.6,5003.8,20.6,0.39,5982.7,4918.4,-154.9,-2.86,5982.7,4918.4,-48.2,-0.91,45562.7,46605.7,46741.1,47742.2,47868.3,47868.3,45562.7,1873.7,4.07,48394.2,45562.7,523.1,1.10,52822.2,44471.4,729.1,1.55,52822.2,44471.4,1759.5,3.82,,
XVI,S&P/ASX 200 VIX,22.346,20.128,19.248,18.467,17.927,18.231,17.534,-0.540,-2.92,22.346,17.927,-3.251,-15.35,22.346,16.844,-0.543,-2.94,30.244,0.171,3.346,22.95,30.244,0.171,3.147,21.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,4963.4,5074.3,5089.2,5195.2,5209.3,5224.1,5184.2,14.1,0.27,5209.3,4963.4,200.1,3.99,5301.5,4963.4,23.8,0.46,5912.7,4873.4,-139.6,-2.61,5912.7,4873.4,-37.5,-0.71,45012.8,46020.1,46154.6,47120.7,47251.1,47251.1,45012.8,1822.0,4.01,47755.0,45012.8,541.1,1.16,52008.8,43892.1,825.5,1.78,52008.8,43892.1,1812.9,3.99,,
XMD,S&P/ASX MidCap 50,4907.0,5043.1,5083.9,5169.4,5139.6,5169.4,5126.9,-29.8,-0.58,5169.4,4907.0,198.9,4.03,5169.4,4907.0,169.1,3.40,5363.8,4637.4,392.1,8.26,5363.8,4637.4,590.4,12.98,13772.7,14157.8,14272.4,14512.4,14435.1,14512.4,13772.7,567.9,4.10,14512.4,13772.7,508.5,3.65,14759.9,12623.2,1515.6,11.73,14759.9,12194.4,2099.4,17.02,,
XSO,S&P/ASX Small Ords,2043.9,2081.2,2081.6,2118.8,2128.8,2132.2,2118.8,10.0,0.47,2128.8,2043.9,71.4,3.47,2128.8,2043.9,80.1,3.91,2263.3,1907.0,84.4,4.13,2263.3,1907.0,66.9,3.25,5360.8,5458.5,5459.6,5557.2,5583.3,5583.3,5360.8,187.1,3.47,5583.3,5360.8,212.1,3.95,5823.6,4952.4,385.8,7.42,5823.6,4882.3,359.0,6.87,,
XDJ,Consumer Discretionary,1815.1,1863.3,1876.1,1910.4,1905.4,1915.0,1897.0,-5.0,-0.26,1910.4,1815.1,76.4,4.18,1910.4,1815.1,60.5,3.28,2021.0,1712.1,152.1,8.67,2021.0,1712.1,100.7,5.58,14430.2,14813.3,14915.1,15187.5,15147.8,15187.5,14430.2,607.7,4.18,15187.5,14430.2,497.4,3.40,15772.9,13162.6,1678.1,12.46,15772.9,12956.7,1309.2,9.46,,
XSJ,Consumer Staples,7962.0,8096.9,8054.5,8274.9,8314.1,8363.5,8265.4,39.2,0.47,8314.1,7962.0,254.5,3.16,9023.8,7962.0,-411.0,-4.71,10122.8,7962.0,-858.9,-9.36,10122.8,7962.0,-975.4,-10.50,69476.3,70653.6,70284.1,72206.9,72549.3,72549.3,69476.3,2221.0,3.16,78742.0,69476.3,-3586.3,-4.71,85291.5,69476.3,-3959.5,-5.18,85291.5,69476.3,-4879.1,-6.30,,
XEJ,Energy,8220.2,8525.8,8556.2,8721.0,8624.7,8721.0,8600.6,-96.3,-1.10,8721.0,8220.2,534.1,6.60,9136.3,8090.6,-53.8,-0.62,12090.7,8041.8,-2976.7,-25.66,12090.7,8041.8,-4275.7,-33.14,62941.8,65282.0,65514.4,66776.2,66038.8,66776.2,62941.8,4089.5,6.60,69956.7,61949.4,-412.3,-0.62,90391.5,61576.0,-18265.5,-21.67,96041.5,61576.0,-27704.3,-29.55,,
XFJ,Financials,5806.0,5940.9,5981.0,6113.7,6148.1,6162.4,6101.0,34.4,0.56,6148.1,5806.0,266.1,4.52,6200.4,5806.0,98.6,1.63,7186.4,5644.5,-107.3,-1.72,7186.4,5644.5,102.5,1.70,63680.2,65159.6,65599.7,67054.9,67431.8,67431.8,63680.2,2918.9,4.52,67431.8,63680.2,2025.8,3.10,75638.7,61027.7,2192.6,3.36,75638.7,61027.7,4528.6,7.20,,
XXJ,Financial-x-A-REIT,6635.9,6785.9,6832.0,6990.0,7034.8,7054.1,6973.8,44.8,0.64,7034.8,6635.9,314.8,4.68,7089.7,6635.9,112.4,1.62,8394.2,6423.0,-247.4,-3.40,8394.2,6423.0,-19.6,-0.28,69962.3,71543.2,72029.9,73695.9,74167.3,74167.3,69962.3,3318.6,4.68,74167.3,69962.3,2420.8,3.37,84666.9,66571.1,1394.8,1.92,84666.9,66571.1,3672.2,5.21,,
XHJ,Health Care,18774.7,19148.2,19194.3,19585.8,19510.2,19587.7,19413.8,-75.6,-0.39,19585.8,18774.7,544.7,2.87,19585.8,17974.8,1413.5,7.81,19933.9,17005.1,2023.0,11.57,19933.9,17005.1,3573.1,22.42,122801.4,125289.7,125590.7,128152.3,127658.1,128152.3,122801.4,3608.2,2.91,128152.3,117569.8,9290.8,7.85,128804.9,108911.1,15659.5,13.98,128804.9,102976.7,25587.3,25.07,,
