Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-10-26T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 21,Oct 22,Oct 23,Oct 24,Oct 25,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 21,Oct 22,Oct 23,Oct 24,Oct 25,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2247.5,2260.5,2264.7,2262.5,2266.5,2273.7,2262.5,4.0,0.18,2266.5,2247.5,39.6,1.78,2266.5,2153.5,42.0,1.89,2414.5,2414.5,-14.2,-0.62,2414.5,2414.5,14.6,0.65,5515.9,5547.7,5558.1,5552.5,5562.4,5562.4,5515.9,97.0,1.77,5562.4,5284.4,111.5,2.05,5770.0,4574.9,117.5,2.16,5770.0,4574.9,202.1,3.77,,
XDJ,Consumer Discretionary,1823.5,1820.6,1812.8,1816.7,1818.0,1825.0,1816.7,1.3,0.07,1823.5,1812.8,7.2,0.40,1823.5,1749.3,32.8,1.84,1823.5,1823.5,474.2,35.28,1823.5,1823.5,556.4,44.10,13518.2,13496.3,13439.1,13467.6,13477.4,13518.2,13439.1,53.3,0.40,13518.2,12968.3,255.5,1.93,13518.2,9792.3,3833.1,39.75,13518.2,8925.0,4436.9,49.08,,
XSJ,Consumer Staples,10039.6,10062.7,10016.8,9992.4,9993.3,10014.3,9943.7,0.9,0.01,10062.7,9992.4,64.6,0.65,10062.7,9813.4,-43.1,-0.43,10661.7,10661.7,1118.9,12.61,10661.7,10661.7,1422.5,16.60,80276.8,80461.3,80094.0,79899.4,79906.5,80461.3,79899.4,517.2,0.65,80461.3,78467.5,-344.0,-0.43,83265.0,68413.1,11788.2,17.31,83265.0,64261.5,14218.8,21.65,,
XEJ,Energy,14019.9,13972.3,13896.8,13858.3,13970.4,14066.6,13857.1,112.1,0.81,14019.9,13858.3,-7.2,-0.05,14371.5,13695.7,-247.2,-1.74,14371.5,14371.5,1564.4,12.61,14371.5,14371.5,1469.6,11.76,98560.5,98225.8,97695.0,97424.5,98212.7,98560.5,97424.5,-50.9,-0.05,101032.3,96281.8,-1738.0,-1.74,101032.3,83100.5,13386.1,15.78,101032.3,80181.3,12737.7,14.90,,
XFJ,Financials,5961.1,5979.6,5942.8,5984.0,6015.9,6020.3,5983.2,31.9,0.53,6015.9,5942.8,81.1,1.37,6015.9,5685.0,190.9,3.28,6015.9,6015.9,1262.2,26.55,6015.9,6015.9,1379.6,29.76,58096.7,58277.0,57918.0,58320.1,58630.4,58630.4,57918.0,790.3,1.37,58630.4,55405.8,1860.2,3.28,58630.4,44797.5,13971.8,31.29,58630.4,41925.5,15859.5,37.08,,
XXJ,Financial-x-A-REIT,7031.2,7054.5,7007.3,7064.2,7112.0,7114.1,7063.0,47.8,0.68,7112.0,7007.3,118.7,1.70,7112.0,6679.1,242.6,3.53,7112.0,7112.0,1660.1,30.45,7112.0,7112.0,1815.7,34.28,65715.1,65933.1,65491.6,66023.8,66470.9,66470.9,65491.6,1109.6,1.70,66470.9,62424.2,2267.8,3.53,66470.9,49449.4,17324.4,35.25,66470.9,45922.1,19614.8,41.86,,
XHJ,Health Care,14025.3,14044.4,13868.2,13967.1,13840.9,13983.1,13814.1,-126.2,-0.90,14044.4,13840.9,-218.8,-1.56,14059.7,13575.9,83.7,0.61,14173.5,14173.5,2208.3,18.98,14173.5,14173.5,3365.5,32.13,87874.5,87993.7,86889.9,87509.8,86718.9,87993.7,86718.9,-1370.9,-1.56,88089.8,85058.8,534.2,0.62,88163.6,70340.0,15421.9,21.63,88163.6,63876.7,22533.3,35.11,,
XNJ,Industrials,4057.2,4073.9,4059.9,4079.4,4066.3,4094.1,4059.0,-13.1,-0.32,4079.4,4057.2,32.9,0.82,4079.4,3879.3,75.8,1.90,4079.4,4079.4,514.6,14.49,4079.4,4079.4,677.0,19.98,33288.3,33425.4,33310.2,33470.1,33362.8,33470.1,33288.3,269.9,0.82,33470.1,31828.2,632.3,1.93,33470.1,28042.2,5124.6,18.15,33470.1,25541.2,6595.7,24.64,,
XIJ,Info Technology,718.2,733.3,735.9,735.5,724.7,737.4,715.9,-10.8,-1.47,735.9,718.2,9.3,1.30,735.9,697.1,8.5,1.18,735.9,735.9,128.1,21.46,735.9,735.9,148.6,25.80,4706.6,4805.7,4822.6,4820.1,4749.3,4822.6,4706.6,60.8,1.30,4822.6,4568.7,59.9,1.28,4822.6,3884.8,958.6,25.29,4822.6,3628.0,1089.3,29.76,,
XMJ,Materials,9846.5,9973.3,10050.8,10016.6,10021.1,10098.0,10016.6,4.5,0.04,10050.8,9846.5,291.1,2.99,10050.8,9413.8,215.5,2.20,11228.0,11228.0,-579.8,-5.47,11228.0,11228.0,-39.6,-0.39,67442.4,68310.6,68841.8,68607.4,68638.4,68841.8,67442.4,1993.9,2.99,68841.8,64475.8,1498.2,2.23,74792.0,55909.5,-1976.2,-2.80,74792.0,55909.5,1746.7,2.61,,
XPJ,A-REIT,1045.7,1047.6,1044.5,1044.4,1040.8,1046.7,1040.8,-3.6,-0.34,1047.6,1040.8,-6.4,-0.61,1047.6,1018.1,17.9,1.75,1135.4,1135.4,67.0,6.88,1135.4,1135.4,72.1,7.44,28315.6,28367.0,28283.7,28279.1,28181.5,28367.0,28181.5,-173.6,-0.61,28367.0,27567.6,482.7,1.74,29914.8,25044.0,2823.7,11.14,29914.8,24245.6,3341.1,13.45,,
XTJ,Telecommunications,1737.9,1735.3,1742.2,1745.0,1754.8,1761.4,1745.0,9.8,0.56,1754.8,1735.3,13.8,0.79,1754.8,1697.4,47.2,2.77,1773.8,1773.8,258.8,17.30,1773.8,1773.8,356.5,25.50,20336.1,20305.6,20385.6,20418.7,20533.4,20533.4,20305.6,161.5,0.79,20533.4,19861.2,560.9,2.81,20533.4,16745.5,4001.0,24.20,20533.4,15405.9,5083.3,32.90,,
XUJ,Utilities,5509.5,5529.4,5441.0,5492.0,5464.7,5512.2,5460.7,-27.3,-0.50,5529.4,5441.0,-45.0,-0.82,5557.9,5441.0,-0.7,-0.01,5815.8,5815.8,206.8,3.93,5815.8,5815.8,554.2,11.29,56396.4,56600.1,55695.6,56217.8,55937.9,56600.1,55695.6,-460.3,-0.82,56892.1,55695.6,-7.3,-0.01,57869.0,51459.2,4240.1,8.20,57869.0,47142.4,8357.9,17.57,,
XMM,Metals & Mining,3256.5,3304.2,3339.9,3328.5,3330.0,3359.1,3328.5,1.5,0.05,3339.9,3256.5,112.6,3.50,3339.9,3116.2,80.4,2.48,3841.7,3841.7,-313.4,-8.60,3841.7,3841.7,-140.8,-4.06,4574.2,4641.2,4691.4,4675.3,4677.5,4691.4,4574.2,158.2,3.50,4691.4,4377.2,114.5,2.51,5249.3,3709.5,-300.8,-6.04,5249.3,3709.5,-64.4,-1.36,,
XGD,Gold,2411.9,2412.8,2520.4,2489.9,2513.0,2553.3,2489.9,23.1,0.93,2520.4,2411.9,116.0,4.84,2637.0,2262.2,-123.2,-4.67,5191.8,5191.8,-2385.7,-48.70,5191.8,5191.8,-3088.9,-55.14,2805.8,2807.0,2932.2,2896.6,2923.5,2932.2,2805.8,134.9,4.84,3054.4,2631.7,-130.0,-4.26,5987.1,2324.2,-2725.6,-48.25,6644.0,2324.2,-3536.5,-54.74,,
XJR,S&P/ASX 200 Res,4140.3,4179.4,4203.6,4188.8,4199.3,4230.2,4188.8,10.5,0.25,4203.6,4140.3,97.6,2.38,4203.6,3987.1,47.2,1.14,4567.3,4567.3,-111.3,-2.58,4567.3,4567.3,49.3,1.19,21770.5,21975.8,22103.2,22025.1,22080.3,22103.2,21770.5,512.8,2.38,22103.2,20964.8,253.0,1.16,23355.8,17957.3,37.2,0.17,23355.8,17957.3,860.9,4.06,,
,
