Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-08-22T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 17,Aug 18,Aug 19,Aug 20,Aug 21,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 17,Aug 18,Aug 19,Aug 20,Aug 21,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5368.6,5309.4,5379.8,5295.5,5224.8,5295.5,5183.4,-70.7,-1.34,5379.8,5224.8,-135.2,-2.52,5681.9,5224.8,-463.7,-8.15,5954.8,5224.8,-163.8,-3.04,5954.8,5224.8,-415.7,-7.37,46924.0,46534.4,47153.9,46415.6,45797.8,47153.9,45797.8,-1046.8,-2.23,49648.8,45797.8,-3851.0,-7.76,51568.0,45110.3,-249.1,-0.54,51568.0,43681.7,-1547.6,-3.27,,
XAF,All Australian 50,5432.0,5360.4,5449.3,5350.6,5274.2,5350.6,5228.6,-76.4,-1.43,5449.3,5274.2,-146.2,-2.70,5791.2,5274.2,-526.3,-9.07,6081.0,5274.2,-224.0,-4.07,6081.0,5274.2,-470.7,-8.19,48976.0,48495.7,49299.4,48406.7,47715.3,49299.4,47715.3,-1156.3,-2.37,52207.9,47715.3,-4492.7,-8.61,54222.3,47407.4,-651.1,-1.35,54222.3,45852.9,-1884.5,-3.80,,
XAT,All Australian 200,5317.3,5253.3,5329.5,5238.5,5165.2,5238.5,5122.2,-73.3,-1.40,5329.5,5165.2,-141.5,-2.67,5646.3,5165.2,-489.4,-8.66,5926.9,5165.2,-198.0,-3.69,5926.9,5165.2,-439.6,-7.84,47517.5,47090.8,47775.6,46959.6,46304.2,47775.6,46304.2,-1114.8,-2.35,50452.9,46304.2,-4148.7,-8.22,52442.3,45851.2,-516.7,-1.10,52442.3,44281.4,-1745.2,-3.63,,
XTL,S&P/ASX 20,3300.9,3251.4,3310.2,3244.4,3190.7,3244.4,3160.2,-53.7,-1.66,3310.2,3190.7,-103.5,-3.14,3534.5,3190.7,-348.3,-9.84,3760.5,3190.7,-208.0,-6.12,3760.5,3190.7,-356.9,-10.06,58577.3,57946.8,58995.7,57821.8,56865.6,58995.7,56865.6,-1592.6,-2.72,62663.2,56865.6,-5797.6,-9.25,65985.5,56865.6,-1890.3,-3.22,65985.5,55673.0,-3343.4,-5.55,,
XFL,S&P/ASX 50,5492.4,5419.5,5506.3,5408.0,5330.5,5408.0,5284.5,-77.5,-1.43,5506.3,5330.5,-150.1,-2.74,5855.6,5330.5,-534.8,-9.12,6152.9,5330.5,-232.9,-4.19,6152.9,5330.5,-480.6,-8.27,49433.4,48944.2,49727.9,48840.5,48140.3,49727.9,48140.3,-1186.8,-2.41,52699.2,48140.3,-4558.9,-8.65,54764.7,47882.7,-710.2,-1.45,54764.7,46300.1,-1942.0,-3.88,,
XTO,S&P/ASX 100,4481.1,4426.9,4493.5,4416.1,4350.9,4416.1,4314.3,-65.2,-1.48,4493.5,4350.9,-120.1,-2.69,4762.1,4350.9,-416.7,-8.74,4996.2,4350.9,-162.1,-3.59,4996.2,4350.9,-338.0,-7.21,12190.9,12082.8,12264.6,12053.3,11875.8,12264.6,11875.8,-286.7,-2.36,12948.9,11875.8,-1073.0,-8.29,13449.8,11747.2,-113.0,-0.94,13449.8,11295.6,-354.5,-2.90,,
XJO,S&P/ASX 200,5367.7,5303.1,5380.2,5288.6,5214.6,5288.6,5171.5,-74.0,-1.40,5380.2,5214.6,-141.9,-2.65,5699.2,5214.6,-492.1,-8.62,5982.7,5214.6,-196.4,-3.63,5982.7,5214.6,-431.0,-7.63,47864.3,47434.9,48125.4,47305.9,46646.4,48125.4,46646.4,-1115.2,-2.33,50809.0,46646.4,-4162.5,-8.19,52822.2,46166.2,-492.8,-1.05,52822.2,44533.8,-1653.5,-3.42,,
XVI,S&P/ASX 200 VIX,19.302,19.329,18.062,19.684,20.962,21.612,20.181,1.278,6.49,20.962,18.062,1.150,5.80,20.962,14.549,7.227,52.62,21.073,0.171,6.381,43.76,21.073,0.171,9.518,83.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5308.9,5246.3,5321.5,5232.6,5160.6,5232.6,5118.6,-72.0,-1.38,5321.5,5160.6,-138.0,-2.60,5633.3,5160.6,-480.9,-8.52,5912.7,5160.6,-188.3,-3.52,5912.7,5160.6,-428.7,-7.67,47157.2,46742.7,47413.9,46622.4,45982.8,47413.9,45982.8,-1079.1,-2.29,50035.1,45982.8,-4052.3,-8.10,52008.8,45487.5,-442.8,-0.95,52008.8,43915.8,-1660.8,-3.49,,
XMD,S&P/ASX MidCap 50,4928.6,4913.9,4951.5,4889.9,4801.1,4889.9,4766.6,-88.8,-1.82,4951.5,4801.1,-112.6,-2.29,5119.8,4801.1,-290.5,-5.70,5363.8,4638.6,53.6,1.13,5363.8,4638.6,84.6,1.79,13637.8,13626.0,13730.2,13559.5,13319.3,13730.2,13319.3,-268.6,-1.98,14153.0,13319.3,-755.7,-5.37,14759.9,12623.2,399.8,3.09,14759.9,11578.7,675.8,5.34,,
XSO,S&P/ASX Small Ords,2017.8,2001.4,2013.0,1992.0,1988.5,1999.3,1972.9,-3.5,-0.18,2017.8,1988.5,-32.7,-1.62,2105.9,1988.5,-125.2,-5.92,2263.3,1988.5,-55.9,-2.73,2263.3,1988.5,-297.4,-13.01,5212.5,5171.3,5203.3,5149.6,5140.4,5212.5,5140.4,-80.2,-1.54,5459.6,5140.4,-319.1,-5.85,5823.6,5089.5,-57.1,-1.10,5823.6,4882.3,-582.3,-10.18,,
