Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-08-22T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 17,Aug 18,Aug 19,Aug 20,Aug 21,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 17,Aug 18,Aug 19,Aug 20,Aug 21,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1880.2,1860.7,1859.9,1843.9,1812.9,1843.9,1799.2,-31.0,-1.68,1880.2,1812.9,-63.7,-3.39,1919.9,1812.9,-98.2,-5.14,2021.0,1713.3,59.6,3.40,2021.0,1713.3,-53.8,-2.88,14709.2,14582.2,14575.7,14450.7,14223.4,14709.2,14223.4,-445.9,-3.04,15008.4,14223.4,-716.1,-4.79,15772.9,13162.6,753.6,5.60,15772.9,12935.8,79.3,0.56,,
XSJ,Consumer Staples,8493.1,8440.1,8619.9,8567.3,8544.8,8594.4,8490.4,-22.5,-0.26,8619.9,8440.1,-14.9,-0.17,9109.4,8440.1,-456.4,-5.07,10122.8,8358.0,-628.2,-6.85,10122.8,8358.0,-1754.7,-17.04,72233.7,71782.8,73312.2,72864.3,72673.5,73312.2,71782.8,-127.0,-0.17,77474.9,71782.8,-3881.4,-5.07,85291.5,71073.8,-3835.3,-5.01,85291.5,71073.8,-11407.9,-13.57,,
XEJ,Energy,9679.6,9509.0,9789.7,9223.6,9169.9,9422.5,8927.6,-53.7,-0.58,9789.7,9169.9,-601.9,-6.16,10996.4,9169.9,-1755.2,-16.07,12090.7,9169.9,-2431.5,-20.96,12090.7,9169.9,-5859.3,-38.99,72365.9,71090.8,73188.8,68957.1,68555.2,73188.8,68555.2,-4500.1,-6.16,82210.8,68555.2,-13122.0,-16.07,90391.5,68555.2,-15749.1,-18.68,111140.9,68555.2,-38833.1,-36.16,,
XFJ,Financials,6245.0,6122.9,6246.0,6137.8,6014.6,6137.8,5953.9,-123.2,-2.01,6246.0,6014.6,-202.4,-3.26,6683.8,6014.6,-668.0,-10.00,7186.4,6014.6,-240.8,-3.85,7186.4,6014.6,-256.7,-4.09,66898.2,65990.2,67320.0,66153.9,64826.8,67320.0,64826.8,-1766.5,-2.65,71443.2,64826.8,-6604.3,-9.25,75638.7,64303.3,-412.4,-0.63,75638.7,59639.1,625.3,0.97,,
XXJ,Financial-x-A-REIT,7182.4,7026.3,7177.5,7044.2,6901.2,7044.2,6823.5,-143.0,-2.03,7182.4,6901.2,-241.5,-3.38,7739.1,6901.2,-855.3,-11.03,8394.2,6901.2,-381.0,-5.23,8394.2,6901.2,-435.2,-5.93,73632.2,72552.9,74119.1,72742.1,71266.1,74119.1,71266.1,-1953.4,-2.67,79441.3,71266.1,-8175.2,-10.29,84666.9,71254.0,-1506.4,-2.07,84666.9,66776.9,-676.4,-0.94,,
XHJ,Health Care,18711.4,18636.4,18718.4,18560.1,18220.0,18560.1,18125.0,-340.1,-1.83,18718.4,18220.0,-403.7,-2.17,19877.6,18220.0,-1188.2,-6.12,19933.9,17005.1,732.8,4.19,19933.9,17005.1,2921.3,19.09,121030.8,120588.6,121119.3,120094.5,117894.2,121119.3,117894.2,-2557.4,-2.12,128489.8,117894.2,-7561.4,-6.03,128804.9,108911.1,5895.6,5.26,128804.9,95128.7,20986.6,21.66,,
XNJ,Industrials,4663.5,4662.7,4675.7,4625.8,4591.1,4625.8,4555.9,-34.7,-0.75,4675.7,4591.1,-48.1,-1.04,4862.9,4591.1,-260.6,-5.37,4968.2,4233.2,269.3,6.23,4968.2,4233.2,377.2,8.95,40705.2,40719.0,40832.6,40396.7,40094.1,40832.6,40094.1,-398.9,-0.99,42445.7,40094.1,-2254.2,-5.32,43057.2,36323.0,3010.5,8.12,43057.2,32870.0,4577.5,12.89,,
XIJ,Info Technology,691.1,707.0,711.6,700.0,697.7,700.1,687.9,-2.3,-0.33,711.6,691.1,-1.6,-0.22,820.5,691.1,-131.6,-15.87,853.7,691.1,-85.0,-10.87,853.7,691.1,-107.5,-13.35,4714.5,4865.3,4896.9,4817.3,4801.0,4896.9,4714.5,31.2,0.65,5657.0,4714.5,-856.0,-15.13,5803.2,4714.5,-465.6,-8.84,5803.2,4714.5,-581.6,-10.81,,
XMJ,Materials,8173.1,8118.8,8163.5,7992.6,7958.7,8075.6,7895.4,-33.9,-0.42,8173.1,7958.7,-221.7,-2.71,8637.7,7958.7,-771.5,-8.84,9946.3,7958.7,-769.0,-8.81,9946.3,7958.7,-2301.4,-22.43,59365.0,58970.3,59294.9,58053.3,57807.4,59365.0,57807.4,-1610.3,-2.71,63210.7,57807.4,-5403.3,-8.55,70664.0,57807.4,-4084.9,-6.60,71141.3,57471.6,-13846.2,-19.32,,
XPJ,A-REIT,1267.6,1257.9,1273.5,1260.1,1236.4,1260.1,1223.1,-23.7,-1.88,1273.5,1236.4,-32.6,-2.57,1306.9,1236.4,-52.4,-4.07,1343.7,1197.3,50.3,4.24,1343.7,1197.3,80.8,6.99,38115.8,37824.4,38294.3,37892.5,37179.1,38294.3,37179.1,-980.9,-2.57,38960.9,37179.1,-1241.6,-3.23,39203.9,34828.8,2673.6,7.75,39203.9,30884.2,4086.5,12.35,,
XTJ,Telecommunications,2160.0,2167.8,2197.6,2169.6,2150.9,2169.6,2130.8,-18.7,-0.86,2197.6,2150.9,-4.2,-0.19,2296.1,2150.9,-121.3,-5.34,2321.2,2072.7,64.1,3.07,2321.2,2072.7,162.8,8.19,27253.0,27350.8,27727.3,27374.1,27137.4,27727.3,27137.4,-52.8,-0.19,28970.5,27137.4,-1530.3,-5.34,28970.5,25580.0,1383.2,5.37,28970.5,22729.7,3232.6,13.52,,
XUJ,Utilities,6725.0,6669.7,6699.2,6637.8,6516.4,6637.8,6487.1,-121.4,-1.83,6725.0,6516.4,-151.6,-2.27,6790.2,6427.6,-149.3,-2.24,6918.1,5936.5,602.2,10.18,6918.1,5936.5,477.5,7.91,75568.5,74946.9,75278.4,74588.3,73224.3,75568.5,73224.3,-1703.1,-2.27,76300.9,72226.5,-1677.5,-2.24,76606.1,65111.5,8358.0,12.89,76606.1,62222.8,8787.1,13.64,,
XMM,Metals & Mining,2376.6,2354.0,2360.7,2312.7,2313.0,2356.3,2295.1,0.3,0.01,2376.6,2312.7,-66.5,-2.80,2499.1,2312.7,-214.8,-8.50,3045.0,2312.7,-334.0,-12.62,3045.0,2312.7,-1018.8,-30.58,3533.0,3499.4,3509.3,3438.0,3438.4,3533.0,3438.0,-98.9,-2.80,3741.8,3438.0,-303.4,-8.11,4412.5,3438.0,-396.0,-10.33,4699.4,3438.0,-1323.2,-27.79,,
XGD,Gold,2211.4,2140.1,2104.3,2220.3,2329.8,2343.2,2220.3,109.5,4.93,2329.8,2104.3,182.9,8.52,2329.8,2099.9,89.5,3.99,2736.3,2069.2,282.5,13.80,2736.3,2069.2,-13.9,-0.59,2583.7,2500.4,2458.6,2594.0,2722.0,2722.0,2458.6,213.7,8.52,2722.0,2453.3,104.5,3.99,3196.9,2412.7,334.8,14.02,3196.9,1941.8,-6.7,-0.25,,
XJR,S&P/ASX 200 Res,2976.4,2940.2,2973.3,2876.1,2868.8,2929.7,2844.6,-7.3,-0.25,2976.4,2868.8,-119.0,-3.98,3207.8,2868.8,-354.6,-11.00,3741.5,2868.8,-521.5,-15.38,3741.5,2868.8,-1428.0,-33.23,16594.4,16392.5,16577.1,16035.1,15994.4,16594.4,15994.4,-663.6,-3.98,17918.0,15994.4,-1923.6,-10.74,20500.6,15994.4,-2409.5,-13.09,22913.3,15994.4,-6989.4,-30.41,,
,
