Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-11-06T23:15:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 1,Nov 2,Nov 3,Nov 4,Nov 5,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 1,Nov 2,Nov 3,Nov 4,Nov 5,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1566.5,1568.1,1572.1,1571.9,1570.7,1580.5,1569.2,-1.2,-0.08,1572.1,1566.5,13.2,0.84,1572.1,1533.5,32.9,2.14,1670.5,1424.3,-66.1,-4.04,1670.5,1424.3,7.5,0.48,10210.8,10221.3,10246.9,10246.1,10238.1,10246.9,10210.8,85.8,0.85,10246.9,9973.9,236.2,2.36,10680.0,9106.3,-40.1,-0.39,10680.0,9106.3,424.5,4.33,,
XSJ,Consumer Staples,8074.5,8064.8,8074.8,8169.0,8235.1,8258.2,8168.7,66.1,0.81,8235.1,8064.8,144.1,1.78,8351.9,8064.8,-38.7,-0.47,8415.1,7095.7,425.8,5.45,8415.1,7095.7,958.7,13.18,56245.3,56178.1,56247.9,56903.6,57364.4,57364.4,56178.1,1003.7,1.78,58005.7,56178.1,-98.6,-0.17,58402.4,47464.4,5126.3,9.81,58402.4,47464.4,8742.7,17.98,,
XEJ,Energy,15330.6,15344.1,15438.7,15681.5,16019.1,16038.8,15688.9,337.6,2.15,16019.1,15330.6,805.8,5.30,16019.1,15135.2,939.3,6.23,16753.3,13714.7,-100.1,-0.62,16753.3,13714.7,341.2,2.18,99981.6,100069.5,100686.6,102269.6,104471.5,104471.5,99981.6,5254.9,5.30,104471.5,98345.7,6125.8,6.23,106793.3,88395.3,1720.4,1.67,106793.3,88395.3,4585.9,4.59,,
XFJ,Financials,4456.9,4479.6,4492.3,4459.5,4455.0,4501.3,4446.0,-4.5,-0.10,4492.3,4455.0,44.5,1.01,4492.3,4329.6,39.4,0.89,5040.0,4077.7,-348.6,-7.26,5040.0,4077.7,-239.1,-5.09,36226.4,36410.8,36514.0,36410.5,36373.7,36514.0,36226.4,524.6,1.46,36514.0,35186.1,489.0,1.36,39826.8,32702.7,-1145.4,-3.05,39826.8,32702.7,83.5,0.23,,
XXJ,Financials-x-A-REIT,5163.6,5195.2,5212.5,5167.6,5161.7,5221.2,5149.4,-5.9,-0.11,5212.5,5161.7,52.4,1.03,5212.5,4994.1,63.7,1.25,5934.6,4674.3,-445.7,-7.95,5934.6,4674.3,-336.8,-6.13,40223.5,40469.5,40604.3,40468.6,40421.9,40604.3,40223.5,621.3,1.56,40604.3,38902.7,709.9,1.79,44955.1,35932.3,-1616.9,-3.85,44955.1,35932.3,-404.8,-0.99,,
XHJ,Health Care,8199.8,8165.2,8257.5,8364.7,8393.0,8420.5,8327.9,28.3,0.34,8393.0,8165.2,213.7,2.61,8393.0,8012.5,133.0,1.61,9195.2,7848.5,-359.5,-4.11,9195.2,7848.5,90.7,1.09,47566.9,47366.2,47901.2,48523.2,48687.3,48687.3,47366.2,1239.2,2.61,48687.3,46480.3,771.1,1.61,52486.9,44799.6,-646.7,-1.31,52486.9,44799.6,1891.2,4.04,,
XNJ,Industrials,3767.6,3744.3,3760.3,3786.5,3820.8,3820.8,3801.7,34.3,0.91,3820.8,3744.3,68.7,1.83,3849.6,3730.7,105.7,2.84,4145.5,3140.1,-184.3,-4.60,4145.5,3140.1,22.1,0.58,27608.8,27438.0,27555.6,27747.9,27998.9,27998.9,27438.0,503.2,1.83,28209.8,27190.9,808.0,2.97,29527.1,22749.0,-527.9,-1.85,29527.1,22749.0,1071.6,3.98,,
XIJ,Info Technology,632.7,634.6,636.3,637.8,636.5,643.7,634.2,-1.3,-0.20,637.8,632.7,19.3,3.13,637.8,594.1,36.1,6.01,736.7,559.3,-36.2,-5.38,736.7,559.3,31.3,5.17,3720.0,3731.7,3741.6,3750.3,3742.5,3750.3,3720.0,113.5,3.13,3750.3,3493.3,212.1,6.01,4262.9,3236.2,-96.2,-2.51,4262.9,3236.2,288.7,8.36,,
XMJ,Materials,13253.1,13223.1,13330.1,13531.5,13985.3,13998.1,13720.9,453.8,3.35,13985.3,13223.1,857.3,6.53,13985.3,12902.1,1438.7,11.47,13985.3,10889.1,1208.1,9.46,13985.3,10889.1,2704.7,23.98,83887.9,83698.1,84375.3,85649.9,88522.5,88522.5,83698.1,5427.0,6.53,88522.5,79413.8,9108.7,11.47,88522.5,68188.9,9202.9,11.60,88522.5,68188.9,18557.4,26.52,,
XPJ,A-REIT,868.0,867.6,867.7,867.7,867.5,878.2,864.7,-0.2,-0.02,868.0,867.5,8.1,0.94,878.3,850.0,-8.6,-0.99,920.6,813.8,-29.8,-3.32,920.6,813.8,8.3,0.97,19717.4,19708.8,19711.7,19710.2,19705.4,19717.4,19705.4,182.5,0.93,19930.3,19308.6,-175.3,-0.88,20582.4,17970.7,272.3,1.40,20582.4,17970.7,1341.7,7.31,,
XTJ,Telecommunications,925.1,921.2,919.0,927.9,926.9,933.2,917.0,-1.0,-0.11,927.9,919.0,5.8,0.63,932.8,906.7,21.2,2.34,1182.5,904.8,-248.4,-21.14,1205.3,904.8,-175.9,-15.95,8632.8,8596.6,8576.5,8659.4,8649.8,8659.4,8576.5,54.3,0.63,8704.4,8450.4,199.5,2.36,10067.0,8441.9,-1355.8,-13.55,10261.1,8441.9,-714.2,-7.63,,
XUJ,Utilities,4552.4,4531.5,4539.2,4609.5,4603.5,4627.8,4579.6,-6.0,-0.13,4609.5,4531.5,82.3,1.82,4614.3,4402.5,100.4,2.23,4614.3,3998.4,275.5,6.36,4614.3,3998.4,495.9,12.07,39055.6,38876.7,38942.9,39545.5,39494.4,39545.5,38876.7,706.4,1.82,39587.2,37769.8,861.7,2.23,39587.2,33266.4,4165.6,11.79,39587.2,33099.3,6405.9,19.36,,
XMM,Metals & Mining,4803.1,4791.2,4835.5,4919.6,5095.6,5099.2,4991.3,176.0,3.58,5095.6,4791.2,339.8,7.14,5095.6,4663.4,566.4,12.51,5095.6,3866.0,559.9,12.34,5095.6,3866.0,1073.7,26.70,6276.4,6260.9,6318.8,6428.7,6658.7,6658.7,6260.9,444.0,7.14,6658.7,5918.1,740.5,12.51,6658.7,5001.6,840.9,14.45,6658.7,5001.6,1500.0,29.08,,
XGD,Gold,7774.1,7718.2,7799.9,7894.3,8231.3,8232.9,7913.3,337.0,4.27,8231.3,7718.2,539.5,7.01,8231.3,7583.4,498.4,6.44,8231.3,5090.0,2374.7,40.55,8231.3,5090.0,2533.8,44.47,8824.0,8760.5,8853.3,8960.4,9342.9,9342.9,8760.5,612.4,7.01,9342.9,8607.5,567.3,6.46,9342.9,5742.7,2738.3,41.46,9342.9,5742.7,2917.8,45.41,,
XJR,Resources,5557.7,5547.5,5593.8,5690.5,5876.6,5881.7,5758.1,186.1,3.27,5876.6,5547.5,371.5,6.75,5876.6,5424.5,586.8,11.09,5876.6,4611.8,454.2,8.38,5876.6,4611.8,961.9,19.57,27145.2,27095.4,27321.8,27793.8,28702.7,28702.7,27095.4,1814.4,6.75,28702.7,25836.3,2866.4,11.09,28702.7,22285.5,2743.3,10.57,28702.7,22285.5,5177.3,22.01,,
,
