Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-03-14T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 9,Mar 10,Mar 11,Mar 12,Mar 13,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 9,Mar 10,Mar 11,Mar 12,Mar 13,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5793.0,5794.3,5763.3,5816.0,5788.0,5821.0,5771.9,-28.0,-0.48,5816.0,5763.3,-80.6,-1.37,5926.3,5763.3,-47.5,-0.81,5926.3,5278.8,399.4,7.41,5926.3,5278.8,440.9,8.24,49967.6,49982.9,49808.9,50266.4,50029.8,50266.4,49808.9,-589.4,-1.16,51028.2,49808.9,129.5,0.26,51028.2,45110.3,3982.8,8.65,51028.2,43681.7,5736.7,12.95,,
XAF,All Australian 50,5914.9,5918.5,5883.2,5940.3,5894.2,5945.3,5879.6,-46.1,-0.78,5940.3,5883.2,-99.0,-1.65,6059.1,5883.2,-83.9,-1.40,6059.1,5389.2,396.0,7.20,6059.1,5389.2,481.1,8.89,52566.4,52598.1,52407.2,52915.3,52504.7,52915.3,52407.2,-757.2,-1.42,53765.8,52407.2,-120.6,-0.23,53765.8,47407.4,4138.3,8.56,53765.8,45790.5,6435.6,13.97,,
XAT,All Australian 200,5765.8,5768.0,5737.6,5793.5,5758.4,5798.6,5743.0,-35.1,-0.61,5793.5,5737.6,-85.4,-1.46,5905.4,5737.6,-64.1,-1.10,5905.4,5251.9,395.3,7.37,5905.4,5251.9,472.0,8.93,50826.9,50850.6,50686.8,51181.7,50874.7,51181.7,50686.8,-639.8,-1.24,51972.1,50686.8,7.3,0.01,51972.1,45851.2,4053.8,8.66,51972.1,44281.4,6176.5,13.82,,
XTL,S&P/ASX 20,3645.7,3650.3,3623.1,3659.6,3630.7,3662.0,3622.4,-28.9,-0.79,3659.6,3623.1,-55.7,-1.51,3731.9,3623.1,-63.1,-1.71,3731.9,3321.7,231.9,6.82,3731.9,3321.7,288.5,8.63,63705.7,63785.7,63496.3,64137.2,63629.9,64137.2,63496.3,-786.3,-1.22,65122.7,63496.3,-282.6,-0.44,65122.7,57424.2,4874.0,8.30,65122.7,55519.4,7738.4,13.85,,
XFL,S&P/ASX 50,5987.0,5990.9,5954.8,6011.9,5965.0,6016.7,5950.3,-46.9,-0.78,6011.9,5954.8,-101.3,-1.67,6133.3,5954.8,-84.5,-1.40,6133.3,5453.2,401.6,7.22,6133.3,5453.2,487.3,8.90,53111.1,53144.9,52948.8,53456.2,53039.7,53456.2,52948.8,-774.2,-1.44,54325.6,52948.8,-116.1,-0.22,54325.6,47882.7,4189.2,8.58,54325.6,46261.4,6502.6,13.97,,
XTO,S&P/ASX 100,4859.9,4862.7,4837.4,4883.7,4850.8,4888.0,4837.9,-32.9,-0.67,4883.7,4837.4,-72.1,-1.46,4972.5,4837.4,-54.3,-1.11,4972.5,4422.0,337.8,7.49,4972.5,4422.0,427.2,9.66,13039.9,13048.4,13007.6,13132.1,13044.1,13132.1,13007.6,-164.9,-1.25,13319.9,13007.6,3.7,0.03,13319.9,11747.2,1055.2,8.80,13319.9,11295.6,1667.4,14.66,,
XJO,S&P/ASX 200,5821.4,5824.2,5793.2,5850.2,5814.5,5855.1,5799.0,-35.7,-0.61,5850.2,5793.2,-84.4,-1.43,5958.9,5793.2,-63.0,-1.07,5958.9,5299.2,403.5,7.46,5958.9,5299.2,485.1,9.10,51205.3,51234.4,51066.4,51569.9,51258.9,51569.9,51066.4,-628.3,-1.21,52329.2,51066.4,19.3,0.04,52329.2,46166.2,4119.6,8.74,52329.2,44533.8,6291.1,13.99,,
XVI,S&P/ASX 200 VIX,15.062,14.893,14.994,13.995,14.811,14.835,13.510,0.816,5.83,15.062,13.995,1.166,8.55,16.155,13.441,-1.777,-10.71,16.722,13.441,0.230,1.58,19.164,9.309,0.049,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5754.0,5756.6,5725.8,5781.4,5747.5,5786.5,5732.0,-33.9,-0.59,5781.4,5725.8,-82.9,-1.42,5889.7,5725.8,-59.3,-1.02,5889.7,5240.7,398.6,7.45,5889.7,5240.7,464.3,8.79,50421.3,50448.7,50280.3,50770.0,50475.4,50770.0,50280.3,-615.7,-1.21,51524.9,50280.3,39.7,0.08,51524.9,45487.5,4049.8,8.72,51524.9,43915.8,6054.3,13.63,,
XMD,S&P/ASX MidCap 50,5139.4,5140.6,5146.7,5195.3,5203.9,5203.9,5182.0,8.6,0.17,5203.9,5139.4,8.5,0.16,5210.9,5096.1,61.9,1.20,5210.9,4638.6,456.4,9.61,5210.9,4638.6,723.3,16.14,14097.8,14108.9,14128.1,14261.4,14288.9,14288.9,14097.8,37.5,0.26,14288.9,13894.1,280.5,2.00,14288.9,12623.2,1369.4,10.60,14288.9,11578.7,2424.6,20.44,,
