Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-03-14T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 9,Mar 10,Mar 11,Mar 12,Mar 13,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 9,Mar 10,Mar 11,Mar 12,Mar 13,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2170.6,2166.1,2152.0,2177.2,2188.1,2188.1,2173.0,10.9,0.50,2188.1,2152.0,-18.7,-0.85,2233.1,2152.0,1.0,0.04,2233.1,2001.2,143.7,7.03,2233.1,2001.2,-17.2,-0.78,5543.1,5534.7,5504.6,5571.9,5602.2,5602.2,5504.6,-33.6,-0.60,5693.5,5504.6,39.8,0.71,5693.5,5089.5,404.6,7.78,5754.2,4882.3,128.7,2.35,,
XDJ,Consumer Discretionary,1974.4,1954.9,1945.8,1960.1,1953.7,1963.8,1944.2,-6.4,-0.33,1974.4,1945.8,-35.6,-1.79,2000.8,1932.0,10.8,0.55,2000.8,1713.3,200.4,11.43,2000.8,1713.3,110.6,6.00,15298.5,15154.9,15098.1,15214.2,15164.7,15298.5,15098.1,-248.6,-1.61,15468.0,14867.9,212.7,1.42,15468.0,13162.6,1695.0,12.58,15468.0,12935.8,1349.4,9.77,,
XSJ,Consumer Staples,9335.1,9281.4,9260.9,9293.9,9248.1,9296.0,9216.2,-45.8,-0.49,9335.1,9248.1,-168.5,-1.79,10122.8,9248.1,-466.1,-4.80,10122.8,9021.7,75.0,0.82,10122.8,9021.7,-701.3,-7.05,78705.5,78252.4,78079.4,78358.4,77980.0,78705.5,77980.0,-1412.5,-1.78,85291.5,77946.3,-3042.1,-3.75,85291.5,75246.2,1471.2,1.92,85291.5,73342.3,-2545.7,-3.16,,
XEJ,Energy,11307.2,11214.0,11111.4,11219.8,11156.4,11228.9,11119.5,-63.4,-0.57,11307.2,11111.4,-332.6,-2.89,12048.3,11111.4,-437.7,-3.78,12048.3,10301.0,-445.0,-3.84,12048.3,10301.0,-2406.0,-17.74,84534.0,83837.5,83070.7,83880.6,83407.1,84534.0,83070.7,-2486.0,-2.89,87551.8,83070.7,-843.9,-1.00,87551.8,74854.3,-897.2,-1.06,111140.9,74854.3,-13500.4,-13.93,,
XFJ,Financials,6859.5,6874.8,6865.8,6963.1,6914.7,6988.7,6896.3,-48.4,-0.70,6963.1,6859.5,-22.5,-0.32,7006.8,6833.0,-18.0,-0.26,7006.8,6165.5,659.3,10.54,7006.8,6165.5,1038.2,17.67,72188.8,72350.4,72257.3,73281.7,72772.5,73281.7,72188.8,-234.2,-0.32,73642.4,71737.6,378.9,0.52,73642.4,64303.3,7533.3,11.55,73642.4,58692.7,14029.5,23.88,,
XXJ,Financial-x-A-REIT,8005.0,8021.0,7991.0,8110.4,8053.0,8142.6,8033.4,-57.4,-0.71,8110.4,7991.0,-6.5,-0.08,8150.4,7950.5,5.6,0.07,8150.4,7130.2,770.8,10.59,8150.4,7130.2,1095.7,15.75,80729.4,80891.0,80590.7,81795.6,81216.8,81795.6,80590.7,-62.2,-0.08,82068.9,79954.0,797.8,0.99,82068.9,71254.0,8444.3,11.60,82068.9,66614.5,14558.4,21.84,,
XHJ,Health Care,19245.6,19423.7,19306.2,19412.3,19298.1,19463.0,19220.9,-114.2,-0.59,19423.7,19245.6,-141.9,-0.73,19440.0,18203.4,1079.5,5.93,19440.0,17005.1,1810.9,10.36,19440.0,17005.1,4568.5,31.02,123729.2,124874.5,124119.2,124801.1,124066.9,124874.5,123729.2,-912.2,-0.73,124979.0,116680.4,7289.3,6.24,124979.0,108911.1,12068.2,10.78,124979.0,88629.9,30938.4,33.22,,
XNJ,Industrials,4571.6,4589.2,4588.3,4652.2,4648.4,4665.0,4627.6,-3.8,-0.08,4652.2,4571.6,0.0,0.00,4652.2,4453.9,155.3,3.46,4652.2,4233.2,326.6,7.56,4652.2,4233.2,609.4,15.09,39408.4,39575.2,39655.6,40207.6,40187.4,40207.6,39408.4,117.4,0.29,40207.6,38236.6,1633.8,4.24,40207.6,36323.0,3103.7,8.37,40207.6,32870.0,6509.6,19.33,,
XIJ,Info Technology,834.2,842.6,842.5,853.7,841.0,854.5,838.5,-12.7,-1.49,853.7,834.2,6.7,0.81,853.7,795.0,39.5,4.93,853.7,757.6,58.3,7.45,853.7,757.6,50.3,6.36,5654.1,5711.0,5726.8,5803.2,5716.9,5803.2,5654.1,62.6,1.11,5803.2,5366.6,324.0,6.01,5803.2,5098.0,450.3,8.55,5803.2,4943.9,472.4,9.01,,
XMJ,Materials,9386.5,9339.8,9096.4,9092.7,9021.1,9092.7,8990.0,-71.6,-0.79,9386.5,9021.1,-526.9,-5.52,9946.3,9021.1,-482.6,-5.08,9946.3,8248.8,293.4,3.36,9946.3,8248.8,-902.0,-9.09,66929.4,66610.3,65686.9,65660.2,65156.1,66929.4,65156.1,-2925.1,-4.30,70664.0,65156.1,-2238.7,-3.32,70664.0,58495.7,3263.8,5.27,73622.9,57471.6,-3873.9,-5.61,,
XPJ,A-REIT,1281.8,1286.4,1303.4,1316.0,1307.8,1318.9,1302.6,-8.2,-0.62,1316.0,1281.8,-23.1,-1.74,1336.3,1281.8,-28.7,-2.15,1343.7,1197.3,121.6,10.25,1343.7,1197.3,300.5,29.84,37596.7,37734.1,38231.6,38600.1,38361.0,38600.1,37596.7,-677.7,-1.74,39203.9,37596.7,-842.9,-2.15,39203.9,34828.8,3855.6,11.17,39203.9,27720.1,10300.3,36.71,,
XTJ,Telecommunications,2147.7,2167.8,2175.0,2201.1,2192.7,2219.0,2189.6,-8.4,-0.38,2201.1,2147.7,-2.8,-0.13,2309.6,2147.7,-102.7,-4.47,2321.2,2072.7,105.9,5.08,2321.2,2072.7,444.5,25.43,27072.5,27325.7,27416.4,27750.9,27645.1,27750.9,27072.5,-30.2,-0.11,28504.2,27072.5,-683.7,-2.41,28647.5,25580.0,1890.9,7.34,28647.5,20947.3,6638.5,31.60,,
XUJ,Utilities,6555.0,6522.7,6566.5,6543.4,6503.8,6561.4,6495.5,-39.6,-0.61,6566.5,6503.8,-250.9,-3.71,6844.8,6503.8,-102.3,-1.55,6844.8,5936.5,589.6,9.97,6844.8,5936.5,974.3,17.62,72585.2,72227.7,72712.6,72456.5,72018.6,72712.6,72018.6,-2778.4,-3.71,75793.9,71829.0,-436.2,-0.60,75793.9,65111.5,7152.3,11.03,75793.9,57881.4,13981.6,24.09,,
XMM,Metals & Mining,2823.8,2796.6,2701.8,2690.6,2669.0,2690.6,2659.2,-21.6,-0.80,2823.8,2669.0,-214.2,-7.43,3045.0,2669.0,-249.2,-8.54,3045.0,2488.4,22.0,0.83,3045.0,2488.4,-541.2,-16.86,4110.8,4071.4,3998.7,3982.1,3950.0,4110.8,3950.0,-247.3,-5.89,4412.5,3950.0,-277.3,-6.56,4412.5,3604.6,115.6,3.02,4936.1,3537.4,-627.3,-13.71,,
XGD,Gold,2366.1,2313.4,2287.2,2310.1,2317.2,2318.8,2294.1,7.1,0.31,2366.1,2287.2,-179.5,-7.19,2727.5,2287.2,-313.0,-11.90,2727.5,2069.2,269.8,13.18,2727.5,2069.2,-316.8,-12.03,2761.0,2699.6,2669.0,2695.8,2704.0,2761.0,2669.0,-209.5,-7.19,3182.8,2669.0,-362.8,-11.83,3182.8,2412.7,316.8,13.27,3182.8,1941.8,-362.3,-11.82,,
XJR,S&P/ASX 200 Res,3516.3,3485.2,3392.2,3392.3,3366.8,3392.3,3355.1,-25.5,-0.75,3516.3,3366.8,-216.7,-6.05,3741.5,3366.8,-256.6,-7.08,3741.5,3157.8,-23.5,-0.69,3741.5,3157.8,-685.3,-16.91,19314.9,19143.9,18854.7,18855.5,18713.5,19314.9,18713.5,-970.6,-4.93,20466.3,18713.5,-955.8,-4.86,20466.3,17142.0,309.6,1.68,23407.3,16867.8,-2926.1,-13.52,,
,
