Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-02-07T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Feb 2,Feb 3,Feb 4,Feb 5,Feb 6,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Feb 2,Feb 3,Feb 4,Feb 5,Feb 6,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2069.7,2095.0,2123.0,2140.2,2142.6,2149.1,2139.9,2.4,0.11,2142.6,2069.7,80.4,3.90,2142.6,2001.2,102.0,5.00,2142.6,2001.2,98.2,4.80,2142.6,2001.2,0.6,0.03,5263.8,5328.2,5399.4,5443.1,5449.2,5449.2,5263.8,204.4,3.90,5449.2,5089.5,260.4,5.02,5449.2,5089.5,251.7,4.84,5754.2,4882.3,171.3,3.25,,
XDJ,Consumer Discretionary,1861.8,1877.7,1874.0,1890.1,1894.5,1904.6,1887.7,4.4,0.23,1894.5,1861.8,32.1,1.72,1894.5,1713.3,156.6,9.01,1894.5,1713.3,141.2,8.05,1894.5,1713.3,138.3,7.88,14303.4,14425.3,14396.8,14520.3,14554.4,14554.4,14303.4,246.2,1.72,14554.4,13162.6,1202.7,9.01,14554.4,13162.6,1084.7,8.05,14554.4,12935.8,1513.2,11.60,,
XSJ,Consumer Staples,9588.5,9628.7,9735.5,9717.4,9731.7,9804.1,9701.7,14.3,0.15,9735.5,9588.5,235.0,2.47,9735.5,9021.7,690.1,7.63,9735.5,9021.7,558.6,6.09,9735.5,9021.7,-101.6,-1.03,79973.6,80309.0,81200.2,81049.0,81168.5,81200.2,79973.6,1960.3,2.47,81200.2,75246.2,5756.4,7.63,81200.2,75246.2,4659.7,6.09,85101.4,73342.3,2448.7,3.11,,
XEJ,Energy,11044.8,11497.1,11676.8,11446.3,11526.0,11666.2,11446.3,79.7,0.70,11676.8,11044.8,674.1,6.21,11676.8,10301.0,415.8,3.74,11748.8,10301.0,-75.4,-0.65,11748.8,10301.0,-1895.7,-14.12,80259.8,83546.7,84851.8,83177.5,83756.5,84851.8,80259.8,4898.8,6.21,84851.8,74854.3,3021.5,3.74,85375.5,74854.3,-547.8,-0.65,111140.9,74854.3,-10598.9,-11.23,,
XFJ,Financials,6585.1,6682.7,6755.2,6848.8,6861.1,6895.5,6833.5,12.3,0.18,6861.1,6585.1,320.2,4.90,6861.1,6165.5,642.4,10.33,6861.1,6165.5,605.7,9.68,6861.1,6165.5,1264.5,22.59,68679.6,69698.4,70454.4,71429.8,71559.0,71559.0,68679.6,3340.4,4.90,71559.0,64303.3,6702.4,10.33,71559.0,64303.3,6319.8,9.69,71559.0,56215.7,16071.3,28.96,,
XXJ,Financial-x-A-REIT,7618.9,7715.5,7818.4,7925.2,7951.5,7990.3,7916.0,26.3,0.33,7951.5,7618.9,376.2,4.97,7951.5,7130.2,731.2,10.13,7951.5,7130.2,669.3,9.19,7951.5,7130.2,1355.6,20.55,76137.3,77102.7,78130.7,79198.8,79461.2,79461.2,76137.3,3759.3,4.97,79461.2,71254.0,7306.7,10.13,79461.2,71254.0,6688.8,9.19,79461.2,63547.2,16865.5,26.94,,
XHJ,Health Care,18000.9,17960.2,18049.3,18162.6,18211.2,18293.9,18162.0,48.6,0.27,18211.2,17960.2,249.1,1.39,18211.2,17005.1,789.8,4.53,18211.2,17005.1,724.0,4.14,18211.2,17005.1,4095.2,29.01,115288.7,115027.6,115598.6,116324.4,116635.1,116635.1,115027.6,1595.1,1.39,116635.1,108911.1,5058.4,4.53,116635.1,108911.1,4636.5,4.14,116635.1,86829.4,28163.4,31.83,,
XNJ,Industrials,4367.8,4379.7,4423.4,4439.5,4441.1,4459.6,4422.2,1.6,0.04,4441.1,4367.8,62.9,1.44,4441.1,4233.2,93.0,2.14,4441.1,4233.2,119.3,2.76,4441.1,4233.2,626.0,16.41,37477.9,37580.2,37955.5,38093.8,38107.2,38107.2,37477.9,540.0,1.44,38107.2,36323.0,798.4,2.14,38107.2,36323.0,1023.5,2.76,38107.2,31773.4,6576.5,20.86,,
XIJ,Info Technology,768.4,772.6,771.8,777.5,772.9,783.6,772.9,-4.6,-0.59,777.5,768.4,0.7,0.08,807.7,757.6,3.0,0.39,807.7,757.6,-9.8,-1.25,807.7,757.6,61.6,8.65,5170.6,5198.5,5193.3,5232.0,5200.5,5232.0,5170.6,4.2,0.08,5435.0,5098.0,20.1,0.39,5435.0,5098.0,-66.2,-1.26,5555.5,4740.0,538.7,11.56,,
XMJ,Materials,8878.1,9086.3,9389.8,9312.7,9351.7,9399.6,9312.7,39.0,0.42,9389.8,8878.1,553.1,6.29,9389.8,8248.8,748.9,8.71,9389.8,8248.8,624.0,7.15,9389.8,8248.8,-666.5,-6.65,62958.8,64434.7,66587.5,66040.5,66317.2,66587.5,62958.8,3922.7,6.29,66587.5,58495.7,5311.2,8.71,66587.5,58495.7,4424.9,7.15,73944.4,57471.6,-2410.3,-3.51,,
XPJ,A-REIT,1293.1,1327.8,1324.1,1343.7,1334.9,1344.3,1331.0,-8.8,-0.65,1343.7,1293.1,57.6,4.51,1343.7,1205.7,137.6,11.49,1343.7,1197.3,148.7,12.54,1343.7,1197.3,348.4,35.31,37625.2,38635.1,38526.4,39097.2,38839.6,39097.2,37625.2,1675.3,4.51,39097.2,34828.8,4010.8,11.52,39097.2,34828.8,4334.2,12.56,39097.2,27501.5,11356.7,41.32,,
XTJ,Telecommunications,2271.0,2318.2,2295.8,2321.2,2294.6,2331.6,2288.2,-26.6,-1.15,2321.2,2271.0,34.0,1.51,2321.2,2075.5,221.9,10.71,2321.2,2072.7,207.8,9.96,2321.2,2072.7,553.3,31.78,28027.0,28610.0,28333.6,28647.5,28318.9,28647.5,28027.0,420.0,1.51,28647.5,25580.0,2739.0,10.71,28647.5,25580.0,2564.8,9.96,28647.5,20507.6,7941.7,38.97,,
XUJ,Utilities,6389.5,6432.1,6527.3,6505.1,6548.6,6550.6,6503.8,43.5,0.67,6548.6,6389.5,273.4,4.36,6548.6,5957.1,558.8,9.33,6548.6,5936.5,634.4,10.73,6548.6,5936.5,1142.6,21.13,70079.7,70546.2,71590.4,71347.2,71824.3,71824.3,70079.7,2998.9,4.36,71824.3,65336.5,6128.4,9.33,71824.3,65111.5,6958.0,10.73,71824.3,56234.5,15672.6,27.91,,
XMM,Metals & Mining,2702.8,2777.9,2887.9,2852.3,2864.0,2881.6,2852.3,11.7,0.41,2887.9,2702.8,184.5,6.89,2887.9,2488.4,268.0,10.32,2887.9,2488.4,217.0,8.20,2887.9,2488.4,-390.8,-12.01,3915.3,4024.0,4183.4,4131.8,4148.7,4183.4,3915.3,267.3,6.89,4183.4,3604.6,388.1,10.32,4183.4,3604.6,314.3,8.20,4948.8,3537.4,-423.2,-9.26,,
XGD,Gold,2610.4,2629.9,2611.0,2694.8,2676.9,2704.7,2667.4,-17.9,-0.66,2694.8,2610.4,146.8,5.80,2694.8,2228.2,455.6,20.51,2694.8,2069.2,629.5,30.75,2694.8,2069.2,360.3,15.55,3043.8,3066.5,3044.4,3142.1,3121.3,3142.1,3043.8,171.2,5.80,3142.1,2590.0,531.3,20.51,3142.1,2412.7,734.1,30.75,3142.1,1941.8,426.3,15.82,,
XJR,S&P/ASX 200 Res,3381.6,3490.4,3605.5,3551.7,3569.3,3594.6,3551.7,17.6,0.50,3605.5,3381.6,224.7,6.72,3605.5,3157.8,272.9,8.28,3605.5,3157.8,179.0,5.28,3605.5,3157.8,-515.7,-12.62,18357.1,18947.2,19572.1,19280.0,19375.7,19572.1,18357.1,1219.9,6.72,19572.1,17142.0,1481.6,8.28,19572.1,17142.0,971.8,5.28,23407.3,16867.8,-2103.7,-9.79,,
,
