Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-06-11T23:15:11+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jun 6,Jun 7,Jun 8,Jun 9,Jun 10,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jun 6,Jun 7,Jun 8,Jun 9,Jun 10,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4648.7,4641.1,4608.7,4621.7,4634.9,4660.5,4621.7,13.2,0.29,4648.7,4608.7,-31.7,-0.68,4858.2,4608.7,-168.7,-3.51,5064.9,4608.7,-212.0,-4.37,5064.9,4250.6,118.4,2.62,33977.7,33922.5,33686.2,33780.8,33877.5,33977.7,33686.2,-229.5,-0.67,35340.8,33686.2,-1066.2,-3.05,36827.4,33473.5,-935.2,-2.69,36827.4,29893.9,2164.2,6.82,,
XAF,All Australian 50,4532.5,4533.9,4504.7,4515.6,4525.8,4552.8,4515.6,10.2,0.23,4533.9,4504.7,-17.7,-0.39,4752.2,4504.7,-179.4,-3.81,4939.1,4504.7,-156.4,-3.34,4939.1,4220.3,7.2,0.16,33720.2,33731.1,33513.7,33595.1,33670.6,33731.1,33513.7,-131.7,-0.39,35123.6,33513.7,-1105.8,-3.18,36488.5,33259.8,-475.9,-1.39,36488.5,30076.1,1495.3,4.65,,
XAT,All Australian 200,4568.2,4565.6,4535.9,4549.0,4561.7,4588.8,4549.0,12.7,0.28,4568.2,4535.9,-19.8,-0.43,4781.7,4535.9,-165.3,-3.50,4976.2,4531.8,-188.8,-3.97,4976.2,4218.4,61.9,1.37,33887.4,33868.6,33648.9,33745.9,33839.8,33887.4,33648.9,-146.3,-0.43,35275.7,33648.9,-1032.3,-2.96,36695.0,33376.2,-751.1,-2.17,36695.0,30043.8,1842.2,5.76,,
XTL,S&P/ASX 20,2743.1,2746.2,2725.6,2732.9,2740.0,2755.9,2732.9,7.1,0.26,2746.2,2725.6,-9.2,-0.34,2891.1,2725.6,-123.5,-4.31,2998.7,2725.6,-92.1,-3.25,2998.7,2560.9,-11.9,-0.43,40030.4,40075.7,39775.0,39881.2,39985.4,40075.7,39775.0,-134.6,-0.34,41859.1,39775.0,-1473.8,-3.55,43396.5,39420.6,-468.2,-1.16,43396.5,35716.1,1605.3,4.18,,
XFL,S&P/ASX 50,4550.2,4551.1,4521.4,4532.3,4542.6,4569.6,4532.3,10.3,0.23,4551.1,4521.4,-19.0,-0.42,4769.1,4521.4,-179.0,-3.79,4953.4,4521.4,-150.7,-3.21,4953.4,4235.3,5.5,0.12,33823.0,33829.5,33608.8,33689.6,33766.2,33829.5,33608.8,-141.5,-0.42,35220.1,33608.8,-1102.2,-3.16,36564.0,33345.4,-436.4,-1.28,36564.0,30164.1,1473.4,4.56,,
XTO,S&P/ASX 100,3728.6,3727.0,3703.5,3713.8,3722.7,3745.3,3713.8,8.9,0.24,3728.6,3703.5,-15.5,-0.41,3898.7,3703.5,-133.4,-3.46,4049.1,3695.3,-130.6,-3.39,4049.1,3455.4,27.4,0.74,8401.2,8397.9,8345.0,8368.2,8388.1,8401.2,8345.0,-34.8,-0.41,8734.5,8345.0,-250.5,-2.90,9067.0,8264.4,-130.4,-1.53,9067.0,7468.5,412.5,5.17,,
XJO,S&P/ASX 200,4569.1,4566.3,4536.8,4549.6,4562.1,4589.2,4549.6,12.5,0.27,4569.1,4536.8,-21.0,-0.46,4780.2,4536.8,-163.7,-3.46,4971.2,4528.7,-183.1,-3.86,4971.2,4222.1,56.6,1.26,33856.0,33836.1,33617.0,33712.3,33804.8,33856.0,33617.0,-154.4,-0.45,35227.1,33617.0,-1020.8,-2.93,36617.7,33317.6,-713.7,-2.07,36617.7,30045.0,1793.7,5.60,,
XKO,S&P/ASX 300,4577.2,4573.6,4542.9,4555.7,4568.2,4595.0,4555.7,12.5,0.27,4577.2,4542.9,-24.0,-0.52,4790.2,4542.9,-167.6,-3.54,4984.1,4537.2,-192.6,-4.05,4984.1,4214.7,73.6,1.64,33837.6,33811.7,33585.3,33679.7,33772.0,33837.6,33585.3,-174.9,-0.52,35222.5,33585.3,-1050.5,-3.02,36632.1,33306.3,-788.3,-2.28,36632.1,29938.5,1895.6,5.95,,
XMD,S&P/ASX MidCap 50,4258.6,4237.2,4217.6,4241.3,4254.7,4286.3,4241.3,13.4,0.32,4258.6,4217.6,-17.2,-0.40,4378.3,4217.6,-39.8,-0.93,4573.1,4130.0,-212.8,-4.76,4573.1,3797.0,227.1,5.64,9998.4,9950.5,9904.4,9960.1,9991.5,9998.4,9904.4,-38.2,-0.38,10279.3,9904.4,-91.2,-0.90,10728.9,9674.0,-357.1,-3.45,10728.9,8628.5,909.0,10.01,,
XSO,S&P/ASX Small Ords,2613.3,2601.8,2574.2,2582.2,2598.5,2609.7,2582.2,16.3,0.63,2613.3,2574.2,-41.4,-1.57,2758.1,2574.2,-116.8,-4.30,2946.3,2574.2,-294.0,-10.16,2946.3,2229.7,269.6,11.58,5932.9,5906.8,5844.2,5862.2,5899.5,5932.9,5844.2,-90.8,-1.52,6252.5,5844.2,-255.8,-4.16,6625.3,5844.2,-602.8,-9.27,6625.3,4946.8,750.1,14.57,,
XDJ,Consumer Discretionary,1372.0,1358.9,1343.9,1353.3,1358.2,1365.0,1352.8,4.9,0.36,1372.0,1343.9,-29.3,-2.11,1445.2,1343.9,-75.1,-5.24,1557.8,1343.9,-142.6,-9.50,1572.1,1343.9,-169.3,-11.08,9134.5,9047.3,8947.1,9009.9,9042.8,9134.5,8947.1,-194.8,-2.11,9621.9,8947.1,-499.9,-5.24,10210.5,8947.1,-739.5,-7.56,10246.9,8947.1,-722.9,-7.40,,
XSJ,Consumer Staples,7667.1,7687.1,7643.6,7645.8,7687.6,7691.9,7645.8,41.8,0.55,7687.6,7643.6,15.9,0.21,7909.4,7643.6,-137.7,-1.76,8013.9,7490.6,-26.9,-0.35,8415.1,7214.4,179.6,2.39,54565.1,54707.2,54397.8,54413.3,54711.2,54711.2,54397.8,113.3,0.21,56289.4,54397.8,-980.1,-1.76,56701.2,52783.5,913.3,1.70,58402.4,49212.8,3573.3,6.99,,
XEJ,Energy,15929.3,15772.7,15475.5,15521.6,15586.5,15726.0,15521.6,64.9,0.42,15929.3,15475.5,-444.1,-2.77,16512.9,15475.5,-638.7,-3.94,17736.5,15342.3,-527.9,-3.28,17736.5,13791.8,580.8,3.87,104908.1,103876.6,101919.1,102222.5,102649.9,104908.1,101919.1,-2924.8,-2.77,108751.5,101919.1,-4206.8,-3.94,116809.6,101042.2,-2443.3,-2.32,116809.6,88892.3,5933.6,6.14,,
XFJ,Financials,4204.5,4214.4,4192.5,4214.5,4217.0,4249.8,4200.3,2.5,0.06,4217.0,4192.5,9.6,0.23,4491.2,4192.5,-245.4,-5.50,4666.6,4192.5,-144.8,-3.32,4666.6,4077.7,-251.8,-5.64,35688.5,35772.7,35586.1,35773.1,35794.4,35794.4,35586.1,81.3,0.23,37734.8,35586.1,-1558.9,-4.17,38822.8,35586.1,-269.3,-0.75,38822.8,32702.7,37.1,0.10,,
XXJ,Financial-x-A-REIT,4840.2,4850.1,4813.5,4846.4,4851.6,4890.6,4831.4,5.2,0.11,4851.6,4813.5,10.9,0.23,5229.6,4813.5,-345.4,-6.65,5430.9,4813.5,-212.2,-4.19,5430.9,4674.3,-312.8,-6.06,39484.8,39565.8,39266.6,39535.7,39578.1,39578.1,39266.6,89.5,0.23,42060.4,39266.6,-2119.1,-5.08,43285.0,39266.6,-562.7,-1.40,43285.0,35932.3,-118.4,-0.30,,
XHJ,Health Care,8502.0,8516.3,8421.7,8404.9,8427.1,8436.9,8384.1,22.2,0.26,8516.3,8404.9,-109.8,-1.29,8836.0,8404.9,-298.8,-3.42,9186.8,8302.2,-506.1,-5.67,9186.8,7893.1,4.9,0.06,49875.4,49959.4,49404.2,49305.8,49435.9,49959.4,49305.8,-644.5,-1.29,51834.6,49305.8,-1753.2,-3.42,53892.5,48685.0,-2385.4,-4.60,53892.5,45054.7,1361.0,2.83,,
XNJ,Industrials,3564.9,3555.7,3527.6,3534.4,3547.9,3558.9,3534.4,13.5,0.38,3564.9,3527.6,-33.3,-0.93,3688.0,3527.6,-63.0,-1.74,3870.5,3527.6,-188.6,-5.05,3870.5,3140.1,179.0,5.31,26556.9,26498.8,26289.0,26340.2,26440.4,26556.9,26289.0,-237.5,-0.89,27473.6,26289.0,-458.8,-1.71,28566.6,26289.0,-1119.8,-4.06,28566.6,22749.0,2181.7,8.99,,
XIJ,Info Technology,575.1,572.8,565.8,569.1,572.8,576.6,569.0,3.7,0.65,575.1,565.8,-4.1,-0.71,590.7,565.8,-6.8,-1.16,666.6,565.8,-71.9,-11.15,683.1,559.3,-95.5,-14.29,3444.4,3430.8,3389.0,3408.7,3431.0,3444.4,3389.0,-24.4,-0.70,3537.8,3389.0,-40.3,-1.16,3919.5,3387.0,-360.0,-9.50,3952.4,3236.2,-436.1,-11.28,,
XMJ,Materials,13303.3,13252.8,13205.5,13235.4,13298.0,13404.3,13235.4,62.6,0.47,13303.3,13205.5,-69.5,-0.52,13837.3,13194.7,-283.4,-2.09,15046.2,12973.6,-782.6,-5.56,15046.2,11238.3,1600.6,13.68,85056.2,84733.4,84431.2,84622.3,85022.2,85056.2,84431.2,-444.7,-0.52,88409.5,84325.4,-1752.3,-2.02,96133.1,82866.5,-4189.1,-4.70,96133.1,70417.7,11727.7,16.00,,
XPJ,A-REIT,845.4,848.7,854.3,852.0,850.5,857.0,846.2,-1.5,-0.18,854.3,845.4,2.0,0.23,866.6,844.9,5.7,0.68,887.0,830.5,10.7,1.27,908.7,828.9,-31.8,-3.60,19749.1,19826.4,19956.7,19903.7,19867.9,19956.7,19749.1,46.1,0.23,20243.2,19734.1,133.7,0.68,20646.7,19222.9,513.9,2.66,20646.7,18801.0,385.9,1.98,,
XTJ,Telecommunications,1033.5,1052.8,1046.6,1033.9,1030.9,1040.4,1030.8,-3.0,-0.29,1052.8,1030.9,-6.3,-0.61,1052.8,1013.7,22.7,2.25,1052.8,891.0,71.3,7.43,1128.3,891.0,-46.8,-4.34,10106.9,10295.5,10235.2,10111.0,10081.6,10295.5,10081.6,-62.1,-0.61,10295.5,9856.0,225.7,2.29,10295.5,8708.4,1107.1,12.34,10295.5,8339.6,486.2,5.07,,
XUJ,Utilities,4334.4,4337.9,4321.5,4341.4,4342.1,4350.8,4324.3,0.7,0.02,4342.1,4321.5,41.2,0.96,4373.2,4281.3,9.3,0.21,4452.1,3990.1,-71.3,-1.61,4614.3,3990.1,145.9,3.48,38576.1,38607.2,38461.0,38638.3,38644.0,38644.0,38461.0,366.7,0.96,38790.4,37975.2,211.8,0.55,38794.6,35021.3,186.8,0.49,39587.2,33842.4,3699.0,10.59,,
XMM,Metals & Mining,4826.5,4810.0,4790.2,4801.0,4824.8,4860.7,4801.0,23.8,0.50,4826.5,4790.2,-26.5,-0.55,5031.2,4784.7,-110.0,-2.23,5491.6,4693.1,-320.9,-6.24,5491.6,4008.5,663.1,15.93,6359.4,6337.6,6311.6,6325.8,6357.1,6359.4,6311.6,-34.9,-0.55,6628.8,6304.3,-144.6,-2.22,7235.3,6181.4,-367.0,-5.46,7235.3,5186.0,973.0,18.07,,
XGD,Gold,7416.6,7394.9,7286.9,7251.8,7284.3,7357.2,7251.8,32.5,0.45,7416.6,7251.8,-170.2,-2.28,7697.7,7251.8,-276.6,-3.66,8435.7,7064.2,-814.8,-10.06,8435.7,6048.9,930.3,14.64,8436.5,8411.9,8288.9,8249.0,8286.7,8436.5,8249.0,-192.9,-2.28,8756.3,8249.0,-314.0,-3.65,9595.8,8022.7,-906.2,-9.86,9595.8,6838.7,1103.1,15.36,,
XJR,S&P/ASX 200 Res,5619.9,5592.7,5552.2,5565.2,5591.9,5635.9,5565.2,26.7,0.48,5619.9,5552.2,-57.6,-1.02,5848.3,5552.2,-148.2,-2.58,6355.0,5450.1,-316.9,-5.36,6355.0,4751.8,602.7,12.08,27689.2,27555.2,27355.7,27419.5,27551.2,27689.2,27355.7,-283.9,-1.02,28814.6,27355.7,-729.9,-2.58,31311.1,26845.8,-1308.9,-4.54,31311.1,22962.2,3441.8,14.28,,
,
