Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-10-16T23:15:11+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 11,Oct 12,Oct 13,Oct 14,Oct 15,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 11,Oct 12,Oct 13,Oct 14,Oct 15,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4762.1,4686.3,4691.1,4765.9,4758.2,4765.9,4730.9,-7.7,-0.16,4765.9,4686.3,17.8,0.37,4765.9,4634.7,55.5,1.18,5024.1,4250.6,-124.5,-2.55,5024.1,4250.6,-84.4,-1.74,33961.9,33421.3,33455.4,33989.6,33934.3,33989.6,33421.3,128.1,0.38,33989.6,33045.4,446.2,1.33,35111.0,29893.9,235.7,0.70,35111.0,29893.9,717.6,2.16,,
XAF,All Australian 50,4672.6,4592.3,4588.6,4668.0,4657.9,4668.0,4629.1,-10.1,-0.22,4672.6,4588.6,-2.9,-0.06,4672.6,4559.0,23.4,0.51,5017.2,4220.3,-204.7,-4.21,5017.2,4220.3,-171.4,-3.55,33794.9,33214.0,33187.6,33761.6,33688.9,33794.9,33187.6,-20.9,-0.06,33794.9,32970.2,194.5,0.58,35500.5,30076.1,-264.3,-0.78,35500.5,30076.1,199.7,0.60,,
XAT,All Australian 200,4700.7,4620.9,4622.5,4702.0,4692.1,4702.0,4663.8,-9.9,-0.21,4702.0,4620.9,7.6,0.16,4702.0,4581.3,30.8,0.66,5001.2,4218.4,-178.8,-3.67,5001.2,4218.4,-146.6,-3.03,33958.3,33382.1,33393.6,33968.7,33897.2,33968.7,33382.1,55.8,0.16,33968.7,33090.3,263.6,0.78,35368.8,30043.8,-114.3,-0.34,35368.8,30043.8,336.4,1.00,,
XTL,S&P/ASX 20,2823.7,2775.5,2770.7,2820.0,2813.3,2820.0,2795.8,-6.7,-0.24,2823.7,2770.7,-5.3,-0.19,2826.0,2758.2,7.4,0.26,3060.6,2560.9,-136.3,-4.62,3060.6,2560.9,-126.4,-4.30,39988.0,39306.2,39237.3,39936.0,39840.9,39988.0,39237.3,-74.7,-0.19,40020.9,39061.2,122.6,0.31,42369.7,35716.1,-440.6,-1.09,42369.7,35716.1,-27.5,-0.07,,
XFL,S&P/ASX 50,4684.2,4603.8,4600.0,4679.6,4669.4,4679.6,4640.2,-10.2,-0.22,4684.2,4600.0,-2.8,-0.06,4684.2,4570.3,21.9,0.47,5036.9,4235.3,-209.6,-4.29,5036.9,4235.3,-174.4,-3.60,33857.6,33276.4,33249.3,33824.6,33750.8,33857.6,33249.3,-20.3,-0.06,33857.6,33031.3,183.7,0.55,35624.5,30164.1,-302.5,-0.89,35624.5,30164.1,170.4,0.51,,
XTO,S&P/ASX 100,3825.0,3759.6,3759.2,3823.6,3815.9,3823.6,3792.6,-7.7,-0.20,3825.0,3759.2,1.7,0.04,3825.0,3733.0,16.4,0.43,4095.8,3455.4,-171.9,-4.31,4095.8,3455.4,-147.8,-3.73,8387.5,8244.1,8243.1,8384.3,8367.5,8387.5,8243.1,3.7,0.04,8387.5,8184.3,45.1,0.54,8789.4,7468.5,-80.4,-0.95,8789.4,7468.5,27.8,0.33,,
XJO,S&P/ASX 200,4697.5,4618.2,4619.9,4699.1,4689.0,4699.1,4660.6,-10.1,-0.21,4699.1,4618.2,7.6,0.16,4699.1,4579.2,27.5,0.59,5001.9,4222.1,-181.6,-3.73,5001.9,4222.1,-147.4,-3.05,33904.3,33331.9,33344.1,33916.0,33842.8,33916.0,33331.9,54.8,0.16,33916.0,33045.2,237.8,0.71,35345.6,30045.0,-143.0,-0.42,35345.6,30045.0,319.2,0.95,,
XKO,S&P/ASX 300,4701.6,4622.8,4624.9,4703.3,4693.2,4703.3,4665.4,-10.1,-0.21,4703.3,4622.8,8.0,0.17,4703.3,4582.3,33.5,0.72,4995.0,4214.7,-175.0,-3.59,4995.0,4214.7,-144.4,-2.98,33868.8,33300.9,33315.8,33881.0,33808.7,33881.0,33300.9,58.6,0.17,33881.0,33002.7,282.5,0.84,35236.9,29938.5,-106.9,-0.32,35236.9,29938.5,327.3,0.98,,
XMD,S&P/ASX Midcap 50,4252.9,4182.6,4205.0,4271.3,4268.7,4276.7,4245.0,-2.6,-0.06,4271.3,4182.6,36.6,0.86,4271.3,4159.2,5.1,0.12,4548.5,3797.0,-192.9,-4.32,4548.5,3797.0,-204.6,-4.57,9780.1,9618.5,9669.9,9822.5,9816.6,9822.5,9618.5,84.2,0.87,9822.5,9557.0,49.5,0.51,10139.9,8628.5,-129.6,-1.30,10139.9,8628.5,-84.1,-0.85,,
XSO,S&P/ASX Small Ords,2717.4,2680.5,2696.6,2737.6,2728.2,2737.6,2713.2,-9.4,-0.34,2737.6,2680.5,38.2,1.42,2737.6,2600.9,94.6,3.59,2737.6,2229.7,103.0,3.92,2737.6,2229.7,126.6,4.87,6085.4,6002.9,6038.8,6131.6,6110.6,6131.6,6002.9,87.8,1.46,6131.6,5818.3,226.7,3.85,6131.6,4946.8,359.0,6.24,6131.6,4946.8,432.0,7.61,,
XDJ,Consumer Discretionary,1556.1,1540.8,1545.6,1557.4,1548.5,1557.4,1544.7,-8.9,-0.57,1557.4,1540.8,-5.0,-0.32,1569.5,1531.1,-20.6,-1.31,1670.5,1424.3,-88.3,-5.39,1670.5,1424.3,-103.0,-6.24,10120.6,10021.6,10052.9,10129.6,10071.4,10129.6,10021.6,-32.3,-0.32,10188.8,9937.5,-64.8,-0.64,10680.0,9106.3,-206.8,-2.01,10680.0,9106.3,-288.4,-2.78,,
XSJ,Consumer Staples,8251.8,8141.9,8140.3,8175.1,8145.4,8182.3,8125.6,-29.7,-0.36,8251.8,8140.3,-186.3,-2.24,8415.1,8127.9,-61.2,-0.75,8415.1,7095.7,336.1,4.30,8415.1,7095.7,659.0,8.80,57310.6,56547.3,56535.9,56777.7,56571.6,57310.6,56535.9,-1293.9,-2.24,58402.4,56450.2,-383.8,-0.67,58402.4,47464.4,4333.5,8.30,58402.4,47464.4,6546.7,13.09,,
