Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4775.5 at 2013-06-14T16:53:36. Processed Saturday at 2013-06-15T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jun 7,Jun 11,Jun 12,Jun 13,Jun 14,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jun 7,Jun 11,Jun 12,Jun 13,Jun 14,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4729.3,4748.9,4716.1,4684.9,4775.5,4776.6,4684.9,90.6,1.93,4775.5,4684.9,3.7,0.08,5185.4,4684.9,-427.0,-8.21,5202.5,4684.9,110.9,2.38,5202.5,4056.3,668.5,16.28,37827.7,37984.5,37721.7,37472.8,38197.4,38197.4,37472.8,32.4,0.08,41528.7,37472.8,-3331.4,-8.02,41528.7,37020.3,1554.7,4.24,41528.7,31107.4,6762.6,21.51,,
XAF,All Australian 50,4822.2,4841.6,4808.7,4791.3,4892.2,4893.4,4791.3,100.9,2.11,4892.2,4791.3,22.6,0.46,5314.5,4791.3,-420.7,-7.92,5314.5,4733.5,194.4,4.14,5314.5,4030.7,840.4,20.74,39544.3,39703.4,39433.9,39291.1,40118.0,40118.0,39291.1,185.7,0.46,43481.5,39291.1,-3347.9,-7.70,43481.5,38052.6,2355.8,6.24,43481.5,31579.5,8417.8,26.55,,
XAT,All Australian 200,4704.4,4722.7,4690.0,4663.3,4759.1,4759.9,4663.3,95.8,2.05,4759.1,4663.3,11.4,0.24,5175.7,4663.3,-429.3,-8.27,5188.4,4663.3,127.8,2.76,5188.4,4000.1,714.3,17.66,38357.3,38506.9,38240.2,38022.3,38803.6,38803.6,38022.3,95.7,0.25,42210.6,38022.3,-3407.0,-8.07,42210.6,37380.5,1749.2,4.72,42210.6,31213.6,7303.2,23.18,,
XTL,S&P/ASX 20,2950.1,2961.2,2942.9,2938.8,3004.4,3005.9,2938.8,65.6,2.23,3004.4,2938.8,24.4,0.82,3264.8,2938.8,-248.1,-7.63,3264.8,2885.8,137.8,4.81,3264.8,2429.9,565.3,23.18,47596.9,47775.8,47481.2,47413.8,48472.8,48472.8,47413.8,393.8,0.82,52533.4,47413.8,-3864.0,-7.38,52533.4,45563.7,3213.6,7.10,52533.4,37364.0,10966.8,29.24,,
XFL,S&P/ASX 50,4876.2,4896.3,4863.1,4843.7,4945.4,4946.7,4843.7,101.7,2.10,4945.4,4843.7,21.8,0.44,5368.0,4843.7,-420.3,-7.83,5368.0,4770.1,212.7,4.50,5368.0,4061.8,864.7,21.19,39928.2,40092.8,39820.4,39662.1,40494.4,40494.4,39662.1,178.1,0.44,43854.8,39662.1,-3339.2,-7.62,43854.8,38295.2,2502.7,6.59,43854.8,31783.6,8607.5,26.99,,
XTO,S&P/ASX 100,3926.5,3942.4,3916.2,3895.1,3975.2,3976.2,3895.1,80.1,2.06,3975.2,3895.1,12.3,0.31,4320.0,3895.1,-348.6,-8.06,4323.8,3855.7,154.5,4.04,4323.8,3291.2,655.6,19.75,9736.4,9775.9,9711.1,9658.7,9857.3,9857.3,9658.7,31.4,0.32,10697.4,9658.7,-840.0,-7.85,10697.4,9380.5,562.6,6.05,10697.4,7807.0,1997.7,25.42,,
XJO,S&P/ASX 200,4737.7,4757.1,4724.5,4695.8,4791.8,4792.6,4695.8,96.0,2.04,4791.8,4695.8,10.6,0.22,5209.0,4695.8,-429.2,-8.22,5221.0,4690.3,142.8,3.07,5221.0,4013.3,734.4,18.10,38561.3,38718.9,38453.5,38219.9,39001.3,39001.3,38219.9,89.3,0.23,42402.2,38219.9,-3401.0,-8.02,42402.2,37467.1,1866.7,5.03,42402.2,31270.8,7448.8,23.61,,
XKO,S&P/ASX 300,4698.7,4717.7,4685.4,4656.3,4750.5,4751.4,4656.4,94.2,2.02,4750.5,4656.3,8.6,0.18,5164.1,4656.3,-428.2,-8.27,5178.7,4656.3,124.2,2.68,5178.7,4002.9,700.8,17.30,38118.2,38273.3,38010.8,37775.2,38538.8,38538.8,37775.2,73.2,0.19,41922.4,37775.2,-3383.6,-8.07,41922.4,37184.2,1698.8,4.61,41922.4,31100.2,7135.4,22.72,,
XMD,S&P/ASX MidCap 50,3882.7,3896.1,3875.9,3807.4,3871.7,3871.8,3807.4,64.3,1.69,3896.1,3807.4,-32.4,-0.83,4250.8,3807.4,-431.4,-10.03,4310.8,3807.4,8.7,0.23,4310.8,3435.4,290.7,8.12,9949.1,9983.4,9931.7,9756.1,9921.0,9983.4,9756.1,-74.8,-0.75,11007.0,9756.1,-1086.0,-9.87,11026.5,9756.1,151.7,1.55,11026.5,8495.1,1117.9,12.70,,
XSO,S&P/ASX Small Ords,2010.0,2018.4,1998.6,1965.8,1996.5,1997.3,1965.8,30.7,1.56,2018.4,1965.8,-29.6,-1.46,2217.0,1965.8,-243.5,-10.87,2414.5,1965.8,-284.1,-12.46,2414.5,1965.8,-174.1,-8.02,4855.1,4875.8,4828.0,4748.8,4823.0,4875.8,4748.8,-71.0,-1.45,5408.0,4748.8,-585.0,-10.82,5770.0,4748.8,-621.8,-11.42,5770.0,4748.8,-256.4,-5.05,,
XDJ,Consumer Discretionary,1528.4,1545.2,1533.2,1499.6,1532.4,1534.4,1499.6,32.8,2.19,1545.2,1499.6,-3.9,-0.26,1684.3,1499.6,-161.7,-9.54,1694.1,1364.5,188.6,14.03,1694.1,1196.0,300.9,24.44,11170.8,11293.7,11206.2,10960.6,11200.7,11293.7,10960.6,-28.8,-0.26,12372.8,10960.6,-1172.1,-9.47,12372.8,9792.3,1556.4,16.14,12372.8,8394.7,2561.3,29.65,,
XSJ,Consumer Staples,9365.2,9341.8,9276.2,9185.7,9402.7,9417.4,9185.7,217.0,2.36,9402.7,9185.7,27.0,0.29,10442.8,9185.7,-942.4,-9.11,10661.7,8912.8,528.3,5.95,10661.7,7600.8,1813.6,23.90,73139.7,72956.8,72444.6,71737.8,73432.5,73432.5,71737.8,210.9,0.29,81554.9,71737.8,-7360.2,-9.11,83265.0,68413.1,5314.1,7.80,83265.0,56840.4,16679.5,29.39,,
XEJ,Energy,12721.8,12887.5,12762.4,12514.3,12750.2,12750.2,12511.0,235.9,1.89,12887.5,12514.3,-36.2,-0.28,13430.2,12514.3,-552.4,-4.15,13702.8,11998.9,344.2,2.77,13702.8,11554.9,307.1,2.47,88106.9,89254.8,88388.5,86669.9,88303.5,89254.8,86669.9,-250.7,-0.28,93013.2,86669.9,-3826.0,-4.15,94901.2,83100.5,3476.9,4.10,94901.2,77918.0,4396.9,5.24,,
XFJ,Financials,5149.9,5174.2,5130.8,5164.7,5280.2,5287.2,5164.7,115.5,2.24,5280.2,5130.8,85.7,1.65,5816.3,5130.8,-502.2,-8.68,5851.4,4767.7,526.5,11.08,5851.4,4037.5,1283.9,32.13,49506.9,49741.3,49323.3,49649.6,50759.9,50759.9,49323.3,823.4,1.65,55686.0,49323.3,-4601.0,-8.31,55686.0,44797.5,6101.3,13.66,55686.0,36711.0,14491.7,39.96,,
XXJ,Financial-x-A-REIT,5939.1,5978.5,5923.1,5981.4,6134.2,6144.5,5981.4,152.8,2.55,6134.2,5923.1,133.2,2.22,6740.5,5923.1,-555.7,-8.31,6823.1,5485.5,682.3,12.51,6823.1,4586.9,1600.0,35.29,54895.6,55259.4,54747.6,55286.2,56698.2,56698.2,54747.6,1231.4,2.22,62001.4,54747.6,-4837.1,-7.86,62087.9,49449.4,7551.7,15.37,62087.9,40030.6,17128.6,43.29,,
XHJ,Health Care,12431.5,12693.0,12611.6,12498.2,12470.2,12508.4,12318.2,-28.0,-0.22,12693.0,12431.5,24.5,0.20,13404.4,12431.5,-922.7,-6.89,13404.4,11476.5,837.6,7.20,13404.4,8986.4,3375.1,37.11,76975.9,78595.2,78091.1,77389.1,77215.8,78595.2,76975.9,151.9,0.20,83000.1,76975.9,-5695.3,-6.87,83000.1,70340.0,5918.8,8.30,83000.1,54306.2,22252.5,40.49,,
XNJ,Industrials,3534.4,3548.5,3528.3,3489.7,3557.2,3557.2,3489.7,67.5,1.93,3557.2,3489.7,-12.8,-0.36,3836.1,3489.7,-352.4,-9.01,3970.5,3489.7,5.6,0.16,3970.5,3159.7,299.6,9.20,28482.2,28595.3,28432.5,28121.5,28666.0,28666.0,28121.5,-67.3,-0.23,31462.0,28121.5,-2796.0,-8.89,31601.8,28121.5,427.8,1.51,31601.8,24610.7,3449.4,13.68,,
XIJ,Info Technology,663.8,672.1,671.4,662.3,682.5,683.5,662.3,20.2,3.05,682.5,662.3,15.8,2.36,734.7,662.3,-39.2,-5.44,734.7,611.4,85.8,14.39,734.7,489.2,185.7,37.37,4286.1,4340.2,4335.6,4277.0,4407.0,4407.0,4277.0,101.8,2.36,4744.0,4277.0,-253.4,-5.44,4744.0,3884.8,616.3,16.26,4744.0,3052.3,1307.1,42.17,,
XMJ,Materials,8945.3,8941.6,8890.8,8677.1,8878.6,8886.0,8677.1,201.5,2.32,8945.3,8677.1,-286.3,-3.12,9600.9,8677.1,-783.7,-8.11,11228.0,8677.1,-1722.2,-16.25,11228.0,8677.1,-737.4,-7.67,60355.3,60330.0,59987.1,58545.6,59905.2,60355.3,58545.6,-1932.0,-3.12,65123.8,58545.6,-5218.6,-8.01,74792.0,58499.9,-10709.4,-15.17,74792.0,58499.9,-3120.5,-4.95,,
XPJ,A-REIT,1025.0,1019.7,1015.8,1005.3,1010.7,1010.7,1000.9,5.4,0.54,1025.0,1005.3,-13.9,-1.36,1135.4,1005.3,-121.1,-10.70,1135.4,960.8,36.9,3.79,1135.4,865.5,147.6,17.10,27006.9,26868.5,26764.2,26489.2,26630.8,27006.9,26489.2,-367.4,-1.36,29914.8,26489.2,-3189.6,-10.70,29914.8,25044.0,1273.0,5.02,29914.8,21613.2,5131.2,23.87,,
XTJ,Telecommunications,1594.5,1586.5,1590.7,1582.8,1604.0,1604.0,1582.5,21.2,1.34,1604.0,1582.8,19.7,1.24,1773.8,1582.8,-130.5,-7.52,1773.8,1515.3,107.9,7.22,1773.8,1230.7,363.4,29.30,18150.8,18059.2,18107.4,18016.8,18258.2,18258.2,18016.8,224.0,1.24,20191.3,18016.8,-1485.1,-7.52,20191.3,16745.5,1725.8,10.44,20191.3,13108.2,5045.0,38.18,,
XUJ,Utilities,5351.2,5347.0,5333.7,5229.7,5291.8,5295.7,5220.1,62.1,1.19,5351.2,5229.7,-38.6,-0.72,5770.1,5229.7,-414.4,-7.26,5815.8,5229.7,33.9,0.65,5815.8,4783.3,305.0,6.12,53406.6,53365.4,53232.1,52194.2,52814.5,53406.6,52194.2,-385.7,-0.72,57414.2,52194.2,-3964.7,-6.98,57869.0,51459.2,1116.8,2.16,57869.0,45707.4,5696.2,12.09,,
XMM,Metals & Mining,2956.2,2949.2,2930.8,2850.3,2925.3,2927.7,2850.3,75.0,2.63,2956.2,2850.3,-105.3,-3.48,3165.6,2850.3,-263.8,-8.27,3841.7,2850.3,-718.1,-19.71,3841.7,2850.3,-421.7,-12.60,4088.6,4079.0,4053.5,3942.3,4046.0,4088.6,3942.3,-145.7,-3.48,4410.9,3942.3,-364.9,-8.27,5249.3,3942.3,-932.3,-18.73,5249.3,3942.3,-462.9,-10.27,,
XGD,Gold,2694.4,2619.8,2601.6,2515.8,2538.4,2555.9,2513.6,22.6,0.90,2694.4,2515.8,-292.0,-10.32,3152.1,2515.8,-708.1,-21.81,5191.8,2515.8,-2360.2,-48.18,6250.3,2515.8,-2691.3,-51.46,3118.0,3031.7,3010.6,2911.2,2937.5,3118.0,2911.2,-337.9,-10.32,3756.7,2911.2,-819.3,-21.81,5987.1,2911.2,-2711.7,-48.00,7201.8,2911.2,-3056.5,-50.99,,
XJR,S&P/ASX 200 Res,3755.1,3764.0,3736.8,3642.6,3731.8,3731.8,3642.6,89.2,2.45,3764.0,3642.6,-97.0,-2.53,4006.6,3642.6,-280.2,-6.98,4567.3,3596.0,-578.8,-13.43,4567.3,3596.0,-295.8,-7.35,19442.3,19488.3,19347.2,18859.6,19321.8,19488.3,18859.6,-502.1,-2.53,20772.7,18859.6,-1450.9,-6.98,23355.8,18618.4,-2721.3,-12.35,23355.8,18618.4,-982.4,-4.84,,
,
