Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-05-11T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 6,May 7,May 8,May 9,May 10,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 6,May 7,May 8,May 9,May 10,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5133.8,5122.7,5177.9,5180.6,5191.1,5223.9,5182.2,10.5,0.20,5191.1,5122.7,85.7,1.68,5191.1,4911.3,217.4,4.37,5191.1,4712.3,526.5,11.29,5191.1,4033.4,848.4,19.54,40832.6,40744.6,41183.7,41263.7,41347.3,41347.3,40744.6,742.1,1.83,41347.3,39055.7,1798.0,4.55,41347.3,37020.3,4704.7,12.84,41347.3,30869.4,8253.8,24.94,,
XAF,All Australian 50,5265.9,5245.0,5297.6,5288.5,5291.9,5330.5,5283.7,3.4,0.06,5297.6,5245.0,49.9,0.95,5303.7,5021.6,259.6,5.16,5303.7,4733.5,594.2,12.65,5303.7,3983.7,1017.2,23.80,42875.6,42706.1,43134.3,43141.1,43168.8,43168.8,42706.1,487.1,1.14,43180.0,40883.3,2198.0,5.36,43180.0,38052.6,5406.6,14.32,43180.0,31167.4,9913.5,29.81,,
XAT,All Australian 200,5127.9,5114.6,5170.3,5167.9,5174.6,5210.9,5166.7,6.7,0.13,5174.6,5114.6,73.6,1.44,5174.6,4897.8,231.4,4.68,5174.6,4671.7,543.3,11.73,5174.6,3973.9,900.8,21.08,41549.1,41441.7,41892.6,41940.6,41994.5,41994.5,41441.7,663.4,1.60,41994.5,39679.4,1948.3,4.87,41994.5,37380.5,4940.2,13.33,41994.5,30947.5,8875.6,26.80,,
XTL,S&P/ASX 20,3237.4,3223.0,3252.7,3244.3,3243.4,3269.6,3236.9,-0.9,-0.03,3252.7,3223.0,18.3,0.57,3264.3,3074.1,166.8,5.42,3264.3,2885.8,376.8,13.15,3264.3,2396.0,667.7,25.92,51786.6,51555.6,52031.9,52017.1,52002.8,52031.9,51555.6,412.9,0.80,52217.0,49174.3,2788.1,5.67,52217.0,45563.7,6743.5,14.90,52217.0,36842.5,12664.6,32.19,,
XFL,S&P/ASX 50,5316.8,5295.9,5348.8,5340.5,5344.3,5383.5,5336.1,3.8,0.07,5348.8,5295.9,51.3,0.97,5353.7,5071.1,263.6,5.19,5353.7,4770.1,611.7,12.92,5353.7,4010.1,1039.7,24.15,43227.7,43057.4,43487.6,43501.8,43533.0,43533.0,43057.4,499.0,1.16,43533.0,41226.7,2227.9,5.39,43533.0,38295.2,5541.3,14.59,43533.0,31334.8,10086.2,30.16,,
XTO,S&P/ASX 100,4275.1,4262.3,4307.8,4304.1,4309.2,4340.6,4303.0,5.1,0.12,4309.2,4262.3,54.6,1.28,4309.2,4082.0,207.3,5.05,4309.2,3855.7,488.5,12.78,4309.2,3260.5,806.3,23.02,10531.9,10500.3,10612.5,10621.2,10633.6,10633.6,10500.3,152.2,1.45,10633.6,10054.7,530.0,5.25,10633.6,9380.5,1338.8,14.40,10633.6,7719.3,2382.9,28.88,,
XJO,S&P/ASX 200,5156.2,5143.7,5199.8,5198.4,5206.1,5242.5,5198.2,7.7,0.15,5206.1,5143.7,76.6,1.49,5206.1,4924.4,238.1,4.79,5206.1,4690.3,557.2,11.98,5206.1,3985.0,921.0,21.49,41708.0,41607.2,42060.3,42115.8,42178.3,42178.3,41607.2,688.0,1.66,42178.3,39826.0,2000.4,4.98,42178.3,37467.1,5043.7,13.58,42178.3,30989.0,9018.1,27.20,,
XKO,S&P/ASX 300,5112.8,5100.5,5155.9,5156.2,5164.8,5199.6,5156.5,8.6,0.17,5164.8,5100.5,78.4,1.54,5164.8,4885.8,229.1,4.64,5164.8,4669.1,538.5,11.64,5164.8,3977.4,886.5,20.72,41225.8,41127.0,41573.8,41640.8,41710.1,41710.1,41127.0,698.8,1.70,41710.1,39388.4,1920.1,4.83,41710.1,37184.2,4870.0,13.22,41710.1,30841.3,8694.1,26.33,,
XMD,S&P/ASX MidCap 50,4175.3,4197.2,4267.4,4289.0,4310.8,4346.3,4288.0,21.8,0.51,4310.8,4175.3,167.0,4.03,4310.8,4021.0,162.4,3.92,4310.8,3914.1,447.8,11.59,4310.8,3435.4,521.9,13.77,10680.1,10735.9,10915.5,10970.8,11026.5,11026.5,10680.1,427.3,4.03,11026.5,10277.9,423.1,3.99,11026.5,9898.6,1257.2,12.87,11026.5,8495.1,1724.3,18.54,,
XSO,S&P/ASX Small Ords,2170.7,2182.2,2210.7,2236.3,2253.6,2255.1,2236.0,17.3,0.77,2253.6,2170.7,104.2,4.85,2258.9,2095.4,-3.7,-0.16,2414.5,2095.4,-27.1,-1.19,2414.5,2044.8,-68.6,-2.95,5240.6,5268.3,5337.2,5398.8,5440.6,5440.6,5240.6,254.3,4.90,5449.5,5055.9,-4.3,-0.08,5770.0,5055.9,-4.3,-0.08,5770.0,4798.2,13.5,0.25,,
