Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-11-26T23:15:13+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 21,Nov 22,Nov 23,Nov 24,Nov 25,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 21,Nov 22,Nov 23,Nov 24,Nov 25,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1236.1,1225.8,1210.1,1201.1,1188.5,1201.2,1186.5,-12.6,-1.05,1236.1,1188.5,-56.6,-4.54,1285.0,1188.5,-52.2,-4.21,1557.8,1140.6,-312.3,-20.81,1557.8,1140.6,-312.4,-20.81,8462.9,8392.2,8285.0,8222.8,8136.8,8462.9,8136.8,-387.4,-4.55,8789.8,8136.8,-342.9,-4.04,10210.5,7636.0,-1645.5,-16.82,10210.5,7636.0,-1646.1,-16.83,,
XSJ,Consumer Staples,7617.9,7569.8,7504.7,7507.8,7403.6,7516.4,7393.7,-104.2,-1.39,7617.9,7403.6,-208.6,-2.74,7747.8,7403.6,-121.1,-1.61,8013.9,7011.2,-310.9,-4.03,8013.9,7011.2,-384.8,-4.94,55666.9,55315.2,54839.3,54862.1,54101.0,55666.9,54101.0,-1524.3,-2.74,56616.3,54101.0,-885.0,-1.61,56701.2,49979.4,303.1,0.56,56701.2,49979.4,-151.9,-0.28,,
XEJ,Energy,13772.7,13639.3,13428.5,13334.9,13038.6,13331.2,12876.8,-296.3,-2.22,13772.7,13038.6,-704.4,-5.13,14202.9,13038.6,-526.7,-3.88,17736.5,11605.0,-3075.8,-19.09,17736.5,11605.0,-2215.9,-14.53,91837.5,90948.0,89542.7,88918.1,86942.6,91837.5,86942.6,-4696.6,-5.13,94706.3,86942.6,-3511.9,-3.88,116809.6,77383.0,-18150.6,-17.27,116809.6,77383.0,-12542.4,-12.61,,
XFJ,Financials,3895.4,3876.8,3788.2,3792.0,3727.3,3790.9,3716.6,-64.7,-1.71,3895.4,3727.3,-185.1,-4.73,4191.1,3727.3,-329.0,-8.11,4666.6,3596.7,-634.5,-14.55,4666.6,3596.7,-483.6,-11.49,34265.8,34102.1,33322.8,33356.3,32787.7,34265.8,32787.7,-1628.2,-4.73,36240.8,32787.7,-2280.7,-6.50,38822.8,30965.7,-3275.9,-9.08,38822.8,30965.7,-1946.1,-5.60,,
XXJ,Financial-x-A-REIT,4484.2,4461.9,4355.0,4343.3,4253.3,4341.8,4241.3,-90.0,-2.07,4484.2,4253.3,-254.7,-5.65,4879.1,4253.3,-449.7,-9.56,5430.9,4119.7,-810.5,-16.01,5430.9,4119.7,-598.9,-12.34,37929.3,37740.9,36836.3,36737.9,35976.2,37929.3,35976.2,-2154.1,-5.65,40435.9,35976.2,-3000.8,-7.70,43285.0,34142.5,-4164.5,-10.37,43285.0,34142.5,-2483.8,-6.46,,
XHJ,Health Care,7882.5,7855.4,7766.4,7722.4,7618.5,7719.6,7569.8,-103.9,-1.35,7882.5,7618.5,-223.5,-2.85,8010.2,7551.3,-78.2,-1.02,9186.8,7082.8,-1314.7,-14.72,9186.8,7082.8,-1047.4,-12.09,47034.1,46872.4,46341.3,46078.9,45459.2,47034.1,45459.2,-1333.4,-2.85,47796.0,45034.8,-442.9,-0.96,53892.5,41891.0,-6362.1,-12.28,53892.5,41891.0,-4811.5,-9.57,,
XNJ,Industrials,3415.9,3364.7,3337.0,3316.0,3265.1,3314.7,3258.9,-50.9,-1.53,3415.9,3265.1,-143.4,-4.21,3483.4,3265.1,-66.3,-1.99,3870.5,3031.9,-471.4,-12.62,3870.5,3031.9,-427.3,-11.57,25925.0,25536.6,25326.3,25166.7,24780.1,25925.0,24780.1,-1077.0,-4.17,26425.2,24780.1,-492.0,-1.95,28566.6,22990.4,-2780.1,-10.09,28566.6,22990.4,-2295.4,-8.48,,
XIJ,Info Technology,508.7,505.6,499.6,498.8,499.3,499.9,496.1,0.5,0.10,508.7,498.8,-9.7,-1.91,532.1,474.0,19.1,3.97,666.6,458.0,-145.4,-22.55,666.6,458.0,-104.1,-17.26,3108.7,3090.3,3053.3,3048.5,3051.2,3108.7,3048.5,-59.7,-1.92,3251.7,2896.6,116.4,3.97,3919.5,2743.0,-739.7,-19.51,3919.5,2743.0,-497.0,-14.01,,
XMJ,Materials,11225.6,11114.4,10799.4,10770.2,10634.5,10764.6,10589.1,-135.7,-1.26,11225.6,10634.5,-697.5,-6.16,11989.3,10634.5,-846.8,-7.38,15046.2,10436.7,-3446.1,-24.47,15046.2,10436.7,-2782.3,-20.74,72646.0,71926.1,69887.6,69698.4,68820.4,72646.0,68820.4,-4506.1,-6.15,77484.2,68820.4,-5381.1,-7.25,96133.1,67434.3,-20390.9,-22.86,96133.1,67434.3,-16185.2,-19.04,,
XPJ,A-REIT,783.5,780.6,767.2,782.3,783.2,784.6,776.7,0.9,0.12,783.5,767.2,-0.1,-0.01,808.7,767.2,-2.7,-0.35,887.0,708.9,-56.6,-6.74,887.0,708.9,-61.0,-7.22,18907.5,18835.5,18512.7,18876.5,18900.2,18907.5,18512.7,-1.2,-0.01,19514.8,18512.7,-41.8,-0.22,20646.7,17036.7,-453.7,-2.34,20646.7,17036.7,-275.5,-1.44,,
XTJ,Telecommunications,1083.3,1080.5,1068.3,1071.8,1067.6,1074.7,1064.4,-4.2,-0.39,1083.3,1067.6,-4.9,-0.45,1089.8,1051.4,-6.3,-0.59,1089.8,891.0,108.0,11.25,1089.8,891.0,87.8,8.96,11080.9,11052.4,10927.6,10963.5,10919.8,11080.9,10919.8,-50.0,-0.46,11147.4,10754.8,-64.9,-0.59,11147.4,8708.4,1945.3,21.68,11147.4,8708.4,1762.2,19.24,,
XUJ,Utilities,4463.3,4468.3,4427.9,4398.7,4340.0,4390.5,4322.9,-58.7,-1.33,4468.3,4340.0,-122.7,-2.75,4531.8,4296.8,-24.6,-0.56,4550.9,3990.1,-73.4,-1.66,4550.9,3990.1,-84.3,-1.90,40955.1,41000.5,40629.8,40361.8,39823.2,41000.5,39823.2,-998.9,-2.45,41454.1,39304.0,-101.2,-0.25,41454.1,35021.3,1366.1,3.55,41454.1,35021.3,1736.6,4.56,,
XMM,Metals & Mining,4016.5,3972.2,3855.2,3844.1,3793.2,3842.4,3775.6,-50.9,-1.32,4016.5,3793.2,-266.2,-6.56,4298.2,3793.2,-307.4,-7.50,5491.6,3732.7,-1352.5,-26.28,5491.6,3732.7,-1089.4,-22.31,5347.9,5288.9,5133.1,5118.4,5050.6,5347.9,5050.6,-354.4,-6.56,5723.0,5050.6,-409.2,-7.50,7235.3,4968.6,-1673.5,-24.89,7235.3,4968.6,-1329.7,-20.84,,
XGD,Gold,7051.2,6981.7,6877.2,6837.0,6707.8,6854.9,6681.0,-129.2,-1.89,7051.2,6707.8,-432.8,-6.06,7421.5,6707.8,-13.0,-0.19,8435.7,6432.0,-1391.3,-17.18,8435.7,6432.0,-1122.1,-14.33,8054.7,7975.3,7855.9,7810.0,7662.4,8054.7,7662.4,-494.4,-6.06,8477.7,7662.4,-14.9,-0.19,9595.8,7347.4,-1530.5,-16.65,9595.8,7347.4,-1224.9,-13.78,,
XJR,S&P/ASX 200 Res,4719.2,4670.2,4545.7,4528.6,4455.6,4526.8,4433.0,-73.0,-1.61,4719.2,4455.6,-298.3,-6.28,5010.2,4455.6,-326.4,-6.83,6355.0,4291.7,-1453.2,-24.59,6355.0,4291.7,-1165.0,-20.73,23512.8,23268.2,22647.9,22562.9,22199.2,23512.8,22199.2,-1486.4,-6.28,24962.6,22199.2,-1626.4,-6.83,31311.1,21378.1,-6660.9,-23.08,31311.1,21378.1,-5253.5,-19.14,,
,
