Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-11-24T23:15:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 19,Nov 20,Nov 21,Nov 22,Nov 23,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 19,Nov 20,Nov 21,Nov 22,Nov 23,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4382.6,4407.5,4390.7,4432.4,4431.5,4432.5,4417.3,-0.9,-0.02,4432.4,4382.6,71.4,1.64,4535.4,4360.1,-136.5,-2.99,4593.5,4033.4,320.5,7.80,4593.5,4033.4,373.9,9.22,34354.4,34555.2,34424.0,34750.9,34743.9,34750.9,34354.4,565.7,1.66,35585.6,34178.2,-841.7,-2.37,35780.9,30869.4,3910.5,12.68,35780.9,30751.8,4369.8,14.39,,
XAF,All Australian 50,4405.2,4427.5,4411.1,4451.6,4454.2,4454.2,4435.8,2.6,0.06,4454.2,4405.2,70.6,1.61,4568.2,4383.6,-125.0,-2.73,4609.1,3983.7,405.1,10.00,4609.1,3983.7,491.5,12.40,35356.3,35543.2,35411.8,35737.2,35757.4,35757.4,35356.3,573.9,1.63,36462.3,35183.4,-705.0,-1.93,36697.7,31167.4,4793.6,15.48,36697.7,30834.1,5495.9,18.16,,
XAT,All Australian 200,4345.0,4368.6,4352.2,4395.6,4395.6,4395.7,4380.3,0.0,0.00,4395.6,4345.0,75.0,1.74,4500.1,4320.6,-129.2,-2.86,4552.1,3973.9,344.9,8.51,4552.1,3973.9,414.7,10.42,34690.1,34885.8,34754.8,35100.8,35101.1,35101.1,34690.1,605.9,1.76,35876.6,34495.2,-775.5,-2.16,36089.5,30947.5,4226.0,13.69,36089.5,30810.8,4814.8,15.90,,
XTL,S&P/ASX 20,2679.8,2693.5,2684.4,2708.8,2710.8,2710.8,2698.4,2.0,0.07,2710.8,2679.8,44.9,1.68,2780.3,2665.9,-73.2,-2.63,2802.2,2396.0,261.1,10.66,2802.2,2396.0,320.8,13.42,42311.0,42527.1,42383.2,42767.5,42799.3,42799.3,42311.0,708.3,1.68,43534.7,42090.9,-735.4,-1.69,43819.6,36842.5,6054.2,16.48,43819.6,36548.7,6949.7,19.39,,
XFL,S&P/ASX 50,4438.0,4460.7,4444.8,4485.5,4488.1,4488.1,4469.9,2.6,0.06,4488.1,4438.0,71.7,1.62,4603.6,4416.4,-127.3,-2.76,4646.2,4010.1,411.6,10.10,4646.2,4010.1,501.6,12.58,35572.3,35761.6,35634.5,35960.5,35981.6,35981.6,35572.3,582.7,1.65,36703.0,35398.8,-721.5,-1.97,36944.8,31334.8,4846.2,15.56,36944.8,30989.6,5569.6,18.31,,
XTO,S&P/ASX 100,3580.9,3600.6,3587.6,3622.8,3624.7,3624.7,3611.3,1.9,0.05,3624.7,3580.9,62.9,1.77,3710.7,3561.8,-102.5,-2.75,3751.2,3260.5,308.0,9.29,3751.2,3260.5,375.8,11.57,8693.7,8743.3,8711.5,8797.0,8801.6,8801.6,8693.7,154.4,1.79,8983.0,8647.2,-181.4,-2.02,9040.3,7719.3,1120.0,14.58,9040.3,7651.5,1290.0,17.17,,
XJO,S&P/ASX 200,4361.4,4385.7,4369.5,4413.1,4413.0,4413.2,4397.9,-0.1,-0.00,4413.1,4361.4,76.2,1.76,4517.0,4336.8,-130.1,-2.86,4571.1,3985.0,356.4,8.79,4571.1,3985.0,428.7,10.76,34764.8,34964.9,34835.9,35183.3,35182.8,35183.3,34764.8,614.1,1.78,35965.7,34568.7,-782.9,-2.18,36183.8,30989.0,4303.7,13.94,36183.8,30802.2,4909.6,16.22,,
XKO,S&P/ASX 300,4343.8,4367.9,4351.7,4394.7,4394.8,4394.9,4379.6,0.1,0.00,4394.8,4343.8,75.1,1.74,4499.0,4319.7,-132.5,-2.93,4554.9,3977.4,342.5,8.45,4554.9,3977.4,410.6,10.31,34518.4,34716.1,34587.7,34929.7,34930.5,34930.5,34518.4,603.9,1.76,35735.6,34326.6,-805.1,-2.25,35949.4,30841.3,4163.9,13.53,35949.4,30693.1,4736.8,15.69,,
XMD,S&P/ASX MidCap 50,3603.7,3636.4,3620.7,3677.0,3676.9,3681.6,3669.6,-0.1,-0.00,3677.0,3603.7,107.0,3.00,3740.1,3569.9,-101.2,-2.68,3950.9,3435.4,98.0,2.74,3950.9,3435.4,121.2,3.41,9055.1,9137.2,9097.8,9239.3,9239.0,9239.3,9055.1,268.9,3.00,9474.2,8970.1,-235.2,-2.48,9693.0,8495.1,576.8,6.66,9693.0,8495.1,687.6,8.04,,
XSO,S&P/ASX Small Ords,2186.9,2199.7,2189.8,2213.4,2200.8,2213.4,2195.9,-12.6,-0.57,2213.4,2186.9,31.3,1.44,2286.1,2158.2,-113.5,-4.90,2526.6,2044.8,-8.6,-0.39,2526.6,2044.8,-54.0,-2.39,5206.3,5237.6,5214.1,5270.3,5240.3,5270.3,5206.3,75.5,1.46,5508.9,5137.9,-268.6,-4.88,5892.6,4798.2,131.4,2.57,5892.6,4798.2,41.9,0.81,,
