Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-09-14T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 9,Sep 10,Sep 11,Sep 12,Sep 13,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 9,Sep 10,Sep 11,Sep 12,Sep 13,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XXJ,Financial-x-A-REIT,6683.6,6726.3,6779.7,6771.5,6732.3,6771.5,6715.7,-39.2,-0.58,6779.7,6683.6,107.1,1.62,6779.7,6504.1,125.4,1.90,6823.1,6823.1,1280.4,23.49,6823.1,6823.1,1594.5,31.04,62458.7,62856.9,63356.2,63280.0,62915.6,63356.2,62458.7,1004.6,1.62,63356.2,60528.3,1848.1,3.03,63356.2,49449.4,13769.1,28.02,63356.2,45535.2,17461.8,38.42,,
XHJ,Health Care,13840.2,13779.2,13835.9,13857.6,13890.5,13962.1,13848.0,32.9,0.24,13890.5,13779.2,60.5,0.44,14173.5,13215.8,18.9,0.14,14173.5,14173.5,2257.9,19.41,14173.5,14173.5,3748.2,36.96,86596.1,86214.1,86569.1,86704.7,86910.6,86910.6,86214.1,788.2,0.92,88163.6,81860.9,1017.1,1.18,88163.6,70340.0,15613.6,21.90,88163.6,60563.3,25188.9,40.81,,
XNJ,Industrials,3881.8,3884.1,3922.8,3952.1,3934.9,3952.1,3930.1,-17.2,-0.44,3952.1,3881.8,57.9,1.49,3952.1,3717.3,174.0,4.63,3970.5,3970.5,383.2,10.79,3970.5,3970.5,595.2,17.82,31751.0,31798.4,32115.6,32371.1,32230.1,32371.1,31751.0,635.2,2.01,32371.1,30152.8,1761.4,5.78,32371.1,28042.2,3991.9,14.14,32371.1,25541.2,6015.6,22.95,,
XIJ,Info Technology,711.7,720.9,725.0,734.1,721.6,735.0,721.6,-12.5,-1.70,734.1,711.7,13.3,1.88,734.1,694.1,7.8,1.09,734.7,734.7,125.0,20.94,734.7,734.7,139.5,23.97,4659.6,4720.2,4746.6,4806.4,4724.3,4806.4,4659.6,87.0,1.88,4806.4,4526.0,106.2,2.30,4806.4,3884.8,933.6,24.63,4806.4,3594.8,1031.9,27.95,,
XMJ,Materials,9759.4,9820.8,9954.7,9974.7,9852.8,9974.7,9831.2,-121.9,-1.22,9974.7,9759.4,222.2,2.31,9974.7,9490.1,-28.5,-0.29,11228.0,11228.0,-748.1,-7.06,11228.0,11228.0,-114.8,-1.15,66814.2,67234.4,68151.0,68287.9,67453.9,68287.9,66814.2,1532.4,2.32,68287.9,64192.2,759.4,1.14,74792.0,55909.5,-3160.6,-4.48,74792.0,55909.5,1267.1,1.91,,
XPJ,A-REIT,1003.8,1003.0,1007.2,1005.0,1010.6,1011.5,1002.0,5.6,0.56,1010.6,1003.0,13.2,1.32,1019.1,997.3,-13.5,-1.32,1135.4,1135.4,36.8,3.78,1135.4,1135.4,75.3,8.05,27171.7,27150.3,27263.9,27205.1,27356.3,27356.3,27150.3,355.8,1.32,27695.8,26996.6,-339.5,-1.23,29914.8,25044.0,1998.5,7.88,29914.8,23598.3,3395.7,14.17,,
XTJ,Telecommunications,1667.3,1670.1,1666.1,1682.1,1683.5,1690.3,1674.9,1.4,0.08,1683.5,1666.1,26.0,1.57,1767.2,1657.5,-83.4,-4.72,1773.8,1773.8,187.5,12.53,1773.8,1773.8,372.7,28.43,19496.1,19528.3,19482.3,19669.0,19685.2,19685.2,19482.3,303.4,1.57,20119.3,19381.8,-431.1,-2.14,20191.3,16745.5,3152.8,19.07,20191.3,14354.7,5216.1,36.05,,
XUJ,Utilities,5433.2,5394.2,5377.2,5363.4,5386.3,5391.7,5345.7,22.9,0.43,5433.2,5363.4,-78.8,-1.44,5575.2,5272.4,-11.7,-0.22,5815.8,5815.8,128.4,2.44,5815.8,5815.8,458.8,9.31,55615.9,55216.7,55042.5,54901.0,55135.5,55615.9,54901.0,-728.2,-1.30,56989.3,53264.6,601.9,1.10,57869.0,51459.2,3437.7,6.65,57869.0,46698.6,7418.4,15.55,,
XMM,Metals & Mining,3246.2,3266.2,3308.5,3313.1,3262.8,3313.1,3257.0,-50.3,-1.52,3313.1,3246.2,61.3,1.92,3313.1,3169.7,-32.2,-0.98,3841.7,3841.7,-380.6,-10.45,3841.7,3841.7,-180.3,-5.24,4557.8,4585.9,4645.4,4651.8,4581.2,4651.8,4557.8,87.1,1.94,4651.8,4393.5,23.7,0.52,5249.3,3709.5,-397.1,-7.98,5249.3,3709.5,-116.6,-2.48,,
XGD,Gold,2887.0,2823.9,2755.2,2707.2,2618.2,2707.2,2602.5,-89.0,-3.29,2887.0,2618.2,-173.1,-6.20,3076.8,2610.7,-16.0,-0.61,5191.8,5191.8,-2280.5,-46.55,5191.8,5191.8,-3334.2,-56.01,3344.0,3270.8,3191.3,3135.6,3032.6,3344.0,3032.6,-200.5,-6.20,3562.6,3022.8,-17.5,-0.57,5987.1,2324.2,-2616.5,-46.32,7201.8,2324.2,-3796.8,-55.59,,
XJR,S&P/ASX 200 Res,4136.0,4154.8,4187.9,4195.5,4143.5,4195.5,4140.9,-52.0,-1.24,4195.5,4136.0,56.3,1.38,4195.5,4012.4,22.5,0.55,4567.3,4567.3,-167.1,-3.88,4567.3,4567.3,-15.3,-0.37,21741.5,21840.2,22014.5,22054.3,21781.0,22054.3,21741.5,299.1,1.39,22054.3,20882.8,443.6,2.08,23355.8,17957.3,-262.1,-1.19,23355.8,17957.3,537.6,2.53,,
,
