Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-09-14T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 9,Sep 10,Sep 11,Sep 12,Sep 13,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 9,Sep 10,Sep 11,Sep 12,Sep 13,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5179.4,5198.9,5230.6,5238.2,5214.7,5238.2,5205.5,-23.5,-0.45,5238.2,5179.4,70.7,1.37,5238.2,5066.7,73.1,1.42,5238.2,5238.2,550.1,11.79,5238.2,5238.2,804.5,18.24,42043.8,42208.1,42466.9,42529.4,42340.6,42529.4,42043.8,633.9,1.52,42529.4,40844.7,1104.9,2.68,42529.4,37020.3,5698.0,15.55,42529.4,34126.0,8041.4,23.44,,
XAF,All Australian 50,5272.5,5293.2,5325.9,5333.6,5315.1,5333.6,5299.1,-18.5,-0.35,5333.6,5272.5,78.3,1.50,5333.6,5167.6,53.2,1.01,5333.6,5333.6,617.4,13.14,5333.6,5333.6,895.5,20.26,43928.2,44099.9,44372.4,44436.7,44282.8,44436.7,43928.2,708.7,1.63,44436.7,42750.9,1034.4,2.39,44436.7,38052.6,6520.6,17.27,44436.7,35057.4,9125.1,25.95,,
XAT,All Australian 200,5140.0,5159.5,5192.1,5199.8,5177.0,5199.8,5165.5,-22.8,-0.44,5199.8,5140.0,73.7,1.44,5199.8,5033.2,62.1,1.21,5199.8,5199.8,545.7,11.78,5199.8,5199.8,804.8,18.41,42561.0,42725.7,42995.3,43061.2,42872.7,43061.2,42561.0,669.1,1.59,43061.2,41385.8,1056.9,2.53,43061.2,37380.5,5818.3,15.70,43061.2,34423.7,8249.6,23.83,,
XTL,S&P/ASX 20,3256.9,3271.0,3289.3,3293.6,3278.8,3293.6,3268.4,-14.8,-0.45,3293.6,3256.9,45.7,1.41,3293.6,3187.6,24.5,0.75,3293.6,3293.6,412.2,14.38,3293.6,3293.6,590.6,21.97,53315.9,53547.3,53846.3,53916.8,53674.5,53916.8,53315.9,832.7,1.58,53916.8,51862.9,1138.1,2.17,53916.8,45563.7,8415.3,18.59,53916.8,41870.2,11674.6,27.80,,
XFL,S&P/ASX 50,5336.3,5356.6,5389.4,5397.1,5378.4,5397.1,5362.1,-18.7,-0.35,5397.1,5336.3,78.2,1.48,5397.1,5230.4,52.2,0.98,5397.1,5397.1,645.8,13.64,5397.1,5397.1,923.3,20.72,44388.2,44557.0,44830.1,44893.9,44738.4,44893.9,44388.2,707.1,1.61,44893.9,43204.7,1026.6,2.35,44893.9,38295.2,6746.6,17.76,44893.9,35301.8,9344.5,26.40,,
XTO,S&P/ASX 100,4290.1,4306.6,4335.5,4342.9,4325.9,4342.9,4314.9,-17.0,-0.39,4342.9,4290.1,65.3,1.53,4342.9,4202.5,51.3,1.20,4342.9,4342.9,505.2,13.22,4342.9,4342.9,728.1,20.24,10805.1,10847.5,10920.1,10939.3,10896.2,10939.3,10805.1,178.8,1.67,10939.3,10510.0,269.3,2.53,10939.3,9380.5,1601.5,17.23,10939.3,8621.9,2233.9,25.79,,
XJO,S&P/ASX 200,5181.5,5201.2,5234.4,5242.5,5219.6,5242.5,5208.2,-22.9,-0.44,5242.5,5181.5,74.6,1.45,5242.5,5075.7,61.9,1.20,5242.5,5242.5,570.7,12.27,5242.5,5242.5,829.6,18.90,42822.8,42988.8,43263.4,43332.1,43143.8,43332.1,42822.8,675.9,1.59,43332.1,41658.3,1053.2,2.50,43332.1,37467.1,6009.3,16.18,43332.1,34521.2,8435.6,24.30,,
XVI,S&P/ASX 200 VIX,15.580,14.670,14.127,13.689,14.507,14.530,13.309,0.818,5.98,15.580,13.689,-1.642,-10.17,16.326,12.829,1.487,11.42,21.700,12.476,-4634.443,-99.69,21.700,12.476,-4375.449,-99.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5140.3,5159.2,5191.4,5199.2,5176.2,5199.2,5165.2,-23.0,-0.44,5199.2,5140.3,71.6,1.40,5199.2,5034.1,61.9,1.21,5199.2,5199.2,549.9,11.89,5199.2,5199.2,799.1,18.26,42338.7,42497.8,42763.2,42828.6,42640.9,42828.6,42338.7,648.8,1.55,42828.6,41179.0,1040.5,2.50,42828.6,37184.2,5800.9,15.75,42828.6,34304.6,8137.3,23.58,,
XMD,S&P/ASX MidCap 50,4183.1,4201.6,4250.6,4269.1,4234.7,4269.1,4234.7,-34.4,-0.81,4269.1,4183.1,84.4,2.03,4269.1,4046.8,130.1,3.17,4310.8,4310.8,371.7,9.62,4310.8,4310.8,586.8,16.08,10870.9,10925.5,11053.1,11104.7,11015.4,11104.7,10870.9,239.1,2.22,11104.7,10434.5,442.7,4.19,11104.7,9756.1,1246.0,12.75,11104.7,8927.1,1880.9,20.59,,
XSO,S&P/ASX Small Ords,2234.9,2237.9,2239.2,2236.2,2212.9,2236.2,2212.9,-23.3,-1.04,2239.2,2212.9,-4.7,-0.21,2239.2,2162.3,29.7,1.36,2414.5,2414.5,-67.8,-2.97,2414.5,2414.5,-64.3,-2.82,5454.0,5462.8,5466.1,5458.9,5404.1,5466.1,5404.1,-0.1,-0.00,5466.1,5258.5,110.8,2.09,5770.0,4574.9,-40.7,-0.75,5770.0,4574.9,10.0,0.19,,
XDJ,Consumer Discretionary,1758.5,1768.3,1776.0,1782.1,1774.5,1782.1,1769.6,-7.6,-0.43,1782.1,1758.5,29.0,1.66,1782.1,1704.8,72.9,4.28,1782.1,1782.1,430.7,32.05,1782.1,1782.1,506.9,39.99,12968.5,13046.4,13102.9,13148.3,13094.8,13148.3,12968.5,231.6,1.80,13148.3,12444.7,650.1,5.22,13148.3,9792.3,3450.5,35.78,13148.3,8884.5,4070.4,45.10,,
XSJ,Consumer Staples,9859.5,9879.0,9880.9,9930.1,9984.1,10007.4,9913.8,54.0,0.54,9984.1,9859.5,111.1,1.13,10130.0,9587.8,135.3,1.37,10661.7,10661.7,1109.7,12.50,10661.7,10661.7,1479.9,17.40,78799.2,78954.8,78970.1,79363.3,79795.0,79795.0,78799.2,1536.8,1.96,80261.5,75857.6,2739.6,3.56,83265.0,68413.1,11676.6,17.14,83265.0,64261.5,14617.4,22.43,,
XEJ,Energy,14117.1,14117.4,14060.9,14095.7,14005.0,14095.7,14005.0,-90.7,-0.64,14117.4,14005.0,-21.5,-0.15,14119.3,13350.5,601.1,4.48,14119.3,14119.3,1599.0,12.89,14119.3,14119.3,1074.5,8.31,99243.9,99245.9,98849.0,99093.2,98456.3,99245.9,98456.3,-150.5,-0.15,99245.9,92461.0,5625.4,6.06,99245.9,83100.5,13629.7,16.07,99245.9,80181.3,10042.9,11.36,,
XFJ,Financials,5674.4,5704.7,5747.0,5739.3,5715.2,5739.3,5698.1,-24.1,-0.42,5747.0,5674.4,88.4,1.57,5747.0,5545.5,80.2,1.42,5851.4,5851.4,961.5,20.23,5851.4,5851.4,1221.1,27.17,55293.5,55589.3,56001.2,55926.3,55693.9,56001.2,55293.5,865.7,1.58,56001.2,53846.3,1304.7,2.40,56001.2,44797.5,11035.3,24.71,56001.2,41489.3,14242.2,34.36,,
