Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-03-23T23:15:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5027.4,5004.4,4982.6,4976.8,4980.8,4995.3,4944.5,4.0,0.08,5027.4,4976.8,-148.5,-2.90,5160.0,4976.8,-55.9,-1.11,5160.0,4712.3,316.2,6.78,5160.0,4033.4,620.1,14.22,39949.3,39766.9,39594.2,39550.9,39595.1,39949.3,39550.9,-1133.9,-2.78,40968.7,39550.9,-176.1,-0.44,40968.7,37020.3,2952.4,8.06,40968.7,30869.4,6454.9,19.48,,
XAF,All Australian 50,5082.1,5048.4,5027.8,5018.2,5030.5,5050.9,4988.4,12.3,0.25,5082.1,5018.2,-160.0,-3.08,5214.1,5018.2,-52.9,-1.04,5214.1,4733.5,332.8,7.08,5214.1,3983.7,803.9,19.02,41372.9,41098.9,40931.4,40853.0,40955.7,41372.9,40853.0,-1264.4,-2.99,42412.3,40853.0,-163.7,-0.40,42412.3,38052.6,3193.6,8.46,42412.3,31167.4,8161.4,24.89,,
XAT,All Australian 200,4993.7,4965.4,4945.4,4936.7,4944.9,4961.4,4905.7,8.2,0.17,4993.7,4936.7,-153.9,-3.02,5124.5,4936.7,-53.4,-1.07,5124.5,4671.7,313.6,6.77,5124.5,3973.9,684.0,16.05,40440.2,40211.2,40049.2,39981.5,40055.4,40440.2,39981.5,-1202.4,-2.91,41464.3,39981.5,-165.0,-0.41,41464.3,37380.5,3001.0,8.10,41464.3,30947.5,7120.3,21.62,,
XTL,S&P/ASX 20,3110.9,3089.2,3075.3,3069.9,3081.9,3096.3,3052.5,12.0,0.39,3110.9,3069.9,-96.4,-3.03,3194.6,3069.9,-23.8,-0.77,3194.6,2885.8,215.3,7.51,3194.6,2396.0,548.2,21.63,49762.9,49416.6,49193.0,49107.5,49299.8,49762.9,49107.5,-1489.3,-2.93,51048.3,49107.5,-75.0,-0.15,51048.3,45563.7,4040.5,8.93,51048.3,36842.5,10717.2,27.78,,
XFL,S&P/ASX 50,5128.8,5095.1,5074.1,5064.7,5077.1,5097.4,5034.5,12.4,0.24,5128.8,5064.7,-161.2,-3.08,5262.4,5064.7,-50.8,-0.99,5262.4,4770.1,344.5,7.28,5262.4,4010.1,820.7,19.28,41692.8,41418.8,41248.2,41171.7,41275.5,41692.8,41171.7,-1272.0,-2.99,42743.5,41171.7,-144.3,-0.35,42743.5,38295.2,3283.8,8.64,42743.5,31334.8,8290.1,25.13,,
XTO,S&P/ASX 100,4137.7,4112.6,4096.7,4089.2,4096.1,4111.1,4063.8,6.9,0.17,4137.7,4089.2,-128.9,-3.05,4246.4,4089.2,-40.6,-0.98,4246.4,3855.7,275.4,7.21,4246.4,3260.5,621.4,17.88,10189.2,10127.4,10088.2,10070.4,10088.8,10189.2,10070.4,-307.3,-2.96,10448.8,10070.4,-33.9,-0.34,10448.8,9380.5,794.1,8.54,10448.8,7719.3,1925.6,23.59,,
XJO,S&P/ASX 200,5015.4,4987.4,4967.4,4959.4,4967.3,4983.6,4927.9,7.9,0.16,5015.4,4959.4,-152.9,-2.99,5146.9,4959.4,-50.8,-1.01,5146.9,4690.3,318.4,6.85,5146.9,3985.0,696.9,16.32,40545.5,40319.9,40157.8,40096.2,40167.1,40545.5,40096.2,-1193.1,-2.88,41574.2,40096.2,-144.4,-0.36,41574.2,37467.1,3032.6,8.17,41574.2,30989.0,7206.4,21.86,,
XKO,S&P/ASX 300,4987.3,4961.2,4940.4,4932.3,4939.3,4955.1,4900.8,7.0,0.14,4987.3,4932.3,-152.1,-2.99,5118.9,4932.3,-52.6,-1.05,5118.9,4669.1,313.0,6.77,5118.9,3977.4,665.1,15.56,40188.3,39978.7,39811.1,39748.8,39812.8,40188.3,39748.8,-1182.7,-2.89,41215.7,39748.8,-161.7,-0.40,41215.7,37184.2,2972.8,8.07,41215.7,30841.3,6914.1,21.02,,
XMD,S&P/ASX MidCap 50,4159.3,4151.8,4144.5,4138.3,4118.7,4131.5,4101.9,-19.6,-0.47,4159.3,4118.7,-118.9,-2.81,4276.0,4118.7,-36.6,-0.88,4276.0,3914.1,255.7,6.62,4276.0,3435.4,260.7,6.76,10611.6,10592.3,10573.8,10563.3,10520.5,10611.6,10520.5,-288.1,-2.67,10906.4,10520.5,-23.7,-0.22,10906.4,9898.6,751.1,7.69,10906.4,8495.1,1070.3,11.33,,
XSO,S&P/ASX Small Ords,2326.2,2336.4,2317.9,2319.0,2314.8,2318.8,2298.5,-4.2,-0.18,2336.4,2314.8,-54.3,-2.29,2391.8,2314.8,-48.4,-2.05,2414.5,2304.9,34.1,1.50,2524.8,2044.8,-178.2,-7.15,5597.1,5622.9,5578.7,5582.7,5577.9,5622.9,5577.9,-118.2,-2.07,5747.9,5577.9,-74.8,-1.32,5770.0,5503.0,133.1,2.44,5892.6,4798.2,-234.6,-4.04,,
