Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-10-17T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 12,Oct 13,Oct 14,Oct 15,Oct 16,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 12,Oct 13,Oct 14,Oct 15,Oct 16,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5267.4,5234.6,5230.4,5265.6,5303.7,5329.2,5265.6,38.1,0.72,5303.7,5230.4,-5.5,-0.10,5309.2,4958.1,180.1,3.52,5954.8,4958.1,-84.9,-1.57,5954.8,4958.1,43.7,0.83,46679.8,46389.2,46352.9,46665.4,47003.8,47003.8,46352.9,-46.6,-0.10,47050.4,43929.2,1630.9,3.59,51568.0,43929.2,956.9,2.08,51568.0,43763.4,2414.4,5.41,,
XAF,All Australian 50,5268.1,5243.1,5233.8,5261.6,5297.0,5323.6,5261.6,35.4,0.67,5297.0,5233.8,-23.4,-0.44,5320.5,4950.0,144.4,2.80,6081.0,4950.0,-201.1,-3.66,6081.0,4950.0,-92.5,-1.72,48170.9,47942.3,47856.6,48111.2,48435.3,48435.3,47856.6,-214.3,-0.44,48649.5,45262.3,1323.4,2.81,54222.3,45262.3,68.9,0.14,54222.3,45262.3,1458.0,3.10,,
XAT,All Australian 200,5184.1,5153.9,5147.7,5179.9,5217.5,5243.3,5179.9,37.6,0.73,5217.5,5147.7,-12.7,-0.24,5230.2,4871.4,166.7,3.30,5926.9,4871.4,-145.6,-2.71,5926.9,4871.4,-15.1,-0.29,46980.4,46707.1,46651.4,46943.0,47283.8,47283.8,46651.4,-114.7,-0.24,47398.6,44141.5,1531.5,3.35,52442.3,44141.5,463.0,0.99,52442.3,44141.5,1989.5,4.39,,
XTL,S&P/ASX 20,3175.6,3157.7,3151.7,3168.2,3186.7,3205.0,3168.2,18.5,0.58,3186.7,3151.7,-18.7,-0.58,3205.4,2963.6,72.8,2.34,3760.5,2963.6,-212.1,-6.24,3760.5,2963.6,-149.0,-4.47,57230.9,56908.9,56800.7,57099.2,57431.8,57431.8,56800.7,-337.0,-0.58,57768.8,53410.1,1312.8,2.34,65985.5,53410.1,-1324.1,-2.25,65985.5,53410.1,272.7,0.48,,
XFL,S&P/ASX 50,5324.8,5299.5,5289.6,5318.3,5354.5,5380.9,5318.3,36.2,0.68,5354.5,5289.6,-23.2,-0.43,5377.7,5002.4,147.3,2.83,6152.9,5002.4,-208.9,-3.75,6152.9,5002.4,-96.6,-1.77,48603.9,48372.7,48282.8,48544.6,48874.9,48874.9,48282.8,-211.5,-0.43,49086.4,45661.4,1347.8,2.84,54764.7,45661.4,24.4,0.05,54764.7,45661.4,1447.1,3.05,,
XTO,S&P/ASX 100,4359.0,4335.6,4330.4,4356.9,4388.4,4409.6,4356.9,31.5,0.72,4388.4,4330.4,-10.8,-0.25,4399.2,4097.0,131.8,3.10,4996.2,4097.0,-124.5,-2.76,4996.2,4097.0,-1.1,-0.02,12024.4,11960.1,11945.8,12018.8,12105.7,12105.7,11945.8,-29.7,-0.25,12135.5,11301.0,365.9,3.12,13449.8,11301.0,116.9,0.97,13449.8,11301.0,547.3,4.74,,
XJO,S&P/ASX 200,5232.9,5202.9,5197.3,5230.0,5268.2,5294.3,5230.0,38.2,0.73,5268.2,5197.3,-11.5,-0.22,5279.7,4918.4,169.3,3.32,5982.7,4918.4,-142.8,-2.64,5982.7,4918.4,-3.5,-0.07,47320.1,47048.7,46998.4,47294.9,47640.0,47640.0,46998.4,-103.4,-0.22,47743.5,44471.4,1553.6,3.37,52822.2,44471.4,500.8,1.06,52822.2,44471.4,2102.0,4.62,,
XVI,S&P/ASX 200 VIX,21.188,20.872,20.247,18.462,18.734,18.887,16.904,0.272,1.47,21.188,18.462,-1.793,-8.73,28.430,18.462,-5.800,-23.64,30.244,0.171,4.153,28.48,30.244,0.171,0.725,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5182.5,5152.4,5146.8,5179.5,5217.0,5242.5,5179.5,37.5,0.72,5217.0,5146.8,-10.4,-0.20,5227.4,4873.4,168.5,3.34,5912.7,4873.4,-131.9,-2.47,5912.7,4873.4,2.3,0.04,46681.8,46410.7,46361.2,46655.6,46993.6,46993.6,46361.2,-92.6,-0.20,47086.2,43892.1,1542.2,3.39,52008.8,43892.1,568.1,1.22,52008.8,43892.1,2112.0,4.71,,
XMD,S&P/ASX MidCap 50,4917.7,4869.6,4887.8,4942.9,4994.4,5018.3,4942.9,51.5,1.04,4994.4,4869.6,56.6,1.15,4994.4,4637.9,242.3,5.10,5363.8,4637.4,246.9,5.20,5363.8,4637.4,655.7,15.11,13779.1,13644.2,13695.3,13849.5,13993.8,13993.8,13644.2,158.6,1.15,13993.8,12988.8,695.3,5.23,14759.9,12623.2,1074.3,8.32,14759.9,11852.6,2255.7,19.22,,
