Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-02-01T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jan 24,Jan 28,Jan 29,Jan 30,Jan 31,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jan 24,Jan 28,Jan 29,Jan 30,Jan 31,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5254.3,5188.0,5240.6,5199.4,5205.1,5209.9,5184.4,5.7,0.11,5254.3,5188.0,-70.4,-1.34,5369.8,5188.0,-148.0,-2.76,5369.8,5188.0,-148.0,-2.76,5369.8,5188.0,263.2,5.33,43037.8,42494.7,42925.3,42587.5,42634.5,43037.8,42494.7,-576.9,-1.33,43982.1,42494.7,-1210.5,-2.76,43982.1,42494.7,-1210.5,-2.76,44191.5,37129.1,3809.1,9.81,,
XAF,All Australian 50,5348.7,5283.2,5333.9,5298.8,5295.7,5305.4,5276.0,-3.1,-0.06,5348.7,5283.2,-73.0,-1.36,5472.3,5283.2,-162.1,-2.97,5472.3,5283.2,-162.1,-2.97,5472.3,5283.2,326.3,6.57,44962.0,44411.3,44837.5,44542.1,44516.1,44962.0,44411.3,-614.0,-1.36,46001.0,44411.3,-1362.3,-2.97,46001.0,44411.3,-1362.3,-2.97,46381.3,39049.4,4566.5,11.43,,
XAT,All Australian 200,5197.5,5132.5,5186.2,5145.9,5146.7,5153.1,5126.4,0.8,0.02,5197.5,5132.5,-72.2,-1.38,5320.6,5132.5,-158.0,-2.98,5320.6,5132.5,-158.0,-2.98,5320.6,5132.5,246.9,5.04,43432.2,42889.2,43337.8,43001.2,43007.8,43432.2,42889.2,-603.1,-1.38,44459.5,42889.2,-1319.6,-2.98,44459.5,42889.2,-1319.6,-2.98,44742.6,37733.6,3801.6,9.70,,
XTL,S&P/ASX 20,3294.6,3252.4,3285.2,3264.2,3260.9,3267.9,3248.1,-3.3,-0.10,3294.6,3252.4,-46.3,-1.40,3385.4,3252.4,-117.5,-3.48,3385.4,3252.4,-117.5,-3.48,3385.4,3252.4,224.1,7.38,54399.3,53701.3,54243.0,53895.8,53842.7,54399.3,53701.3,-764.1,-1.40,55897.9,53701.3,-1939.9,-3.48,55897.9,53701.3,-1939.9,-3.48,56458.8,47032.2,5895.4,12.30,,
XFL,S&P/ASX 50,5413.4,5346.4,5397.6,5361.8,5360.1,5369.9,5340.3,-1.7,-0.03,5413.4,5346.4,-72.7,-1.34,5541.7,5346.4,-166.8,-3.02,5541.7,5346.4,-166.8,-3.02,5541.7,5346.4,350.9,7.01,45430.5,44868.0,45297.7,44997.4,44983.3,45430.5,44868.0,-609.6,-1.34,46507.3,44868.0,-1399.6,-3.02,46507.3,44868.0,-1399.6,-3.02,46862.3,39422.6,4768.1,11.86,,
XTO,S&P/ASX 100,4353.4,4299.5,4343.0,4310.7,4311.2,4317.0,4294.2,0.5,0.01,4353.4,4299.5,-59.9,-1.37,4457.1,4299.5,-134.0,-3.02,4457.1,4299.5,-134.0,-3.02,4457.1,4299.5,263.2,6.50,11063.4,10926.4,11037.0,10954.7,10956.1,11063.4,10926.4,-152.3,-1.37,11327.0,10926.4,-340.7,-3.02,11327.0,10926.4,-340.7,-3.02,11384.6,9607.8,1107.7,11.25,,
XJO,S&P/ASX 200,5240.9,5175.1,5229.0,5188.1,5190.0,5196.7,5169.9,1.9,0.04,5240.9,5175.1,-73.0,-1.39,5367.9,5175.1,-162.2,-3.03,5367.9,5175.1,-162.2,-3.03,5367.9,5175.1,268.9,5.46,43707.9,43158.9,43608.4,43266.9,43283.1,43707.9,43158.9,-608.7,-1.39,44766.0,43158.9,-1352.0,-3.03,44766.0,43158.9,-1352.0,-3.03,45009.1,37962.9,3971.2,10.10,,
XVI,S&P/ASX 200 VIX,13.271,15.863,14.456,15.658,15.584,15.807,15.340,-0.074,-0.47,15.863,13.271,2.535,19.43,15.863,11.135,4.022,34.79,15.863,11.135,4.022,34.79,21.700,10.689,-4905.512,-99.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5197.1,5131.0,5183.8,5143.3,5145.8,5151.9,5125.9,2.5,0.05,5197.1,5131.0,-72.5,-1.39,5320.8,5131.0,-159.0,-3.00,5320.8,5131.0,-159.0,-3.00,5320.8,5131.0,248.1,5.07,43194.9,42644.8,43084.4,42747.5,42768.1,43194.9,42644.8,-602.4,-1.39,44221.7,42644.8,-1320.7,-3.00,44221.7,42644.8,-1320.7,-3.00,44475.2,37491.8,3763.2,9.65,,
XMD,S&P/ASX MidCap 50,4255.1,4202.4,4264.7,4202.7,4219.1,4220.9,4192.6,16.4,0.39,4264.7,4202.4,-71.4,-1.67,4360.8,4202.4,-130.4,-3.00,4360.8,4202.4,-130.4,-3.00,4360.8,4202.4,91.9,2.23,11166.6,11028.4,11191.7,11029.2,11072.2,11191.7,11028.4,-187.4,-1.66,11444.1,11028.4,-342.2,-3.00,11444.1,11028.4,-342.2,-3.00,11444.1,9756.1,634.7,6.08,,
XSO,S&P/ASX Small Ords,2158.6,2121.9,2148.6,2122.4,2132.5,2134.1,2122.4,10.1,0.48,2158.6,2121.9,-34.7,-1.60,2209.2,2121.9,-61.1,-2.79,2209.2,2121.9,-61.1,-2.79,2209.2,2121.9,-259.9,-10.86,5318.8,5228.4,5294.1,5229.5,5254.5,5318.8,5228.4,-85.5,-1.60,5442.2,5228.4,-148.9,-2.76,5442.2,5228.4,-148.9,-2.76,5770.0,4574.9,-458.8,-8.03,,
XDJ,Consumer Discretionary,1750.8,1724.7,1751.5,1732.0,1748.1,1749.1,1732.0,16.1,0.93,1751.5,1724.7,-28.4,-1.60,1833.3,1724.7,-83.0,-4.53,1833.3,1724.7,-83.0,-4.53,1833.3,1724.7,275.0,18.67,13001.5,12807.3,13006.2,12861.9,12981.2,13006.2,12807.3,-210.6,-1.60,13614.0,12807.3,-616.1,-4.53,13614.0,12807.3,-616.1,-4.53,13614.0,10505.5,2409.2,22.79,,
XSJ,Consumer Staples,9873.9,9743.6,9805.8,9691.4,9707.5,9707.5,9629.4,16.1,0.17,9873.9,9691.4,-177.6,-1.80,10073.3,9691.4,-308.5,-3.08,10073.3,9691.4,-308.5,-3.08,10073.3,9691.4,423.8,4.56,79044.2,78001.5,78499.4,77583.4,77712.4,79044.2,77583.4,-1421.5,-1.80,80640.5,77583.4,-2469.5,-3.08,80640.5,77583.4,-2469.5,-3.08,83265.0,71310.8,6452.4,9.05,,
XEJ,Energy,13335.7,13239.2,13271.0,13119.8,13119.0,13179.7,13087.2,-0.8,-0.01,13335.7,13119.0,-247.9,-1.85,13609.2,13119.0,-503.9,-3.70,13609.2,13119.0,-503.9,-3.70,13609.2,13119.0,49.2,0.38,93750.6,93072.6,93295.9,92233.0,92227.3,93750.6,92227.3,-1742.6,-1.85,95769.9,92227.3,-3542.6,-3.70,95673.5,92227.3,-3542.6,-3.70,101032.3,83100.5,2861.7,3.20,,
XFJ,Financials,5711.8,5634.0,5697.4,5646.0,5642.9,5661.8,5623.8,-3.1,-0.05,5711.8,5634.0,-110.4,-1.92,5887.2,5634.0,-232.8,-3.96,5887.2,5634.0,-232.8,-3.96,5887.2,5634.0,521.7,10.19,56550.1,55779.4,56407.7,55898.7,55867.6,56550.1,55779.4,-1093.7,-1.92,58283.9,55779.4,-2302.5,-3.96,58283.9,55779.4,-2302.5,-3.96,59476.0,47726.2,7746.6,16.10,,
XXJ,Financial-x-A-REIT,6747.7,6654.5,6730.5,6661.0,6656.6,6683.4,6633.2,-4.4,-0.07,6747.7,6654.5,-143.9,-2.12,6989.0,6654.5,-325.0,-4.66,6989.0,6654.5,-325.0,-4.66,6989.0,6654.5,756.5,12.82,64036.8,63151.6,63873.0,63213.5,63171.4,64036.8,63151.6,-1366.2,-2.12,66325.9,63151.6,-3084.7,-4.66,66325.9,63151.6,-3084.7,-4.66,67544.8,52718.0,9984.7,18.77,,
