Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-11-28T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 23,Nov 24,Nov 25,Nov 26,Nov 27,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 23,Nov 24,Nov 25,Nov 26,Nov 27,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2131.1,2108.1,2104.8,2108.9,2109.9,2126.3,2107.5,1.0,0.05,2131.1,2104.8,-18.8,-0.88,2131.1,2043.9,9.6,0.46,2263.3,1907.0,65.6,3.21,2263.3,1907.0,68.2,3.34,5589.5,5529.0,5520.4,5531.2,5534.0,5589.5,5520.4,-49.4,-0.88,5589.5,5360.8,26.8,0.49,5823.6,4952.4,336.4,6.47,5823.6,4882.3,360.5,6.97,,
XDJ,Consumer Discretionary,1910.1,1890.1,1879.7,1874.8,1878.5,1896.1,1874.8,3.7,0.20,1910.1,1874.8,-26.9,-1.41,1910.4,1815.1,-5.1,-0.27,2021.0,1712.1,125.2,7.14,2021.0,1712.1,80.6,4.49,15185.1,15026.1,14943.6,14904.7,14934.0,15185.1,14904.7,-213.9,-1.41,15187.5,14430.2,-24.1,-0.16,15772.9,13162.6,1464.2,10.87,15772.9,12956.7,1135.5,8.23,,
XSJ,Consumer Staples,8476.6,8372.0,8362.9,8308.7,8245.1,8362.2,8219.1,-63.6,-0.77,8476.6,8245.1,-69.1,-0.83,8976.4,7962.0,-778.7,-8.63,10122.8,7962.0,-928.0,-10.12,10122.8,7962.0,-1009.7,-10.91,73966.7,73054.5,72975.0,72501.8,71950.2,73966.7,71950.2,-599.0,-0.83,78742.0,69476.3,-6791.8,-8.63,85291.5,69476.3,-4558.6,-5.96,85291.5,69476.3,-5194.9,-6.73,,
XEJ,Energy,8587.4,8550.9,8630.6,8590.1,8683.6,8744.9,8590.1,93.5,1.09,8683.6,8550.9,58.9,0.68,8945.6,8090.6,-225.0,-2.53,12090.7,8041.8,-2917.8,-25.15,12090.7,8041.8,-3121.7,-26.44,65753.4,65474.0,66084.1,65774.5,66490.2,66490.2,65474.0,451.4,0.68,68496.2,61949.4,-1722.4,-2.53,90391.5,61576.0,-17814.1,-21.13,90391.5,61576.0,-19295.7,-22.49,,
XFJ,Financials,6177.5,6132.3,6077.7,6122.6,6115.1,6175.8,6094.3,-7.5,-0.12,6177.5,6077.7,-32.9,-0.54,6179.0,5806.0,-85.3,-1.38,7186.4,5644.5,-140.3,-2.24,7186.4,5644.5,15.4,0.25,67754.7,67259.4,66659.6,67152.1,67070.5,67754.7,66659.6,-361.3,-0.54,67754.7,63680.2,32.5,0.05,75638.7,61027.7,1831.3,2.81,75638.7,61027.7,3604.1,5.68,,
XXJ,Financial-x-A-REIT,7066.5,7007.6,6950.7,7016.0,7003.0,7075.2,6976.1,-13.0,-0.19,7066.5,6950.7,-31.8,-0.45,7066.5,6635.9,-86.7,-1.22,8394.2,6423.0,-279.2,-3.83,8394.2,6423.0,-102.3,-1.44,74502.0,73880.7,73281.1,73969.1,73832.4,74502.0,73281.1,-334.9,-0.45,74502.0,69962.3,351.5,0.48,84666.9,66571.1,1059.9,1.46,84666.9,66571.1,2828.3,3.98,,
XHJ,Health Care,19656.6,19482.2,19430.0,19649.3,19632.0,19802.6,19599.4,-17.3,-0.09,19656.6,19430.0,121.8,0.62,19656.6,18509.9,1255.5,6.83,19933.9,17005.1,2144.8,12.26,19933.9,17005.1,3074.1,18.57,128615.9,127474.8,127133.0,128568.0,128454.9,128615.9,127133.0,796.8,0.62,128615.9,120197.3,8257.6,6.87,128804.9,108911.1,16456.3,14.69,128804.9,105798.7,22408.0,21.13,,
XNJ,Industrials,5004.6,4943.2,4916.6,4957.5,4964.7,5031.5,4946.6,7.2,0.15,5004.6,4916.6,-14.5,-0.29,5004.6,4733.6,161.3,3.36,5004.6,4233.2,642.9,14.87,5004.6,4233.2,859.8,20.95,44139.2,43597.4,43363.2,43724.1,43787.1,44139.2,43363.2,-127.6,-0.29,44139.2,41748.7,1422.4,3.36,44139.2,36323.0,6703.5,18.08,44139.2,34458.1,8802.4,25.16,,
XIJ,Info Technology,788.1,784.0,785.8,787.9,780.7,793.0,778.2,-7.2,-0.91,788.1,780.7,-2.1,-0.27,788.1,717.7,48.4,6.61,853.7,664.8,-2.0,-0.26,853.7,664.8,18.7,2.46,5462.1,5433.7,5446.5,5460.7,5411.1,5462.1,5411.1,-14.5,-0.27,5462.1,4974.4,335.5,6.61,5803.2,4575.2,144.4,2.74,5803.2,4575.2,288.3,5.63,,
XMJ,Materials,7409.9,7273.5,7235.0,7144.1,7114.9,7235.5,7114.9,-29.2,-0.41,7409.9,7114.9,-370.6,-4.95,8178.8,7114.9,-1133.4,-13.74,9946.3,7114.9,-1612.9,-18.48,9946.3,7114.9,-1646.3,-18.79,54930.0,53932.9,53711.8,53036.9,52820.2,54930.0,52820.2,-2669.9,-4.81,61081.1,52820.2,-8260.9,-13.52,70664.0,52820.2,-9072.1,-14.66,70664.0,52820.2,-9229.2,-14.87,,
XPJ,A-REIT,1290.9,1288.6,1271.6,1267.3,1270.1,1280.7,1267.2,2.8,0.22,1290.9,1267.3,-12.7,-0.99,1301.7,1218.8,-28.5,-2.20,1343.7,1197.3,83.9,7.08,1343.7,1197.3,117.5,10.20,38584.1,38826.0,38756.8,38245.3,38117.3,38826.0,38117.3,-466.8,-1.21,39152.8,36657.5,-942.3,-2.41,39203.9,34828.8,3611.9,10.47,39203.9,33068.8,5099.1,15.44,,
XTJ,Telecommunications,1975.9,1963.6,1942.6,1961.0,1958.6,1977.3,1949.2,-2.4,-0.12,1975.9,1942.6,-0.6,-0.03,2012.4,1861.8,-31.9,-1.60,2321.2,1861.8,-128.1,-6.14,2321.2,1861.8,-41.9,-2.09,25566.2,25406.3,25135.2,25372.8,25342.8,25566.2,25135.2,-7.4,-0.03,26038.2,24089.3,-413.3,-1.60,28970.5,24089.3,-411.3,-1.60,28970.5,24089.3,655.9,2.66,,
XUJ,Utilities,7050.5,7006.7,6944.4,6983.1,6859.5,7034.0,6859.5,-123.6,-1.77,7050.5,6859.5,-134.6,-1.92,7050.5,6679.9,20.0,0.29,7050.5,5936.5,945.3,15.98,7050.5,5936.5,989.1,16.85,80235.6,79737.4,79028.7,79469.2,78061.8,80235.6,78061.8,-1531.6,-1.92,80235.6,75846.2,404.3,0.52,80235.6,65111.5,13195.5,20.34,80235.6,62965.7,14450.6,22.72,,
XMM,Metals & Mining,2066.6,2026.6,2023.5,1978.6,1969.0,2006.5,1969.0,-9.6,-0.49,2066.6,1969.0,-134.9,-6.41,2378.2,1969.0,-440.9,-18.30,3045.0,1969.0,-678.0,-25.62,3045.0,1969.0,-760.2,-27.85,3140.5,3079.8,3075.0,3006.8,2992.1,3140.5,2992.1,-205.0,-6.41,3662.2,2992.1,-670.1,-18.30,4412.5,2992.1,-842.3,-21.97,4412.5,2992.1,-961.0,-24.31,,
XGD,Gold,2411.1,2373.8,2408.5,2373.5,2383.2,2408.8,2373.2,9.7,0.41,2411.1,2373.5,-96.6,-3.90,2863.7,2346.2,-435.0,-15.43,3060.9,2069.2,335.9,16.40,3060.9,2069.2,461.0,23.98,2827.9,2784.1,2824.8,2783.8,2795.1,2827.9,2783.8,-113.3,-3.90,3358.7,2751.7,-510.1,-15.43,3589.9,2412.7,407.9,17.09,3589.9,1984.2,553.9,24.71,,
XJR,S&P/ASX 200 Res,2598.4,2560.8,2563.9,2521.7,2523.1,2558.3,2521.7,1.4,0.06,2598.4,2521.7,-109.1,-4.14,2884.0,2521.7,-400.8,-13.71,3741.5,2521.7,-867.2,-25.58,3741.5,2521.7,-958.2,-27.52,15017.3,14824.8,14610.4,14628.2,14387.2,14824.8,14387.2,-630.1,-4.20,16681.5,14387.2,-2294.3,-13.75,20500.6,14387.2,-4016.7,-21.83,20500.6,14387.2,-4511.0,-23.87,,
,
