Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-11-17T23:15:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 12,Nov 13,Nov 14,Nov 15,Nov 16,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 12,Nov 13,Nov 14,Nov 15,Nov 16,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1261.6,1251.8,1253.6,1248.2,1254.8,1255.8,1248.4,6.6,0.53,1261.6,1248.2,-5.0,-0.40,1298.9,1244.7,-23.9,-1.87,1313.3,1179.0,82.1,7.00,1313.3,1165.7,9.7,0.78,9046.2,8975.6,8988.4,8949.8,8997.0,9046.2,8949.8,-36.1,-0.40,9307.8,8925.0,-166.1,-1.81,9307.8,8076.6,963.4,11.99,9307.8,7985.3,472.7,5.55,,
XSJ,Consumer Staples,8491.6,8424.8,8424.6,8384.7,8393.6,8425.5,8384.7,8.9,0.11,8491.6,8384.7,-128.1,-1.50,8668.4,8384.7,-242.0,-2.80,8800.7,7241.1,1060.5,14.46,8800.7,7241.1,781.4,10.26,65080.5,64568.9,64566.9,64261.5,64329.7,65080.5,64261.5,-981.7,-1.50,66435.7,64261.5,-1854.6,-2.80,66855.0,52987.4,10668.7,19.88,66855.0,52987.4,8704.4,15.65,,
XEJ,Energy,12159.9,11953.4,11876.3,11763.7,11726.6,11802.5,11718.5,-37.1,-0.32,12159.9,11726.6,-564.5,-4.59,13064.0,11726.6,-952.3,-7.51,14705.5,11554.9,-1016.6,-7.98,14705.5,11554.9,-2016.4,-14.67,83144.4,81732.3,81204.7,80435.0,80181.3,83144.4,80181.3,-3860.2,-4.59,89326.0,80181.3,-6511.8,-7.51,98057.5,77918.0,-4791.7,-5.64,98057.5,77918.0,-11458.0,-12.50,,
XFJ,Financials,4587.4,4502.4,4531.0,4503.6,4474.2,4502.5,4470.8,-29.4,-0.65,4587.4,4474.2,-118.7,-2.58,4721.5,4474.2,-212.4,-4.53,4721.5,3913.1,568.3,14.55,4721.5,3727.3,561.8,14.36,42978.4,42182.8,42450.6,42201.8,41925.5,42978.4,41925.5,-1104.4,-2.57,43548.8,41925.5,-1301.7,-3.01,43548.8,34730.9,7474.6,21.70,43548.8,32787.7,7509.6,21.82,,
XXJ,Financial-x-A-REIT,5239.9,5138.1,5165.4,5134.5,5094.2,5133.0,5088.9,-40.3,-0.78,5239.9,5094.2,-150.9,-2.88,5420.3,5094.2,-275.7,-5.13,5420.3,4433.9,588.8,13.07,5420.3,4253.3,586.2,13.00,47224.9,46307.3,46553.6,46285.5,45922.1,47224.9,45922.1,-1349.9,-2.86,47953.4,45922.1,-1585.0,-3.34,47953.4,38178.9,7812.2,20.50,47953.4,35976.2,7791.8,20.43,,
XHJ,Health Care,10701.2,10649.5,10624.4,10565.5,10594.3,10662.8,10557.0,28.8,0.27,10701.2,10565.5,-156.0,-1.45,10827.7,10424.9,-99.8,-0.93,10827.7,7756.1,2606.7,32.63,10827.7,7618.5,2752.3,35.10,65569.5,65252.4,65117.6,64756.4,64933.2,65569.5,64756.4,-937.3,-1.42,66344.3,63876.7,-592.6,-0.90,66344.3,46279.9,17271.6,36.24,66344.3,45459.2,18140.7,38.77,,
XNJ,Industrials,3305.6,3263.6,3259.9,3234.0,3252.9,3258.6,3233.1,18.9,0.58,3305.6,3234.0,-74.3,-2.23,3460.3,3234.0,-115.5,-3.43,3815.2,3159.7,-84.9,-2.54,3815.2,3159.7,-155.6,-4.57,26106.5,25774.7,25745.7,25541.2,25689.8,26106.5,25541.2,-586.7,-2.23,27327.7,25541.2,-912.8,-3.43,29446.6,24610.7,189.6,0.74,29446.6,24610.7,-167.4,-0.65,,
XIJ,Info Technology,593.2,583.6,583.0,574.0,571.0,576.3,570.9,-3.0,-0.52,593.2,571.0,-24.5,-4.12,610.5,571.0,-11.6,-1.99,610.5,482.8,72.5,14.54,610.5,482.8,62.0,12.17,3768.5,3707.6,3704.1,3646.8,3628.0,3768.5,3628.0,-155.6,-4.11,3878.4,3628.0,-73.6,-1.99,3878.4,2950.6,581.3,19.08,3878.4,2950.6,517.0,16.62,,
XMJ,Materials,10132.5,9952.6,9927.7,9732.9,9703.4,9752.2,9683.6,-29.5,-0.30,10132.5,9703.4,-491.4,-4.82,10486.5,9703.4,-274.6,-2.75,11833.2,8986.0,-789.2,-7.52,11833.2,8986.0,-1628.6,-14.37,67369.3,66172.9,66007.4,64712.3,64567.2,67369.3,64567.2,-3216.3,-4.74,69713.6,64567.2,-1765.7,-2.66,76582.8,58941.4,-3339.7,-4.92,76582.8,58941.4,-8759.4,-11.95,,
XPJ,A-REIT,958.9,945.5,956.4,950.3,950.2,952.8,947.4,-0.1,-0.01,958.9,945.5,-10.8,-1.12,978.1,945.5,-14.2,-1.47,978.1,785.8,172.7,22.21,978.1,767.2,166.9,21.31,24587.6,24245.6,24523.7,24367.4,24364.3,24587.6,24245.6,-277.6,-1.13,25080.3,24245.6,-341.1,-1.38,25080.3,19271.5,5296.2,27.78,25080.3,18512.7,5462.8,28.90,,
XTJ,Telecommunications,1414.5,1403.8,1410.1,1410.1,1409.9,1419.7,1405.0,-0.2,-0.01,1414.5,1403.8,2.4,0.17,1418.2,1372.5,57.8,4.27,1418.2,1101.4,274.4,24.16,1418.2,1067.6,337.4,31.46,15629.3,15511.1,15580.6,15580.1,15578.3,15629.3,15511.1,25.9,0.17,15669.7,14940.2,638.0,4.27,15669.7,11476.1,3958.9,34.07,15669.7,10919.8,4608.5,42.01,,
XUJ,Utilities,4922.4,4866.0,4910.0,4865.3,4872.2,4902.2,4859.1,6.9,0.14,4922.4,4865.3,-42.7,-0.87,5053.7,4865.3,-183.1,-3.62,5119.5,4527.2,327.8,7.21,5119.5,4340.0,409.5,9.18,47695.6,47148.4,47575.5,47142.4,47366.7,47695.6,47142.4,-255.7,-0.54,48983.1,47142.4,-1616.5,-3.30,49390.0,42294.1,5184.2,12.29,49390.0,39823.2,6544.5,16.03,,
XMM,Metals & Mining,3499.7,3431.0,3418.0,3343.5,3333.4,3351.4,3326.0,-10.1,-0.30,3499.7,3333.4,-179.2,-5.10,3619.7,3333.4,-92.2,-2.69,4252.2,3071.9,-388.3,-10.43,4252.2,3071.9,-726.0,-17.89,4781.3,4687.5,4669.8,4567.9,4554.8,4781.3,4554.8,-244.1,-5.09,4944.5,4554.8,-124.5,-2.66,5661.9,4138.3,-400.6,-8.08,5661.9,4138.3,-850.2,-15.73,,
XGD,Gold,5707.7,5549.7,5482.4,5298.3,5332.0,5347.7,5240.6,33.7,0.64,5707.7,5298.3,-414.3,-7.21,6040.8,5298.3,-568.6,-9.64,7178.9,4550.0,-702.0,-11.63,7242.6,4550.0,-1808.6,-25.33,6581.9,6399.7,6322.2,6109.9,6148.7,6581.9,6109.9,-477.8,-7.21,6960.4,6109.9,-650.2,-9.56,8202.2,5214.8,-745.1,-10.81,8273.7,5214.8,-2008.1,-24.62,,
XJR,S&P/ASX 200 Res,4151.6,4073.0,4056.4,3981.2,3969.5,3988.6,3963.4,-11.7,-0.29,4151.6,3969.5,-204.4,-4.90,4331.6,3969.5,-155.9,-3.78,4925.8,3728.7,-399.8,-9.15,4925.8,3728.7,-784.4,-16.50,21227.9,20825.6,20741.2,20356.4,20298.5,21227.9,20298.5,-1043.6,-4.89,22145.7,20298.5,-793.0,-3.76,24542.0,18796.9,-1470.6,-6.76,24542.0,18796.9,-3387.1,-14.30,,
,
