Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-02-11T23:15:13+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Feb 6,Feb 7,Feb 8,Feb 9,Feb 10,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Feb 6,Feb 7,Feb 8,Feb 9,Feb 10,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XHJ,Health Care,7756.1,7773.0,7869.4,7873.6,7844.9,7882.4,7820.2,-28.7,-0.36,7873.6,7756.1,54.8,0.70,7972.5,7756.1,-119.9,-1.51,8100.4,7756.1,-142.7,-1.79,9186.8,7082.8,-1109.7,-12.39,46279.9,46380.6,46956.0,46981.1,46810.2,46981.1,46279.9,327.4,0.70,47571.1,46279.9,-715.4,-1.51,48334.2,46279.9,-851.4,-1.79,53892.5,41891.0,-5135.1,-9.89,,
XNJ,Industrials,3608.5,3595.5,3604.2,3612.0,3600.0,3629.0,3594.7,-12.0,-0.33,3612.0,3595.5,29.5,0.82,3612.0,3409.3,203.1,5.98,3612.0,3379.0,262.2,7.86,3870.5,3031.9,-180.4,-4.77,27568.6,27469.4,27536.0,27595.1,27503.4,27595.1,27469.4,224.7,0.82,27595.1,25952.0,1551.3,5.98,27595.1,25815.0,2003.2,7.86,28566.6,22990.4,-387.3,-1.39,,
XIJ,Info Technology,499.1,499.4,508.2,507.0,508.5,518.4,507.0,1.5,0.30,508.5,499.1,11.4,2.30,508.5,482.8,-1.2,-0.24,509.7,482.8,10.0,2.00,605.0,458.0,-86.8,-14.58,3050.3,3052.2,3105.8,3098.4,3107.9,3107.9,3050.3,70.1,2.31,3115.1,2950.6,-7.2,-0.23,3115.1,2950.6,61.2,2.01,3601.2,2743.0,-392.4,-11.21,,
XMJ,Materials,11833.2,11725.1,11758.8,11670.9,11497.0,11655.1,11491.4,-173.9,-1.49,11833.2,11497.0,-132.6,-1.14,11833.2,11011.4,585.9,5.37,11833.2,10665.2,1004.4,9.57,15046.2,10436.7,-2726.1,-19.17,76582.8,75883.0,76101.7,75532.7,74406.8,76582.8,74406.8,-858.4,-1.14,76582.8,70615.3,3791.5,5.37,76582.8,69023.5,6500.0,9.57,96133.1,67434.3,-15707.5,-17.43,,
XPJ,A-REIT,828.5,822.0,825.6,815.1,806.4,816.7,806.4,-8.7,-1.07,828.5,806.4,-12.7,-1.56,836.7,805.0,-13.9,-1.69,836.7,785.8,28.9,3.71,887.0,708.9,-64.3,-7.38,20323.8,20165.9,20254.1,20232.6,20015.4,20323.8,20015.4,-80.1,-0.40,20518.8,19749.2,-101.7,-0.51,20518.8,19271.5,947.3,4.97,20646.7,17036.7,-249.9,-1.23,,
XTJ,Telecommunications,1154.9,1170.3,1173.7,1150.5,1160.3,1166.7,1150.5,9.8,0.85,1173.7,1150.5,18.3,1.60,1173.7,1121.5,5.7,0.49,1173.7,1121.5,24.8,2.18,1173.7,891.0,165.6,16.65,11817.3,11975.4,12009.8,11772.5,11872.7,12009.8,11772.5,187.0,1.60,12009.8,11476.1,58.4,0.49,12009.8,11476.1,253.3,2.18,12009.8,8708.4,2569.8,27.62,,
XUJ,Utilities,4591.7,4616.0,4604.6,4624.4,4597.4,4638.7,4587.5,-27.0,-0.58,4624.4,4591.7,1.1,0.02,4663.5,4591.7,-35.6,-0.77,4663.5,4563.2,53.0,1.17,4663.5,3990.1,262.0,6.04,42621.7,42847.1,42741.5,42925.5,42674.5,42925.5,42621.7,10.0,0.02,43288.5,42621.7,-331.2,-0.77,43288.5,42357.6,491.9,1.17,43288.5,35021.3,4896.8,12.96,,
XMM,Metals & Mining,4252.2,4205.9,4216.6,4177.3,4109.3,4169.3,4105.7,-68.0,-1.63,4252.2,4109.3,-69.4,-1.66,4252.2,3932.9,217.3,5.58,4252.2,3789.0,387.6,10.42,5491.6,3721.6,-1059.6,-20.50,5661.9,5600.3,5614.5,5562.2,5471.6,5661.9,5471.6,-92.4,-1.66,5661.9,5182.2,289.4,5.58,5661.9,5045.1,516.2,10.42,7235.3,4955.3,-1283.0,-18.99,,
XGD,Gold,6960.1,6894.6,6901.2,6905.2,6943.7,7025.6,6899.3,38.5,0.56,6960.1,6894.6,-53.3,-0.76,6997.0,6497.1,431.4,6.62,6997.0,6209.2,909.7,15.08,8435.7,6034.0,-528.0,-7.07,7952.2,7877.3,7884.8,7889.4,7933.5,7952.2,7877.3,-60.9,-0.76,7994.4,7422.9,493.2,6.63,7994.4,7094.0,1039.7,15.08,9595.8,6893.8,-547.6,-6.46,,
XJR,S&P/ASX 200 Res,4925.8,4887.2,4914.8,4888.3,4815.3,4884.1,4813.0,-73.0,-1.49,4925.8,4815.3,-41.0,-0.84,4925.8,4599.5,268.3,5.90,4925.8,4435.9,446.0,10.21,6355.0,4291.7,-1132.0,-19.03,24542.0,24349.7,24487.3,24355.0,23991.4,24542.0,23991.4,-204.4,-0.84,24542.0,22654.4,1337.0,5.90,24542.0,22101.1,2222.3,10.21,31311.1,21378.1,-5057.0,-17.41,,
,
