Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-02-11T23:15:13+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Feb 6,Feb 7,Feb 8,Feb 9,Feb 10,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Feb 6,Feb 7,Feb 8,Feb 9,Feb 10,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4364.6,4344.9,4363.7,4357.1,4322.6,4362.5,4322.6,-34.5,-0.79,4364.6,4322.6,2.5,0.06,4364.6,4208.9,116.0,2.76,4364.6,4155.2,211.6,5.15,5064.9,3927.6,-648.0,-13.04,32736.5,32588.6,32729.5,32703.5,32444.8,32736.5,32444.8,42.0,0.13,32736.5,31550.5,894.4,2.83,32736.5,31164.7,1611.5,5.23,36827.4,29204.1,-3284.1,-9.19,,
XAF,All Australian 50,4267.6,4243.8,4258.6,4247.2,4207.8,4254.6,4207.8,-39.4,-0.93,4267.6,4207.8,-16.9,-0.40,4269.4,4136.1,59.4,1.43,4269.4,4092.7,158.7,3.92,4939.1,3853.0,-631.2,-13.04,32634.7,32452.2,32565.2,32507.4,32205.6,32634.7,32205.6,-101.0,-0.31,32648.4,31629.0,483.2,1.52,32648.4,31296.5,1241.9,4.01,36488.5,29181.9,-3116.3,-8.82,,
XAT,All Australian 200,4289.6,4267.6,4284.4,4276.3,4238.8,4282.0,4238.8,-37.5,-0.88,4289.6,4238.8,-6.6,-0.16,4289.6,4141.8,91.6,2.21,4289.6,4095.7,188.1,4.64,4976.2,3855.4,-646.2,-13.23,32696.4,32529.1,32657.4,32620.0,32334.2,32696.4,32334.2,-25.7,-0.08,32696.4,31569.4,724.0,2.29,32696.4,31218.0,1459.1,4.73,36695.0,29116.8,-3264.9,-9.17,,
XTL,S&P/ASX 20,2582.4,2565.9,2573.9,2568.1,2542.4,2572.5,2542.4,-25.7,-1.00,2582.4,2542.4,-14.8,-0.58,2585.2,2499.9,34.7,1.38,2585.2,2475.4,92.7,3.78,2998.7,2334.2,-393.3,-13.40,38735.8,38487.7,38607.6,38550.8,38164.1,38735.8,38164.1,-193.4,-0.50,38776.8,37497.3,549.4,1.46,38776.8,37130.7,1419.0,3.86,43396.5,34671.5,-3806.0,-9.07,,
XFL,S&P/ASX 50,4295.7,4271.9,4286.5,4275.5,4235.1,4282.7,4235.1,-40.4,-0.94,4295.7,4235.1,-16.8,-0.40,4297.0,4162.7,59.9,1.43,4297.0,4119.7,158.6,3.89,4953.4,3876.7,-617.0,-12.72,32809.8,32628.1,32739.3,32684.5,32375.7,32809.8,32375.7,-100.0,-0.31,32820.3,31794.1,485.7,1.52,32820.3,31465.6,1240.3,3.98,36564.0,29332.3,-3015.9,-8.52,,
XTO,S&P/ASX 100,3501.2,3483.9,3496.0,3487.5,3456.3,3493.1,3456.3,-31.2,-0.89,3501.2,3456.3,-9.1,-0.26,3501.2,3388.2,60.5,1.78,3501.2,3352.0,139.6,4.21,4049.1,3155.5,-513.5,-12.93,8109.0,8069.0,8097.0,8083.6,8011.4,8109.0,8011.4,-14.6,-0.18,8109.0,7847.3,146.4,1.86,8109.0,7763.4,329.8,4.29,9067.0,7240.1,-771.8,-8.79,,
XJO,S&P/ASX 200,4296.0,4274.2,4290.7,4282.9,4245.3,4288.6,4245.3,-37.6,-0.88,4296.0,4245.3,-5.9,-0.14,4296.0,4147.2,93.1,2.24,4296.0,4101.2,188.7,4.65,4971.2,3863.9,-635.6,-13.02,32702.3,32536.5,32662.2,32627.0,32341.0,32702.3,32341.0,-20.1,-0.06,32702.3,31569.4,733.6,2.32,32702.3,31218.6,1461.9,4.73,36617.7,29145.7,-3193.5,-8.99,,
XKO,S&P/ASX 300,4295.2,4274.0,4290.9,4282.6,4246.3,4288.3,4246.3,-36.3,-0.85,4295.2,4246.3,-4.4,-0.10,4295.2,4144.5,98.1,2.36,4295.2,4097.1,194.0,4.79,4984.1,3860.9,-647.5,-13.23,32611.8,32450.9,32579.5,32540.1,32264.7,32611.8,32264.7,-9.5,-0.03,32611.8,31466.7,769.2,2.44,32611.8,31106.7,1498.1,4.87,36632.1,29050.7,-3289.7,-9.25,,
XMD,S&P/ASX MidCap 50,3835.1,3835.7,3851.4,3845.4,3827.8,3850.8,3827.8,-17.6,-0.46,3851.4,3827.8,33.6,0.88,3851.4,3669.0,174.6,4.78,3851.4,3609.5,248.9,6.95,4573.1,3408.2,-654.8,-14.61,9282.2,9283.7,9321.5,9307.0,9264.5,9321.5,9264.5,81.2,0.88,9321.5,8841.8,422.6,4.78,9321.5,8736.2,602.3,6.95,10728.9,8186.5,-1123.4,-10.81,,
XSO,S&P/ASX Small Ords,2440.3,2428.3,2449.5,2456.9,2447.2,2456.7,2444.4,-9.7,-0.39,2456.9,2428.3,35.0,1.45,2456.9,2286.5,189.7,8.41,2456.9,2240.7,237.8,10.77,2942.9,2137.3,-463.0,-15.91,5644.7,5616.9,5665.8,5684.2,5661.9,5684.2,5616.9,82.3,1.47,5684.2,5220.4,441.5,8.46,5684.2,5181.7,553.1,10.83,6622.0,4915.5,-883.9,-13.50,,
XDJ,Consumer Discretionary,1239.9,1235.7,1239.6,1243.6,1236.4,1243.8,1235.6,-7.2,-0.58,1243.6,1235.7,8.4,0.68,1243.6,1198.7,43.0,3.60,1243.6,1179.0,63.7,5.43,1557.8,1140.6,-278.0,-18.36,8493.8,8465.2,8491.7,8523.6,8474.5,8523.6,8465.2,62.2,0.74,8523.6,8175.2,299.3,3.66,8523.6,8076.6,440.9,5.49,10210.5,7636.0,-1446.9,-14.58,,
XSJ,Consumer Staples,7241.1,7242.7,7272.7,7277.9,7251.5,7302.6,7251.5,-26.4,-0.36,7277.9,7241.1,7.4,0.10,7555.2,7241.1,-260.9,-3.47,7562.4,7241.1,-81.6,-1.11,7967.2,7011.2,-575.5,-7.35,52987.4,52999.4,53218.6,53256.7,53064.1,53256.7,52987.4,54.2,0.10,55286.1,52987.4,-1908.8,-3.47,55339.0,52987.4,-596.9,-1.11,56761.7,49979.4,-1518.0,-2.78,,
XEJ,Energy,13791.1,13823.0,14037.8,14133.8,13995.5,14190.1,13973.8,-138.3,-0.98,14133.8,13791.1,248.5,1.81,14133.8,13249.2,932.9,7.14,14133.8,12824.6,1252.3,9.83,17736.5,11605.0,-2305.7,-14.14,91960.0,92173.1,93605.3,94245.2,93323.5,94245.2,91960.0,1657.6,1.81,94245.2,87102.7,6220.8,7.14,94245.2,85515.8,8350.6,9.83,116809.6,77383.0,-12987.9,-12.22,,
XFJ,Financials,4054.6,4020.7,4028.7,4029.8,3992.0,4040.7,3992.0,-37.8,-0.94,4054.6,3992.0,-17.6,-0.44,4066.9,3953.2,16.7,0.42,4066.9,3937.7,86.1,2.20,4666.6,3596.7,-627.3,-13.58,35763.9,35464.8,35535.5,35614.1,35279.8,35763.9,35279.8,-87.4,-0.25,35872.4,34867.4,217.4,0.62,35872.4,34730.9,828.8,2.41,38822.8,30965.7,-2974.0,-7.77,,
XXJ,Financial-x-A-REIT,4653.2,4613.7,4620.8,4634.0,4591.7,4647.5,4589.4,-42.3,-0.91,4653.2,4591.7,-10.0,-0.22,4676.1,4518.3,38.5,0.84,4676.1,4513.6,86.3,1.92,5430.9,4119.7,-792.6,-14.72,39359.9,39026.1,39085.6,39197.5,38839.7,39359.9,38839.7,-84.7,-0.22,39553.8,38218.7,325.4,0.84,39553.8,38178.9,729.8,1.91,43285.0,34142.5,-3841.9,-9.00,,
