Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-12-15T23:15:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 10,Dec 11,Dec 12,Dec 13,Dec 14,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 10,Dec 11,Dec 12,Dec 13,Dec 14,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4562.4,4581.3,4591.8,4592.9,4595.1,4607.8,4590.2,2.2,0.05,4595.1,4562.4,39.3,0.86,4595.1,4360.1,184.4,4.18,4595.1,4033.4,484.1,11.77,4595.1,4033.4,376.3,8.92,35778.3,35927.0,36010.1,36018.7,36035.3,36035.3,35778.3,310.9,0.87,36035.3,34178.2,1472.2,4.26,36035.3,30869.4,5201.9,16.87,36035.3,30751.8,4447.0,14.08,,
XAF,All Australian 50,4614.2,4629.5,4630.6,4627.4,4629.9,4644.3,4624.4,2.5,0.05,4630.6,4614.2,23.8,0.52,4630.6,4383.6,193.5,4.36,4630.6,3983.7,580.8,14.34,4630.6,3983.7,489.7,11.83,37042.0,37165.0,37174.0,37148.1,37167.9,37174.0,37042.0,190.8,0.52,37174.0,35183.4,1567.0,4.40,37174.0,31167.4,6204.1,20.04,37174.0,30854.8,5550.9,17.56,,
XAT,All Australian 200,4540.3,4558.5,4566.2,4565.4,4565.9,4581.1,4562.4,0.5,0.01,4566.2,4540.3,31.7,0.70,4566.2,4320.6,194.4,4.45,4566.2,3973.9,515.2,12.72,4566.2,3973.9,410.7,9.88,36265.2,36410.0,36472.6,36466.3,36470.3,36472.6,36265.2,256.9,0.71,36472.6,34495.2,1579.5,4.53,36472.6,30947.5,5595.1,18.12,36472.6,30810.8,4851.1,15.34,,
XTL,S&P/ASX 20,2812.8,2822.5,2825.7,2824.6,2826.9,2836.4,2822.3,2.3,0.08,2826.9,2812.8,15.5,0.55,2826.9,2665.9,126.8,4.70,2826.9,2396.0,377.2,15.40,2826.9,2396.0,328.9,13.17,44410.4,44563.2,44613.4,44596.1,44633.6,44633.6,44410.4,244.7,0.55,44633.6,42090.9,2002.8,4.70,44633.6,36842.5,7888.5,21.47,44633.6,36548.7,7163.9,19.12,,
XFL,S&P/ASX 50,4649.8,4665.0,4665.8,4662.1,4664.6,4678.9,4659.1,2.5,0.05,4665.8,4649.8,23.3,0.50,4665.8,4416.4,194.7,4.36,4665.8,4010.1,588.1,14.43,4665.8,4010.1,498.1,11.95,37277.9,37400.1,37405.9,37376.5,37396.3,37405.9,37277.9,186.5,0.50,37405.9,35398.8,1574.4,4.40,37405.9,31334.8,6260.9,20.11,37405.9,31015.5,5611.2,17.65,,
XTO,S&P/ASX 100,3751.0,3765.0,3768.7,3766.8,3766.4,3779.5,3764.3,-0.4,-0.01,3768.7,3751.0,21.4,0.57,3768.7,3561.8,161.2,4.47,3768.7,3260.5,449.7,13.56,3768.7,3260.5,371.5,10.94,9110.4,9144.4,9153.6,9149.0,9147.9,9153.6,9110.4,53.0,0.58,9153.6,8647.2,398.2,4.55,9153.6,7719.3,1466.3,19.09,9153.6,7657.5,1297.4,16.53,,
XJO,S&P/ASX 200,4557.9,4576.0,4583.8,4582.8,4583.1,4598.3,4579.8,0.3,0.01,4583.8,4557.9,31.3,0.69,4583.8,4336.8,194.7,4.44,4583.8,3985.0,526.5,12.98,4583.8,3985.0,423.9,10.19,36346.8,36490.8,36553.7,36545.6,36548.1,36553.7,36346.8,253.9,0.70,36553.7,34568.7,1579.3,4.52,36553.7,30989.0,5669.0,18.36,36553.7,30802.2,4939.4,15.63,,
XKO,S&P/ASX 300,4534.8,4553.0,4561.0,4560.4,4560.8,4575.4,4557.5,0.4,0.01,4561.0,4534.8,32.3,0.71,4561.0,4319.7,190.1,4.35,4561.0,3977.4,508.5,12.55,4561.0,3977.4,403.9,9.72,36051.7,36195.8,36260.0,36255.3,36258.7,36260.0,36051.7,260.8,0.72,36260.0,34326.6,1537.0,4.43,36260.0,30841.3,5492.2,17.85,36260.0,30693.1,4749.3,15.07,,
XMD,S&P/ASX MidCap 50,3767.8,3796.9,3828.2,3835.5,3813.5,3843.7,3813.5,-22.0,-0.57,3835.5,3767.8,44.3,1.17,3835.5,3569.9,198.5,5.49,3950.9,3435.4,234.6,6.55,3950.9,3435.4,104.4,2.81,9487.5,9560.7,9641.5,9659.9,9604.5,9659.9,9487.5,122.2,1.29,9659.9,8970.1,536.0,5.91,9693.0,8495.1,942.3,10.88,9693.0,8495.1,668.8,7.48,,
XSO,S&P/ASX Small Ords,2195.4,2211.0,2234.9,2244.5,2250.4,2255.3,2240.8,5.9,0.26,2250.4,2195.4,52.9,2.41,2250.4,2158.2,64.4,2.94,2526.6,2044.8,41.0,1.86,2526.6,2044.8,-67.0,-2.89,5229.2,5266.4,5323.4,5346.0,5360.2,5360.2,5229.2,126.0,2.41,5360.2,5137.9,156.0,3.00,5892.6,4798.2,251.3,4.92,5892.6,4798.2,14.7,0.27,,
