Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-10-09T23:15:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 4,Oct 5,Oct 6,Oct 7,Oct 8,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 4,Oct 5,Oct 6,Oct 7,Oct 8,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1539.6,1537.8,1566.5,1565.0,1553.5,1565.0,1552.0,-11.5,-0.73,1566.5,1537.8,22.4,1.46,1569.5,1531.1,40.5,2.67,1670.5,1424.3,-83.3,-5.09,1670.5,1424.3,-51.2,-3.19,9992.7,10001.9,10188.8,10178.9,10103.7,10188.8,9992.7,166.2,1.67,10188.8,9752.9,350.9,3.60,10680.0,9106.3,-174.5,-1.70,10680.0,9106.3,37.6,0.37,,
XSJ,Consumer Staples,8216.3,8273.8,8345.7,8351.9,8331.7,8384.1,8302.5,-20.2,-0.24,8351.9,8216.3,188.4,2.31,8415.1,8127.9,107.9,1.31,8415.1,7095.7,522.4,6.69,8415.1,7095.7,902.4,12.15,57064.1,57463.0,57962.4,58005.7,57865.5,58005.7,57064.1,1308.8,2.31,58402.4,56450.2,1221.9,2.16,58402.4,47464.4,5627.4,10.77,58402.4,47464.4,8221.6,16.56,,
XEJ,Energy,15214.7,15079.8,15239.2,15279.6,15261.7,15279.6,15157.9,-17.9,-0.12,15279.6,15079.8,179.9,1.19,15307.0,14642.4,400.8,2.70,16753.3,13714.7,-857.5,-5.32,16907.8,13714.7,-1155.5,-7.04,99225.5,98345.7,99385.3,99648.7,99531.9,99648.7,98345.7,1172.9,1.19,99827.4,95456.6,2650.8,2.74,106793.3,88395.3,-3219.2,-3.13,107707.9,88395.3,-5051.1,-4.83,,
XFJ,Financials,4431.8,4415.6,4477.2,4461.9,4444.6,4461.9,4433.7,-17.3,-0.39,4477.2,4415.6,67.6,1.55,4531.6,4377.0,78.2,1.79,5040.0,4077.7,-359.0,-7.47,5058.4,4077.7,-514.7,-10.38,36016.5,35884.8,36385.4,36261.3,36120.9,36385.4,35884.8,549.9,1.55,36814.2,35471.8,649.1,1.83,39826.8,32702.7,-1398.3,-3.73,39826.8,32702.7,-2086.4,-5.46,,
XXJ,Financials-x-A-REIT,5126.5,5098.0,5180.2,5166.0,5141.8,5166.0,5127.6,-24.2,-0.47,5180.2,5098.0,82.2,1.63,5248.7,5059.6,125.7,2.50,5934.6,4674.3,-465.6,-8.30,5934.6,4674.3,-636.6,-11.02,39934.7,39712.0,40352.4,40242.4,40053.3,40352.4,39712.0,640.2,1.62,40886.1,39070.4,982.8,2.52,44955.1,35932.3,-1985.6,-4.72,44955.1,35932.3,-2687.1,-6.29,,
XHJ,Health Care,8233.6,8260.0,8330.3,8271.1,8211.3,8276.5,8201.7,-59.8,-0.72,8330.3,8211.3,9.3,0.11,8362.0,8049.1,-54.0,-0.65,9195.2,7848.5,-541.2,-6.18,9195.2,7848.5,-202.3,-2.40,47762.7,47916.1,48323.6,47980.5,47633.3,48323.6,47633.3,53.9,0.11,48507.7,46644.3,132.9,0.28,52486.9,44799.6,-1700.6,-3.45,52486.9,44799.6,253.4,0.53,,
XNJ,Industrials,3718.4,3715.1,3782.4,3788.9,3794.7,3797.6,3769.4,5.8,0.15,3794.7,3715.1,94.3,2.55,3794.7,3641.7,196.9,5.47,4145.5,3140.1,-210.4,-5.25,4145.5,3140.1,-48.8,-1.27,27214.7,27190.9,27683.3,27765.1,27807.6,27807.6,27190.9,724.3,2.67,27807.6,26210.6,1597.0,6.09,29527.1,22749.0,-719.2,-2.52,29527.1,22749.0,580.3,2.13,,
XIJ,Info Technology,608.9,600.4,609.0,607.9,601.6,607.9,599.8,-6.3,-1.04,609.0,600.4,2.6,0.44,613.4,580.1,21.7,3.75,736.7,559.3,-71.1,-10.57,736.7,559.3,-51.3,-7.85,3580.2,3530.4,3581.2,3574.3,3537.5,3581.2,3530.4,15.4,0.44,3607.0,3391.8,145.7,4.30,4262.9,3236.2,-301.2,-7.85,4262.9,3236.2,-188.1,-5.05,,
XMJ,Materials,12663.9,12546.6,12924.6,13025.9,13029.0,13040.2,12926.3,3.1,0.02,13029.0,12546.6,506.1,4.04,13029.0,12166.7,911.7,7.52,13373.9,10889.1,251.8,1.97,13373.9,10889.1,1588.0,13.88,80156.1,79413.8,81806.4,82447.6,82467.5,82467.5,79413.8,3203.8,4.04,82467.5,76608.5,5859.0,7.65,83367.2,68188.9,3147.9,3.97,83367.2,68188.9,11525.4,16.25,,
XPJ,A-REIT,870.4,876.1,878.3,872.1,872.6,876.1,870.8,0.5,0.06,878.3,870.4,9.7,1.13,895.1,862.9,-16.7,-1.88,920.6,813.8,-24.7,-2.75,962.2,813.8,-63.9,-6.82,19750.7,19880.8,19930.3,19789.5,19800.6,19930.3,19750.7,221.0,1.13,20276.4,19579.6,-343.4,-1.70,20582.4,17970.7,367.5,1.89,20582.4,17887.8,-188.0,-0.94,,
XTJ,Telecommunications,909.8,905.7,911.6,910.5,916.4,920.2,910.5,5.9,0.65,916.4,905.7,5.4,0.60,975.4,904.8,-72.6,-7.34,1182.5,904.8,-258.9,-22.03,1205.3,904.8,-180.6,-16.46,8489.0,8450.4,8505.4,8495.6,8550.5,8550.5,8450.4,50.9,0.60,9227.4,8441.9,-676.9,-7.34,10067.0,8441.9,-1455.1,-14.54,10261.1,8441.9,-763.6,-8.20,,
XUJ,Utilities,4478.4,4503.1,4510.1,4549.5,4519.7,4555.8,4511.3,-29.8,-0.66,4549.5,4478.4,71.7,1.61,4549.5,4415.2,123.9,2.82,4577.1,3998.4,191.7,4.43,4577.1,3998.4,324.4,7.73,38420.9,38632.7,38692.8,39031.3,38775.5,39031.3,38420.9,614.9,1.61,39031.3,37594.5,1180.9,3.14,39031.3,33266.4,3446.7,9.76,39031.3,32862.8,4980.7,14.74,,
XMM,Metals & Mining,4574.5,4529.2,4663.4,4712.6,4717.7,4719.9,4672.4,5.1,0.11,4717.7,4529.2,200.2,4.43,4717.7,4356.3,377.5,8.70,4772.8,3866.0,182.0,4.01,4772.8,3866.0,655.9,16.15,5977.3,5918.1,6093.5,6157.7,6164.4,6164.4,5918.1,261.6,4.43,6164.4,5664.0,500.4,8.83,6174.4,5001.6,346.7,5.96,6174.4,5001.6,955.6,18.35,,
XGD,Gold,7740.2,7732.9,7980.4,8048.7,7947.4,8048.7,7938.0,-101.3,-1.26,8048.7,7732.9,336.0,4.41,8048.7,7367.8,529.7,7.14,8048.7,5090.0,2090.8,35.70,8048.7,5090.0,2232.6,39.07,8783.9,8775.6,9056.5,9134.0,9019.0,9134.0,8775.6,381.2,4.41,9134.0,8334.8,628.5,7.49,9134.0,5742.7,2414.3,36.56,9134.0,5742.7,2581.2,40.09,,
XJR,Resources,5342.8,5289.8,5424.5,5470.1,5471.5,5473.5,5427.2,1.4,0.03,5471.5,5289.8,192.0,3.64,5471.5,5107.0,359.9,7.04,5684.5,4611.8,49.1,0.90,5684.5,4611.8,457.5,9.13,26095.0,25836.3,26494.3,26716.8,26723.5,26723.5,25836.3,937.6,3.64,26723.5,24916.7,1784.9,7.16,27346.9,22285.5,764.1,2.94,27346.9,22285.5,2726.5,11.36,,
,
