Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-07-21T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 16,Jul 17,Jul 18,Jul 19,Jul 20,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 16,Jul 17,Jul 18,Jul 19,Jul 20,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1228.4,1236.9,1238.2,1252.6,1260.7,1260.7,1244.6,8.1,0.65,1260.7,1228.4,34.7,2.83,1260.7,1196.0,31.9,2.60,1313.3,1179.0,88.0,7.50,1313.3,1140.6,-54.7,-4.16,8622.0,8681.7,8690.9,8791.3,8848.8,8848.8,8622.0,244.0,2.84,8848.8,8394.7,228.6,2.65,9212.9,8076.6,815.3,10.15,9212.9,7636.0,88.0,1.00,,
XSJ,Consumer Staples,7839.2,7898.7,7895.5,8123.2,8040.8,8123.2,8039.5,-82.4,-1.01,8123.2,7839.2,246.9,3.17,8123.2,7600.8,414.3,5.43,8123.2,7241.1,707.7,9.65,8123.2,7011.2,202.6,2.59,58734.2,59179.9,59155.9,60862.1,60244.3,60862.1,58734.2,1849.4,3.17,60862.1,56840.4,3212.1,5.63,60862.1,52987.4,6583.3,12.27,60862.1,49979.4,4369.5,7.82,,
XEJ,Energy,11698.6,11790.5,11561.9,12127.3,12092.1,12165.7,12047.6,-35.2,-0.29,12127.3,11561.9,537.2,4.65,12336.1,11554.9,-579.1,-4.57,14705.5,11554.9,-651.1,-5.11,14970.8,11554.9,-2958.5,-19.66,78886.8,79506.5,77964.8,81777.3,81540.3,81777.3,77964.8,3622.3,4.65,85445.5,77918.0,-3905.2,-4.57,98057.5,77918.0,-3432.7,-4.04,98595.6,77383.0,-17580.5,-17.74,,
XFJ,Financials,4215.2,4268.5,4278.9,4338.8,4315.0,4338.8,4307.7,-23.8,-0.55,4338.8,4215.2,116.4,2.77,4338.8,4037.5,210.1,5.12,4338.8,3913.1,409.1,10.47,4338.8,3596.7,100.5,2.39,38362.3,38847.0,38941.1,39486.8,39270.3,39486.8,38362.3,1059.7,2.77,39486.8,36711.0,2017.3,5.42,39486.8,34730.9,4819.3,13.99,39486.8,30965.7,3404.6,9.49,,
XXJ,Financial-x-A-REIT,4810.2,4875.8,4891.3,4960.0,4922.9,4960.0,4913.9,-37.1,-0.75,4960.0,4810.2,137.1,2.86,4960.0,4586.9,248.2,5.31,4982.4,4433.9,417.5,9.27,4982.4,4119.7,33.9,0.69,41979.3,42552.1,42687.5,43287.2,42963.0,43287.2,41979.3,1196.3,2.86,43287.2,40030.6,2167.3,5.31,43287.2,38178.9,4853.0,12.73,43287.2,34142.5,3078.7,7.72,,
XHJ,Health Care,9212.6,9285.6,9358.1,9473.4,9458.2,9492.6,9340.0,-15.2,-0.16,9473.4,9212.6,249.1,2.70,9473.4,8986.4,287.0,3.13,9473.4,7756.1,1470.6,18.41,9473.4,7082.8,830.4,9.63,55673.4,56114.4,56552.3,57249.3,57157.5,57249.3,55673.4,1505.4,2.71,57249.3,54306.2,1734.6,3.13,57249.3,46279.9,9495.9,19.92,57249.3,41891.0,6544.4,12.93,,
XNJ,Industrials,3201.2,3202.6,3208.8,3256.9,3282.4,3287.4,3251.3,25.5,0.78,3282.4,3201.2,99.3,3.12,3285.4,3163.1,-5.8,-0.18,3815.2,3163.1,-55.4,-1.66,3815.2,3031.9,-334.8,-9.26,24934.6,24945.0,24993.6,25368.1,25567.0,25567.0,24934.6,774.0,3.12,25589.8,24637.2,114.1,0.45,29446.6,24637.2,66.8,0.26,29446.6,22990.4,-1553.0,-5.73,,
XIJ,Info Technology,499.4,505.9,507.2,513.8,513.9,515.0,509.9,0.1,0.02,513.9,499.4,18.8,3.81,513.9,489.2,13.1,2.62,560.6,482.8,15.4,3.09,560.6,458.0,-25.7,-4.77,3115.9,3156.6,3165.0,3205.7,3206.8,3206.8,3115.9,117.8,3.81,3206.8,3052.3,82.2,2.63,3498.2,2950.6,160.1,5.26,3498.2,2743.0,-25.4,-0.78,,
XMJ,Materials,9179.7,9211.8,9022.1,9252.2,9287.0,9355.3,9237.8,34.8,0.38,9287.0,9022.1,201.7,2.22,9813.3,9022.1,-560.9,-5.70,11833.2,9022.1,-1205.6,-11.49,13770.2,9022.1,-4436.8,-32.33,60211.7,60422.2,59178.0,60687.1,60915.0,60915.0,59178.0,1322.7,2.22,64545.7,59178.0,-3630.7,-5.62,76582.8,59178.0,-6991.8,-10.30,88041.5,59178.0,-26829.5,-30.58,,
XPJ,A-REIT,885.4,892.1,890.9,903.3,907.4,908.0,902.2,4.1,0.45,907.4,885.4,20.7,2.33,907.4,865.5,36.6,4.20,907.4,785.8,129.9,16.70,907.4,708.9,93.1,11.43,22410.0,22581.2,22550.9,22862.7,22966.6,22966.6,22410.0,522.2,2.33,22966.6,21613.2,1276.0,5.88,22966.6,19271.5,3898.6,20.45,22966.6,17036.7,3649.9,18.89,,
XTJ,Telecommunications,1309.5,1326.3,1323.0,1347.1,1350.3,1356.9,1340.4,3.2,0.24,1350.3,1309.5,36.9,2.81,1350.3,1230.9,119.6,9.72,1350.3,1101.4,214.8,18.91,1350.3,959.0,298.6,28.39,13947.7,14126.6,14091.8,14348.5,14382.4,14382.4,13947.7,392.8,2.81,14382.4,13108.2,1274.2,9.72,14382.4,11476.1,2763.0,23.78,14382.4,9383.7,4096.9,39.83,,
XUJ,Utilities,4898.8,4947.9,4985.3,5076.0,5070.3,5076.0,5018.1,-5.7,-0.11,5076.0,4898.8,184.4,3.78,5076.0,4783.3,106.9,2.15,5076.0,4527.2,525.9,11.57,5076.0,4004.3,681.8,15.54,46811.0,47280.5,47637.9,48504.7,48449.8,48504.7,46811.0,1762.2,3.77,48504.7,45707.4,1553.0,3.31,48504.7,42294.1,6267.2,14.86,48504.7,36081.2,8906.9,22.52,,
XMM,Metals & Mining,3160.4,3168.8,3091.7,3171.4,3181.3,3206.1,3165.8,9.9,0.31,3181.3,3091.7,58.4,1.87,3411.1,3091.7,-251.7,-7.33,4252.2,3091.7,-540.4,-14.52,5003.7,3091.7,-1803.0,-36.17,4257.6,4268.8,4165.0,4272.4,4285.7,4285.7,4165.0,78.6,1.87,4624.7,4165.0,-339.1,-7.33,5661.9,4165.0,-669.7,-13.52,6592.9,4165.0,-2281.7,-34.74,,
XGD,Gold,4681.0,4769.7,4621.1,4726.0,4737.7,4780.1,4721.6,11.7,0.25,4769.7,4621.1,147.7,3.22,5157.0,4580.7,-531.5,-10.09,7178.9,4580.7,-1296.3,-21.48,7931.9,4580.7,-3073.6,-39.35,5365.0,5466.7,5296.3,5416.5,5430.0,5466.7,5296.3,169.3,3.22,6039.2,5250.1,-609.2,-10.09,8202.2,5250.1,-1463.8,-21.23,9025.2,5250.1,-3456.2,-38.89,,
XJR,S&P/ASX 200 Res,3799.7,3816.8,3728.7,3849.8,3855.7,3883.1,3837.6,5.9,0.15,3855.7,3728.7,100.5,2.68,4075.3,3728.7,-270.4,-6.55,4925.8,3728.7,-513.6,-11.75,5698.4,3728.7,-1832.3,-32.21,19155.0,19240.9,18796.9,19407.2,19437.3,19437.3,18796.9,507.0,2.68,20800.1,18796.9,-1362.8,-6.55,24542.0,18796.9,-2331.8,-10.71,28076.1,18796.9,-8587.4,-30.64,,
,
