Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-05-26T23:15:13+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 21,May 22,May 23,May 24,May 25,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 21,May 22,May 23,May 24,May 25,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4124.4,4173.5,4118.8,4106.2,4081.2,4121.0,4077.4,-25.0,-0.61,4173.5,4081.2,-17.6,-0.43,4504.8,4081.2,-352.7,-7.95,4504.8,4081.2,-29.8,-0.73,4788.9,3927.6,-679.1,-14.27,31499.5,31874.0,31456.4,31363.6,31172.5,31874.0,31172.5,-130.9,-0.42,34266.8,31172.5,-2551.3,-7.57,34266.8,31164.7,339.1,1.10,34951.8,29204.1,-3570.3,-10.28,,
XAF,All Australian 50,4068.5,4110.9,4059.5,4049.7,4020.8,4064.3,4016.6,-28.9,-0.71,4110.9,4020.8,-16.6,-0.41,4413.6,4020.8,-311.3,-7.19,4413.6,4020.8,-28.3,-0.70,4672.2,3853.0,-631.2,-13.57,31746.4,32077.4,31675.9,31599.8,31373.8,32077.4,31373.8,-129.7,-0.41,34251.1,31373.8,-2244.9,-6.68,34251.1,31296.5,410.0,1.32,34689.0,29181.9,-3165.4,-9.16,,
XAT,All Australian 200,4061.9,4109.4,4055.1,4044.2,4017.0,4059.0,4012.5,-27.2,-0.67,4109.4,4017.0,-17.5,-0.43,4426.4,4017.0,-335.2,-7.70,4426.4,4017.0,-33.7,-0.83,4707.8,3855.4,-665.9,-14.22,31557.0,31926.4,31504.8,31421.7,31210.5,31926.4,31210.5,-133.0,-0.42,34230.5,31210.5,-2443.8,-7.26,34230.5,31210.5,335.4,1.09,34864.1,29116.8,-3469.1,-10.00,,
XTL,S&P/ASX 20,2448.3,2470.5,2438.9,2435.3,2416.2,2444.3,2413.1,-19.1,-0.78,2470.5,2416.2,-11.9,-0.49,2659.9,2416.2,-187.6,-7.21,2659.9,2416.2,-33.5,-1.37,2831.6,2334.2,-406.1,-14.39,37529.6,37869.7,37385.0,37329.6,37038.2,37869.7,37038.2,-181.8,-0.49,40503.5,37038.2,-2611.6,-6.59,40503.5,37038.2,293.1,0.80,41217.2,34671.5,-4043.7,-9.84,,
XFL,S&P/ASX 50,4097.3,4139.3,4087.6,4077.6,4048.9,4092.8,4044.5,-28.7,-0.70,4139.3,4048.9,-17.1,-0.42,4442.6,4048.9,-311.5,-7.14,4442.6,4048.9,-27.6,-0.68,4690.7,3876.7,-621.4,-13.31,31931.3,32258.9,31855.7,31777.8,31554.2,32258.9,31554.2,-133.3,-0.42,34434.2,31554.2,-2242.8,-6.64,34434.2,31465.6,418.8,1.35,34797.2,29332.3,-3091.2,-8.92,,
XTO,S&P/ASX 100,3332.2,3370.0,3327.0,3318.5,3295.7,3330.8,3291.9,-22.8,-0.69,3370.0,3295.7,-13.6,-0.41,3618.2,3295.7,-258.4,-7.27,3618.2,3295.7,-21.0,-0.63,3840.3,3155.5,-527.0,-13.79,7869.6,7959.0,7857.3,7837.2,7783.4,7959.0,7783.4,-32.2,-0.41,8503.6,7783.4,-568.9,-6.81,8503.6,7763.4,101.8,1.33,8637.6,7240.1,-814.6,-9.47,,
XJO,S&P/ASX 200,4073.6,4121.0,4067.0,4055.8,4029.2,4071.3,4024.8,-26.6,-0.66,4121.0,4029.2,-17.3,-0.43,4435.9,4029.2,-331.2,-7.60,4435.9,4029.2,-27.4,-0.67,4708.3,3863.9,-654.8,-13.98,31603.5,31971.0,31552.3,31467.4,31261.0,31971.0,31261.0,-130.9,-0.42,34257.1,31261.0,-2409.4,-7.16,34257.1,31218.6,381.9,1.24,34829.1,29145.7,-3388.2,-9.78,,
XKO,S&P/ASX 300,4066.0,4113.9,4059.8,4048.6,4022.3,4063.6,4018.2,-26.3,-0.65,4113.9,4022.3,-16.6,-0.41,4432.4,4022.3,-336.2,-7.71,4432.4,4022.3,-30.0,-0.74,4716.6,3860.9,-668.5,-14.25,31454.8,31826.0,31407.0,31322.0,31119.0,31826.0,31119.0,-125.7,-0.40,34136.0,31119.0,-2444.4,-7.28,34136.0,31106.7,352.4,1.15,34810.0,29050.7,-3501.1,-10.11,,
XMD,S&P/ASX MidCap 50,3586.4,3659.8,3604.8,3592.0,3572.7,3606.5,3565.0,-19.3,-0.54,3659.8,3572.7,-12.1,-0.34,3950.9,3572.7,-323.5,-8.30,3950.9,3572.7,-6.2,-0.17,4378.3,3408.2,-757.2,-17.49,8805.0,8985.3,8850.2,8818.9,8771.5,8985.3,8771.5,-29.6,-0.34,9693.0,8771.5,-787.3,-8.24,9693.0,8736.2,109.4,1.26,10279.3,8186.5,-1394.3,-13.72,,
XSO,S&P/ASX Small Ords,2184.9,2220.8,2182.4,2171.7,2166.3,2182.3,2166.3,-5.4,-0.25,2220.8,2166.3,-8.8,-0.40,2490.3,2166.3,-301.4,-12.21,2526.6,2166.3,-43.1,-1.95,2705.6,2137.3,-501.1,-18.78,5107.8,5191.7,5102.0,5080.2,5067.7,5191.7,5067.7,-15.4,-0.30,5820.0,5067.7,-696.4,-12.08,5892.6,5067.7,-41.1,-0.81,6139.3,4915.5,-984.9,-16.27,,
XDJ,Consumer Discretionary,1248.5,1262.8,1247.1,1238.7,1239.3,1246.6,1237.3,0.6,0.05,1262.8,1238.7,-7.6,-0.61,1313.3,1238.7,-68.6,-5.25,1313.3,1179.0,66.6,5.68,1419.9,1140.6,-180.1,-12.69,8758.4,8859.2,8748.5,8689.8,8694.3,8859.2,8689.8,-52.8,-0.60,9212.9,8689.8,-481.1,-5.24,9212.9,8076.6,660.8,8.23,9453.4,7636.0,-755.5,-7.99,,
XSJ,Consumer Staples,7691.1,7773.5,7702.4,7710.6,7604.2,7711.2,7592.6,-106.4,-1.38,7773.5,7604.2,-52.2,-0.68,7899.1,7604.2,-1.7,-0.02,7899.1,7241.1,271.1,3.70,7909.0,7011.2,-237.7,-3.03,57515.1,58131.5,57600.1,57661.4,56865.8,58131.5,56865.8,-389.9,-0.68,59070.7,56865.8,-12.2,-0.02,59070.7,52987.4,3204.8,5.97,59070.7,49979.4,1056.5,1.89,,
XEJ,Energy,12363.5,12589.2,12411.3,12406.7,12328.8,12481.4,12284.6,-77.9,-0.63,12589.2,12328.8,-25.8,-0.21,14406.8,12328.8,-1762.6,-12.51,14705.5,12328.8,-414.4,-3.25,16512.9,11605.0,-3920.8,-24.13,83370.7,84892.2,83692.9,83661.5,83136.4,84892.2,83136.4,-173.8,-0.21,97148.7,83136.4,-11885.7,-12.51,98057.5,83136.4,-1836.5,-2.16,108751.5,77383.0,-23880.7,-22.31,,
XFJ,Financials,3991.8,4025.6,3976.2,3959.6,3935.4,3972.4,3931.9,-24.2,-0.61,4025.6,3935.4,-33.1,-0.83,4331.2,3935.4,-324.2,-7.61,4331.2,3931.7,29.5,0.75,4354.6,3596.7,-414.0,-9.52,36039.1,36344.2,35897.9,35748.5,35529.9,36344.2,35529.9,-298.8,-0.83,38661.3,35529.9,-2487.6,-6.54,38661.3,34730.9,1078.9,3.13,38661.3,30965.7,-1222.0,-3.33,,
XXJ,Financial-x-A-REIT,4541.7,4581.9,4519.6,4499.6,4465.4,4514.4,4458.6,-34.2,-0.76,4581.9,4465.4,-50.5,-1.12,4982.4,4465.4,-434.7,-8.87,4982.4,4465.4,-40.0,-0.89,5028.9,4119.7,-556.9,-11.09,39386.4,39734.5,39194.4,39021.3,38724.8,39734.5,38724.8,-437.5,-1.12,42631.7,38724.8,-3196.8,-7.63,42631.7,38178.9,614.8,1.61,42631.7,34142.5,-2023.4,-4.97,,
XHJ,Health Care,8902.6,8987.8,8944.6,9035.8,8966.5,9070.9,8934.9,-69.3,-0.77,9035.8,8902.6,84.2,0.95,9168.8,8882.3,31.7,0.35,9168.8,7756.1,978.9,12.25,9168.8,7082.8,276.6,3.18,53800.1,54314.5,54053.9,54604.7,54186.0,54604.7,53800.1,508.7,0.95,55408.8,53677.2,191.5,0.35,55408.8,46279.9,6524.4,13.69,55408.8,41891.0,3208.2,6.29,,
XNJ,Industrials,3377.3,3455.6,3401.4,3387.0,3369.8,3398.5,3358.9,-17.2,-0.51,3455.6,3369.8,-14.6,-0.43,3770.0,3369.8,-335.1,-9.04,3815.2,3369.8,32.0,0.96,3815.2,3031.9,-269.1,-7.39,26094.2,26699.3,26281.0,26169.4,26036.3,26699.3,26036.3,-113.4,-0.43,29128.9,26036.3,-2589.3,-9.05,29446.6,25815.0,536.0,2.10,29446.6,22990.4,-1071.4,-3.95,,
XIJ,Info Technology,504.8,503.7,494.5,491.5,489.0,496.0,487.7,-2.5,-0.51,504.8,489.0,-23.5,-4.59,541.7,489.0,-45.1,-8.45,560.6,482.8,-9.5,-1.91,590.7,458.0,-88.3,-15.29,3149.5,3142.7,3085.8,3067.1,3051.2,3149.5,3051.2,-146.8,-4.59,3379.8,3051.2,-281.8,-8.45,3498.2,2950.6,4.4,0.15,3537.8,2743.0,-406.5,-11.76,,
XMJ,Materials,9750.2,9871.7,9705.2,9684.2,9602.0,9751.9,9581.5,-82.2,-0.85,9871.7,9602.0,2.8,0.03,11096.9,9599.2,-1287.8,-11.83,11833.2,9599.2,-890.6,-8.49,13806.7,9599.2,-3956.8,-29.18,63865.6,64661.6,63571.3,63433.3,62895.3,64661.6,62895.3,26.4,0.04,72660.4,62868.9,-8408.8,-11.79,76582.8,62868.9,-5011.5,-7.38,88274.8,62868.9,-23794.8,-27.45,,
XPJ,A-REIT,850.8,856.5,851.4,848.9,849.7,855.0,848.9,0.8,0.09,856.5,848.9,4.4,0.53,880.0,845.3,-10.1,-1.18,880.0,785.8,72.2,9.28,880.0,708.9,-11.5,-1.33,21192.6,21334.1,21206.3,21143.7,21163.3,21334.1,21143.7,109.5,0.52,21898.6,21053.7,-229.6,-1.07,21898.6,19271.5,2095.2,10.99,21898.6,17036.7,1046.4,5.20,,
XTJ,Telecommunications,1217.8,1235.9,1221.6,1211.5,1211.3,1218.2,1208.1,-0.2,-0.02,1235.9,1211.3,3.3,0.27,1272.0,1205.6,18.5,1.55,1272.0,1101.4,75.8,6.67,1272.0,959.0,174.1,16.78,12971.4,13164.1,13011.3,12903.8,12902.0,13164.1,12902.0,35.5,0.28,13548.3,12841.1,197.2,1.55,13548.3,11476.1,1282.6,11.04,13548.3,9383.7,2758.4,27.19,,
XUJ,Utilities,4808.0,4836.7,4792.7,4764.9,4799.9,4807.6,4761.5,35.0,0.73,4836.7,4764.9,14.0,0.29,4891.4,4670.7,26.1,0.55,4891.4,4527.2,255.5,5.62,4891.4,4004.3,452.5,10.41,45279.4,45550.1,45135.6,45021.0,45352.1,45550.1,45021.0,280.3,0.62,46064.6,43986.4,394.9,0.88,46064.6,42294.1,3169.6,7.51,46064.6,36081.2,6660.2,17.21,,
XMM,Metals & Mining,3395.6,3432.6,3369.2,3367.2,3333.6,3390.6,3328.3,-33.6,-1.00,3432.6,3333.6,2.0,0.06,3907.2,3331.6,-507.6,-13.22,4252.2,3331.6,-388.1,-10.43,5005.4,3331.6,-1592.3,-32.33,4574.0,4623.8,4538.4,4535.8,4490.5,4623.8,4490.5,2.7,0.06,5263.2,4487.8,-683.8,-13.22,5661.9,4487.8,-464.9,-9.38,6595.2,4487.8,-1999.9,-30.81,,
XGD,Gold,5220.7,5224.5,5099.6,5139.8,5146.0,5218.9,5138.8,6.2,0.12,5224.5,5099.6,24.9,0.49,5720.5,4898.3,-506.2,-8.96,7178.9,4898.3,-888.0,-14.72,7931.9,4898.3,-2418.7,-31.97,5981.4,5985.8,5842.7,5888.7,5895.9,5985.8,5842.7,28.6,0.49,6554.0,5612.0,-580.0,-8.96,8202.2,5612.0,-997.9,-14.48,9025.2,5612.0,-2709.1,-31.48,,
XJR,S&P/ASX 200 Res,4062.9,4115.1,4044.8,4042.1,4005.9,4068.7,3996.7,-36.2,-0.90,4115.1,4005.9,0.4,0.01,4684.8,4005.5,-590.8,-12.85,4925.8,4005.5,-363.4,-8.32,5820.4,4005.5,-1729.0,-30.15,20481.8,20745.0,20390.5,20376.6,20194.3,20745.0,20194.3,1.9,0.01,23616.8,20192.4,-2978.2,-12.85,24542.0,20192.4,-1574.8,-7.23,28676.9,20192.4,-8061.4,-28.53,,
,
