Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-12-31T23:15:12+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 22,Dec 23,Dec 28,Dec 29,Dec 30,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 22,Dec 23,Dec 28,Dec 29,Dec 30,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1175.0,1185.8,1172.7,1165.7,1172.7,1175.9,1164.2,7.0,0.60,1185.8,1165.7,-20.5,-1.72,1271.7,1165.7,-47.6,-3.90,1557.8,1140.6,-328.1,-21.86,1557.8,1140.6,-328.1,-21.86,8048.9,8122.9,8033.6,7985.3,8033.5,8122.9,7985.3,-135.3,-1.66,8706.5,7985.3,-321.0,-3.84,10210.5,7636.0,-1748.8,-17.88,10210.5,7636.0,-1748.8,-17.88,,
XSJ,Consumer Staples,7462.6,7484.9,7418.2,7376.8,7333.1,7409.2,7333.1,-43.7,-0.59,7484.9,7333.1,-205.7,-2.73,7765.2,7333.1,-111.1,-1.49,8013.9,7011.2,-381.4,-4.94,8013.9,7011.2,-381.4,-4.94,54608.5,54771.6,54283.5,53980.8,53661.0,54771.6,53661.0,-1504.9,-2.73,56761.7,53661.0,-736.5,-1.35,56761.7,49979.4,-136.9,-0.25,56761.7,49979.4,-136.9,-0.25,,
XEJ,Energy,12844.8,13002.6,12906.1,12813.8,12743.2,12873.1,12686.5,-70.6,-0.55,13002.6,12743.2,-159.2,-1.23,14091.1,12603.9,-672.4,-5.01,17736.5,11605.0,-3371.2,-20.92,17736.5,11605.0,-3371.2,-20.92,85650.0,86702.6,86058.9,85443.8,84972.9,86702.6,84972.9,-1061.6,-1.23,93960.7,84043.6,-4483.7,-5.01,116809.6,77383.0,-20120.3,-19.15,116809.6,77383.0,-20120.3,-19.15,,
XFJ,Financials,3937.0,3987.3,3931.1,3927.8,3906.0,3947.8,3906.0,-21.8,-0.56,3987.3,3906.0,-69.0,-1.74,4110.2,3901.4,-8.7,-0.22,4666.6,3596.7,-455.8,-10.45,4666.6,3596.7,-455.8,-10.45,34725.0,35168.2,34673.1,34643.5,34450.9,35168.2,34450.9,-515.5,-1.47,36155.2,34318.9,14.8,0.04,38822.8,30965.7,-1612.7,-4.47,38822.8,30965.7,-1612.7,-4.47,,
XXJ,Financial-x-A-REIT,4533.9,4587.0,4527.7,4528.5,4505.4,4550.3,4501.9,-23.1,-0.51,4587.0,4505.4,-62.5,-1.37,4727.7,4474.1,26.1,0.58,5430.9,4119.7,-558.4,-11.03,5430.9,4119.7,-558.4,-11.03,38350.6,38800.3,38298.6,38305.2,38109.9,38800.3,38109.9,-527.7,-1.37,39988.8,37844.1,221.8,0.59,43285.0,34142.5,-2030.8,-5.06,43285.0,34142.5,-2030.8,-5.06,,
XHJ,Health Care,8047.8,8093.1,8100.7,8037.6,7987.6,8064.8,7977.8,-50.0,-0.62,8100.7,7987.6,-183.6,-2.25,8171.2,7895.2,145.3,1.85,9186.8,7082.8,-945.6,-10.59,9186.8,7082.8,-945.6,-10.59,48020.5,48290.9,48336.1,47959.9,47661.6,48336.1,47661.6,-1095.6,-2.25,48757.2,46794.7,866.9,1.85,53892.5,41891.0,-4159.6,-8.03,53892.5,41891.0,-4159.6,-8.03,,
XNJ,Industrials,3353.7,3406.2,3360.7,3336.3,3337.8,3358.3,3336.3,1.5,0.04,3406.2,3336.3,-76.6,-2.24,3541.6,3336.3,-49.7,-1.47,3870.5,3031.9,-398.7,-10.67,3870.5,3031.9,-398.7,-10.67,25622.1,26023.2,25675.4,25488.9,25500.2,26023.2,25488.9,-436.9,-1.68,26878.6,25356.8,-209.4,-0.81,28566.6,22990.4,-2060.0,-7.47,28566.6,22990.4,-2060.0,-7.47,,
XIJ,Info Technology,502.2,503.4,502.6,498.7,498.5,503.5,497.2,-0.2,-0.04,503.4,498.5,-4.6,-0.92,511.8,488.7,-1.8,-0.37,666.6,458.0,-146.2,-22.68,666.6,458.0,-146.2,-22.68,3069.2,3076.4,3071.6,3047.8,3046.7,3076.4,3046.7,-28.1,-0.91,3127.7,2986.6,-11.1,-0.36,3919.5,2743.0,-744.2,-19.63,3919.5,2743.0,-744.2,-19.63,,
XMJ,Materials,10625.0,10792.3,10598.0,10509.1,10492.6,10559.3,10462.8,-16.5,-0.16,10792.3,10492.6,-319.9,-2.96,11587.5,10489.3,-437.5,-4.00,15046.2,10436.7,-3588.0,-25.48,15046.2,10436.7,-3588.0,-25.48,68763.6,69846.5,68588.9,68013.7,67906.8,69846.5,67906.8,-2070.2,-2.96,74987.7,67885.3,-2826.4,-4.00,96133.1,67434.3,-21304.4,-23.88,96133.1,67434.3,-21304.4,-23.88,,
XPJ,A-REIT,790.4,804.7,788.6,783.8,777.5,791.0,776.6,-6.2,-0.79,804.7,777.5,-29.2,-3.61,831.7,777.5,-34.2,-4.21,887.0,708.9,-62.3,-7.42,887.0,708.9,-62.3,-7.42,19382.8,19733.6,19339.9,19220.8,19068.1,19733.6,19068.1,-397.3,-2.04,20068.5,19068.1,-519.1,-2.65,20646.7,17036.7,-285.8,-1.48,20646.7,17036.7,-285.8,-1.48,,
XTJ,Telecommunications,1125.2,1132.2,1135.4,1138.7,1135.5,1145.4,1135.5,-3.2,-0.28,1138.7,1125.2,13.5,1.20,1138.7,1087.3,54.3,5.02,1138.7,891.0,175.9,18.33,1138.7,891.0,175.9,18.33,11513.5,11585.4,11618.2,11651.4,11619.4,11651.4,11513.5,138.6,1.21,11651.4,11059.0,560.4,5.07,11651.4,8708.4,2644.9,29.47,11651.4,8708.4,2644.9,29.47,,
XUJ,Utilities,4514.1,4570.1,4555.8,4551.9,4544.4,4575.4,4532.0,-7.5,-0.16,4570.1,4514.1,-65.4,-1.42,4623.0,4501.3,104.8,2.36,4623.0,3990.1,131.0,2.97,4623.0,3990.1,131.0,2.97,41901.8,42421.5,42288.6,42252.4,42182.5,42421.5,41901.8,-116.9,-0.28,42421.5,40737.6,1444.9,3.55,42421.5,35021.3,3725.4,9.69,42421.5,35021.3,3725.4,9.69,,
XMM,Metals & Mining,3772.3,3836.9,3763.3,3728.4,3721.7,3749.0,3712.2,-6.7,-0.18,3836.9,3721.7,-121.5,-3.16,4141.9,3721.6,-175.4,-4.50,5491.6,3721.6,-1424.0,-27.67,5491.6,3721.6,-1424.0,-27.67,5022.8,5108.9,5010.9,4964.4,4955.4,5108.9,4955.4,-161.9,-3.16,5514.8,4955.3,-233.5,-4.50,7235.3,4955.3,-1768.7,-26.30,7235.3,4955.3,-1768.7,-26.30,,
XGD,Gold,6205.4,6367.7,6217.9,6039.9,6034.0,6069.2,6033.1,-5.9,-0.10,6367.7,6034.0,-392.8,-6.11,7242.6,6034.0,-906.0,-13.06,8435.7,6034.0,-2065.1,-25.50,8435.7,6034.0,-2065.1,-25.50,7089.6,7275.1,7103.9,6900.6,6893.8,7275.1,6893.8,-448.8,-6.11,8273.7,6893.8,-1034.2,-13.04,9595.8,6893.8,-2299.1,-25.01,9595.8,6893.8,-2299.1,-25.01,,
XJR,S&P/ASX 200 Res,4424.2,4494.3,4419.9,4381.8,4369.3,4404.3,4356.1,-12.5,-0.29,4494.3,4369.3,-122.3,-2.72,4852.9,4358.8,-207.1,-4.53,6355.0,4291.7,-1539.5,-26.05,6355.0,4291.7,-1539.5,-26.05,22042.8,22391.8,22021.5,21831.3,21769.1,22391.8,21769.1,-609.3,-2.72,24178.8,21716.9,-1032.0,-4.53,31311.1,21378.1,-7091.1,-24.57,31311.1,21378.1,-7091.1,-24.57,,
,
