Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-03-09T23:15:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 4,Mar 5,Mar 6,Mar 7,Mar 8,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 4,Mar 5,Mar 6,Mar 7,Mar 8,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5028.5,5088.1,5130.9,5123.1,5137.5,5144.5,5116.7,14.4,0.28,5137.5,5028.5,36.6,0.72,5137.5,4980.3,148.1,2.97,5137.5,4712.3,472.9,10.14,5137.5,4033.4,837.0,19.46,39873.9,40361.7,40718.3,40666.8,40789.3,40789.3,39873.9,436.7,1.08,40789.3,39151.6,1566.6,3.99,40789.3,37020.3,4146.7,11.32,40789.3,30869.4,8145.5,24.95,,
XAF,All Australian 50,5078.5,5147.2,5185.6,5179.3,5190.9,5201.4,5169.8,11.6,0.22,5190.9,5078.5,33.2,0.64,5190.9,5006.3,165.1,3.29,5190.9,4733.5,493.2,10.50,5190.9,3983.7,1024.1,24.58,41272.5,41846.9,42175.4,42128.7,42223.6,42223.6,41272.5,427.3,1.02,42223.6,40277.2,1789.9,4.43,42223.6,38052.6,4461.4,11.81,42223.6,31167.4,9931.5,30.76,,
XAT,All Australian 200,4989.6,5053.6,5094.7,5087.6,5102.1,5109.9,5080.7,14.5,0.29,5102.1,4989.6,36.6,0.72,5102.1,4937.7,151.6,3.06,5102.1,4671.7,470.8,10.17,5102.1,3973.9,897.9,21.36,40327.5,40861.0,41211.9,41160.8,41283.2,41283.2,40327.5,447.0,1.09,41283.2,39534.9,1645.2,4.15,41283.2,37380.5,4228.8,11.41,41283.2,30947.5,8823.8,27.18,,
XTL,S&P/ASX 20,3110.8,3155.2,3177.6,3172.8,3183.6,3190.5,3168.1,10.8,0.34,3183.6,3110.8,22.2,0.70,3183.6,3060.8,109.2,3.55,3183.6,2885.8,317.0,11.06,3183.6,2396.0,683.7,27.35,49672.1,50396.0,50776.7,50700.1,50873.5,50873.5,49672.1,544.1,1.08,50873.5,48356.6,2302.0,4.74,50873.5,45563.7,5614.3,12.40,50873.5,36842.5,12863.1,33.84,,
XFL,S&P/ASX 50,5123.7,5193.8,5233.0,5226.4,5238.1,5248.6,5216.9,11.7,0.22,5238.1,5123.7,34.8,0.67,5238.1,5050.1,169.0,3.33,5238.1,4770.1,505.5,10.68,5238.1,4010.1,1042.6,24.85,41578.9,42163.8,42499.3,42450.9,42546.0,42546.0,41578.9,440.9,1.05,42546.0,40574.3,1818.5,4.46,42546.0,38295.2,4554.3,11.99,42546.0,31334.8,10071.6,31.01,,
XTO,S&P/ASX 100,4133.3,4188.8,4222.9,4217.7,4227.2,4234.2,4209.9,9.5,0.23,4227.2,4133.3,30.9,0.74,4227.2,4079.6,135.2,3.30,4227.2,3855.7,406.5,10.64,4227.2,3260.5,800.3,23.35,10160.2,10300.5,10389.4,10377.8,10401.6,10401.6,10160.2,114.0,1.11,10401.6,9932.9,439.3,4.41,10401.6,9380.5,1106.9,11.91,10401.6,7719.3,2359.9,29.35,,
XJO,S&P/ASX 200,5010.5,5075.4,5116.8,5109.2,5123.4,5131.2,5102.0,14.2,0.28,5123.4,5010.5,37.3,0.73,5123.4,4959.0,152.1,3.06,5123.4,4690.3,474.4,10.21,5123.4,3985.0,911.4,21.64,40426.1,40965.0,41319.1,41263.9,41384.7,41384.7,40426.1,452.6,1.11,41384.7,39642.8,1646.1,4.14,41384.7,37467.1,4250.1,11.45,41384.7,30989.0,8912.7,27.45,,
XKO,S&P/ASX 300,4983.7,5047.3,5088.5,5081.1,5095.5,5103.0,5074.4,14.4,0.28,5095.5,4983.7,36.5,0.72,5095.5,4934.7,149.0,3.01,5095.5,4669.1,469.2,10.14,5095.5,3977.4,880.1,20.88,40080.7,40607.6,40958.6,40905.1,41027.0,41027.0,40080.7,442.4,1.09,41027.0,39327.0,1608.2,4.08,41027.0,37184.2,4186.9,11.37,41027.0,30841.3,8618.9,26.59,,
XMD,S&P/ASX MidCap 50,4152.6,4199.3,4254.7,4250.2,4260.6,4270.2,4239.2,10.4,0.24,4260.6,4152.6,55.9,1.33,4260.6,4111.3,126.5,3.06,4260.6,3914.1,397.6,10.29,4260.6,3435.4,438.4,11.47,10571.1,10692.8,10846.8,10837.0,10867.1,10867.1,10571.1,174.6,1.63,10867.1,10432.5,412.1,3.94,10867.1,9898.6,1097.7,11.24,10867.1,8495.1,1510.5,16.14,,
XSO,S&P/ASX Small Ords,2334.9,2345.6,2365.6,2355.7,2378.9,2383.4,2355.7,23.2,0.98,2378.9,2334.9,12.2,0.52,2414.5,2317.4,-12.0,-0.50,2414.5,2304.9,98.2,4.31,2525.0,2044.8,-79.5,-3.23,5595.1,5623.1,5672.7,5651.6,5716.9,5716.9,5595.1,49.0,0.86,5770.0,5541.0,7.4,0.13,5770.0,5503.0,272.1,5.00,5892.6,4798.2,-6.1,-0.11,,
XDJ,Consumer Discretionary,1531.4,1551.4,1569.8,1564.8,1577.8,1579.6,1563.5,13.0,0.83,1577.8,1531.4,41.3,2.69,1577.8,1498.1,88.4,5.93,1577.8,1364.5,234.0,17.41,1577.8,1195.0,311.7,24.62,11092.2,11236.9,11377.2,11340.7,11449.0,11449.0,11092.2,323.7,2.91,11449.0,10689.1,759.9,7.11,11449.0,9792.3,1804.8,18.71,11449.0,8383.2,2630.3,29.83,,
XSJ,Consumer Staples,10043.4,10322.9,10328.8,10352.7,10412.9,10414.7,10316.9,60.2,0.58,10412.9,10043.4,219.9,2.16,10412.9,9535.5,866.5,9.08,10412.9,8912.8,1538.5,17.34,10412.9,7290.5,3092.5,42.25,77868.8,80035.7,80109.0,80294.2,80761.2,80761.2,77868.8,1733.1,2.19,80761.2,73192.4,7484.6,10.21,80761.2,68413.1,12642.8,18.56,80761.2,54028.2,26511.9,48.87,,
XEJ,Energy,13293.4,13336.5,13525.6,13542.9,13612.4,13656.5,13542.9,69.5,0.51,13612.4,13293.4,97.0,0.72,13627.4,13006.7,488.7,3.72,13627.4,12557.5,1206.4,9.72,14406.8,11554.9,-624.2,-4.38,92002.0,92338.2,93647.4,93793.4,94275.2,94275.2,92002.0,748.1,0.80,94275.2,88934.0,4541.0,5.06,94275.2,85862.9,9448.6,11.14,97148.7,77918.0,-1726.2,-1.80,,
XFJ,Financials,5340.0,5446.1,5495.5,5487.4,5492.3,5510.0,5460.5,4.9,0.09,5495.5,5340.0,92.5,1.71,5495.5,5149.5,321.2,6.21,5495.5,4767.7,738.6,15.54,5495.5,3913.1,1512.7,38.01,50643.2,51649.8,52124.8,52052.5,52099.8,52124.8,50643.2,962.3,1.88,52124.8,48460.9,3435.5,7.06,52124.8,44797.5,7441.2,16.66,52124.8,35303.2,16587.5,46.71,,
XXJ,Financial-x-A-REIT,6197.0,6331.2,6393.3,6383.6,6397.8,6419.5,6350.6,14.2,0.22,6397.8,6197.0,114.8,1.83,6397.8,5946.5,426.1,7.14,6397.8,5485.5,945.9,17.35,6397.8,4433.9,1831.5,40.11,56374.6,57595.8,58170.0,58086.5,58217.5,58217.5,56374.6,1157.0,2.03,58217.5,53605.0,4385.4,8.15,58217.5,49449.4,9071.1,18.46,58217.5,38694.8,19151.3,49.02,,
XHJ,Health Care,12535.3,12587.9,12705.3,12583.2,12584.9,12658.5,12487.1,1.7,0.01,12705.3,12535.3,18.2,0.14,12705.3,12067.6,229.3,1.86,12705.3,11476.5,952.3,8.19,12705.3,8082.8,4462.2,54.94,77176.9,77850.4,78576.2,77820.8,77831.8,78576.2,77176.9,515.5,0.67,78576.2,73982.0,2103.6,2.78,78576.2,70340.0,6534.8,9.17,78576.2,48524.9,29067.6,59.61,,
