Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-03-09T23:15:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 4,Mar 5,Mar 6,Mar 7,Mar 8,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 4,Mar 5,Mar 6,Mar 7,Mar 8,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XNJ,Industrials,3872.3,3884.9,3915.8,3909.0,3912.9,3920.8,3886.2,3.9,0.10,3915.8,3872.3,-32.0,-0.81,3970.5,3772.0,131.7,3.48,3970.5,3605.6,361.2,10.17,3970.5,3159.7,208.4,5.63,31008.4,31113.6,31382.0,31364.9,31420.4,31420.4,31008.4,2.6,0.01,31601.8,29990.0,1357.6,4.52,31601.8,28667.2,3182.2,11.27,31601.8,24610.7,2840.5,9.94,,
XIJ,Info Technology,670.4,680.0,688.4,692.6,697.6,701.4,684.9,5.0,0.72,697.6,670.4,13.5,1.97,697.6,650.3,28.1,4.19,697.6,611.4,101.0,16.92,697.6,483.9,194.2,38.57,4302.0,4376.4,4430.3,4457.7,4490.0,4490.0,4302.0,104.6,2.39,4490.0,4131.6,236.1,5.55,4490.0,3884.8,699.3,18.45,4490.0,3019.4,1360.3,43.46,,
XMJ,Materials,10257.4,10265.9,10358.9,10348.5,10437.2,10464.1,10348.5,88.7,0.86,10437.2,10257.4,-148.8,-1.41,11228.0,10257.4,-555.3,-5.05,11228.0,10257.4,-163.7,-1.54,11232.9,8986.0,-569.9,-5.18,68969.4,69026.5,69768.8,69705.4,70306.4,70306.4,68969.4,-328.6,-0.47,74792.0,68969.4,-2917.0,-3.98,74792.0,68969.4,-308.2,-0.44,74792.0,58941.4,-1723.3,-2.39,,
XPJ,A-REIT,1028.1,1038.5,1043.6,1042.4,1035.7,1042.4,1033.0,-6.7,-0.64,1043.6,1028.1,11.1,1.09,1043.6,1003.2,13.6,1.33,1043.6,960.8,61.9,6.35,1043.6,810.5,221.9,27.26,27062.9,27336.6,27471.3,27440.3,27262.2,27471.3,27062.9,291.6,1.08,27471.3,26408.5,356.0,1.32,27471.3,25044.0,1904.4,7.51,27471.3,20145.6,7034.4,34.78,,
XTJ,Telecommunications,1547.0,1564.2,1564.7,1555.0,1534.9,1555.0,1534.8,-20.1,-1.29,1564.7,1534.9,-15.8,-1.02,1587.5,1534.9,-46.5,-2.94,1597.4,1515.3,38.9,2.60,1597.4,1101.4,419.8,37.65,17593.4,17788.6,17794.2,17684.1,17465.1,17794.2,17465.1,-170.6,-0.97,18026.4,17464.7,-10.3,-0.06,18026.4,16745.5,932.7,5.64,18026.4,11728.8,5597.4,47.17,,
XUJ,Utilities,5538.7,5520.0,5544.1,5535.5,5571.4,5585.7,5515.0,35.9,0.65,5571.4,5520.0,64.9,1.18,5571.4,5294.9,235.5,4.41,5571.4,5233.6,313.5,5.96,5571.4,4583.2,958.5,20.78,54619.9,54863.2,55102.8,55017.8,55374.6,55374.6,54619.9,1072.4,1.97,55374.6,52062.1,2909.6,5.55,55374.6,51459.2,3676.9,7.11,55374.6,43073.8,12021.7,27.73,,
XMM,Metals & Mining,3464.3,3457.1,3484.7,3484.1,3524.2,3533.5,3484.1,40.1,1.15,3524.2,3457.1,-57.1,-1.60,3841.7,3457.1,-227.1,-6.05,3841.7,3457.1,-119.2,-3.27,3992.8,3071.9,-387.4,-9.90,4778.5,4768.5,4816.0,4815.8,4871.6,4871.6,4768.5,-24.5,-0.50,5249.3,4768.5,-254.3,-4.96,5249.3,4768.5,-106.8,-2.14,5375.3,4138.3,-394.5,-7.49,,
XGD,Gold,4337.2,4344.3,4296.7,4327.5,4428.7,4449.9,4327.5,101.2,2.34,4428.7,4296.7,34.1,0.78,4960.3,4264.2,-559.3,-11.21,5191.8,4264.2,-470.0,-9.59,6581.8,4264.2,-2114.8,-32.32,5001.7,5009.8,4954.9,4991.2,5109.4,5109.4,4954.9,41.5,0.82,5752.2,4917.5,-642.8,-11.18,5987.1,4917.5,-539.8,-9.55,7524.5,4917.5,-2371.4,-31.70,,
XJR,S&P/ASX 200 Res,4235.8,4233.0,4274.1,4274.4,4316.2,4325.6,4274.4,41.8,0.98,4316.2,4233.0,-43.3,-0.99,4567.3,4233.0,-156.4,-3.50,4567.3,4233.0,5.6,0.13,4733.4,3728.7,-343.5,-7.37,21883.4,21871.7,22116.2,22121.1,22338.6,22338.6,21871.7,-34.2,-0.15,23355.8,21871.7,-533.0,-2.33,23355.8,21871.7,295.4,1.34,23852.0,18796.9,-1141.8,-4.86,,
,
