Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-10-13T23:15:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 8,Oct 9,Oct 10,Oct 11,Oct 12,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 8,Oct 9,Oct 10,Oct 11,Oct 12,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSJ,Consumer Staples,8643.1,8636.6,8604.5,8578.3,8578.7,8631.6,8559.8,0.4,0.00,8643.1,8578.3,-54.7,-0.63,8643.1,8427.6,81.3,0.96,8800.7,7241.1,1245.6,16.99,8800.7,7241.1,1038.9,13.78,66241.6,66192.2,65945.7,65745.3,65748.2,66241.6,65745.3,-419.4,-0.63,66241.6,64590.2,623.4,0.96,66855.0,52987.4,12087.3,22.53,66855.0,52987.4,10651.9,19.33,,
XEJ,Energy,12555.6,12723.1,12778.5,12752.0,12754.8,12777.9,12728.8,2.8,0.02,12778.5,12555.6,128.3,1.02,12959.2,12344.8,-2.0,-0.02,14705.5,11554.9,11.6,0.09,14705.5,11554.9,-764.5,-5.66,85849.8,86995.2,87373.9,87192.3,87211.7,87373.9,85849.8,877.1,1.02,88609.3,84408.2,-14.0,-0.02,98057.5,77918.0,2238.8,2.63,98057.5,77918.0,-2936.3,-3.26,,
XFJ,Financials,4641.2,4662.9,4644.7,4651.9,4652.2,4663.6,4648.2,0.3,0.01,4662.9,4641.2,-9.3,-0.20,4662.9,4461.2,173.4,3.87,4662.9,3913.1,746.3,19.11,4662.9,3727.3,661.2,16.57,42808.7,43008.8,42840.9,42907.4,42909.7,43008.8,42808.7,-86.3,-0.20,43008.8,41148.2,1598.7,3.87,43008.8,34730.9,8458.7,24.55,43008.8,32787.7,8405.5,24.36,,
XXJ,Financial-x-A-REIT,5324.5,5340.2,5316.8,5327.2,5328.3,5344.9,5324.7,1.1,0.02,5340.2,5316.8,-12.8,-0.24,5341.1,5094.6,215.6,4.22,5341.1,4433.9,822.9,18.26,5341.1,4253.3,705.7,15.27,47106.1,47244.4,47037.3,47129.8,47139.4,47244.4,47037.3,-112.8,-0.24,47252.2,45071.9,1907.6,4.22,47252.2,38178.9,9029.5,23.69,47252.2,35976.2,8828.6,23.04,,
XHJ,Health Care,10612.1,10675.4,10749.1,10789.3,10670.4,10789.7,10627.0,-118.9,-1.10,10789.3,10612.1,82.0,0.77,10789.3,9889.4,304.7,2.94,10789.3,7756.1,2682.8,33.59,10789.3,7551.3,2784.1,35.30,65023.4,65411.5,65863.1,66109.2,65380.7,66109.2,65023.4,502.6,0.77,66109.2,60563.3,2299.3,3.64,66109.2,46279.9,17719.1,37.18,66109.2,45034.8,18347.9,39.01,,
XNJ,Industrials,3389.6,3410.0,3381.1,3360.1,3352.6,3375.7,3349.8,-7.5,-0.22,3410.0,3352.6,-5.8,-0.17,3410.0,3275.6,50.8,1.54,3815.2,3159.7,14.8,0.44,3815.2,3159.7,55.8,1.69,26769.5,26930.9,26702.4,26536.7,26477.4,26930.9,26477.4,-35.6,-0.13,26930.9,25749.4,576.4,2.23,29446.6,24610.7,977.1,3.83,29446.6,24610.7,1467.5,5.87,,
XIJ,Info Technology,584.7,586.4,586.0,580.8,576.8,581.1,576.4,-4.0,-0.69,586.4,576.8,-15.3,-2.59,592.1,566.7,-12.5,-2.12,601.3,482.8,78.3,15.70,601.3,474.0,92.4,19.08,3715.0,3725.6,3723.3,3690.2,3664.5,3725.6,3664.5,-97.6,-2.59,3762.1,3594.8,-73.5,-1.97,3807.4,2950.6,617.8,20.28,3807.4,2896.6,704.1,23.79,,
XMJ,Materials,10084.0,10162.2,10131.4,10045.2,10112.4,10118.1,10045.2,67.2,0.67,10162.2,10045.2,-25.6,-0.25,10277.7,9690.9,357.0,3.66,11833.2,8986.0,-380.2,-3.62,11989.3,8986.0,-1462.4,-12.63,67036.3,67555.9,67350.8,66778.2,67224.5,67555.9,66778.2,-167.9,-0.25,68248.8,64349.7,2446.6,3.78,76582.8,58941.4,-682.3,-1.00,77484.2,58941.4,-7581.0,-10.13,,
XPJ,A-REIT,949.0,961.9,960.5,960.0,959.3,960.2,956.8,-0.7,-0.07,961.9,949.0,-0.0,-0.00,961.9,921.2,20.1,2.14,961.9,785.8,181.8,23.38,961.9,767.2,181.8,23.39,24310.4,24640.2,24604.3,24590.9,24573.3,24640.2,24310.4,-1.7,-0.01,24640.2,23598.3,515.0,2.14,24640.2,19271.5,5505.2,28.87,24640.2,18512.7,5834.8,31.14,,
XTJ,Telecommunications,1355.2,1351.5,1341.0,1347.5,1347.9,1354.6,1347.5,0.4,0.03,1355.2,1341.0,-6.4,-0.47,1355.2,1299.7,34.2,2.60,1393.2,1101.4,212.4,18.70,1393.2,1051.4,295.9,28.13,14971.9,14930.7,14816.5,14889.1,14893.7,14971.9,14816.5,-68.0,-0.45,14971.9,14354.7,392.6,2.71,14971.9,11476.1,3274.4,28.18,14971.9,10754.8,4133.4,38.41,,
XUJ,Utilities,5015.0,5070.3,5043.7,5070.8,5062.2,5086.2,5042.9,-8.6,-0.17,5070.8,5015.0,-11.4,-0.22,5073.6,4822.3,95.9,1.93,5119.5,4527.2,517.8,11.40,5119.5,4296.8,687.3,15.71,48592.9,49128.2,48870.9,49133.2,49050.3,49133.2,48592.9,-109.6,-0.22,49159.9,46698.6,957.3,1.99,49390.0,42294.1,6867.8,16.28,49390.0,39304.0,9032.0,22.57,,
XMM,Metals & Mining,3468.1,3498.6,3488.0,3457.7,3483.4,3485.1,3457.7,25.7,0.74,3498.6,3457.7,-4.7,-0.14,3570.5,3336.4,119.7,3.56,4252.2,3071.9,-238.3,-6.40,4298.2,3071.9,-679.6,-16.32,4737.5,4779.1,4764.6,4723.2,4758.3,4779.1,4723.2,-6.3,-0.13,4871.8,4552.2,168.8,3.68,5661.9,4138.3,-197.1,-3.98,5723.0,4138.3,-784.7,-14.16,,
XGD,Gold,6066.7,6118.3,6058.6,6071.4,6060.2,6082.7,6040.4,-11.2,-0.18,6118.3,6058.6,-190.1,-3.04,6250.3,5572.4,445.2,7.93,7178.9,4550.0,26.2,0.43,7421.5,4550.0,-1088.9,-15.23,6990.2,7049.7,6980.9,6995.6,6982.8,7049.7,6980.9,-219.0,-3.04,7201.8,6393.4,540.5,8.39,8202.2,5214.8,89.0,1.29,8477.7,5214.8,-1183.7,-14.49,,
XJR,S&P/ASX 200 Res,4148.1,4191.1,4187.4,4158.5,4181.6,4184.7,4158.5,23.1,0.56,4191.1,4148.1,11.4,0.27,4267.2,4045.6,107.4,2.64,4925.8,3728.7,-187.7,-4.30,5010.2,3728.7,-651.3,-13.48,21207.3,21427.2,21408.3,21260.6,21378.7,21427.2,21207.3,58.9,0.28,21797.7,20664.7,567.8,2.73,24542.0,18796.9,-390.4,-1.79,24962.6,18796.9,-2700.4,-11.21,,
,
