Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-03-28T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2191.5,2204.5,2204.4,2172.2,2180.2,2183.6,2169.5,8.0,0.37,2204.5,2172.2,0.7,0.03,2233.1,2151.3,-51.3,-2.30,2233.1,2001.2,135.8,6.64,2233.1,2001.2,4.2,0.19,5618.9,5653.6,5657.5,5576.7,5601.8,5657.5,5576.7,14.2,0.25,5693.5,5504.6,-85.2,-1.50,5693.5,5089.5,404.3,7.78,5754.2,4882.3,184.8,3.41,,
XDJ,Consumer Discretionary,1963.7,1968.6,1977.7,1946.8,1975.9,1977.9,1945.0,29.1,1.49,1977.7,1946.8,11.9,0.61,2000.8,1930.1,-19.9,-0.99,2000.8,1713.3,222.6,12.70,2000.8,1713.3,165.6,9.15,15257.4,15295.8,15391.4,15161.7,15393.6,15393.6,15161.7,135.1,0.89,15468.0,14995.4,-19.7,-0.13,15468.0,13162.6,1923.9,14.28,15468.0,12935.8,1777.5,13.05,,
XSJ,Consumer Staples,9291.7,9337.8,9311.7,9224.3,9384.3,9387.4,9220.3,160.0,1.73,9384.3,9224.3,31.2,0.33,9416.6,9224.3,-111.7,-1.18,10122.8,9021.7,211.2,2.30,10122.8,9021.7,-382.7,-3.92,79013.8,79406.0,79184.3,78440.8,79801.4,79801.4,78440.8,265.3,0.33,80031.8,77946.3,-230.4,-0.29,85291.5,75246.2,3292.6,4.30,85291.5,73342.3,144.7,0.18,,
XEJ,Energy,11256.2,11284.0,11210.3,11270.2,11241.3,11415.8,11207.9,-28.9,-0.26,11284.0,11210.3,-2.7,-0.02,11641.3,10939.8,-317.1,-2.74,12048.3,10301.0,-360.1,-3.10,12048.3,10301.0,-2273.2,-16.82,84153.3,84360.5,83809.9,84257.9,84041.9,84360.5,83809.9,-20.2,-0.02,86782.6,81787.2,-2031.4,-2.36,87551.8,74854.3,-262.5,-0.31,111140.9,74854.3,-12523.3,-12.97,,
XFJ,Financials,7146.2,7146.3,7174.4,7030.6,7072.0,7090.0,7025.3,41.4,0.59,7174.4,7030.6,-114.4,-1.59,7186.4,6859.5,123.6,1.78,7186.4,6165.5,816.6,13.05,7186.4,6165.5,1066.9,17.77,75215.6,75216.1,75512.7,73998.7,74437.0,75512.7,73998.7,-1201.7,-1.59,75638.7,72188.8,1451.3,1.99,75638.7,64303.3,9197.8,14.10,75638.7,59639.1,14405.9,24.00,,
XXJ,Financial-x-A-REIT,8348.8,8340.6,8389.1,8223.9,8265.3,8285.2,8214.5,41.4,0.50,8389.1,8223.9,-128.9,-1.54,8394.2,7991.0,172.5,2.13,8394.2,7130.2,983.1,13.50,8394.2,7130.2,1123.5,15.73,84208.7,84125.7,84615.3,82949.0,83366.6,84615.3,82949.0,-1300.3,-1.54,84666.9,80590.7,1934.0,2.37,84666.9,71254.0,10594.2,14.56,84666.9,66776.9,14941.1,21.84,,
XHJ,Health Care,19531.5,19630.1,19529.4,19138.2,19235.9,19315.8,19133.5,97.7,0.51,19630.1,19138.2,-443.5,-2.25,19679.4,19093.5,108.9,0.57,19679.4,17005.1,1748.7,10.00,19679.4,17005.1,4818.7,33.42,126141.4,126778.2,126127.9,123601.3,124232.3,126778.2,123601.3,-2864.9,-2.25,127097.1,122545.1,1631.6,1.33,127097.1,108911.1,12233.6,10.92,127097.1,88629.9,33014.2,36.19,,
XNJ,Industrials,4729.5,4738.2,4731.4,4652.3,4700.0,4700.0,4646.9,47.7,1.03,4738.2,4652.3,-50.5,-1.06,4750.5,4571.6,90.3,1.96,4750.5,4233.2,378.2,8.75,4750.5,4233.2,656.5,16.24,40935.7,41010.3,40959.0,40274.1,40716.0,41010.3,40274.1,-401.1,-0.98,41117.1,39408.4,1025.8,2.58,41117.1,36323.0,3632.3,9.79,41117.1,32870.0,6927.3,20.50,,
XIJ,Info Technology,845.2,837.7,830.5,821.5,825.9,827.8,818.7,4.4,0.54,845.2,821.5,-27.3,-3.20,853.7,807.9,19.5,2.41,853.7,757.6,43.2,5.52,853.7,757.6,47.9,6.16,5763.2,5712.1,5663.4,5601.5,5631.8,5763.2,5601.5,-168.2,-2.90,5803.2,5465.8,166.1,3.04,5803.2,5098.0,365.2,6.93,5803.2,4943.9,471.7,9.14,,
XMJ,Materials,9264.2,9323.7,9298.3,9190.9,9199.0,9254.1,9172.9,8.1,0.09,9323.7,9190.9,0.7,0.01,9946.3,8950.1,-628.6,-6.40,9946.3,8248.8,471.3,5.40,9946.3,8248.8,-746.9,-7.51,66912.0,67341.8,67171.1,66395.2,66457.3,67341.8,66395.2,21.1,0.03,70664.0,64643.9,-3348.1,-4.80,70664.0,58495.7,4565.0,7.38,73622.9,57471.6,-2741.9,-3.96,,
XPJ,A-REIT,1326.6,1334.5,1324.8,1295.4,1309.7,1317.3,1295.1,14.3,1.10,1334.5,1295.4,-25.8,-1.93,1336.3,1281.8,-4.2,-0.32,1343.7,1197.3,123.5,10.41,1343.7,1197.3,309.8,30.98,38910.8,39143.0,38859.2,37996.1,38425.6,39143.0,37996.1,-746.9,-1.91,39196.6,37596.7,-113.4,-0.29,39203.9,34828.8,3920.2,11.36,39203.9,28006.9,10560.2,37.90,,
XTJ,Telecommunications,2240.8,2251.0,2247.7,2221.8,2249.5,2249.7,2219.9,27.7,1.25,2251.0,2221.8,2.8,0.12,2257.7,2147.7,23.3,1.05,2321.2,2072.7,162.7,7.80,2321.2,2072.7,484.4,27.45,28251.6,28389.5,28354.0,28027.7,28376.4,28389.5,28027.7,49.7,0.18,28464.6,27072.5,314.4,1.12,28647.5,25580.0,2622.2,10.18,28647.5,21148.0,7160.3,33.75,,
XUJ,Utilities,6510.7,6536.1,6548.6,6496.1,6669.8,6670.0,6496.1,173.7,2.67,6669.8,6496.1,116.1,1.77,6844.8,6409.8,-50.2,-0.75,6844.8,5936.5,755.6,12.78,6844.8,5936.5,1136.8,20.55,72094.5,72375.7,72514.6,71932.9,73856.6,73856.6,71932.9,1286.0,1.77,75793.9,70977.9,-362.9,-0.49,75793.9,65111.5,8990.4,13.86,75793.9,57881.4,15703.0,27.00,,
XMM,Metals & Mining,2761.5,2780.1,2772.5,2747.1,2738.6,2762.3,2733.4,-8.5,-0.31,2780.1,2738.6,4.6,0.17,3045.0,2648.0,-266.4,-8.87,3045.0,2488.4,91.6,3.46,3045.0,2488.4,-473.4,-14.74,4087.0,4114.5,4103.4,4065.8,4053.8,4114.5,4053.8,7.4,0.18,4412.5,3919.0,-299.5,-6.88,4412.5,3604.6,219.4,5.72,4936.1,3537.4,-526.2,-11.49,,
XGD,Gold,2496.8,2557.7,2558.3,2545.0,2521.6,2550.3,2508.1,-23.4,-0.92,2558.3,2496.8,104.8,4.34,2727.5,2287.2,-168.2,-6.25,2727.5,2069.2,474.2,23.16,2727.5,2069.2,337.7,15.46,2913.6,2984.7,2985.4,2969.8,2946.1,2985.4,2913.6,125.8,4.46,3182.8,2669.0,-192.8,-6.14,3182.8,2412.7,558.8,23.41,3182.8,1941.8,403.3,15.86,,
XJR,S&P/ASX 200 Res,3457.2,3475.6,3461.8,3444.0,3435.3,3468.3,3427.8,-8.7,-0.25,3475.6,3435.3,2.3,0.07,3741.5,3327.6,-264.3,-7.14,3741.5,3157.8,45.0,1.33,3741.5,3157.8,-621.6,-15.32,19215.9,19318.2,19241.8,19143.4,19095.7,19318.2,19095.7,14.3,0.08,20466.3,18495.6,-1130.7,-5.59,20466.3,17142.0,691.8,3.76,23407.3,16867.8,-2569.9,-11.86,,
,
