Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-07-13T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 8,Jul 9,Jul 10,Jul 11,Jul 12,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 8,Jul 9,Jul 10,Jul 11,Jul 12,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1620.5,1638.0,1634.1,1640.1,1648.5,1651.4,1639.5,8.4,0.51,1648.5,1620.5,35.6,2.21,1648.5,1499.6,115.3,7.52,1694.1,1364.5,304.7,22.67,1694.1,1226.3,422.5,34.46,11851.1,11979.3,11950.7,11994.5,12056.0,12056.0,11851.1,260.3,2.21,12056.0,10960.6,849.8,7.58,12372.8,9792.3,2411.7,25.01,12372.8,8606.8,3451.2,40.11,,
XSJ,Consumer Staples,9511.6,9668.2,9668.1,9661.4,9732.6,9795.5,9661.4,71.2,0.74,9732.6,9511.6,157.6,1.65,9732.6,9185.7,456.4,4.92,10661.7,8912.8,858.2,9.67,10661.7,7839.2,1938.7,24.87,74417.4,75642.3,75641.9,75588.9,76146.4,76146.4,74417.4,1233.0,1.65,76146.4,71737.8,3701.9,5.11,83265.0,68413.1,8028.1,11.79,83265.0,58734.2,17751.5,30.40,,
XEJ,Energy,13034.9,13150.3,13263.6,13456.5,13424.4,13523.4,13337.7,-32.1,-0.24,13456.5,13034.9,475.8,3.67,13456.5,12193.8,662.0,5.19,13702.8,11998.9,1018.4,8.21,13702.8,11561.9,1869.5,16.18,90275.1,91074.3,91859.3,93195.2,92973.1,93195.2,90275.1,3295.2,3.67,93195.2,84450.3,4584.6,5.19,94901.2,83100.5,8146.5,9.60,94901.2,77964.8,15055.2,19.32,,
XFJ,Financials,5302.6,5402.2,5412.6,5475.0,5450.8,5504.4,5450.8,-24.2,-0.44,5475.0,5302.6,118.2,2.22,5475.0,5141.8,320.0,6.24,5851.4,4767.7,697.1,14.66,5851.4,4215.2,1252.2,29.82,51105.9,52065.2,52165.7,52767.1,52533.9,52767.1,51105.9,1138.7,2.22,52767.1,49323.3,3210.6,6.51,55686.0,44797.5,7875.4,17.63,55686.0,38362.3,14323.4,37.49,,
XXJ,Financial-x-A-REIT,6146.9,6263.1,6289.4,6380.6,6351.4,6415.6,6347.8,-29.2,-0.46,6380.6,6146.9,183.5,2.97,6380.6,5965.3,428.3,7.23,6823.1,5485.5,899.5,16.50,6823.1,4810.2,1565.6,32.71,56816.5,57890.5,58133.4,58976.6,58706.7,58976.6,56816.5,1696.2,2.98,58976.6,54747.6,3959.1,7.23,62087.9,49449.4,9560.2,19.45,62087.9,41979.3,16940.0,40.56,,
XHJ,Health Care,13197.5,13413.4,13628.2,13618.7,13598.2,13722.1,13522.1,-20.5,-0.15,13628.2,13197.5,347.8,2.62,13628.2,12470.2,986.6,7.82,13628.2,11476.5,1965.6,16.90,13628.2,9212.6,4389.1,47.66,81719.3,83056.3,84386.0,84327.4,84200.3,84386.0,81719.3,2153.3,2.62,84386.0,77215.8,6109.2,7.82,84386.0,70340.0,12903.3,18.10,84386.0,55673.4,28548.2,51.30,,
XNJ,Industrials,3576.8,3620.0,3668.7,3702.9,3718.0,3745.2,3702.9,15.1,0.41,3718.0,3576.8,111.1,3.08,3718.0,3461.4,189.7,5.38,3970.5,3461.4,166.3,4.68,3970.5,3159.7,534.9,16.81,28976.7,29326.7,29721.3,29998.4,30121.0,30121.0,28976.7,900.1,3.08,30121.0,28042.2,1688.6,5.94,31601.8,28042.2,1882.8,6.67,31601.8,24610.7,5328.0,21.49,,
XIJ,Info Technology,668.9,683.4,681.7,692.3,689.4,702.7,689.4,-2.9,-0.42,692.3,668.9,15.8,2.34,692.3,662.3,18.0,2.68,734.7,611.4,92.8,15.55,734.7,499.4,194.3,39.26,4319.0,4413.2,4402.2,4470.3,4451.7,4470.3,4319.0,101.9,2.34,4470.3,4277.0,116.1,2.68,4744.0,3884.8,661.0,17.44,4744.0,3115.9,1362.7,44.11,,
XMJ,Materials,8479.4,8607.9,8657.7,8953.4,9086.0,9167.0,8953.4,132.6,1.48,9086.0,8479.4,416.4,4.80,9086.0,8283.8,195.2,2.20,11228.0,8283.8,-1514.9,-14.29,11228.0,8283.8,0.7,0.01,57229.7,58097.2,58433.3,60429.1,61323.7,61323.7,57229.7,2810.5,4.80,61323.7,55909.5,1336.6,2.23,74792.0,55909.5,-9290.9,-13.16,74792.0,55909.5,1731.4,2.91,,
XPJ,A-REIT,1027.0,1045.5,1034.8,1029.8,1026.2,1036.0,1026.2,-3.6,-0.35,1045.5,1026.2,-19.0,-1.82,1048.8,986.1,10.4,1.03,1135.4,960.8,52.4,5.38,1135.4,885.4,139.5,15.73,27500.8,27997.5,27709.6,27577.8,27480.2,27997.5,27480.2,-509.1,-1.82,27997.5,26399.0,716.0,2.68,29914.8,25044.0,2122.4,8.37,29914.8,22410.0,5035.8,22.44,,
XTJ,Telecommunications,1657.0,1647.9,1650.8,1662.4,1668.4,1675.7,1661.8,6.0,0.36,1668.4,1647.9,22.2,1.35,1668.4,1554.0,77.7,4.88,1773.8,1515.3,172.4,11.52,1773.8,1272.2,355.0,27.03,18861.8,18758.6,18791.6,18922.7,18991.2,18991.2,18758.6,252.6,1.35,18991.2,17688.9,883.7,4.88,20191.3,16745.5,2458.8,14.87,20191.3,13641.6,5001.6,35.75,,
XUJ,Utilities,5402.6,5449.5,5470.6,5536.1,5561.1,5630.3,5536.1,25.0,0.45,5561.1,5402.6,145.9,2.69,5561.1,5168.0,227.4,4.26,5815.8,5168.0,303.2,5.77,5815.8,4822.3,675.2,13.82,54580.1,55053.6,55266.5,55927.9,56180.9,56180.9,54580.1,1474.2,2.69,56180.9,52194.2,2948.8,5.54,57869.0,51459.2,4483.1,8.67,57869.0,46698.6,9493.3,20.33,,
XMM,Metals & Mining,2743.2,2788.3,2804.6,2917.2,2967.0,2993.5,2917.2,49.8,1.71,2967.0,2743.2,152.4,5.42,2967.0,2682.0,36.2,1.24,3841.7,2682.0,-676.4,-18.56,3841.7,2682.0,-155.9,-4.99,3794.1,3856.5,3879.0,4034.8,4103.6,4103.6,3794.1,210.7,5.41,4103.6,3709.5,50.1,1.24,5249.3,3709.5,-874.8,-17.57,5249.3,3709.5,-103.5,-2.46,,
XGD,Gold,2110.1,2111.0,2122.4,2366.9,2498.8,2514.4,2366.9,131.9,5.57,2498.8,2110.1,214.4,9.39,2538.4,2008.5,-102.8,-3.95,5191.8,2008.5,-2399.9,-48.99,6250.3,2008.5,-2091.2,-45.56,2441.8,2442.9,2456.1,2739.0,2891.6,2891.6,2441.8,248.2,9.39,3010.6,2324.2,-118.9,-3.95,5987.1,2324.2,-2757.5,-48.81,7201.8,2324.2,-2369.0,-45.03,,
XJR,S&P/ASX 200 Res,3594.1,3644.7,3670.3,3787.6,3829.8,3861.2,3787.6,42.2,1.11,3829.8,3594.1,179.0,4.90,3829.8,3468.3,93.0,2.49,4567.3,3468.3,-480.8,-11.15,4567.3,3468.3,74.6,1.99,18608.5,18870.8,19003.1,19610.7,19829.1,19829.1,18608.5,927.1,4.90,19829.1,17957.3,481.9,2.49,23355.8,17957.3,-2214.0,-10.04,23355.8,17957.3,898.7,4.75,,
,
