Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-09-21T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 16,Sep 17,Sep 18,Sep 19,Sep 20,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 16,Sep 17,Sep 18,Sep 19,Sep 20,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XHJ,Health Care,13917.1,13843.1,13740.7,13810.3,13673.9,13810.3,13633.4,-136.4,-0.99,13917.1,13673.9,-216.6,-1.56,14173.5,13661.7,42.8,0.31,14173.5,14173.5,2041.3,17.55,14173.5,14173.5,3566.1,35.28,87152.7,86722.7,86081.2,86517.6,85663.2,87152.7,85663.2,-1247.4,-1.44,88163.6,84432.9,1230.4,1.46,88163.6,70340.0,14366.2,20.15,88163.6,62264.2,23729.7,38.31,,
XNJ,Industrials,3964.6,3956.8,3945.2,4000.3,3982.8,4000.3,3972.1,-17.5,-0.44,4000.3,3945.2,47.9,1.22,4000.3,3717.3,254.9,6.84,4000.3,4000.3,431.1,12.14,4000.3,4000.3,668.6,20.17,32493.1,32434.4,32339.2,32790.6,32654.7,32790.6,32339.2,424.6,1.32,32790.6,30152.8,2415.8,7.99,32790.6,28042.2,4416.5,15.64,32790.6,25541.2,6513.3,24.92,,
XIJ,Info Technology,718.9,718.0,719.8,724.6,715.1,724.6,711.7,-9.5,-1.31,724.6,715.1,-6.5,-0.89,734.1,694.1,17.8,2.55,734.7,734.7,118.5,19.85,734.7,734.7,137.0,23.69,4706.9,4701.0,4712.8,4744.0,4681.8,4744.0,4681.8,-42.4,-0.90,4806.4,4527.4,133.4,2.93,4806.4,3884.8,891.1,23.51,4806.4,3628.0,1014.5,27.66,,
XMJ,Materials,9919.5,9850.9,9779.4,10003.8,9911.7,10003.8,9876.1,-92.1,-0.92,10003.8,9779.4,58.9,0.60,10003.8,9490.1,221.5,2.29,11228.0,11228.0,-689.2,-6.50,11228.0,11228.0,-201.7,-1.99,67910.1,67440.4,66951.4,68487.6,67856.8,68487.6,66951.4,402.8,0.60,68487.6,64192.2,2334.3,3.56,74792.0,55909.5,-2757.8,-3.91,74792.0,55909.5,699.4,1.04,,
XPJ,A-REIT,1013.3,1013.7,1017.3,1033.8,1024.9,1034.0,1024.9,-8.9,-0.86,1033.8,1013.3,14.3,1.42,1033.8,997.3,18.9,1.88,1135.4,1135.4,51.1,5.24,1135.4,1135.4,96.1,10.34,27430.7,27441.3,27537.7,27985.3,27743.2,27985.3,27430.7,386.9,1.41,27985.3,26996.6,510.3,1.87,29914.8,25044.0,2385.4,9.41,29914.8,23730.9,3949.2,16.60,,
XTJ,Telecommunications,1695.3,1702.5,1698.9,1705.6,1718.0,1718.0,1703.9,12.4,0.73,1718.0,1695.3,34.5,2.05,1718.0,1657.5,9.6,0.56,1773.8,1773.8,222.0,14.84,1773.8,1773.8,391.2,29.48,19829.2,19913.1,19871.6,19949.8,20094.9,20094.9,19829.2,409.7,2.08,20094.9,19381.8,121.7,0.61,20191.3,16745.5,3562.5,21.55,20191.3,14617.3,5440.1,37.12,,
XUJ,Utilities,5348.2,5401.2,5431.6,5452.7,5499.0,5499.0,5447.8,46.3,0.85,5499.0,5348.2,112.7,2.09,5575.2,5276.4,226.6,4.30,5815.8,5815.8,241.1,4.59,5815.8,5815.8,553.3,11.19,54746.0,55288.1,55598.9,55814.8,56288.7,56288.7,54746.0,1153.3,2.09,56989.3,53264.6,3024.2,5.68,57869.0,51459.2,4591.0,8.88,57869.0,47142.4,8395.9,17.53,,
XMM,Metals & Mining,3285.3,3261.7,3237.2,3320.1,3289.9,3320.1,3277.2,-30.2,-0.91,3320.1,3237.2,27.1,0.83,3320.1,3169.7,54.8,1.69,3841.7,3841.7,-353.5,-9.70,3841.7,3841.7,-215.7,-6.15,4612.8,4579.7,4545.3,4661.7,4619.3,4661.7,4545.3,38.1,0.83,4661.7,4393.5,135.3,3.02,5249.3,3709.5,-359.0,-7.21,5249.3,3709.5,-163.9,-3.43,,
XGD,Gold,2704.8,2639.6,2585.4,2816.0,2809.4,2838.7,2791.3,-6.6,-0.23,2816.0,2585.4,191.2,7.30,3076.8,2585.4,19.9,0.71,5191.8,5191.8,-2089.3,-42.65,5191.8,5191.8,-3301.6,-54.03,3132.9,3057.4,2994.6,3261.7,3254.1,3261.7,2994.6,221.5,7.30,3562.6,2994.6,24.2,0.75,5987.1,2324.2,-2395.0,-42.40,7201.8,2324.2,-3757.3,-53.59,,
XJR,S&P/ASX 200 Res,4173.7,4147.9,4117.4,4203.8,4183.2,4203.8,4160.3,-20.6,-0.49,4203.8,4117.4,39.7,0.96,4203.8,4012.4,105.8,2.60,4567.3,4567.3,-127.4,-2.96,4567.3,4567.3,-5.1,-0.12,21939.6,21804.2,21643.6,22098.0,21989.7,22098.0,21643.6,208.7,0.96,22098.0,20882.8,845.7,4.00,23355.8,17957.3,-53.4,-0.24,23355.8,17957.3,594.9,2.78,,
,
