Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-01-14T23:15:13+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jan 9,Jan 10,Jan 11,Jan 12,Jan 13,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jan 9,Jan 10,Jan 11,Jan 12,Jan 13,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1179.0,1193.4,1209.1,1213.4,1214.7,1218.4,1211.1,1.3,0.11,1214.7,1179.0,32.2,2.73,1236.7,1165.7,-18.5,-1.50,1214.7,1179.0,42.0,3.58,1557.8,1140.6,-303.2,-19.97,8076.6,8175.2,8282.9,8312.0,8321.3,8321.3,8076.6,221.0,2.73,8466.5,7985.3,-121.5,-1.44,8321.3,8076.6,287.8,3.58,10210.5,7636.0,-1572.5,-15.89,,
XSJ,Consumer Staples,7451.2,7512.4,7555.2,7524.4,7508.3,7534.4,7463.3,-16.1,-0.21,7555.2,7451.2,56.5,0.76,7627.2,7333.1,-112.7,-1.48,7562.4,7382.6,175.2,2.39,8013.9,7011.2,-338.5,-4.31,54524.8,54972.8,55286.1,55060.7,54942.8,55286.1,54524.8,413.6,0.76,55812.7,53661.0,-824.9,-1.48,55339.0,54023.4,1281.8,2.39,56761.7,49979.4,222.7,0.41,,
XEJ,Energy,12827.3,13062.6,13249.2,13256.0,13358.0,13430.6,13254.7,102.0,0.77,13358.0,12827.3,507.8,3.95,13366.8,12603.9,-56.5,-0.42,13358.0,12824.6,614.8,4.82,17736.5,11605.0,-3048.6,-18.58,85533.8,87102.7,88346.5,88392.2,89072.5,89072.5,85533.8,3386.5,3.95,89449.0,84043.6,-376.5,-0.42,89072.5,85515.8,4099.5,4.82,116809.6,77383.0,-17926.5,-16.75,,
XFJ,Financials,3937.7,3975.3,4002.2,3986.9,4000.2,4003.9,3986.3,13.3,0.33,4002.2,3937.7,55.9,1.42,4016.2,3901.4,-7.6,-0.19,4016.2,3937.7,94.3,2.41,4666.6,3596.7,-405.4,-9.20,34730.9,35062.3,35299.6,35165.4,35282.2,35299.6,34730.9,492.9,1.42,35423.1,34318.9,27.9,0.08,35423.1,34730.9,831.3,2.41,38822.8,30965.7,-1145.8,-3.15,,
XXJ,Financial-x-A-REIT,4513.6,4553.2,4595.5,4563.5,4575.7,4583.0,4562.1,12.2,0.27,4595.5,4513.6,51.5,1.14,4619.9,4474.1,-37.3,-0.81,4619.9,4513.6,70.3,1.56,5430.9,4119.7,-530.1,-10.38,38178.9,38514.4,38871.9,38601.0,38704.8,38871.9,38178.9,436.1,1.14,39078.6,37844.1,-314.2,-0.81,39078.6,38178.9,594.9,1.56,43285.0,34142.5,-1768.6,-4.37,,
XHJ,Health Care,7926.8,7964.8,7972.5,7920.1,7929.6,7949.2,7888.9,9.5,0.12,7972.5,7920.1,-38.6,-0.48,8171.2,7895.2,-30.6,-0.38,8100.4,7920.1,-58.0,-0.73,9186.8,7082.8,-1061.6,-11.81,47298.6,47525.6,47571.1,47258.9,47315.1,47571.1,47258.9,-230.7,-0.49,48757.2,47110.3,-182.9,-0.39,48334.2,47258.9,-346.5,-0.73,53892.5,41891.0,-4842.2,-9.28,,
XNJ,Industrials,3379.0,3396.9,3420.0,3420.3,3441.4,3448.1,3424.2,21.1,0.62,3441.4,3379.0,52.5,1.55,3454.7,3336.3,-13.9,-0.40,3454.7,3379.0,103.6,3.11,3870.5,3031.9,-361.0,-9.49,25815.0,25952.0,26128.2,26130.6,26291.9,26291.9,25815.0,401.3,1.55,26393.6,25356.8,44.1,0.17,26393.6,25815.0,791.7,3.10,28566.6,22990.4,-1754.2,-6.25,,
XIJ,Info Technology,500.1,509.7,505.6,497.4,493.1,501.5,492.5,-4.3,-0.86,509.7,493.1,-3.8,-0.76,509.7,488.7,-1.2,-0.24,509.7,493.1,-5.4,-1.09,666.6,458.0,-162.3,-24.77,3056.1,3115.1,3090.1,3040.0,3013.7,3115.1,3013.7,-22.9,-0.75,3115.1,2986.6,-7.1,-0.23,3115.1,3013.7,-33.1,-1.09,3919.5,2743.0,-840.4,-21.80,,
XMJ,Materials,10728.6,10911.1,11089.5,11128.8,11192.3,11241.5,11183.3,63.5,0.57,11192.3,10728.6,459.3,4.28,11192.3,10489.3,139.9,1.27,11192.3,10665.2,699.7,6.67,15046.2,10436.7,-3016.0,-21.23,69433.8,70615.3,71770.1,72023.9,72435.3,72435.3,69433.8,2973.0,4.28,72435.3,67885.3,905.8,1.27,72435.3,69023.5,4528.5,6.67,96133.1,67434.3,-17585.1,-19.53,,
XPJ,A-REIT,809.5,820.3,815.5,825.5,830.9,830.9,823.5,5.4,0.65,830.9,809.5,22.8,2.82,830.9,777.5,24.3,3.01,830.9,785.8,53.4,6.87,887.0,708.9,-25.2,-2.94,19852.2,20117.1,19999.7,20245.8,20376.9,20376.9,19852.2,558.3,2.82,20376.9,19068.1,912.4,4.69,20376.9,19271.5,1308.8,6.86,20646.7,17036.7,643.0,3.26,,
XTJ,Telecommunications,1147.5,1154.6,1134.9,1121.7,1121.9,1128.4,1118.4,0.2,0.02,1154.6,1121.7,-13.1,-1.15,1161.1,1102.3,4.4,0.39,1161.1,1121.7,-13.6,-1.20,1161.1,891.0,137.5,13.97,11741.6,11814.2,11612.6,11477.6,11480.0,11814.2,11477.6,-133.5,-1.15,11880.8,11278.9,49.5,0.43,11880.8,11477.6,-139.3,-1.20,11880.8,8708.4,2273.8,24.70,,
XUJ,Utilities,4613.4,4633.0,4661.1,4663.0,4656.2,4677.5,4639.4,-6.8,-0.15,4663.0,4613.4,72.2,1.57,4663.0,4514.1,128.9,2.85,4663.0,4563.2,111.8,2.46,4663.0,3990.1,211.0,4.75,42823.3,43005.6,43266.2,43283.6,43220.9,43283.6,42823.3,670.2,1.58,43283.6,41466.6,1678.3,4.04,43283.6,42357.6,1038.3,2.46,43283.6,35021.3,4486.1,11.58,,
XMM,Metals & Mining,3826.2,3892.0,3961.6,3972.9,3996.8,4016.3,3994.5,23.9,0.60,3996.8,3826.2,168.6,4.40,3996.8,3721.6,57.9,1.47,3996.8,3789.0,275.1,7.39,5491.6,3721.6,-1183.3,-22.84,5094.6,5182.2,5274.9,5290.0,5321.8,5321.8,5094.6,224.5,4.40,5321.8,4955.3,77.1,1.47,5321.8,5045.1,366.4,7.39,7235.3,4955.3,-1447.2,-21.38,,
XGD,Gold,6375.9,6512.3,6634.7,6616.2,6610.3,6629.1,6580.7,-5.9,-0.09,6634.7,6375.9,308.0,4.89,6634.7,6034.0,-13.4,-0.20,6634.7,6209.2,576.3,9.55,8435.7,6034.0,-1135.1,-14.66,7284.4,7440.3,7580.1,7558.9,7552.2,7580.1,7284.4,351.8,4.89,7580.1,6893.8,-15.4,-0.20,7580.1,7094.0,658.4,9.55,9595.8,6893.8,-1239.2,-14.10,,
XJR,S&P/ASX 200 Res,4467.3,4547.0,4624.2,4634.9,4664.4,4687.3,4661.0,29.5,0.64,4664.4,4467.3,192.7,4.31,4664.4,4358.8,47.2,1.02,4664.4,4435.9,295.1,6.75,6355.0,4291.7,-1298.0,-21.77,22257.5,22654.4,23039.4,23092.7,23239.7,23239.7,22257.5,960.5,4.31,23239.7,21716.9,235.6,1.02,23239.7,22101.1,1470.6,6.76,31311.1,21378.1,-5882.1,-20.20,,
,
