Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-01-14T23:15:13+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jan 9,Jan 10,Jan 11,Jan 12,Jan 13,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jan 9,Jan 10,Jan 11,Jan 12,Jan 13,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4161.5,4206.6,4242.9,4238.4,4255.4,4261.8,4244.9,17.0,0.40,4255.4,4161.5,90.9,2.18,4255.4,4107.1,3.7,0.09,4255.4,4155.2,144.4,3.51,5064.9,3927.6,-653.2,-13.31,31212.3,31550.5,31822.3,31788.8,31916.4,31916.4,31212.3,682.2,2.18,31916.4,30751.8,82.6,0.26,31916.4,31164.7,1083.0,3.51,36827.4,29204.1,-3340.6,-9.48,,
XAF,All Australian 50,4100.8,4148.4,4180.2,4170.5,4183.4,4192.2,4172.3,12.9,0.31,4183.4,4100.8,83.2,2.03,4183.4,4040.4,9.2,0.22,4183.4,4092.7,134.3,3.32,4939.1,3853.0,-553.0,-11.68,31358.5,31722.5,31966.2,31891.8,31990.4,31990.4,31358.5,636.3,2.03,31990.4,30854.8,114.3,0.36,31990.4,31296.5,1026.7,3.32,36488.5,29181.9,-2551.5,-7.39,,
XAT,All Australian 200,4099.7,4147.2,4182.2,4175.4,4190.2,4198.1,4179.5,14.8,0.35,4190.2,4099.7,87.4,2.13,4190.2,4049.0,0.2,0.00,4190.2,4095.7,139.5,3.44,4976.2,3855.4,-617.6,-12.85,31248.6,31610.3,31877.4,31825.3,31938.1,31938.1,31248.6,666.1,2.13,31938.1,30810.8,54.1,0.17,31938.1,31218.0,1062.9,3.44,36695.0,29116.8,-3070.8,-8.77,,
XTL,S&P/ASX 20,2480.1,2507.7,2527.9,2519.8,2526.7,2533.4,2521.6,6.9,0.27,2527.9,2480.1,46.6,1.88,2530.0,2436.6,6.4,0.25,2530.0,2475.4,77.0,3.14,2998.7,2334.2,-331.4,-11.60,37201.0,37614.7,37918.3,37795.9,37899.4,37918.3,37201.0,698.5,1.88,37950.3,36548.7,94.6,0.25,37950.3,37130.7,1154.3,3.14,43396.5,34671.5,-2925.7,-7.17,,
XFL,S&P/ASX 50,4127.5,4175.2,4207.2,4198.2,4210.7,4220.0,4199.7,12.5,0.30,4210.7,4127.5,83.4,2.02,4210.7,4065.7,10.5,0.25,4210.7,4119.7,134.2,3.29,4953.4,3876.7,-535.6,-11.28,31525.5,31889.9,32134.4,32065.4,32160.4,32160.4,31525.5,636.5,2.02,32160.4,31015.5,118.8,0.37,32160.4,31465.6,1025.0,3.29,36564.0,29332.3,-2428.5,-7.02,,
XTO,S&P/ASX 100,3356.9,3395.8,3423.3,3416.6,3427.3,3434.0,3418.3,10.7,0.31,3427.3,3356.9,69.1,2.06,3427.3,3311.4,5.0,0.14,3427.3,3352.0,110.6,3.34,4049.1,3155.5,-470.9,-12.08,7774.7,7865.0,7928.6,7913.0,7937.8,7937.8,7774.7,159.9,2.06,7937.8,7657.5,23.8,0.30,7937.8,7763.4,256.2,3.33,9067.0,7240.1,-679.8,-7.89,,
XJO,S&P/ASX 200,4105.4,4152.2,4187.5,4181.0,4195.9,4203.6,4185.3,14.9,0.36,4195.9,4105.4,87.4,2.13,4195.9,4053.1,2.5,0.06,4195.9,4101.2,139.3,3.43,4971.2,3863.9,-605.6,-12.61,31251.3,31607.4,31876.0,31826.3,31939.7,31939.7,31251.3,665.1,2.13,31939.7,30802.2,71.8,0.23,31939.7,31218.6,1060.6,3.43,36617.7,29145.7,-2988.6,-8.56,,
XKO,S&P/ASX 300,4102.1,4148.2,4183.6,4177.5,4192.5,4200.1,4182.2,15.0,0.36,4192.5,4102.1,87.6,2.13,4192.5,4049.2,1.7,0.04,4192.5,4097.1,140.2,3.46,4984.1,3860.9,-624.2,-12.96,31145.1,31495.5,31763.9,31717.4,31831.7,31831.7,31145.1,665.1,2.13,31831.7,30693.1,65.9,0.21,31831.7,31106.7,1065.2,3.46,36632.1,29050.7,-3135.3,-8.97,,
XMD,S&P/ASX MidCap 50,3609.5,3653.2,3696.0,3694.4,3711.3,3715.1,3698.1,16.9,0.46,3711.3,3609.5,86.0,2.37,3732.9,3578.9,-28.2,-0.75,3711.3,3609.5,132.4,3.70,4573.1,3408.2,-819.6,-18.09,8736.2,8841.8,8945.4,8941.7,8982.6,8982.6,8736.2,208.1,2.37,9008.8,8634.0,-26.2,-0.29,8982.6,8736.2,320.4,3.70,10728.9,8186.5,-1512.8,-14.41,,
XSO,S&P/ASX Small Ords,2240.7,2257.5,2286.9,2295.4,2314.8,2319.5,2297.0,19.4,0.85,2314.8,2240.7,66.0,2.94,2332.9,2207.6,-23.1,-0.99,2314.8,2240.7,105.4,4.77,2946.3,2137.3,-614.6,-20.98,5181.7,5220.4,5288.5,5308.1,5353.1,5353.1,5181.7,152.8,2.94,5391.9,5104.9,-38.8,-0.72,5353.1,5181.7,244.2,4.78,6625.3,4915.5,-1233.7,-18.73,,
