Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-05-19T23:15:15+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 14,May 15,May 16,May 17,May 18,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 14,May 15,May 16,May 17,May 18,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1304.0,1294.0,1272.7,1269.7,1246.9,1269.2,1244.3,-22.8,-1.80,1304.0,1246.9,-45.0,-3.48,1313.3,1246.9,-59.2,-4.53,1313.3,1179.0,74.2,6.33,1419.9,1140.6,-175.4,-12.33,9147.7,9077.9,8928.6,8907.3,8747.1,9147.7,8747.1,-315.9,-3.49,9212.9,8747.1,-415.1,-4.53,9212.9,8076.6,713.6,8.88,9453.4,7636.0,-722.1,-7.63,,
XSJ,Consumer Staples,7871.1,7899.1,7806.2,7772.2,7656.4,7774.9,7629.4,-115.8,-1.49,7899.1,7656.4,-189.1,-2.41,7899.1,7550.9,160.8,2.14,7899.1,7241.1,323.3,4.41,7909.0,7011.2,-252.8,-3.20,58861.4,59070.7,58376.4,58122.0,57255.7,59070.7,57255.7,-1414.5,-2.41,59070.7,56053.7,1202.0,2.14,59070.7,52987.4,3594.7,6.70,59070.7,49979.4,967.2,1.72,,
XEJ,Energy,13227.6,13030.3,12645.4,12693.0,12354.6,12682.4,12268.6,-338.4,-2.67,13227.6,12354.6,-921.6,-6.94,14406.8,12354.6,-1710.6,-12.16,14705.5,12354.6,-388.6,-3.05,16512.9,11605.0,-3840.8,-23.72,89196.9,87866.6,85271.6,85592.2,83310.3,89196.9,83310.3,-6214.4,-6.94,97148.7,83310.3,-11534.9,-12.16,98057.5,83310.3,-1662.7,-1.96,108751.5,77383.0,-23349.7,-21.89,,
XFJ,Financials,4218.1,4200.4,4125.0,4095.9,3968.5,4084.1,3952.0,-127.4,-3.11,4218.1,3968.5,-232.4,-5.53,4331.2,3968.5,-257.1,-6.08,4331.2,3931.7,62.6,1.60,4354.6,3596.7,-485.9,-10.91,38082.3,37922.5,37241.7,36978.4,35828.7,38082.3,35828.7,-1868.0,-4.96,38661.3,35828.7,-1885.8,-5.00,38661.3,34730.9,1377.7,4.00,38661.3,30965.7,-1810.3,-4.81,,
XXJ,Financial-x-A-REIT,4830.2,4805.7,4718.0,4672.1,4515.9,4656.0,4492.9,-156.2,-3.34,4830.2,4515.9,-296.3,-6.16,4982.4,4515.9,-344.3,-7.08,4982.4,4502.6,10.5,0.23,5036.1,4119.7,-645.2,-12.50,41887.8,41675.4,40914.9,40517.1,39162.2,41887.8,39162.2,-2266.4,-5.47,42631.7,39162.2,-2418.2,-5.82,42631.7,38178.9,1052.3,2.76,42631.7,34142.5,-2712.2,-6.48,,
XHJ,Health Care,9164.7,9168.8,9044.6,8969.5,8882.3,8986.6,8850.1,-87.2,-0.97,9168.8,8882.3,-242.1,-2.65,9168.8,8882.3,51.6,0.58,9168.8,7756.1,894.7,11.20,9168.8,7082.8,141.9,1.62,55383.7,55408.8,54658.3,54204.1,53677.2,55408.8,53677.2,-1462.9,-2.65,55408.8,53365.5,311.7,0.58,55408.8,46279.9,6015.6,12.62,55408.8,41891.0,2403.5,4.69,,
XNJ,Industrials,3622.1,3585.0,3471.5,3477.8,3384.4,3465.6,3379.6,-93.4,-2.69,3622.1,3384.4,-228.7,-6.33,3770.0,3384.4,-349.4,-9.36,3815.2,3379.0,46.6,1.40,3815.2,3031.9,-296.6,-8.06,27985.6,27699.3,26822.4,26870.8,26149.6,27985.6,26149.6,-1766.4,-6.33,29128.9,26149.6,-2699.5,-9.36,29446.6,25815.0,649.4,2.55,29446.6,22990.4,-1271.6,-4.64,,
XIJ,Info Technology,527.9,525.2,515.2,511.1,512.5,519.2,503.1,1.4,0.27,527.9,511.1,-10.6,-2.03,541.7,511.1,-30.7,-5.65,560.6,482.8,14.0,2.80,590.7,458.0,-70.1,-12.03,3294.2,3276.8,3215.0,3188.9,3198.0,3294.2,3188.9,-66.2,-2.03,3389.5,3188.9,-191.5,-5.65,3498.2,2950.6,151.3,4.97,3537.8,2743.0,-291.6,-8.35,,
XMJ,Materials,10433.9,10223.1,9826.8,9909.6,9599.2,9816.9,9495.8,-310.4,-3.13,10433.9,9599.2,-840.8,-8.05,11098.1,9599.2,-1421.7,-12.90,11833.2,9599.2,-893.4,-8.51,13806.7,9599.2,-3944.2,-29.12,68319.0,66938.7,64343.7,64886.4,62868.9,68319.0,62868.9,-5490.1,-8.03,72668.3,62868.9,-9293.6,-12.88,76582.8,62868.9,-5037.9,-7.42,88274.8,62868.9,-23677.7,-27.36,,
XPJ,A-REIT,871.4,871.5,857.1,862.2,845.3,862.2,845.3,-16.9,-1.96,871.5,845.3,-20.9,-2.41,880.0,845.3,-8.4,-0.98,880.0,785.8,67.8,8.72,880.0,708.9,-21.3,-2.45,21703.9,21706.7,21348.8,21476.9,21053.7,21706.7,21053.7,-520.9,-2.41,21898.6,21053.7,-186.6,-0.88,21898.6,19271.5,1985.7,10.41,21898.6,17036.7,810.6,4.00,,
XTJ,Telecommunications,1249.7,1272.0,1244.7,1228.0,1208.0,1231.3,1208.0,-20.0,-1.63,1272.0,1208.0,-28.3,-2.29,1272.0,1162.1,52.8,4.57,1272.0,1101.4,72.5,6.38,1272.0,959.0,168.6,16.22,13311.0,13548.3,13257.1,13080.2,12866.5,13548.3,12866.5,-301.3,-2.29,13548.3,12304.5,562.0,4.57,13548.3,11476.1,1247.1,10.73,13548.3,9383.7,2701.9,26.58,,
XUJ,Utilities,4769.3,4827.1,4837.6,4856.4,4785.9,4836.8,4755.1,-70.4,-1.45,4856.4,4769.3,30.5,0.64,4891.4,4670.7,-1.2,-0.02,4891.4,4527.2,241.5,5.32,4891.4,4004.3,420.0,9.62,44914.8,45459.6,45558.3,45735.0,45071.8,45735.0,44914.8,287.8,0.64,46064.6,43986.4,-10.7,-0.02,46064.6,42294.1,2889.3,6.85,46064.6,36081.2,6346.0,16.39,,
XMM,Metals & Mining,3641.2,3559.1,3410.4,3445.9,3331.6,3409.0,3293.1,-114.3,-3.32,3641.2,3331.6,-315.3,-8.65,3920.5,3331.6,-558.6,-14.36,4252.2,3331.6,-390.1,-10.48,5005.4,3331.6,-1581.8,-32.19,4904.8,4794.3,4594.0,4641.7,4487.8,4904.8,4487.8,-424.8,-8.65,5281.0,4487.8,-752.5,-14.36,5661.9,4487.8,-467.6,-9.44,6595.2,4487.8,-1986.1,-30.68,,
XGD,Gold,5322.6,5132.2,4898.3,4987.9,5121.1,5198.9,4985.1,133.2,2.67,5322.6,4898.3,-256.0,-4.76,5894.7,4898.3,-803.1,-13.56,7178.9,4898.3,-912.9,-15.13,7931.9,4898.3,-2322.5,-31.20,6098.2,5880.1,5612.0,5714.7,5867.3,6098.2,5612.0,-293.4,-4.76,6787.5,5612.0,-920.2,-13.56,8202.2,5612.0,-1026.5,-14.89,9025.2,5612.0,-2599.9,-30.71,,
XJR,S&P/ASX 200 Res,4353.6,4264.9,4101.4,4136.7,4005.5,4102.6,3963.6,-131.2,-3.17,4353.6,4005.5,-355.6,-8.15,4684.8,4005.5,-629.5,-13.58,4925.8,4005.5,-363.8,-8.33,5820.4,4005.5,-1713.4,-29.96,21947.0,21499.8,20675.5,20853.8,20192.4,21947.0,20192.4,-1792.3,-8.15,23616.8,20192.4,-3173.2,-13.58,24542.0,20192.4,-1576.7,-7.24,28676.9,20192.4,-7984.3,-28.34,,
,
