Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-05-19T23:15:15+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 14,May 15,May 16,May 17,May 18,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 14,May 15,May 16,May 17,May 18,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4351.9,4316.3,4214.7,4208.5,4098.8,4194.1,4079.4,-109.7,-2.61,4351.9,4098.8,-243.9,-5.62,4504.8,4098.8,-328.4,-7.42,4504.8,4098.8,-12.2,-0.30,4788.9,3927.6,-708.9,-14.75,33234.1,32962.3,32186.5,32139.2,31303.3,33234.1,31303.3,-1790.2,-5.41,34266.8,31303.3,-2368.8,-7.03,34266.8,31164.7,470.0,1.52,34951.8,29204.1,-3778.4,-10.77,,
XAF,All Australian 50,4290.1,4263.6,4164.8,4149.3,4037.4,4132.9,4016.5,-111.9,-2.70,4290.1,4037.4,-237.3,-5.55,4413.6,4037.4,-278.8,-6.46,4413.6,4037.4,-11.7,-0.29,4672.2,3853.0,-666.6,-14.17,33473.1,33266.1,32495.1,32374.2,31503.5,33473.1,31503.5,-1751.8,-5.27,34251.1,31503.5,-1991.8,-5.95,34251.1,31296.5,539.7,1.74,34689.0,29181.9,-3416.8,-9.78,,
XAT,All Australian 200,4285.7,4254.8,4154.3,4145.9,4034.5,4130.1,4014.7,-111.4,-2.69,4285.7,4034.5,-239.3,-5.60,4426.4,4034.5,-306.1,-7.05,4426.4,4034.5,-16.2,-0.40,4707.8,3855.4,-697.8,-14.75,33293.5,33053.6,32272.1,32207.2,31343.6,33293.5,31343.6,-1775.4,-5.36,34230.5,31343.6,-2220.8,-6.62,34230.5,31218.0,468.4,1.52,34864.1,29116.8,-3695.3,-10.55,,
XTL,S&P/ASX 20,2585.4,2570.5,2509.8,2498.2,2428.1,2486.5,2413.9,-70.1,-2.81,2585.4,2428.1,-147.6,-5.73,2659.9,2428.1,-164.6,-6.35,2659.9,2428.1,-21.6,-0.88,2831.6,2334.2,-429.2,-15.02,39631.8,39402.0,38472.4,38294.6,37219.9,39631.8,37219.9,-2118.3,-5.38,40503.5,37219.9,-2260.9,-5.73,40503.5,37130.7,474.9,1.29,41217.2,34671.5,-4372.3,-10.51,,
XFL,S&P/ASX 50,4319.9,4293.4,4194.3,4178.1,4066.0,4161.6,4044.8,-112.1,-2.68,4319.9,4066.0,-238.6,-5.54,4442.6,4066.0,-278.3,-6.41,4442.6,4066.0,-10.5,-0.26,4690.7,3876.7,-656.6,-13.90,33664.1,33457.2,32685.1,32558.9,31687.5,33664.1,31687.5,-1759.3,-5.26,34434.2,31687.5,-1984.5,-5.89,34434.2,31465.6,552.2,1.77,34797.2,29332.3,-3340.4,-9.54,,
XTO,S&P/ASX 100,3513.8,3491.0,3409.4,3401.3,3309.3,3388.3,3293.0,-92.0,-2.70,3513.8,3309.3,-193.6,-5.53,3618.2,3309.3,-232.9,-6.58,3618.2,3309.3,-7.4,-0.22,3840.3,3155.5,-554.8,-14.36,8298.0,8244.1,8051.5,8032.5,7815.6,8298.0,7815.6,-435.1,-5.27,8503.6,7815.6,-508.8,-6.11,8503.6,7763.4,134.0,1.74,8637.6,7240.1,-874.3,-10.06,,
XJO,S&P/ASX 200,4297.0,4266.3,4165.5,4157.4,4046.5,4141.8,4026.5,-110.9,-2.67,4297.0,4046.5,-238.6,-5.57,4435.9,4046.5,-302.2,-6.95,4435.9,4046.5,-10.1,-0.25,4708.3,3863.9,-685.7,-14.49,33333.6,33095.3,32313.8,32250.8,31391.8,33333.6,31391.8,-1768.4,-5.33,34257.1,31391.8,-2187.5,-6.51,34257.1,31218.6,512.7,1.66,34829.1,29145.7,-3607.4,-10.31,,
XKO,S&P/ASX 300,4289.2,4257.2,4156.5,4149.1,4038.9,4133.5,4019.2,-110.2,-2.66,4289.2,4038.9,-239.4,-5.60,4432.4,4038.9,-309.6,-7.12,4432.4,4038.9,-13.4,-0.33,4716.6,3860.9,-702.0,-14.81,33178.8,32931.5,32152.5,32095.2,31244.7,33178.8,31244.7,-1771.2,-5.36,34136.0,31244.7,-2241.8,-6.69,34136.0,31106.7,478.1,1.55,34810.0,29050.7,-3738.8,-10.69,,
XMD,S&P/ASX MidCap 50,3786.9,3751.4,3654.8,3691.5,3584.8,3680.6,3575.3,-106.7,-2.89,3786.9,3584.8,-204.1,-5.39,3950.9,3584.8,-309.3,-7.94,3950.9,3584.8,5.9,0.16,4378.3,3408.2,-779.9,-17.87,9297.3,9210.1,8973.0,9063.2,8801.1,9297.3,8801.1,-501.1,-5.39,9693.0,8801.1,-752.6,-7.88,9693.0,8736.2,139.0,1.60,10279.3,8186.5,-1446.4,-14.11,,
XSO,S&P/ASX Small Ords,2313.9,2273.0,2212.0,2222.1,2175.0,2216.7,2165.4,-47.1,-2.12,2313.9,2175.0,-147.2,-6.34,2505.5,2175.0,-313.6,-12.60,2526.6,2175.0,-34.4,-1.56,2705.6,2137.3,-517.2,-19.21,5407.7,5312.0,5169.6,5193.1,5083.2,5407.7,5083.2,-343.9,-6.34,5852.4,5083.2,-729.9,-12.56,5892.6,5083.2,-25.7,-0.50,6139.3,4915.5,-1021.4,-16.73,,
