Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-01-29T23:15:09+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jan 21,Jan 24,Jan 25,Jan 27,Jan 28,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jan 21,Jan 24,Jan 25,Jan 27,Jan 28,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,ALL Ordinaries,4860.9,4888.1,4909.1,4907.0,4872.5,4907.0,4854.9,-34.5,-0.70,4909.1,4860.9,-19.5,-0.40,4944.2,4812.0,4.2,0.09,4944.2,4812.0,25.6,0.53,5024.1,4250.6,275.6,6.00,34914.4,35110.2,35260.6,35245.9,34998.2,35260.6,34914.4,-139.8,-0.40,35513.0,34562.5,31.3,0.09,35513.0,34562.5,185.4,0.53,35513.0,29893.9,3270.8,10.31,,
XAF,ALL Australian 50,4696.0,4728.7,4749.5,4753.2,4728.2,4753.2,4706.5,-25.0,-0.53,4753.2,4696.0,11.2,0.24,4768.4,4639.1,0.2,0.00,4768.4,4639.1,46.0,0.98,5017.2,4220.3,152.3,3.33,34246.9,34486.0,34637.0,34664.1,34482.2,34664.1,34246.9,82.0,0.24,34775.3,33831.8,1.7,0.00,34775.3,33831.8,335.6,0.98,35500.5,30076.1,2530.7,7.92,,
XAT,ALL Australian 200,4761.5,4791.2,4812.7,4811.2,4779.3,4811.2,4760.2,-31.9,-0.66,4812.7,4761.5,-10.9,-0.23,4841.1,4708.7,-2.6,-0.05,4841.1,4708.7,28.8,0.61,5001.2,4218.4,208.7,4.57,34671.5,34888.0,35044.2,35033.3,34801.4,35044.2,34671.5,-79.3,-0.23,35251.4,34286.3,-18.2,-0.05,35251.4,34286.3,210.5,0.61,35368.8,30043.8,2886.1,9.04,,
XTL,S&P/Asx 20,2837.2,2857.7,2871.6,2876.3,2859.3,2876.3,2845.9,-17.0,-0.59,2876.3,2837.2,11.8,0.41,2876.9,2799.1,-3.1,-0.11,2876.9,2799.1,27.2,0.96,3060.6,2560.9,84.6,3.05,40525.5,40818.9,41017.7,41084.7,40841.6,41084.7,40525.5,168.4,0.41,41093.0,39981.7,-45.2,-0.11,41093.0,39981.7,388.0,0.96,42369.7,35716.1,2948.2,7.78,,
XFL,S&P/Asx 50,4707.0,4740.8,4761.9,4764.9,4740.2,4764.9,4718.4,-24.7,-0.52,4764.9,4707.0,13.5,0.28,4777.9,4651.2,0.3,0.01,4777.9,4651.2,46.9,1.00,5036.9,4235.3,149.0,3.24,34302.9,34548.8,34702.5,34724.6,34544.7,34724.6,34302.9,98.1,0.28,34819.2,33896.3,1.8,0.01,34819.2,33896.3,342.1,1.00,35624.5,30164.1,2499.5,7.80,,
XTO,S&P/Asx 100,3863.1,3889.8,3906.6,3905.5,3884.3,3905.7,3868.0,-21.2,-0.54,3906.6,3863.1,1.5,0.04,3924.7,3821.1,-1.1,-0.03,3924.7,3821.1,31.0,0.80,4095.8,3455.4,137.9,3.68,8540.1,8599.1,8636.1,8633.8,8586.9,8636.1,8540.1,3.3,0.04,8676.1,8447.1,-2.4,-0.03,8676.1,8447.1,68.5,0.80,8789.4,7468.5,650.4,8.19,,
XJO,S&P/Asx 200,4755.7,4786.0,4807.8,4806.1,4774.9,4806.1,4755.8,-31.2,-0.65,4807.8,4755.7,-8.8,-0.18,4834.6,4705.0,-2.4,-0.05,4834.6,4705.0,29.7,0.63,5001.9,4222.1,205.3,4.49,34594.9,34815.9,34974.4,34961.8,34734.8,34974.4,34594.9,-64.0,-0.18,35168.9,34226.1,-16.7,-0.05,35168.9,34226.1,216.3,0.63,35345.6,30045.0,2848.6,8.93,,
XKO,S&P/Asx 300,4770.3,4799.5,4821.0,4819.2,4786.9,4819.2,4768.0,-32.3,-0.67,4821.0,4770.3,-11.7,-0.24,4849.0,4718.9,-3.3,-0.07,4849.0,4718.9,26.1,0.55,4995.0,4214.7,219.0,4.80,34629.9,34841.8,34998.1,34985.2,34750.6,34998.1,34629.9,-85.3,-0.24,35201.2,34256.2,-23.3,-0.07,35201.2,34256.2,190.2,0.55,35236.9,29938.5,2926.6,9.20,,
XMD,S&P/Asx Midcap 50,4466.0,4488.1,4502.5,4470.9,4438.5,4481.4,4429.6,-32.4,-0.72,4502.5,4438.5,-80.2,-1.78,4566.1,4438.5,-12.4,-0.28,4566.1,4438.5,-29.0,-0.65,4566.1,3797.0,298.5,7.21,10345.1,10396.3,10429.5,10356.3,10281.3,10429.5,10281.3,-185.9,-1.78,10577.0,10281.3,-28.8,-0.28,10577.0,10281.3,-67.3,-0.65,10577.0,8628.5,1051.9,11.40,,
XSO,S&P/Asx Small Ords,2882.9,2878.9,2897.0,2893.1,2837.9,2894.4,2831.7,-55.2,-1.91,2897.0,2837.9,-85.8,-2.94,2946.3,2833.1,-13.5,-0.48,2946.3,2833.1,-54.6,-1.89,2946.3,2229.7,408.4,16.81,6482.3,6473.2,6513.8,6505.2,6381.0,6513.8,6381.0,-193.0,-2.94,6624.8,6369.0,-29.1,-0.45,6624.8,6369.0,-121.3,-1.87,6624.8,4946.8,1056.6,19.84,,
XDJ,Cons Discretionary,1531.7,1537.8,1549.6,1533.9,1528.5,1540.7,1524.4,-5.4,-0.35,1549.6,1528.5,-4.7,-0.31,1549.6,1495.6,18.3,1.21,1549.6,1495.6,27.7,1.85,1670.5,1424.3,-27.1,-1.74,9983.9,10023.7,10100.7,9998.1,9963.0,10100.7,9963.0,-30.7,-0.31,10100.7,9748.3,119.6,1.21,10100.7,9748.3,180.7,1.85,10680.0,9106.3,194.6,1.99,,
XSJ,Consumer Staples,7949.9,7953.8,8013.9,7944.0,7907.4,7968.4,7887.9,-36.6,-0.46,8013.9,7907.4,-74.0,-0.93,8013.9,7569.1,161.4,2.08,8013.9,7569.1,192.9,2.50,8415.1,7095.7,755.8,10.57,55439.0,55466.2,55885.1,55397.6,55142.5,55885.1,55142.5,-516.0,-0.93,55885.1,52783.5,1125.4,2.08,55885.1,52783.5,1344.6,2.50,58402.4,47464.4,7304.1,15.27,,
XEJ,Energy,16164.7,16184.5,16209.9,16220.7,15987.9,16225.0,15930.1,-232.8,-1.44,16220.7,15987.9,-399.0,-2.44,16569.6,15987.9,-211.3,-1.30,16569.6,15987.9,-126.5,-0.79,16569.6,13714.7,1455.5,10.02,105420.8,105550.6,105716.0,105786.4,104268.3,105786.4,104268.3,-2602.1,-2.43,108061.6,104268.3,-1377.7,-1.30,108061.6,104268.3,-824.9,-0.78,108061.6,88395.3,11632.1,12.56,,
XFJ,Financials,4405.2,4451.9,4468.1,4470.9,4465.4,4481.4,4449.8,-5.5,-0.12,4470.9,4405.2,66.9,1.52,4470.9,4326.9,53.2,1.20,4470.9,4326.9,103.6,2.38,5040.0,4077.7,-142.3,-3.09,36424.4,36810.4,36944.2,36968.1,36921.9,36968.1,36424.4,553.2,1.52,36968.1,35775.6,441.1,1.21,36968.1,35775.6,858.3,2.38,39826.8,32702.7,930.2,2.58,,
XXJ,Financial-X-A-Reit,5114.2,5172.6,5188.8,5191.3,5179.7,5201.5,5160.8,-11.6,-0.22,5191.3,5114.2,83.1,1.63,5191.3,5008.8,54.3,1.06,5191.3,5008.8,115.9,2.29,5934.6,4674.3,-187.5,-3.49,40540.5,41002.9,41132.0,41151.5,41059.7,41151.5,40540.5,659.1,1.63,41151.5,39705.1,430.4,1.06,41151.5,39705.1,918.9,2.29,44955.1,35932.3,820.3,2.04,,
XHJ,Health Care,9024.3,9018.4,9053.6,9155.1,9098.1,9168.0,9055.0,-57.0,-0.62,9155.1,9018.4,-26.7,-0.29,9175.5,8885.1,165.8,1.86,9175.5,8885.1,164.9,1.85,9195.2,7848.5,832.1,10.07,52349.9,52315.7,52519.9,53108.6,52777.5,53108.6,52315.7,-155.2,-0.29,53226.7,51542.1,961.6,1.86,53226.7,51542.1,956.3,1.85,53226.7,44799.6,6186.0,13.28,,
XNJ,Industrials,3764.1,3789.2,3812.6,3785.2,3752.8,3789.1,3743.3,-32.4,-0.86,3812.6,3752.8,-33.9,-0.90,3813.6,3689.8,10.1,0.27,3813.6,3689.8,16.3,0.44,4008.5,3140.1,-68.0,-1.78,27763.5,27948.7,28121.9,27919.8,27680.8,28121.9,27680.8,-250.2,-0.90,28129.2,27216.1,74.6,0.27,28129.2,27216.1,120.5,0.44,28820.6,22749.0,466.6,1.71,,
XIJ,Info Technology,628.8,638.4,632.9,626.6,619.9,630.0,617.3,-6.7,-1.07,638.4,619.9,-23.2,-3.61,666.6,619.9,-26.8,-4.14,666.6,619.9,-24.8,-3.85,736.7,559.3,-47.4,-7.10,3697.6,3754.1,3721.4,3684.4,3645.0,3754.1,3645.0,-136.5,-3.61,3919.5,3645.0,-157.4,-4.14,3919.5,3645.0,-146.0,-3.85,4262.9,3236.2,-162.9,-4.28,,
XMJ,Materials,13793.4,13866.4,13939.9,13984.4,13795.1,13984.4,13707.7,-189.3,-1.35,13984.4,13793.4,-197.8,-1.41,14282.6,13793.4,-366.3,-2.59,14282.6,13793.4,-285.5,-2.03,14282.6,10889.1,2177.7,18.75,87391.4,87854.2,88320.0,88601.8,87402.3,88601.8,87391.4,-1253.5,-1.41,90490.8,87391.4,-2321.1,-2.59,90490.8,87391.4,-1809.0,-2.03,90490.8,68188.9,15282.6,21.19,,
XPJ,A-Reit,848.2,853.6,858.9,860.2,863.6,865.0,860.0,3.4,0.40,863.6,848.2,8.2,0.95,866.3,834.2,16.7,1.97,866.3,834.2,23.8,2.83,908.7,813.8,-7.7,-0.89,19552.2,19676.3,19798.5,19829.1,19906.6,19906.6,19552.2,187.4,0.95,19970.2,19222.9,389.7,2.00,19970.2,19222.9,552.7,2.86,20582.4,17970.7,1031.5,5.46,,
XTJ,Telecommunications,965.3,969.2,975.3,970.8,977.9,978.3,968.2,7.1,0.73,977.9,965.3,10.3,1.06,990.1,953.2,24.1,2.53,990.1,953.8,18.3,1.91,1165.1,892.3,-161.0,-14.14,9028.0,9064.5,9121.5,9079.4,9145.8,9145.8,9028.0,96.5,1.07,9260.0,8914.9,225.5,2.53,9260.0,8919.9,171.3,1.91,10046.4,8339.6,-549.8,-5.67,,
XUJ,Utilities,4414.4,4422.8,4418.6,4368.0,4345.1,4381.5,4322.2,-22.9,-0.52,4422.8,4345.1,-88.2,-1.99,4452.1,4345.1,-33.6,-0.77,4452.1,4345.1,-68.3,-1.55,4614.3,3998.4,171.9,4.12,38466.5,38538.9,38503.1,38061.9,37862.4,38538.9,37862.4,-768.3,-1.99,38794.6,37862.4,-293.0,-0.77,38794.6,37862.4,-594.8,-1.55,39587.2,33266.4,3797.6,11.15,,
XMM,Metals And Mining,5016.8,5039.4,5068.1,5085.3,5002.9,5085.3,4973.2,-82.4,-1.62,5085.3,5002.9,-94.8,-1.86,5208.1,5002.9,-166.1,-3.21,5208.1,5002.9,-142.8,-2.77,5211.2,3866.0,884.9,21.49,6555.7,6585.3,6622.8,6645.3,6537.6,6645.3,6537.6,-123.9,-1.86,6805.7,6537.6,-217.0,-3.21,6805.7,6537.6,-186.5,-2.77,6809.8,5001.6,1255.7,23.77,,
XGD,Gold,7404.3,7402.6,7469.6,7555.5,7233.0,7555.5,7176.6,-322.5,-4.27,7555.5,7233.0,-327.8,-4.34,8175.0,7233.0,-686.2,-8.67,8136.9,7233.0,-866.1,-10.69,8421.8,5090.0,2006.2,38.38,8404.2,8402.2,8478.3,8575.8,8209.8,8575.8,8209.8,-372.1,-4.34,9279.0,8209.8,-778.9,-8.67,9235.8,8209.8,-983.1,-10.69,9559.1,5742.7,2315.4,39.28,,
XJR,S&P/Asx 200 Res,5796.8,5821.3,5849.2,5866.5,5777.1,5866.5,5746.6,-89.4,-1.52,5866.5,5777.1,-109.4,-1.86,6002.2,5777.1,-165.4,-2.78,6002.2,5777.1,-131.7,-2.23,6002.2,4611.8,866.8,17.65,28313.1,28432.7,28569.0,28653.7,28216.7,28653.7,28216.7,-534.6,-1.86,29316.4,28216.7,-807.8,-2.78,29316.4,28216.7,-643.4,-2.23,29316.4,22285.5,4709.3,20.03,,
,
