Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-10-23T23:15:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 18,Oct 19,Oct 20,Oct 21,Oct 22,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 18,Oct 19,Oct 20,Oct 21,Oct 22,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1536.3,1533.5,1538.6,1549.4,1554.6,1554.6,1548.5,5.2,0.34,1554.6,1533.5,6.1,0.39,1566.5,1531.1,-14.9,-0.95,1670.5,1424.3,-82.2,-5.02,1670.5,1424.3,-100.5,-6.07,9992.4,9973.9,10006.9,10077.5,10111.2,10111.2,9973.9,39.8,0.40,10188.8,9937.5,-37.8,-0.37,10680.0,9106.3,-167.0,-1.63,10680.0,9106.3,-271.1,-2.61,,
XSJ,Consumer Staples,8109.0,8154.7,8150.7,8214.8,8243.2,8250.3,8208.2,28.4,0.35,8243.2,8109.0,97.8,1.20,8415.1,8109.0,-9.0,-0.11,8415.1,7095.7,433.9,5.56,8415.1,7095.7,561.6,7.31,56318.5,56636.0,56608.0,57053.8,57250.5,57250.5,56318.5,678.9,1.20,58402.4,56318.5,-21.0,-0.04,58402.4,47464.4,5012.4,9.60,58402.4,47464.4,5921.3,11.54,,
XEJ,Energy,15334.6,15403.7,15224.6,15135.2,15252.0,15254.4,15132.6,116.8,0.77,15403.7,15135.2,-217.5,-1.41,15469.5,14989.3,85.6,0.56,16753.3,13714.7,-867.2,-5.38,16753.3,13714.7,-1337.6,-8.06,100007.6,100458.4,99290.3,98707.1,99468.5,100458.4,98707.1,-1419.0,-1.41,100887.5,97755.7,558.1,0.56,106793.3,88395.3,-3282.6,-3.19,106793.3,88395.3,-6212.3,-5.88,,
XFJ,Financials,4395.5,4397.7,4367.9,4329.6,4355.0,4355.0,4325.9,25.4,0.59,4397.7,4329.6,-67.8,-1.53,4523.5,4329.6,-124.2,-2.77,5040.0,4077.7,-448.6,-9.34,5040.0,4077.7,-647.7,-12.95,35721.8,35739.3,35496.9,35186.1,35392.6,35739.3,35186.1,-550.7,-1.53,36761.7,35186.1,-998.8,-2.74,39826.8,32702.7,-2126.5,-5.67,39826.8,32702.7,-3148.6,-8.17,,
XXJ,Financials-x-A-REIT,5076.7,5080.3,5045.0,4994.1,5027.3,5027.3,4991.1,33.2,0.66,5080.3,4994.1,-81.4,-1.59,5248.7,4994.1,-153.8,-2.97,5934.6,4674.3,-580.1,-10.35,5934.6,4674.3,-812.2,-13.91,39546.2,39574.6,39299.4,38902.7,39161.5,39574.6,38902.7,-634.5,-1.59,40886.1,38902.7,-1198.2,-2.97,44955.1,35932.3,-2877.3,-6.84,44955.1,35932.3,-4031.2,-9.33,,
XHJ,Health Care,8012.5,8020.4,8083.0,8120.2,8198.1,8198.1,8114.4,77.9,0.96,8198.1,8012.5,143.7,1.78,8362.0,8012.5,36.5,0.45,9195.2,7848.5,-554.4,-6.33,9195.2,7848.5,-318.7,-3.74,46480.3,46525.9,46889.4,47105.2,47556.9,47556.9,46480.3,833.6,1.78,48507.7,46480.3,260.5,0.55,52486.9,44799.6,-1777.0,-3.60,52486.9,44799.6,-448.5,-0.93,,
XNJ,Industrials,3761.8,3768.8,3737.9,3775.7,3804.8,3804.9,3775.7,29.1,0.77,3804.8,3737.9,14.1,0.37,3810.2,3681.6,88.8,2.39,4145.5,3140.1,-200.3,-5.00,4145.5,3140.1,-127.7,-3.25,27566.9,27617.8,27391.2,27668.5,27881.6,27881.6,27391.2,103.5,0.37,27921.5,26939.0,698.6,2.57,29527.1,22749.0,-645.2,-2.26,29527.1,22749.0,23.8,0.09,,
XIJ,Info Technology,603.8,601.5,601.4,601.4,607.7,607.7,599.6,6.3,1.05,607.7,601.4,11.0,1.84,613.4,594.1,10.6,1.77,736.7,559.3,-65.0,-9.66,736.7,559.3,-23.1,-3.66,3550.1,3536.8,3536.2,3536.2,3573.3,3573.3,3536.2,64.5,1.84,3607.0,3493.3,62.1,1.77,4262.9,3236.2,-265.4,-6.91,4262.9,3236.2,-26.3,-0.73,,
XMJ,Materials,13117.4,13114.9,12973.6,13048.4,13112.8,13112.8,13024.8,64.4,0.49,13117.4,12973.6,-184.4,-1.39,13320.6,12421.7,684.6,5.51,13373.9,10889.1,335.6,2.63,13373.9,10889.1,1097.0,9.13,83029.0,83012.8,82118.3,82592.3,82999.9,83029.0,82118.3,-1166.9,-1.39,84315.2,78571.1,4388.4,5.58,84315.2,68188.9,3680.3,4.64,84315.2,68188.9,8486.0,11.39,,
XPJ,A-REIT,870.5,869.8,864.7,863.3,864.8,864.8,860.1,1.5,0.17,870.5,863.3,-10.5,-1.20,878.3,861.6,-15.1,-1.72,920.6,813.8,-32.5,-3.62,923.0,813.8,-70.0,-7.49,19752.3,19738.0,19622.3,19589.3,19624.0,19752.3,19589.3,-238.8,-1.20,19932.0,19550.8,-308.0,-1.55,20582.4,17970.7,190.8,0.98,20582.4,17887.8,-327.7,-1.64,,
XTJ,Telecommunications,925.8,913.7,906.7,909.6,908.4,913.4,905.3,-1.2,-0.13,925.8,906.7,-14.3,-1.55,930.5,904.8,-10.0,-1.09,1182.5,904.8,-266.9,-22.71,1205.3,904.8,-194.2,-17.62,8639.1,8526.9,8461.5,8488.4,8477.1,8639.1,8461.5,-133.9,-1.55,8681.5,8441.9,-92.4,-1.08,10067.0,8441.9,-1528.5,-15.28,10261.1,8441.9,-885.2,-9.46,,
XUJ,Utilities,4417.2,4483.6,4533.9,4483.3,4517.5,4521.7,4470.7,34.2,0.76,4533.9,4417.2,82.3,1.86,4549.5,4402.5,41.8,0.93,4577.1,3998.4,189.5,4.38,4577.1,3998.4,189.5,4.38,37896.1,38465.9,38897.4,38462.7,38756.1,38897.4,37896.1,705.6,1.85,39031.3,37769.8,428.3,1.12,39031.3,33266.4,3427.4,9.70,39031.3,32862.8,3892.9,11.17,,
XMM,Metals & Mining,4758.9,4750.6,4698.4,4724.6,4748.7,4748.7,4716.8,24.1,0.51,4758.9,4698.4,-77.8,-1.61,4833.6,4472.0,276.5,6.18,4833.6,3866.0,213.0,4.70,4833.6,3866.0,471.2,11.01,6218.8,6207.8,6139.6,6173.8,6205.3,6218.8,6139.6,-101.7,-1.61,6316.3,5839.1,365.9,6.27,6316.3,5001.6,387.6,6.66,6316.3,5001.6,719.6,13.12,,
XGD,Gold,7836.4,7781.1,7632.7,7667.6,7640.5,7667.6,7579.5,-27.1,-0.35,7836.4,7632.7,-418.8,-5.20,8129.0,7560.9,-113.3,-1.46,8129.0,5090.0,1783.9,30.46,8129.0,5090.0,1928.7,33.77,8894.6,8831.9,8663.4,8703.0,8672.3,8894.6,8663.4,-475.4,-5.20,9226.7,8580.4,-99.1,-1.13,9226.7,5742.7,2067.7,31.31,9226.7,5742.7,2237.9,34.78,,
XJR,Resources,5517.0,5515.8,5454.6,5468.9,5501.9,5501.9,5465.5,33.0,0.60,5517.0,5454.6,-85.8,-1.54,5590.9,5236.4,252.7,4.81,5684.5,4611.8,79.5,1.47,5684.5,4611.8,278.3,5.33,26946.3,26940.4,26641.5,26711.5,26872.6,26946.3,26641.5,-419.1,-1.54,27307.4,25572.4,1249.8,4.88,27346.9,22285.5,913.1,3.52,27346.9,22285.5,1872.2,7.49,,
,
