Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-10-23T23:15:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 18,Oct 19,Oct 20,Oct 21,Oct 22,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 18,Oct 19,Oct 20,Oct 21,Oct 22,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4723.4,4727.3,4694.5,4696.4,4719.6,4719.6,4695.7,23.2,0.49,4727.3,4694.5,-38.6,-0.81,4765.9,4634.7,44.9,0.96,5024.1,4250.6,-163.1,-3.34,5024.1,4250.6,-140.1,-2.88,33686.8,33715.1,33481.2,33495.5,33660.7,33715.1,33481.2,-273.6,-0.81,33989.6,33045.4,356.5,1.07,35111.0,29893.9,-37.9,-0.11,35111.0,29893.9,325.1,0.98,,
XAF,All Australian 50,4619.9,4622.4,4592.4,4586.1,4614.0,4614.0,4585.5,27.9,0.61,4622.4,4586.1,-43.9,-0.94,4672.6,4559.0,14.3,0.31,5017.2,4220.3,-248.6,-5.11,5017.2,4220.3,-240.6,-4.96,33413.8,33432.0,33214.9,33169.6,33371.4,33432.0,33169.6,-317.5,-0.94,33794.9,32970.2,118.8,0.36,35500.5,30076.1,-581.8,-1.71,35500.5,30076.1,-293.3,-0.87,,
XAT,All Australian 200,4654.8,4658.9,4627.6,4625.4,4650.9,4650.9,4624.8,25.5,0.55,4658.9,4625.4,-41.2,-0.88,4702.0,4581.3,24.7,0.53,5001.2,4218.4,-220.0,-4.52,5001.2,4218.4,-211.2,-4.34,33627.4,33657.0,33431.2,33415.3,33599.3,33657.0,33415.3,-297.9,-0.88,33968.7,33090.3,204.3,0.61,35368.8,30043.8,-412.2,-1.21,35368.8,30043.8,-124.0,-0.37,,
XTL,S&P/ASX 20,2789.7,2791.2,2773.6,2767.5,2781.9,2781.9,2766.0,14.4,0.52,2791.2,2767.5,-31.4,-1.12,2826.0,2758.2,-4.2,-0.15,3060.6,2560.9,-167.7,-5.68,3060.6,2560.9,-181.8,-6.13,39506.3,39528.6,39278.7,39192.3,39396.2,39528.6,39192.3,-444.6,-1.12,40020.9,39061.2,-51.5,-0.13,42369.7,35716.1,-885.3,-2.20,42369.7,35716.1,-797.5,-1.98,,
XFL,S&P/ASX 50,4631.5,4633.8,4604.5,4598.7,4626.4,4626.4,4598.0,27.7,0.60,4633.8,4598.7,-43.0,-0.92,4684.2,4570.3,14.0,0.30,5036.9,4235.3,-252.6,-5.18,5036.9,4235.3,-242.7,-4.98,33476.5,33493.7,33281.9,33239.7,33439.8,33493.7,33239.7,-311.0,-0.92,33857.6,33031.3,115.9,0.35,35624.5,30164.1,-613.5,-1.80,35624.5,30164.1,-315.5,-0.93,,
XTO,S&P/ASX 100,3787.1,3788.2,3764.2,3760.5,3782.8,3782.8,3760.5,22.3,0.59,3788.2,3760.5,-33.1,-0.87,3825.0,3733.0,12.7,0.34,4095.8,3455.4,-205.0,-5.14,4095.8,3455.4,-198.0,-4.97,8304.3,8306.8,8254.3,8246.0,8295.0,8306.8,8246.0,-72.5,-0.87,8387.5,8184.3,33.6,0.41,8789.4,7468.5,-153.0,-1.81,8789.4,7468.5,-80.9,-0.97,,
XJO,S&P/ASX 200,4651.9,4655.7,4624.9,4622.9,4648.2,4648.2,4622.3,25.3,0.55,4655.7,4622.9,-40.8,-0.87,4699.1,4579.2,23.0,0.50,5001.9,4222.1,-222.4,-4.57,5001.9,4222.1,-211.2,-4.35,33575.3,33602.6,33380.5,33366.1,33548.9,33602.6,33366.1,-293.9,-0.87,33916.0,33045.2,191.6,0.57,35345.6,30045.0,-437.0,-1.29,35345.6,30045.0,-133.9,-0.40,,
XKO,S&P/ASX 300,4655.7,4659.7,4628.6,4628.2,4652.8,4652.8,4627.5,24.6,0.53,4659.7,4628.2,-40.4,-0.86,4703.3,4582.3,27.2,0.59,4995.0,4214.7,-215.4,-4.42,4995.0,4214.7,-206.6,-4.25,33538.6,33566.9,33343.2,33340.3,33517.5,33566.9,33340.3,-291.2,-0.86,33881.0,33002.7,222.6,0.67,35236.9,29938.5,-398.1,-1.17,35236.9,29938.5,-114.9,-0.34,,
XMD,S&P/ASX Midcap 50,4255.6,4249.6,4222.9,4227.5,4250.0,4250.0,4226.8,22.5,0.53,4255.6,4222.9,-18.7,-0.44,4271.3,4159.2,26.1,0.62,4548.5,3797.0,-211.6,-4.74,4548.5,3797.0,-213.3,-4.78,9786.3,9772.7,9711.2,9721.8,9773.4,9786.3,9711.2,-43.2,-0.44,9822.5,9557.0,84.9,0.88,10139.9,8628.5,-172.8,-1.74,10139.9,8628.5,-105.2,-1.06,,
XSO,S&P/ASX Small Ords,2694.9,2711.7,2684.5,2708.2,2706.2,2709.6,2699.5,-2.0,-0.07,2711.7,2684.5,-22.0,-0.81,2737.6,2600.9,80.7,3.07,2737.6,2229.7,81.0,3.09,2737.6,2229.7,87.6,3.34,6036.1,6073.6,6012.8,6065.8,6061.3,6073.6,6012.8,-49.3,-0.81,6131.6,5818.3,192.0,3.27,6131.6,4946.8,309.7,5.38,6131.6,4946.8,345.1,6.04,,
