Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-10-24T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 19,Oct 20,Oct 21,Oct 22,Oct 23,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 19,Oct 20,Oct 21,Oct 22,Oct 23,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5304.6,5271.6,5286.5,5299.6,5388.1,5407.7,5299.6,88.5,1.67,5388.1,5271.6,84.4,1.59,5388.1,4958.1,355.6,7.07,5954.8,4958.1,-0.5,-0.01,5954.8,4958.1,-11.2,-0.21,47011.4,46719.3,46851.0,46967.6,47752.2,47752.2,46719.3,748.4,1.59,47752.2,43929.2,3170.8,7.11,51568.0,43929.2,1705.3,3.70,51568.0,43763.4,1982.3,4.33,,
XAF,All Australian 50,5299.0,5264.5,5275.2,5299.4,5381.2,5411.0,5299.4,81.8,1.54,5381.2,5264.5,84.2,1.59,5381.2,4950.0,339.1,6.72,6081.0,4950.0,-117.0,-2.13,6081.0,4950.0,-139.8,-2.53,48453.2,48137.4,48235.3,48456.5,49204.8,49204.8,48137.4,769.5,1.59,49204.8,45262.3,3100.4,6.72,54222.3,45262.3,838.4,1.73,54222.3,45262.3,1081.5,2.25,,
XAT,All Australian 200,5218.7,5184.4,5198.1,5213.6,5300.5,5322.9,5213.6,86.9,1.67,5300.5,5184.4,83.0,1.59,5300.5,4871.4,349.9,7.07,5926.9,4871.4,-62.6,-1.17,5926.9,4871.4,-69.7,-1.30,47294.7,46984.2,47108.3,47248.6,48036.3,48036.3,46984.2,752.5,1.59,48036.3,44141.5,3182.5,7.10,52442.3,44141.5,1215.4,2.60,52442.3,44141.5,1550.5,3.34,,
XTL,S&P/ASX 20,3191.5,3167.4,3176.7,3188.5,3240.8,3257.3,3188.5,52.3,1.64,3240.8,3167.4,54.1,1.70,3240.8,2963.6,210.1,6.93,3760.5,2963.6,-158.0,-4.65,3760.5,2963.6,-178.4,-5.22,57518.2,57084.0,57251.1,57464.3,58406.7,58406.7,57084.0,974.9,1.70,58406.7,53410.1,3786.3,6.93,65985.5,53410.1,-349.2,-0.59,65985.5,53410.1,-183.8,-0.31,,
XFL,S&P/ASX 50,5356.2,5321.1,5331.8,5356.2,5439.4,5469.1,5356.2,83.2,1.55,5439.4,5321.1,84.9,1.59,5439.4,5002.4,343.8,6.75,6152.9,5002.4,-124.0,-2.23,6152.9,5002.4,-145.8,-2.61,48890.7,48570.2,48667.9,48890.3,49650.1,49650.1,48570.2,775.2,1.59,49650.1,45661.4,3138.3,6.75,54764.7,45661.4,799.6,1.64,54764.7,45661.4,1055.6,2.17,,
XTO,S&P/ASX 100,4389.9,4361.8,4370.9,4387.0,4457.0,4478.7,4387.0,70.0,1.60,4457.0,4361.8,68.6,1.56,4457.0,4097.0,289.7,6.95,4996.2,4097.0,-55.9,-1.24,4996.2,4097.0,-48.6,-1.08,12109.9,12032.3,12057.3,12101.8,12295.0,12295.0,12032.3,189.3,1.56,12295.0,11301.0,799.7,6.96,13449.8,11301.0,306.1,2.55,13449.8,11301.0,430.7,3.63,,
XJO,S&P/ASX 200,5269.7,5235.6,5248.3,5263.8,5351.6,5374.5,5263.8,87.8,1.67,5351.6,5235.6,83.4,1.58,5351.6,4918.4,353.4,7.07,5982.7,4918.4,-59.5,-1.10,5982.7,4918.4,-60.7,-1.12,47654.0,47345.3,47460.4,47600.9,48394.2,48394.2,47345.3,754.1,1.58,48394.2,44471.4,3206.9,7.10,52822.2,44471.4,1254.9,2.66,52822.2,44471.4,1642.3,3.51,,
XVI,S&P/ASX 200 VIX,18.302,18.470,18.270,17.739,16.844,16.942,16.628,-0.895,-5.05,18.470,16.844,-1.890,-10.09,28.430,16.844,-9.755,-36.67,30.244,0.171,2.263,15.52,30.244,0.171,3.049,22.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5218.9,5185.5,5199.7,5214.6,5301.5,5323.1,5214.6,86.9,1.67,5301.5,5185.5,84.5,1.62,5301.5,4873.4,351.5,7.10,5912.7,4873.4,-47.4,-0.89,5912.7,4873.4,-51.3,-0.96,47010.5,46710.0,46837.9,46972.3,47755.0,47755.0,46710.0,761.4,1.62,47755.0,43892.1,3179.1,7.13,52008.8,43892.1,1329.4,2.86,52008.8,43892.1,1684.3,3.66,,
XMD,S&P/ASX MidCap 50,4996.7,4970.4,4982.9,4969.0,5064.1,5068.9,4969.0,95.1,1.91,5064.1,4969.0,69.7,1.40,5064.1,4637.9,395.7,8.48,5363.8,4637.4,316.6,6.67,5363.8,4637.4,539.5,11.92,14000.4,13926.7,13961.8,13922.8,14189.1,14189.1,13922.8,195.3,1.40,14189.1,12988.8,1114.9,8.53,14759.9,12623.2,1269.6,9.83,14759.9,12194.4,1948.0,15.91,,
XSO,S&P/ASX Small Ords,2061.6,2048.6,2069.0,2056.7,2106.4,2106.4,2056.7,49.7,2.42,2106.4,2048.6,45.8,2.22,2106.4,1937.4,169.1,8.73,2263.3,1907.0,62.0,3.03,2263.3,1907.0,-0.3,-0.01,5405.2,5371.2,5424.6,5392.5,5523.0,5523.0,5371.2,120.7,2.23,5523.0,5065.3,457.6,9.03,5823.6,4952.4,325.4,6.26,5823.6,4882.3,186.1,3.49,,
XDJ,Consumer Discretionary,1858.3,1844.8,1851.3,1833.3,1875.4,1876.0,1833.3,42.1,2.30,1875.4,1833.3,17.2,0.93,1875.4,1739.8,161.0,9.39,2021.0,1712.1,122.1,6.96,2021.0,1712.1,77.8,4.33,14757.3,14650.4,14702.2,14559.0,14893.1,14893.1,14559.0,137.0,0.93,14893.1,13603.3,1289.8,9.48,15772.9,13162.6,1423.4,10.57,15772.9,12956.7,1124.6,8.17,,
XSJ,Consumer Staples,8738.0,8725.1,8767.3,8765.4,8980.1,8991.3,8765.4,214.7,2.45,8980.1,8725.1,256.7,2.94,8980.1,8119.2,905.2,11.21,10122.8,8074.9,-193.0,-2.10,10122.8,8074.9,-770.8,-7.90,76248.4,76135.6,76503.4,76486.9,78360.6,78360.6,76135.6,2240.2,2.94,78360.6,70461.9,7898.7,11.21,85291.5,70461.9,1851.8,2.42,85291.5,70461.9,-2912.9,-3.58,,
XEJ,Energy,8970.4,8678.5,8780.9,9053.2,9136.3,9251.1,9053.2,83.1,0.92,9136.3,8678.5,209.7,2.35,9465.5,8041.8,637.9,7.51,12090.7,8041.8,-2465.1,-21.25,12090.7,8041.8,-4397.1,-32.49,68686.2,66451.1,67234.8,69320.2,69956.7,69956.7,66451.1,1605.5,2.35,72477.2,61576.0,4884.4,7.51,90391.5,61576.0,-14347.6,-17.02,99894.8,61576.0,-28386.9,-28.87,,
XFJ,Financials,6096.7,6049.5,6050.7,6079.3,6180.2,6218.0,6079.3,100.9,1.66,6180.2,6049.5,124.7,2.06,6180.2,5644.5,437.4,7.62,7186.4,5644.5,-75.2,-1.20,7186.4,5644.5,29.9,0.49,65916.0,65406.0,65419.0,65727.9,66819.0,66819.0,65406.0,1348.3,2.06,66819.0,61027.7,4731.2,7.62,75638.7,61027.7,1579.8,2.42,75638.7,61027.7,3664.2,5.80,,
XXJ,Financial-x-A-REIT,6988.2,6922.4,6931.8,6958.0,7072.8,7112.0,6958.0,114.8,1.65,7072.8,6922.4,144.7,2.09,7072.8,6423.0,503.2,7.66,8394.2,6423.0,-209.4,-2.88,8394.2,6423.0,-141.6,-1.96,72428.9,71746.5,71844.2,72115.4,73305.7,73305.7,71746.5,1499.9,2.09,73305.7,66571.1,5215.6,7.66,84666.9,66571.1,533.2,0.73,84666.9,66571.1,2312.2,3.26,,
XHJ,Health Care,17936.2,18096.7,17974.8,18070.9,18130.5,18310.0,18070.9,59.6,0.33,18130.5,17936.2,169.2,0.94,18130.5,17410.9,357.3,2.01,19933.9,17005.1,643.3,3.68,19933.9,17005.1,2447.2,15.60,117317.6,118367.3,117569.8,118198.5,118588.3,118588.3,117317.6,1106.5,0.94,118588.3,113847.4,2411.6,2.08,128804.9,108911.1,6589.7,5.88,128804.9,101421.7,18176.6,18.10,,
XNJ,Industrials,4777.0,4791.5,4777.4,4751.7,4826.1,4842.5,4751.7,74.4,1.57,4826.1,4751.7,38.0,0.79,4826.1,4593.5,216.0,4.69,4968.2,4233.2,504.3,11.67,4968.2,4233.2,766.4,18.88,42132.0,42259.7,42135.7,41908.3,42564.6,42564.6,41908.3,339.4,0.80,42564.6,40497.6,1933.9,4.76,43057.2,36323.0,5481.0,14.78,43057.2,34458.1,7964.5,23.02,,
XIJ,Info Technology,723.6,721.6,721.3,719.1,734.9,737.5,719.1,15.8,2.20,734.9,719.1,9.0,1.24,741.7,713.0,24.3,3.42,853.7,664.8,-47.8,-6.11,853.7,664.8,-44.8,-5.75,5015.5,5001.8,4999.3,4984.2,5093.5,5093.5,4984.2,62.2,1.24,5140.9,4925.2,168.3,3.42,5803.2,4575.2,-173.2,-3.29,5803.2,4575.2,-148.5,-2.83,,
XMJ,Materials,8300.3,8128.1,8232.8,8202.8,8357.8,8383.0,8202.8,155.0,1.89,8357.8,8128.1,-31.7,-0.38,8492.5,7435.7,706.0,9.23,9946.3,7435.7,-369.9,-4.24,9946.3,7435.7,-878.9,-9.52,61467.0,60191.7,60966.9,60744.4,61892.6,61892.6,60191.7,-234.9,-0.38,62886.9,55054.5,5248.9,9.27,70664.0,55054.5,0.3,0.00,70664.0,55054.5,-3460.9,-5.30,,
XPJ,A-REIT,1260.1,1261.9,1254.2,1266.6,1288.2,1301.9,1266.6,21.6,1.71,1288.2,1254.2,24.0,1.90,1288.2,1212.4,88.5,7.38,1343.7,1197.3,102.1,8.61,1343.7,1197.3,173.4,15.56,37899.6,37953.8,37723.5,38095.6,38747.4,38747.4,37723.5,722.7,1.90,38747.4,36076.4,2671.0,7.40,39203.9,34828.8,4241.9,12.29,39203.9,32316.0,6811.1,21.33,,
XTJ,Telecommunications,1915.0,1964.2,1969.7,1976.5,2008.8,2011.9,1976.5,32.3,1.63,2008.8,1915.0,47.2,2.41,2056.8,1915.0,-3.1,-0.15,2321.2,1915.0,-78.0,-3.74,2321.2,1915.0,75.0,3.88,24777.8,25414.5,25486.2,25573.9,25991.8,25991.8,24777.8,610.5,2.41,26595.1,24777.8,-22.9,-0.09,28970.5,24777.8,237.6,0.92,28970.5,24024.0,2127.4,8.91,,
XUJ,Utilities,6666.7,6645.7,6648.7,6726.9,6868.3,6891.9,6726.9,141.4,2.10,6868.3,6645.7,152.6,2.27,6868.3,6482.9,435.1,6.76,6918.1,5936.5,954.1,16.13,6918.1,5936.5,1002.6,17.09,75695.8,75457.8,75491.5,76379.4,77985.1,77985.1,75457.8,1732.7,2.27,77985.1,73044.5,4940.6,6.76,77985.1,65111.5,13118.8,20.22,77985.1,62965.7,14611.7,23.06,,
