Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-07-07T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 2,Jul 3,Jul 4,Jul 5,Jul 6,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 2,Jul 3,Jul 4,Jul 5,Jul 6,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4172.5,4166.4,4213.8,4209.9,4199.0,4210.2,4187.2,-10.9,-0.26,4213.8,4166.4,63.5,1.54,4213.8,4056.3,94.3,2.30,4504.8,4033.4,88.0,2.14,4674.1,3927.6,-517.0,-10.96,31999.4,31955.8,32319.5,32290.2,32207.1,32319.5,31955.8,492.8,1.55,32319.5,31107.4,791.9,2.52,34266.8,30869.4,1373.7,4.46,34266.8,29204.1,-2327.4,-6.74,,
XAF,All Australian 50,4146.7,4141.2,4182.5,4180.8,4169.7,4181.5,4155.4,-11.1,-0.27,4182.5,4141.2,61.6,1.50,4182.5,4030.7,124.2,3.07,4413.6,3983.7,120.6,2.98,4554.7,3853.0,-455.0,-9.84,32488.8,32445.7,32768.7,32755.7,32669.0,32768.7,32445.7,483.2,1.50,32768.7,31579.5,1018.3,3.22,34251.1,31167.4,1705.3,5.51,34251.1,29181.9,-1771.1,-5.14,,
XAT,All Australian 200,4119.3,4112.6,4158.4,4155.5,4144.0,4155.7,4131.2,-11.5,-0.28,4158.4,4112.6,63.9,1.57,4158.4,4000.1,99.8,2.47,4426.4,3973.9,93.3,2.30,4604.3,3855.4,-510.7,-10.97,32144.9,32097.2,32454.6,32431.9,32342.9,32454.6,32097.2,504.5,1.58,32454.6,31213.6,848.1,2.69,34230.5,30947.5,1467.7,4.75,34230.5,29116.8,-2245.9,-6.49,,
XTL,S&P/ASX 20,2505.2,2503.7,2528.0,2530.4,2523.8,2530.7,2513.5,-6.6,-0.26,2530.4,2503.7,43.0,1.73,2530.4,2429.9,90.4,3.71,2659.9,2396.0,74.1,3.02,2762.3,2334.2,-283.2,-10.09,38521.9,38499.6,38872.9,38909.3,38807.9,38909.3,38499.6,660.7,1.73,38909.3,37364.0,1389.6,3.71,40503.5,36842.5,2062.8,5.61,40503.5,34671.5,-2155.4,-5.26,,
XFL,S&P/ASX 50,4179.7,4175.1,4216.0,4214.5,4203.6,4215.2,4189.3,-10.9,-0.26,4216.0,4175.1,61.8,1.49,4216.0,4061.8,131.3,3.22,4442.6,4010.1,127.1,3.12,4568.8,3876.7,-437.3,-9.42,32706.4,32670.5,32990.1,32978.6,32893.5,32990.1,32670.5,483.5,1.49,32990.1,31779.1,1072.4,3.37,34434.2,31334.8,1758.1,5.65,34434.2,29332.3,-1637.7,-4.74,,
XTO,S&P/ASX 100,3389.0,3384.5,3419.5,3417.4,3409.1,3417.8,3398.0,-8.3,-0.24,3419.5,3384.5,51.9,1.54,3419.5,3291.2,94.5,2.85,3618.2,3260.5,92.4,2.79,3746.1,3155.5,-387.4,-10.20,8039.1,8029.6,8112.7,8107.7,8088.1,8112.7,8029.6,124.4,1.56,8112.7,7807.0,240.7,3.07,8503.6,7719.3,406.4,5.29,8503.6,7240.1,-480.1,-5.60,,
XJO,S&P/ASX 200,4133.0,4127.2,4172.2,4169.2,4157.8,4169.4,4145.0,-11.4,-0.27,4172.2,4127.2,63.2,1.54,4172.2,4013.3,102.5,2.53,4435.9,3985.0,101.2,2.50,4602.9,3863.9,-496.9,-10.68,32204.4,32163.5,32513.7,32490.6,32402.6,32513.7,32163.5,498.1,1.56,32513.7,31270.8,867.2,2.75,34257.1,30989.0,1523.5,4.93,34257.1,29145.7,-2146.8,-6.21,,
XKO,S&P/ASX 300,4122.4,4116.9,4162.8,4159.5,4148.6,4159.8,4136.1,-10.9,-0.26,4162.8,4116.9,64.6,1.58,4162.8,4002.9,100.3,2.48,4432.4,3977.4,96.3,2.38,4608.8,3860.9,-509.4,-10.94,32029.9,31991.0,32347.5,32322.4,32238.4,32347.5,31991.0,508.4,1.60,32347.5,31100.2,847.5,2.70,34136.0,30841.3,1471.9,4.78,34136.0,29050.7,-2256.2,-6.54,,
XMD,S&P/ASX MidCap 50,3556.8,3545.1,3598.9,3588.7,3584.8,3590.5,3576.4,-3.9,-0.11,3598.9,3545.1,70.2,2.00,3637.3,3435.4,-6.7,-0.19,3950.9,3435.4,5.9,0.16,4301.9,3408.2,-695.4,-16.25,8798.1,8780.5,8913.6,8888.5,8878.7,8913.6,8780.5,187.6,2.16,8941.4,8495.1,53.1,0.60,9693.0,8495.1,216.6,2.50,10166.8,8186.5,-1236.8,-12.23,,
XSO,S&P/ASX Small Ords,2140.2,2137.1,2180.0,2174.4,2163.9,2174.0,2162.4,-10.5,-0.48,2180.0,2137.1,42.8,2.02,2213.4,2074.6,-33.5,-1.52,2526.6,2074.6,-45.5,-2.06,2687.1,2074.6,-481.5,-18.20,5020.7,5013.3,5114.1,5100.8,5077.6,5114.1,5013.3,102.2,2.05,5178.6,4866.2,-63.6,-1.24,5892.6,4866.2,-31.3,-0.61,6116.7,4866.2,-944.1,-15.68,,
XDJ,Consumer Discretionary,1231.5,1235.5,1240.8,1245.8,1248.7,1250.3,1243.1,2.9,0.23,1248.7,1231.5,11.1,0.90,1248.7,1196.0,45.7,3.80,1313.3,1179.0,76.0,6.48,1360.2,1140.6,-135.0,-9.76,8643.6,8671.9,8708.6,8743.6,8764.5,8764.5,8643.6,78.2,0.90,8764.5,8394.7,325.5,3.86,9212.9,8076.6,731.0,9.10,9212.9,7636.0,-451.3,-4.90,,
XSJ,Consumer Staples,7715.3,7684.6,7777.9,7749.2,7749.1,7757.5,7691.9,-0.1,-0.00,7777.9,7684.6,41.6,0.54,7777.9,7589.2,142.7,1.88,7899.1,7241.1,416.0,5.67,7899.1,7011.2,-154.3,-1.95,57717.3,57575.9,58274.8,58059.6,58058.7,58274.8,57575.9,420.5,0.73,58274.8,56753.0,1176.5,2.07,59070.7,52987.4,4397.7,8.20,59070.7,49979.4,1719.0,3.05,,
XEJ,Energy,12139.8,12012.7,12315.7,12237.5,12138.8,12237.1,12102.5,-98.7,-0.81,12315.7,12012.7,236.9,1.99,12757.8,11714.4,-320.4,-2.57,14705.5,11714.4,-604.4,-4.74,15050.6,11605.0,-2999.2,-19.81,81861.7,81004.7,83048.1,82520.7,81855.3,83048.1,81004.7,1597.5,1.99,86028.9,78993.5,-2160.2,-2.57,98057.5,78993.5,-3117.7,-3.67,99120.7,77383.0,-17841.1,-17.90,,
XFJ,Financials,4188.8,4183.8,4201.4,4204.6,4203.4,4207.9,4188.5,-1.2,-0.03,4204.6,4183.8,65.4,1.58,4204.6,3979.5,217.4,5.45,4331.2,3913.1,297.4,7.62,4331.2,3596.7,-97.3,-2.26,38119.7,38074.1,38234.5,38263.1,38254.3,38263.1,38074.1,597.4,1.59,38263.1,36115.0,2079.8,5.75,38661.3,34730.9,3803.4,11.04,38661.3,30965.7,1654.7,4.52,,
XXJ,Financial-x-A-REIT,4769.7,4771.2,4786.8,4798.3,4802.3,4803.1,4778.2,4.0,0.08,4802.3,4769.7,89.1,1.89,4802.3,4514.7,290.8,6.45,4982.4,4433.9,296.9,6.59,4982.4,4119.7,-168.9,-3.40,41626.4,41639.2,41775.0,41875.7,41910.6,41910.6,41626.4,777.3,1.89,41910.6,39371.6,2539.0,6.45,42631.7,38178.9,3800.7,9.97,42631.7,34142.5,1355.9,3.34,,
XHJ,Health Care,9145.6,9103.7,9100.3,9207.0,9167.0,9242.4,9127.4,-40.0,-0.43,9207.0,9100.3,-77.5,-0.84,9277.2,8986.4,33.6,0.37,9277.2,7756.1,1179.4,14.76,9277.2,7082.8,671.5,7.90,55268.1,55014.9,54994.5,55639.7,55397.5,55639.7,54994.5,-468.4,-0.84,56063.9,54306.2,202.9,0.37,56063.9,46279.9,7735.9,16.23,56063.9,41891.0,5560.4,11.16,,
XNJ,Industrials,3269.5,3252.4,3284.7,3285.4,3271.1,3284.9,3264.4,-14.3,-0.44,3285.4,3252.4,30.0,0.93,3334.4,3163.1,-47.9,-1.44,3815.2,3163.1,-66.7,-2.00,3815.2,3031.9,-345.4,-9.55,25466.5,25333.0,25584.9,25589.8,25478.4,25589.8,25333.0,233.4,0.92,25811.0,24637.2,-199.0,-0.78,29446.6,24637.2,-21.8,-0.09,29446.6,22990.4,-1636.5,-6.04,,
XIJ,Info Technology,496.0,497.1,500.4,501.0,495.2,501.0,495.2,-5.8,-1.16,501.0,495.2,-0.1,-0.01,508.6,489.2,-4.7,-0.95,560.6,482.8,-3.3,-0.67,560.6,458.0,-77.1,-13.47,3095.2,3101.8,3122.4,3125.8,3090.1,3125.8,3090.1,-0.1,-0.00,3173.6,3052.3,-29.3,-0.94,3498.2,2950.6,43.4,1.42,3498.2,2743.0,-337.8,-9.85,,
XMJ,Materials,9547.7,9571.8,9813.3,9776.1,9702.3,9774.5,9681.8,-73.8,-0.75,9813.3,9547.7,255.6,2.71,9857.1,9240.3,113.4,1.18,11833.2,9240.3,-790.3,-7.53,13770.2,9240.3,-4104.4,-29.73,62625.6,62783.7,64367.4,64123.4,63639.4,64367.4,62625.6,1676.3,2.71,64605.9,60609.2,791.6,1.26,76582.8,60609.2,-4267.4,-6.28,88041.5,60609.2,-24635.4,-27.91,,
XPJ,A-REIT,889.2,881.6,889.4,882.9,877.8,883.5,877.8,-5.1,-0.58,889.4,877.8,0.7,0.08,889.4,859.8,7.0,0.81,889.4,785.8,100.3,12.90,889.4,708.9,31.0,3.66,22498.4,22307.1,22505.0,22339.4,22217.1,22505.0,22217.1,23.7,0.11,22505.0,21416.0,528.3,2.44,22505.0,19271.5,3149.0,16.51,22505.0,17036.7,2129.2,10.60,,
XTJ,Telecommunications,1277.3,1277.2,1274.4,1277.5,1280.5,1283.8,1267.6,3.0,0.23,1280.5,1274.4,16.8,1.33,1280.5,1230.7,29.9,2.39,1280.5,1101.4,145.0,12.77,1280.5,959.0,251.6,24.45,13605.1,13603.7,13574.2,13606.9,13639.3,13639.3,13574.2,179.5,1.33,13639.3,13108.2,319.0,2.39,13639.3,11476.1,2019.9,17.38,13639.3,9383.7,3577.2,35.55,,
XUJ,Utilities,4841.2,4841.3,4869.7,4828.8,4819.1,4846.7,4818.6,-9.7,-0.20,4869.7,4819.1,-19.4,-0.40,4986.9,4783.3,-120.6,-2.44,4986.9,4527.2,274.7,6.05,4986.9,4004.3,412.1,9.35,46261.0,46261.8,46532.8,46142.7,46049.7,46532.8,46049.7,-185.4,-0.40,47118.3,45707.4,-623.3,-1.34,47118.3,42294.1,3867.1,9.17,47118.3,36081.2,6340.1,15.97,,
XMM,Metals & Mining,3312.9,3320.7,3411.1,3396.7,3364.2,3396.2,3357.2,-32.5,-0.96,3411.1,3312.9,89.7,2.74,3433.0,3187.4,21.7,0.65,4252.2,3187.4,-357.5,-9.60,5003.7,3187.4,-1641.2,-32.79,4463.0,4473.5,4595.2,4575.9,4532.1,4595.2,4463.0,120.8,2.74,4624.7,4294.0,29.5,0.65,5661.9,4294.0,-423.3,-8.54,6592.9,4294.0,-2063.1,-31.28,,
XGD,Gold,4980.8,4972.7,5157.0,5146.6,5110.8,5145.6,5096.9,-35.8,-0.70,5157.0,4972.7,278.6,5.76,5468.9,4721.5,-381.8,-6.95,7178.9,4721.5,-923.2,-15.30,7931.9,4721.5,-2409.8,-32.04,5708.6,5699.3,5910.6,5898.7,5857.6,5910.6,5699.3,319.2,5.76,6293.3,5411.4,-435.7,-6.92,8202.2,5411.4,-1036.2,-15.03,9025.2,5411.4,-2697.9,-31.53,,
XJR,S&P/ASX 200 Res,3974.9,3970.7,4075.3,4055.8,4018.1,4055.2,4009.1,-37.7,-0.93,4075.3,3970.7,97.9,2.50,4132.8,3838.4,-5.3,-0.13,4925.8,3838.4,-351.2,-8.04,5698.4,3838.4,-1703.2,-29.77,20038.0,20017.1,20544.2,20446.0,20255.6,20544.2,20017.1,493.5,2.50,20833.9,19350.1,-26.7,-0.13,24542.0,19350.1,-1513.5,-6.95,28076.1,19350.1,-7933.0,-28.14,,
,
