Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-11-20T23:15:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 15,Nov 16,Nov 17,Nov 18,Nov 19,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 15,Nov 16,Nov 17,Nov 18,Nov 19,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1541.9,1539.0,1521.7,1532.5,1538.9,1543.8,1531.8,6.4,0.42,1541.9,1521.7,-0.5,-0.03,1572.1,1521.7,5.4,0.35,1670.5,1424.3,-97.9,-5.98,1670.5,1424.3,-67.9,-4.23,10050.2,10031.2,9918.6,9989.3,10030.9,10050.2,9918.6,-3.1,-0.03,10246.9,9918.6,57.0,0.57,10680.0,9106.3,-247.3,-2.41,10680.0,9106.3,-56.7,-0.56,,
XSJ,Consumer Staples,8030.6,8061.8,7975.6,8022.9,7990.0,8065.0,7957.0,-32.9,-0.41,8061.8,7975.6,-38.7,-0.48,8291.2,7975.6,-164.7,-2.02,8415.1,7095.7,180.7,2.31,8415.1,7095.7,395.7,5.21,55939.4,56157.3,55556.2,55885.8,55657.0,56157.3,55556.2,-269.6,-0.48,57584.1,55556.2,-979.1,-1.73,58402.4,47464.4,3418.9,6.54,58402.4,47464.4,4910.7,9.68,,
XEJ,Energy,15641.2,15597.0,15161.6,15258.8,15280.1,15417.8,15190.9,21.3,0.14,15641.2,15161.6,-432.8,-2.75,16182.0,15135.2,-123.6,-0.80,16753.3,13714.7,-839.1,-5.21,16753.3,13714.7,-551.9,-3.49,102006.9,101718.7,98879.4,99513.3,99652.1,102006.9,98879.4,-2822.6,-2.75,105534.2,98707.1,-806.3,-0.80,106793.3,88395.3,-3099.0,-3.02,106793.3,88395.3,-1268.2,-1.26,,
XFJ,Financials,4311.3,4350.6,4303.6,4287.6,4262.2,4310.0,4251.5,-25.4,-0.59,4350.6,4262.2,-44.0,-1.02,4492.3,4262.2,-135.5,-3.08,5040.0,4077.7,-541.4,-11.27,5040.0,4077.7,-397.1,-8.52,35561.9,35885.9,35498.3,35365.7,35156.6,35885.9,35156.6,-362.8,-1.02,36514.0,35156.6,-582.7,-1.63,39826.8,32702.7,-2362.6,-6.30,39826.8,32702.7,-1160.5,-3.20,,
XXJ,Financials-x-A-REIT,5004.8,5051.9,4996.3,4973.4,4936.8,5000.0,4922.7,-36.6,-0.74,5051.9,4936.8,-50.7,-1.02,5212.5,4936.8,-143.5,-2.82,5934.6,4674.3,-670.6,-11.96,5934.6,4674.3,-478.3,-8.83,39669.7,40043.0,39602.6,39421.2,39130.6,40043.0,39130.6,-402.5,-1.02,40604.3,38902.7,-444.0,-1.12,44955.1,35932.3,-2908.3,-6.92,44955.1,35932.3,-1463.7,-3.61,,
XHJ,Health Care,8492.4,8431.1,8382.5,8479.3,8493.9,8517.5,8454.1,14.6,0.17,8493.9,8382.5,65.8,0.78,8493.9,8083.0,473.5,5.90,9195.2,7848.5,-258.6,-2.95,9195.2,7848.5,152.6,1.83,49263.9,48908.2,48626.5,49188.3,49272.8,49272.8,48626.5,381.8,0.78,49272.8,46525.9,2746.9,5.90,52486.9,44799.6,-61.2,-0.12,52486.9,44799.6,2256.7,4.80,,
XNJ,Industrials,3753.5,3743.5,3683.2,3709.4,3709.2,3737.3,3698.6,-0.2,-0.01,3753.5,3683.2,-16.7,-0.45,3849.6,3683.2,-59.6,-1.58,4145.5,3140.1,-295.9,-7.39,4145.5,3140.1,-78.2,-2.07,27523.7,27450.2,27008.0,27200.3,27199.0,27523.7,27008.0,-122.3,-0.45,28209.8,27008.0,-418.8,-1.52,29527.1,22749.0,-1327.9,-4.65,29527.1,22749.0,351.5,1.31,,
XIJ,Info Technology,595.3,607.9,595.6,599.5,601.3,613.3,598.5,1.8,0.30,607.9,595.3,-1.9,-0.32,637.8,595.3,-0.2,-0.03,736.7,559.3,-71.4,-10.61,736.7,559.3,-13.6,-2.21,3500.6,3574.4,3502.2,3525.1,3535.4,3574.4,3500.6,-11.6,-0.33,3750.3,3500.6,-1.4,-0.04,4262.9,3236.2,-303.3,-7.90,4262.9,3236.2,26.3,0.75,,
XMJ,Materials,13734.7,13722.3,13385.6,13517.2,13488.5,13684.7,13440.6,-28.7,-0.21,13734.7,13385.6,-336.6,-2.43,13985.3,12973.6,373.6,2.85,13985.3,10889.1,711.3,5.57,13985.3,10889.1,1433.0,11.89,86992.4,86913.6,84781.4,85641.5,85459.9,86992.4,84781.4,-2101.9,-2.40,88522.5,82118.3,2447.2,2.95,88522.5,68188.9,6140.3,7.74,88522.5,68188.9,10620.5,14.19,,
XPJ,A-REIT,830.8,837.0,828.9,829.6,831.3,834.7,829.5,1.7,0.20,837.0,828.9,-8.7,-1.04,869.2,828.9,-38.5,-4.43,920.6,813.8,-66.0,-7.36,920.6,813.8,-61.0,-6.83,18872.9,19014.2,18829.1,18846.0,18883.7,19014.2,18829.1,-198.3,-1.04,19738.0,18829.1,-854.3,-4.33,20582.4,17970.7,-549.4,-2.83,20582.4,17970.7,-186.6,-0.98,,
XTJ,Telecommunications,910.7,900.7,892.3,894.3,911.4,918.9,894.3,17.1,1.91,911.4,892.3,0.3,0.04,932.8,892.3,-2.3,-0.26,1182.5,892.3,-263.9,-22.45,1205.3,892.3,-219.8,-19.43,8512.0,8417.7,8339.6,8358.1,8518.0,8518.0,8339.6,16.1,0.19,8704.4,8339.6,-8.9,-0.10,10067.0,8339.6,-1487.6,-14.87,10261.1,8339.6,-1106.8,-11.50,,
XUJ,Utilities,4586.1,4599.5,4523.9,4492.4,4456.6,4497.0,4441.1,-35.8,-0.80,4599.5,4456.6,-117.4,-2.57,4614.3,4456.6,-27.0,-0.60,4614.3,3998.4,128.6,2.97,4614.3,3998.4,277.3,6.64,39345.2,39459.6,38811.8,38540.9,38233.6,39459.6,38233.6,-1007.9,-2.57,39587.2,38233.6,-232.3,-0.60,39587.2,33266.4,2904.9,8.22,39587.2,33099.3,4568.1,13.57,,
XMM,Metals & Mining,5012.4,5004.0,4873.1,4930.9,4914.6,4993.0,4896.5,-16.3,-0.33,5012.4,4873.1,-129.2,-2.56,5095.6,4698.4,164.0,3.45,5095.6,3866.0,378.9,8.35,5095.6,3866.0,612.0,14.22,6550.0,6539.0,6367.9,6443.4,6422.1,6550.0,6367.9,-168.9,-2.56,6658.7,6139.6,214.3,3.45,6658.7,5001.6,604.4,10.39,6658.7,5001.6,903.4,16.37,,
XGD,Gold,8099.8,8000.4,7751.6,7868.8,7853.5,7973.0,7815.4,-15.3,-0.19,8099.8,7751.6,-386.8,-4.69,8421.8,7583.4,72.4,0.93,8421.8,5090.0,1996.9,34.10,8421.8,5090.0,1780.2,29.31,9193.6,9080.8,8798.4,8931.4,8914.1,9193.6,8798.4,-439.0,-4.69,9559.1,8607.5,82.2,0.93,9559.1,5742.7,2309.4,34.97,9559.1,5742.7,2065.2,30.15,,
XJR,Resources,5765.4,5755.8,5604.1,5662.9,5648.3,5723.9,5625.3,-14.6,-0.26,5765.4,5604.1,-150.5,-2.59,5877.2,5454.6,132.5,2.40,5877.2,4611.8,225.9,4.17,5877.2,4611.8,466.4,9.00,28159.6,28112.9,27371.9,27658.8,27587.6,28159.6,27371.9,-735.1,-2.60,28705.7,26641.5,647.2,2.40,28705.7,22285.5,1628.1,6.27,28705.7,22285.5,2779.7,11.21,,
,
