Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-11-20T23:15:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 15,Nov 16,Nov 17,Nov 18,Nov 19,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 15,Nov 16,Nov 17,Nov 18,Nov 19,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4773.3,4782.8,4705.1,4722.8,4717.7,4758.3,4704.0,-5.1,-0.11,4782.8,4705.1,-61.1,-1.28,4872.9,4694.5,-9.6,-0.20,5024.1,4250.6,-165.0,-3.38,5024.1,4250.6,11.0,0.23,34222.5,34292.2,33736.1,33865.3,33829.0,34292.2,33736.1,-431.1,-1.26,34818.5,33481.2,113.8,0.34,35111.0,29893.9,130.4,0.39,35111.0,29893.9,1394.5,4.30,,
XAF,All Australian 50,4648.5,4666.2,4594.0,4605.7,4589.6,4639.0,4575.5,-16.1,-0.35,4666.2,4589.6,-61.3,-1.32,4770.5,4586.1,-32.8,-0.71,5017.2,4220.3,-273.0,-5.61,5017.2,4220.3,-91.2,-1.95,33867.0,33996.0,33470.0,33558.5,33441.2,33996.0,33441.2,-441.1,-1.30,34588.5,33169.6,9.2,0.03,35500.5,30076.1,-512.0,-1.51,35500.5,30076.1,782.4,2.40,,
XAT,All Australian 200,4690.9,4703.7,4627.4,4643.4,4632.0,4677.4,4618.1,-11.4,-0.25,4703.7,4627.4,-63.8,-1.36,4804.5,4625.4,-26.9,-0.58,5001.2,4218.4,-238.9,-4.91,5001.2,4218.4,-56.1,-1.20,34100.7,34193.6,33639.4,33758.3,33675.7,34193.6,33639.4,-458.8,-1.34,34783.3,33415.3,18.7,0.06,35368.8,30043.8,-335.8,-0.99,35368.8,30043.8,987.2,3.02,,
XTL,S&P/ASX 20,2808.1,2819.0,2774.6,2777.7,2764.9,2798.6,2756.7,-12.8,-0.46,2819.0,2764.9,-44.4,-1.58,2891.9,2764.9,-26.3,-0.94,3060.6,2560.9,-184.7,-6.26,3060.6,2560.9,-76.0,-2.67,40110.6,40266.8,39631.5,39676.6,39493.0,40266.8,39493.0,-635.0,-1.58,41075.1,39192.3,-35.7,-0.09,42369.7,35716.1,-788.5,-1.96,42369.7,35716.1,695.7,1.79,,
XFL,S&P/ASX 50,4659.2,4676.7,4604.8,4616.5,4600.6,4649.7,4586.8,-15.9,-0.34,4676.7,4600.6,-60.9,-1.31,4781.8,4598.7,-33.2,-0.72,5036.9,4235.3,-278.3,-5.71,5036.9,4235.3,-94.4,-2.01,33920.5,34048.2,33524.9,33613.2,33497.5,34048.2,33497.5,-440.0,-1.30,34648.0,33239.7,3.8,0.01,35624.5,30164.1,-555.8,-1.63,35624.5,30164.1,749.0,2.29,,
XTO,S&P/ASX 100,3814.2,3825.4,3766.1,3778.4,3768.2,3804.8,3757.0,-10.2,-0.27,3825.4,3766.1,-48.2,-1.26,3907.0,3760.5,-20.0,-0.53,4095.8,3455.4,-219.6,-5.51,4095.8,3455.4,-67.8,-1.77,8419.5,8444.3,8313.3,8341.2,8318.8,8444.3,8313.3,-105.1,-1.25,8586.8,8246.0,12.0,0.14,8789.4,7468.5,-129.2,-1.53,8789.4,7468.5,202.8,2.50,,
XJO,S&P/ASX 200,4688.0,4700.3,4624.3,4640.2,4629.2,4673.8,4615.5,-11.0,-0.24,4700.3,4624.3,-63.5,-1.35,4800.6,4622.9,-26.5,-0.57,5001.9,4222.1,-241.4,-4.96,5001.9,4222.1,-56.6,-1.21,34046.2,34135.0,33582.9,33701.3,33621.8,34135.0,33582.9,-456.5,-1.34,34722.4,33366.1,19.2,0.06,35345.6,30045.0,-364.0,-1.07,35345.6,30045.0,972.3,2.98,,
XKO,S&P/ASX 300,4696.4,4708.1,4631.4,4647.7,4637.6,4681.8,4624.1,-10.1,-0.22,4708.1,4631.4,-64.2,-1.37,4805.9,4628.2,-22.1,-0.47,4995.0,4214.7,-230.6,-4.74,4995.0,4214.7,-49.3,-1.05,34036.8,34120.9,33565.4,33686.0,33613.5,34120.9,33565.4,-460.0,-1.35,34692.1,33340.3,46.6,0.14,35236.9,29938.5,-302.0,-0.89,35236.9,29938.5,1008.1,3.09,,
XMD,S&P/ASX Midcap 50,4325.6,4310.8,4239.1,4277.1,4290.9,4313.1,4277.7,13.8,0.32,4325.6,4239.1,-39.4,-0.91,4364.4,4220.1,41.3,0.97,4548.5,3797.0,-170.7,-3.83,4548.5,3797.0,11.0,0.26,9968.5,9934.3,9769.3,9856.8,9888.6,9968.5,9769.3,-86.4,-0.87,10048.9,9704.6,115.9,1.19,10139.9,8628.5,-57.6,-0.58,10139.9,8628.5,405.6,4.28,,
XSO,S&P/ASX Small Ords,2760.0,2754.4,2689.0,2705.0,2713.2,2738.5,2705.7,8.2,0.30,2760.0,2689.0,-64.9,-2.34,2799.5,2684.5,1.5,0.06,2799.5,2229.7,88.0,3.35,2799.5,2229.7,162.5,6.37,6183.3,6170.8,6024.4,6060.3,6078.7,6183.3,6024.4,-144.8,-2.33,6271.4,6012.8,5.1,0.08,6271.4,4946.8,327.1,5.69,6271.4,4946.8,506.6,9.09,,
