Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-06-08T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jun 3,Jun 4,Jun 5,Jun 6,Jun 7,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jun 3,Jun 4,Jun 5,Jun 6,Jun 7,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1569.6,1566.9,1557.1,1536.4,1528.4,1537.0,1521.8,-8.0,-0.52,1569.6,1528.4,-63.0,-3.96,1694.1,1528.4,-123.5,-7.48,1694.1,1364.5,184.6,13.73,1694.1,1196.0,310.3,25.47,11471.9,11452.9,11380.8,11229.4,11170.8,11471.9,11170.8,-451.7,-3.89,12372.8,11170.8,-893.8,-7.41,12372.8,9792.3,1526.5,15.83,12372.8,8394.7,2625.3,30.72,,
XSJ,Consumer Staples,9631.7,9565.0,9493.3,9375.7,9365.2,9408.0,9302.6,-10.5,-0.11,9631.7,9365.2,-310.2,-3.21,10442.8,9365.2,-811.8,-7.98,10661.7,8912.8,490.8,5.53,10661.7,7589.2,1740.0,22.82,75220.8,74699.7,74139.6,73221.6,73139.7,75220.8,73139.7,-2422.0,-3.21,81554.9,73139.7,-6339.5,-7.98,83265.0,68413.1,5021.3,7.37,83265.0,56753.0,16117.0,28.26,,
XEJ,Energy,13079.7,13132.8,12994.2,12786.4,12721.8,12815.2,12669.1,-64.6,-0.51,13132.8,12721.8,-550.9,-4.15,13430.2,12721.8,-357.2,-2.73,13702.8,11998.9,315.8,2.55,13702.8,11554.9,220.4,1.76,90585.4,90953.7,89993.7,88554.2,88106.9,90953.7,88106.9,-3815.7,-4.15,93013.2,88106.9,-2474.0,-2.73,94901.2,83100.5,3280.3,3.87,94901.2,77918.0,3806.8,4.52,,
XFJ,Financials,5330.5,5348.3,5244.4,5194.5,5149.9,5201.0,5149.9,-44.6,-0.86,5348.3,5149.9,-179.8,-3.37,5816.3,5149.9,-584.9,-10.20,5851.4,4767.7,396.2,8.33,5851.4,3979.5,1151.6,28.80,51243.4,51414.3,50416.1,49936.5,49506.9,51414.3,49506.9,-1728.4,-3.37,55686.0,49506.9,-4914.7,-9.03,55686.0,44797.5,4848.4,10.86,55686.0,36115.0,13221.3,36.44,,
XXJ,Financial-x-A-REIT,6176.1,6196.9,6069.5,6000.9,5939.1,6009.9,5939.1,-61.8,-1.03,6196.9,5939.1,-213.6,-3.47,6746.8,5939.1,-722.6,-10.85,6823.1,5485.5,487.2,8.94,6823.1,4514.7,1409.0,31.10,57085.7,57277.9,56100.1,55466.8,54895.6,57277.9,54895.6,-1974.1,-3.47,62001.4,54895.6,-5740.2,-9.47,62087.9,49449.4,5749.2,11.70,62087.9,39399.6,15362.1,38.86,,
XHJ,Health Care,12632.5,12655.7,12603.4,12445.7,12431.5,12506.9,12400.2,-14.2,-0.11,12655.7,12431.5,-446.0,-3.46,13404.4,12431.5,-612.7,-4.70,13404.4,11476.5,798.9,6.87,13404.4,8986.4,3221.0,34.97,78220.9,78364.2,78040.7,77063.9,76975.9,78364.2,76975.9,-2761.7,-3.46,83000.1,76975.9,-3776.5,-4.68,83000.1,70340.0,5678.9,7.97,83000.1,54306.2,21315.5,38.30,,
XNJ,Industrials,3654.7,3651.3,3620.4,3570.1,3534.4,3575.7,3510.9,-35.7,-1.00,3654.7,3534.4,-171.3,-4.62,3909.7,3534.4,-285.0,-7.46,3970.5,3534.4,-17.3,-0.49,3970.5,3159.7,274.9,8.43,29410.3,29383.3,29134.3,28733.3,28482.2,29410.3,28482.2,-1338.7,-4.49,31462.0,28482.2,-2253.4,-7.33,31601.8,28482.2,244.0,0.86,31601.8,24610.7,3251.2,12.89,,
XIJ,Info Technology,699.4,685.5,675.5,666.7,663.7,670.9,653.7,-3.0,-0.45,699.4,663.7,-59.9,-8.28,734.7,663.7,-21.0,-3.07,734.7,611.4,67.1,11.24,734.7,489.2,163.1,32.58,4516.4,4426.3,4362.2,4305.2,4286.1,4516.4,4286.1,-386.7,-8.28,4744.0,4286.1,-135.5,-3.06,4744.0,3884.8,495.4,13.07,4744.0,3052.3,1162.5,37.22,,
XMJ,Materials,9290.9,9372.0,9256.2,9165.0,8945.3,9165.0,8908.8,-219.7,-2.40,9372.0,8945.3,-504.8,-5.34,9749.7,8945.3,-483.3,-5.13,11228.0,8679.5,-1655.6,-15.62,11228.0,8679.5,-697.9,-7.24,62686.6,63234.2,62452.3,61837.2,60355.3,63234.2,60355.3,-3405.6,-5.34,65712.4,60355.3,-3193.5,-5.03,74792.0,58499.9,-10259.3,-14.53,74792.0,58499.9,-2848.8,-4.51,,
XPJ,A-REIT,1035.2,1038.5,1024.7,1024.7,1025.0,1034.2,1019.7,0.3,0.03,1038.5,1024.7,-30.2,-2.86,1135.4,1024.7,-73.2,-6.67,1135.4,960.8,51.2,5.25,1135.4,859.8,155.8,17.92,27276.2,27362.5,26999.8,26998.2,27006.9,27362.5,26998.2,-795.3,-2.86,29914.8,26998.2,-1929.7,-6.67,29914.8,25044.0,1649.1,6.50,29914.8,21416.0,5356.4,24.74,,
XTJ,Telecommunications,1604.2,1608.0,1611.3,1584.3,1594.5,1602.9,1574.6,10.2,0.64,1611.3,1584.3,-38.5,-2.36,1773.8,1584.3,-133.7,-7.74,1773.8,1515.3,98.5,6.58,1773.8,1230.7,347.5,27.87,18260.8,18304.2,18341.3,18034.3,18150.8,18341.3,18034.3,-437.4,-2.35,20191.3,18034.3,-1521.2,-7.73,20191.3,16745.5,1618.4,9.79,20191.3,13108.2,4868.7,36.66,,
XUJ,Utilities,5463.1,5437.5,5374.2,5330.5,5351.2,5378.1,5313.1,20.7,0.39,5463.1,5330.5,-120.2,-2.20,5770.1,5330.5,-276.2,-4.91,5815.8,5233.6,93.3,1.77,5815.8,4783.3,485.7,9.98,54524.1,54268.3,53636.4,53200.2,53406.6,54524.1,53200.2,-1199.8,-2.20,57414.2,53200.2,-2587.9,-4.62,57869.0,51459.2,1708.9,3.31,57869.0,45707.4,7434.7,16.17,,
XMM,Metals & Mining,3067.1,3101.7,3062.1,3030.7,2956.2,3030.7,2945.9,-74.5,-2.46,3101.7,2956.2,-162.6,-5.21,3233.3,2956.2,-160.0,-5.14,3841.7,2856.6,-687.2,-18.86,3841.7,2856.6,-405.6,-12.07,4242.0,4289.9,4235.1,4191.7,4088.6,4289.9,4088.6,-224.9,-5.21,4471.8,4088.6,-221.3,-5.14,5249.3,3950.9,-889.7,-17.87,5249.3,3950.9,-440.1,-9.72,,
XGD,Gold,3052.8,3087.8,2982.7,2830.5,2694.4,2836.9,2627.8,-136.1,-4.81,3087.8,2694.4,-259.0,-8.77,3477.9,2694.4,-628.7,-18.92,5191.8,2694.4,-2204.3,-45.00,6250.3,2694.4,-2575.1,-48.87,3532.7,3573.2,3451.6,3275.4,3118.0,3573.2,3118.0,-299.7,-8.77,4024.5,3118.0,-727.4,-18.92,5987.1,3118.0,-2531.2,-44.81,7201.8,3118.0,-2919.8,-48.36,,
XJR,S&P/ASX 200 Res,3888.1,3924.0,3875.8,3828.8,3755.1,3828.8,3743.1,-73.7,-1.92,3924.0,3755.1,-197.5,-5.00,4053.9,3755.1,-174.2,-4.43,4567.3,3596.0,-555.5,-12.89,4567.3,3596.0,-291.4,-7.20,20131.0,20316.9,20067.2,19823.9,19442.3,20316.9,19442.3,-1022.6,-5.00,20989.2,19442.3,-901.9,-4.43,23355.8,18618.4,-2600.8,-11.80,23355.8,18618.4,-956.5,-4.69,,
,
