Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-06-08T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jun 3,Jun 4,Jun 5,Jun 6,Jun 7,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jun 3,Jun 4,Jun 5,Jun 6,Jun 7,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4873.7,4886.7,4825.2,4771.8,4729.3,4773.6,4724.1,-42.5,-0.89,4886.7,4729.3,-184.7,-3.76,5202.5,4729.3,-393.4,-7.68,5202.5,4712.3,64.7,1.39,5202.5,4056.3,618.1,15.04,38979.4,39082.9,38590.9,38164.9,37827.7,39082.9,37827.7,-1472.5,-3.75,41528.7,37827.7,-2916.9,-7.16,41528.7,37020.3,1185.1,3.23,41528.7,31107.4,6361.6,20.22,,
XAF,All Australian 50,4979.3,4992.1,4920.5,4869.5,4822.2,4873.1,4819.2,-47.3,-0.97,4992.1,4822.2,-187.3,-3.74,5314.5,4822.2,-422.8,-8.06,5314.5,4733.5,124.5,2.65,5314.5,4030.7,762.4,18.78,40832.2,40937.1,40350.5,39932.3,39544.3,40937.1,39544.3,-1535.9,-3.74,43481.5,39544.3,-3161.8,-7.40,43481.5,38052.6,1782.1,4.72,43481.5,31579.5,7781.2,24.50,,
XAT,All Australian 200,4854.5,4867.2,4801.0,4747.7,4704.4,4749.8,4699.3,-43.3,-0.91,4867.2,4704.4,-187.5,-3.83,5188.4,4704.4,-410.2,-8.02,5188.4,4671.7,73.1,1.58,5188.4,4000.1,652.4,16.10,39577.8,39681.2,39141.5,38707.8,38357.3,39681.2,38357.3,-1524.2,-3.82,42210.6,38357.3,-3084.4,-7.44,42210.6,37380.5,1302.9,3.52,42210.6,31213.6,6800.6,21.55,,
XTL,S&P/ASX 20,3050.1,3057.4,3012.0,2980.0,2950.1,2982.4,2950.1,-29.9,-1.00,3057.4,2950.1,-109.2,-3.57,3264.8,2950.1,-272.9,-8.47,3264.8,2885.8,83.5,2.91,3264.8,2429.9,502.7,20.54,49209.6,49328.1,48594.7,48079.1,47596.9,49328.1,47596.9,-1761.9,-3.57,52533.4,47596.9,-3958.7,-7.68,52533.4,45563.7,2337.6,5.16,52533.4,37364.0,9964.0,26.48,,
XFL,S&P/ASX 50,5035.5,5047.3,4975.3,4923.6,4876.2,4927.2,4872.8,-47.4,-0.96,5047.3,4876.2,-186.6,-3.69,5368.0,4876.2,-419.7,-7.92,5368.0,4770.1,143.6,3.03,5368.0,4061.8,788.5,19.29,41232.2,41328.6,40739.0,40316.3,39928.2,41328.6,39928.2,-1527.7,-3.69,43854.8,39928.2,-3129.2,-7.27,43854.8,38295.2,1936.5,5.10,43854.8,31779.1,7986.7,25.00,,
XTO,S&P/ASX 100,4051.2,4061.9,4006.4,3962.9,3926.5,3965.0,3922.4,-36.4,-0.92,4061.9,3926.5,-154.5,-3.79,4323.8,3926.5,-335.8,-7.88,4323.8,3855.7,105.8,2.77,4323.8,3291.2,602.5,18.13,10045.0,10071.3,9933.7,9826.0,9736.4,10071.3,9736.4,-382.0,-3.78,10697.4,9736.4,-763.9,-7.27,10697.4,9380.5,441.7,4.75,10697.4,7807.0,1866.5,23.72,,
XJO,S&P/ASX 200,4888.3,4900.8,4835.2,4781.2,4737.7,4783.3,4732.3,-43.5,-0.91,4900.8,4737.7,-188.9,-3.83,5221.0,4737.7,-406.0,-7.89,5221.0,4690.3,88.8,1.91,5221.0,4013.3,674.0,16.59,39783.5,39885.3,39351.4,38912.0,38561.3,39885.3,38561.3,-1532.4,-3.82,42402.2,38561.3,-3045.9,-7.32,42402.2,37467.1,1426.8,3.84,42402.2,31270.8,6959.4,22.02,,
XKO,S&P/ASX 300,4846.9,4859.4,4795.0,4741.8,4698.7,4743.8,4693.4,-43.1,-0.91,4859.4,4698.7,-186.9,-3.82,5178.7,4698.7,-401.8,-7.88,5178.7,4669.1,72.4,1.57,5178.7,4002.9,643.0,15.85,39317.0,39418.8,38896.4,38465.6,38118.2,39418.8,38118.2,-1511.5,-3.81,41922.4,38118.2,-3008.8,-7.32,41922.4,37184.2,1278.2,3.47,41922.4,31100.2,6668.5,21.20,,
XMD,S&P/ASX MidCap 50,3976.5,3996.9,3963.2,3904.1,3882.7,3904.1,3867.6,-21.4,-0.55,3996.9,3882.7,-189.5,-4.65,4310.8,3882.7,-314.5,-7.49,4310.8,3882.7,19.7,0.51,4310.8,3435.4,308.6,8.63,10181.0,10233.2,10146.9,9995.8,9949.1,10233.2,9949.1,-474.0,-4.55,11026.5,9949.1,-786.9,-7.33,11026.5,9898.6,179.7,1.84,11026.5,8495.1,1163.0,13.24,,
XSO,S&P/ASX Small Ords,2067.4,2071.7,2055.2,2026.1,2010.0,2026.5,2005.2,-16.1,-0.79,2071.7,2010.0,-90.8,-4.32,2253.6,2010.0,-172.2,-7.89,2414.5,2010.0,-270.7,-11.87,2414.5,2010.0,-167.7,-7.70,4993.0,5003.6,4963.6,4894.0,4855.1,5003.6,4855.1,-218.3,-4.30,5440.6,4855.1,-413.1,-7.84,5770.0,4855.1,-589.7,-10.83,5770.0,4798.2,-240.4,-4.72,,
