Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-12-27T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 18,Dec 19,Dec 22,Dec 23,Dec 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 18,Dec 19,Dec 22,Dec 23,Dec 24,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,1954.9,1997.2,2042.0,2015.8,2017.3,2018.5,2009.5,1.5,0.07,2042.0,1954.9,83.0,4.29,2090.7,1926.4,-65.6,-3.15,2290.0,1926.4,-176.3,-8.04,2290.0,1926.4,-152.9,-7.04,4954.6,5062.2,5175.6,5110.3,5114.0,5175.6,4954.6,211.6,4.32,5297.4,4882.3,-163.7,-3.10,5754.2,4882.3,-289.4,-5.36,5754.2,4882.3,-231.7,-4.33,,
XDJ,Consumer Discretionary,1688.1,1720.8,1747.9,1740.1,1741.6,1748.0,1738.3,1.5,0.09,1747.9,1688.1,39.1,2.30,1830.1,1688.1,-65.2,-3.61,1913.4,1688.1,-89.5,-4.89,1913.4,1688.1,-77.4,-4.25,12956.7,13207.4,13415.2,13360.7,13372.4,13415.2,12956.7,305.7,2.34,14033.5,12956.7,-482.6,-3.48,14336.1,12735.0,-224.9,-1.65,14336.1,12735.0,-135.2,-1.00,,
XSJ,Consumer Staples,8858.6,9024.7,9180.4,9107.5,9157.6,9182.2,9072.3,50.1,0.55,9180.4,8858.6,356.4,4.05,9445.9,8793.4,-209.7,-2.24,10424.5,8793.4,-858.4,-8.57,10424.5,8793.4,-829.5,-8.31,73886.2,75271.7,76570.4,75962.1,76379.7,76570.4,73886.2,2972.5,4.05,78731.7,73342.3,-1696.6,-2.17,85101.4,73342.3,-3802.2,-4.74,85101.4,73342.3,-3510.2,-4.39,,
XEJ,Energy,11124.7,11385.6,11852.7,11614.6,11675.4,11725.8,11581.0,60.8,0.52,11852.7,11124.7,903.6,8.39,13147.5,10359.8,-1541.2,-11.66,15327.0,10359.8,-1947.5,-14.30,15327.0,10359.8,-1955.6,-14.35,80839.8,82736.0,86130.4,84400.1,84841.8,86130.4,80839.8,6566.3,8.39,96041.5,75281.7,-11199.7,-11.66,111140.9,75281.7,-10928.2,-11.41,111140.9,75281.7,-10985.2,-11.46,,
XFJ,Financials,6019.1,6172.1,6273.8,6229.5,6252.8,6252.8,6203.8,23.3,0.37,6273.8,6019.1,277.5,4.64,6273.8,5975.3,180.6,2.97,6347.7,5503.9,377.1,6.42,6347.7,5503.9,388.5,6.62,62628.7,64220.2,65278.6,64817.3,65060.6,65278.6,62628.7,2887.7,4.64,65278.6,62172.9,1880.6,2.98,65278.6,54492.0,6890.5,11.85,65278.6,54492.0,7002.7,12.06,,
XXJ,Financial-x-A-REIT,6966.3,7149.7,7260.4,7216.5,7236.9,7236.9,7186.0,20.4,0.28,7260.4,6966.3,343.3,4.98,7260.4,6893.6,152.1,2.15,7434.3,6467.5,255.3,3.66,7434.3,6467.5,282.9,4.07,69615.8,71448.4,72554.8,72115.7,72320.1,72554.8,69615.8,3431.2,4.98,72554.8,68888.9,1521.1,2.15,73263.5,61376.9,6064.0,9.15,73263.5,61376.9,6325.7,9.59,,
XHJ,Health Care,16956.9,17270.1,17626.7,17540.5,17504.3,17591.8,17440.8,-36.2,-0.21,17626.7,16956.9,542.3,3.20,17626.7,16078.6,1362.5,8.44,17626.7,13849.2,3137.0,21.83,17626.7,13849.2,3149.9,21.94,108602.4,110608.0,112891.7,112339.8,112107.7,112891.7,108602.4,3472.9,3.20,112891.7,102976.7,8725.9,8.44,112891.7,86829.4,22060.9,24.50,112891.7,86829.4,22141.5,24.61,,
XNJ,Industrials,4171.8,4310.7,4376.2,4318.5,4340.8,4353.4,4298.1,22.3,0.52,4376.2,4171.8,200.3,4.84,4376.2,4043.1,231.1,5.62,4376.2,3771.2,371.9,9.37,4376.2,3771.2,385.0,9.73,35572.2,36756.0,37315.0,36822.4,37012.8,37315.0,35572.2,1707.7,4.84,37315.0,34458.1,1986.5,5.67,37315.0,31167.8,4211.3,12.84,37315.0,31167.8,4319.6,13.21,,
XIJ,Info Technology,755.6,766.0,785.3,773.5,773.4,778.6,767.3,-0.1,-0.01,785.3,755.6,33.1,4.48,785.3,737.0,13.1,1.73,837.6,702.5,31.9,4.31,837.6,702.5,27.1,3.64,5084.5,5154.5,5283.9,5204.6,5203.9,5283.9,5084.5,222.9,4.47,5283.9,4958.9,92.8,1.82,5555.5,4603.8,344.8,7.10,5555.5,4603.8,313.3,6.41,,
XMJ,Materials,8325.9,8583.5,8808.0,8563.6,8582.1,8614.6,8563.6,18.5,0.22,8808.0,8325.9,420.3,5.15,9017.6,8106.1,-478.4,-5.28,10774.9,8106.1,-1627.6,-15.94,10774.9,8106.1,-1466.4,-14.59,59029.8,60869.8,62461.8,60728.4,60859.3,62461.8,59029.8,2993.1,5.17,64157.3,57471.6,-3298.0,-5.14,73944.4,57471.6,-9182.0,-13.11,73944.4,57471.6,-8076.2,-11.72,,
XPJ,A-REIT,1179.9,1203.9,1230.5,1214.8,1225.6,1226.7,1210.2,10.8,0.89,1230.5,1179.9,33.5,2.81,1230.5,1130.1,89.1,7.84,1230.5,980.1,240.7,24.44,1230.5,980.1,229.9,23.09,33801.6,34488.7,35249.1,34801.1,35110.9,35249.1,33801.6,960.0,2.81,35249.1,32374.9,2553.6,7.84,35249.1,27037.3,7949.8,29.27,35249.1,27037.3,7653.4,27.87,,
XTJ,Telecommunications,2031.4,2057.7,2098.0,2086.0,2067.8,2086.4,2055.9,-18.2,-0.87,2098.0,2031.4,55.9,2.78,2098.0,1972.4,77.0,3.87,2098.0,1741.3,246.2,13.52,2098.0,1741.3,254.6,14.04,25067.9,25395.3,25892.4,25744.9,25519.5,25892.4,25067.9,692.2,2.79,25892.4,24340.0,952.6,3.88,25892.4,20377.3,4202.7,19.72,25892.4,20377.3,4300.1,20.26,,
XUJ,Utilities,5860.5,5949.2,5964.0,5898.0,5898.1,5927.4,5883.7,0.1,0.00,5964.0,5860.5,34.8,0.59,6067.3,5810.8,-8.5,-0.14,6096.4,5357.0,518.6,9.64,6096.4,5357.0,530.8,9.89,63505.0,64466.2,65114.6,64393.4,64395.0,65114.6,63505.0,859.5,1.35,65745.8,62965.7,391.0,0.61,65866.2,55642.3,8519.2,15.25,65866.2,55642.3,8645.6,15.51,,
XMM,Metals & Mining,2515.6,2594.4,2673.2,2580.3,2589.1,2601.2,2580.3,8.8,0.34,2673.2,2515.6,136.6,5.57,2823.5,2442.0,-255.1,-8.97,3522.5,2442.0,-750.2,-22.47,3522.5,2442.0,-681.6,-20.84,3644.1,3758.3,3872.4,3737.8,3750.6,3872.4,3644.1,197.9,5.57,4119.9,3537.4,-369.3,-8.96,4948.8,3537.4,-940.0,-20.04,4948.8,3537.4,-843.6,-18.36,,
XGD,Gold,1955.8,1971.7,2055.7,1967.9,1931.9,1967.9,1931.9,-36.0,-1.83,2055.7,1931.9,54.7,2.91,2055.7,1701.7,24.1,1.26,2679.6,1665.3,33.5,1.77,2679.6,1665.3,90.8,4.93,2280.4,2299.0,2397.0,2294.6,2252.5,2397.0,2252.5,63.7,2.91,2397.0,1984.2,28.1,1.26,3119.4,1941.8,44.1,2.00,3119.4,1941.8,110.7,5.17,,
XJR,S&P/ASX 200 Res,3234.1,3328.3,3440.0,3336.5,3350.2,3365.3,3336.5,13.7,0.41,3440.0,3234.1,203.8,6.48,3686.6,3107.3,-361.4,-9.74,4376.0,3107.3,-836.1,-19.97,4376.0,3107.3,-776.3,-18.81,17556.2,18067.7,18674.0,18112.1,18186.4,18674.0,17556.2,1106.3,6.48,20148.0,16867.8,-1961.5,-9.74,23407.3,16867.8,-3826.0,-17.38,23407.3,16867.8,-3511.2,-16.18,,
,
