Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-09-01T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 27,Aug 28,Aug 29,Aug 30,Aug 31,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 27,Aug 28,Aug 29,Aug 30,Aug 31,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1270.4,1277.7,1275.5,1265.8,1261.4,1270.1,1256.7,-4.4,-0.35,1277.7,1261.4,-2.6,-0.20,1283.6,1247.2,-1.7,-0.13,1313.3,1179.0,88.7,7.56,1313.3,1144.4,52.8,4.37,8962.8,9020.4,9004.4,8978.1,8951.7,9020.4,8951.7,40.5,0.45,9044.9,8754.0,86.4,0.97,9212.9,8076.6,918.2,11.43,9212.9,7760.5,807.1,9.91,,
XSJ,Consumer Staples,8432.2,8487.6,8533.9,8497.4,8580.5,8595.3,8497.4,83.1,0.98,8580.5,8432.2,123.6,1.46,8580.5,8098.1,360.0,4.38,8580.5,7241.1,1247.4,17.01,8580.5,7241.1,1183.9,16.01,64024.4,64476.7,64828.7,64551.3,65182.2,65182.2,64024.4,1059.9,1.65,65182.2,60673.7,3591.1,5.83,65182.2,52987.4,11521.3,21.47,65182.2,52693.1,11635.8,21.73,,
XEJ,Energy,12684.6,12640.2,12645.8,12429.9,12531.9,12557.9,12415.9,102.0,0.82,12684.6,12429.9,-213.0,-1.67,13140.8,12187.7,298.1,2.44,14705.5,11554.9,-211.3,-1.66,14705.5,11554.9,-909.4,-6.77,86171.9,86199.9,86238.2,84766.0,85461.5,86238.2,84766.0,-650.2,-0.76,88611.6,82184.9,2965.8,3.60,98057.5,77918.0,488.6,0.57,98057.5,77383.0,-4114.1,-4.59,,
XFJ,Financials,4463.8,4486.6,4490.9,4479.9,4487.8,4498.1,4472.5,7.9,0.18,4490.9,4463.8,9.5,0.21,4511.5,4389.8,63.8,1.44,4511.5,3913.1,581.9,14.90,4511.5,3596.7,555.9,14.14,41092.6,41302.7,41342.4,41264.1,41337.4,41342.4,41092.6,151.5,0.37,41436.2,39951.2,1075.6,2.67,41436.2,34730.9,6886.5,19.99,41436.2,31086.1,7400.8,21.81,,
XXJ,Financial-x-A-REIT,5121.9,5151.0,5147.8,5134.0,5152.1,5165.2,5124.4,18.1,0.35,5152.1,5121.9,12.6,0.25,5178.3,5011.4,100.5,1.99,5178.3,4433.9,646.7,14.35,5178.3,4119.7,629.0,13.91,45208.2,45465.3,45437.5,45346.3,45506.1,45506.1,45208.2,195.3,0.43,45580.1,43735.7,1419.4,3.22,45580.1,38178.9,7396.1,19.41,45580.1,34142.5,8081.9,21.60,,
XHJ,Health Care,9899.2,10054.6,10104.6,10238.9,10245.2,10359.7,10186.6,6.3,0.06,10245.2,9899.2,370.7,3.75,10245.2,9250.0,590.0,6.11,10245.2,7756.1,2257.6,28.26,10245.2,7082.8,2613.8,34.25,59961.2,60902.4,61205.3,62018.8,62057.3,62057.3,59961.2,2284.9,3.82,62057.3,55899.1,3709.2,6.36,62057.3,46279.9,14395.7,30.20,62057.3,41891.0,16921.4,37.49,,
XNJ,Industrials,3406.3,3427.5,3437.6,3365.7,3318.2,3375.5,3316.4,-47.5,-1.41,3437.6,3318.2,-83.2,-2.45,3437.6,3176.5,69.8,2.15,3815.2,3159.7,-19.6,-0.59,3815.2,3031.9,-1.5,-0.04,26568.6,26742.0,26820.8,26260.2,25893.3,26820.8,25893.3,-637.0,-2.40,26820.8,24741.8,591.1,2.34,29446.6,24610.7,393.0,1.54,29446.6,22990.4,919.3,3.68,,
XIJ,Info Technology,572.2,575.3,581.1,579.6,570.6,579.6,570.6,-9.0,-1.55,581.1,570.6,3.4,0.60,581.1,512.1,54.7,10.61,581.1,482.8,72.1,14.46,581.1,462.0,66.0,13.09,3608.8,3628.1,3664.8,3655.2,3598.3,3664.8,3598.3,21.3,0.59,3664.8,3195.2,379.3,11.78,3664.8,2950.6,551.6,18.10,3664.8,2823.8,540.2,17.66,,
XMJ,Materials,9732.8,9694.6,9573.7,9304.0,9258.2,9321.3,9225.9,-45.8,-0.49,9732.8,9258.2,-458.2,-4.72,9856.5,9201.3,-130.1,-1.39,11833.2,8986.0,-1234.4,-11.76,12201.1,8986.0,-3101.1,-25.09,63936.5,63758.6,62963.3,61189.8,60907.9,63936.5,60907.9,-2920.5,-4.58,64748.7,60353.5,-671.9,-1.09,76582.8,58941.4,-6998.9,-10.31,78755.4,58941.4,-18325.3,-23.13,,
XPJ,A-REIT,911.9,913.9,922.2,921.0,914.4,921.7,912.9,-6.6,-0.72,922.2,911.9,0.4,0.04,927.8,910.8,-11.8,-1.28,927.8,785.8,136.9,17.60,927.8,741.7,120.8,15.23,23360.4,23411.1,23623.2,23592.1,23423.9,23623.2,23360.4,10.2,0.04,23668.7,23111.3,-19.8,-0.08,23668.7,19271.5,4355.8,22.84,23668.7,17847.3,4329.5,22.67,,
XTJ,Telecommunications,1280.2,1290.7,1310.1,1319.1,1319.7,1325.6,1315.9,0.6,0.05,1319.7,1280.2,39.0,3.04,1393.2,1272.2,-49.1,-3.58,1393.2,1101.4,184.2,16.22,1393.2,1018.7,278.1,26.70,14131.1,14246.4,14460.6,14559.9,14566.8,14566.8,14131.1,430.2,3.04,14842.3,13641.6,-12.2,-0.08,14842.3,11476.1,2947.4,25.37,14842.3,10418.3,3914.3,36.75,,
XUJ,Utilities,4996.7,5080.8,5066.7,5038.1,5054.5,5065.9,5029.3,16.4,0.33,5080.8,4996.7,42.4,0.85,5115.6,4929.8,-65.0,-1.27,5119.5,4527.2,510.1,11.23,5119.5,4178.3,649.9,14.76,47746.6,48550.8,48415.6,48729.4,48887.7,48887.7,47746.6,994.0,2.08,48920.0,47107.3,-32.3,-0.07,48920.0,42294.1,6705.2,15.90,48920.0,38220.0,8687.8,21.61,,
XMM,Metals & Mining,3360.7,3344.8,3299.9,3195.4,3175.2,3199.7,3165.4,-20.2,-0.63,3360.7,3175.2,-181.9,-5.42,3406.2,3154.9,-43.7,-1.36,4252.2,3071.9,-546.5,-14.68,4427.9,3071.9,-1308.9,-29.19,4534.5,4513.1,4452.5,4311.7,4286.0,4534.5,4286.0,-243.7,-5.38,4596.0,4250.2,-50.4,-1.16,5661.9,4138.3,-669.4,-13.51,5888.3,4138.3,-1632.7,-27.59,,
XGD,Gold,5618.3,5505.7,5465.5,5229.5,5147.1,5229.5,5100.3,-82.4,-1.58,5618.3,5147.1,-470.3,-8.37,5618.3,4863.6,216.0,4.38,7178.9,4550.0,-886.9,-14.70,7931.9,4550.0,-2527.5,-32.93,6439.7,6310.6,6264.5,5995.7,5901.2,6439.7,5901.2,-537.1,-8.34,6439.7,5574.4,249.5,4.42,8202.2,5214.8,-992.6,-14.40,9025.2,5214.8,-2830.0,-32.41,,
XJR,S&P/ASX 200 Res,4063.2,4047.1,4008.5,3897.8,3888.7,3909.6,3872.5,-9.1,-0.23,4063.2,3888.7,-176.2,-4.34,4121.0,3844.1,-12.6,-0.32,4925.8,3728.7,-480.6,-11.00,5015.1,3728.7,-1215.3,-23.81,20548.5,20488.5,20293.5,19732.8,19692.1,20548.5,19692.1,-834.9,-4.07,20810.2,19378.5,25.3,0.13,24542.0,18796.9,-2077.0,-9.54,24962.6,18796.9,-5557.7,-22.01,,
,
