Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-09-01T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 27,Aug 28,Aug 29,Aug 30,Aug 31,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 27,Aug 28,Aug 29,Aug 30,Aug 31,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4372.9,4387.0,4381.5,4340.2,4339.0,4351.0,4327.8,-1.2,-0.03,4387.0,4339.0,-37.5,-0.86,4411.8,4243.0,49.6,1.16,4504.8,4033.4,228.0,5.55,4504.8,3927.6,17.5,0.40,33818.0,33945.1,33902.8,33602.4,33600.1,33945.1,33600.1,-211.4,-0.63,34067.7,32546.2,698.7,2.12,34266.8,30869.4,2766.7,8.97,34266.8,29204.1,1628.4,5.09,,
XAF,All Australian 50,4373.2,4390.7,4390.0,4356.5,4362.4,4371.4,4348.1,5.9,0.14,4390.7,4356.5,-20.4,-0.47,4418.0,4268.1,48.5,1.12,4418.0,3983.7,313.3,7.74,4418.0,3853.0,157.2,3.74,34606.6,34764.8,34759.5,34510.8,34560.4,34764.8,34510.8,-85.8,-0.25,34905.6,33439.3,761.7,2.25,34905.6,31167.4,3596.6,11.62,34905.6,29181.9,2865.5,9.04,,
XAT,All Australian 200,4328.3,4344.0,4341.0,4299.9,4300.2,4312.9,4289.8,0.3,0.01,4344.0,4299.9,-33.8,-0.78,4368.8,4206.8,44.8,1.05,4426.4,3973.9,249.5,6.16,4426.4,3855.4,59.5,1.40,34085.9,34230.3,34206.6,33903.9,33909.3,34230.3,33903.9,-189.4,-0.56,34353.4,32832.6,697.4,2.10,34353.4,30947.5,3034.1,9.83,34353.4,29116.8,2040.7,6.40,,
XTL,S&P/ASX 20,2656.8,2667.6,2668.1,2645.9,2652.1,2657.7,2640.3,6.2,0.23,2668.1,2645.9,-11.4,-0.43,2685.2,2592.0,34.3,1.31,2685.2,2396.0,202.4,8.26,2685.2,2334.2,106.1,4.17,41321.1,41504.6,41512.0,41166.2,41263.4,41512.0,41166.2,-122.7,-0.30,41687.9,39856.2,1010.2,2.51,41687.9,36842.5,4518.4,12.30,41687.9,34671.5,3648.0,9.70,,
XFL,S&P/ASX 50,4409.6,4427.0,4426.2,4392.6,4398.5,4407.9,4384.3,5.9,0.13,4427.0,4392.6,-20.6,-0.47,4454.0,4303.9,48.5,1.12,4454.0,4010.1,322.0,7.90,4454.0,3876.7,174.8,4.14,34849.0,35007.0,35000.7,34751.1,34801.0,35007.0,34751.1,-87.1,-0.25,35144.4,33677.7,762.2,2.24,35144.4,31334.8,3665.6,11.77,35144.4,29332.3,2996.6,9.42,,
XTO,S&P/ASX 100,3561.4,3575.8,3574.7,3544.1,3545.6,3555.7,3537.4,1.5,0.04,3575.8,3544.1,-21.2,-0.59,3595.8,3471.8,34.9,1.00,3618.2,3260.5,228.9,6.90,3618.2,3155.5,92.4,2.68,8528.1,8567.6,8564.9,8497.3,8501.4,8567.6,8497.3,-31.4,-0.37,8597.4,8236.9,172.4,2.07,8597.4,7719.3,819.8,10.67,8597.4,7240.1,617.0,7.83,,
XJO,S&P/ASX 200,4343.7,4359.4,4356.4,4315.7,4316.1,4328.8,4305.9,0.4,0.01,4359.4,4315.7,-32.9,-0.76,4383.7,4221.5,46.9,1.10,4435.9,3985.0,259.5,6.40,4435.9,3863.9,73.2,1.73,34154.1,34297.6,34274.5,33975.1,33981.8,34297.6,33975.1,-181.6,-0.53,34417.4,32899.2,711.4,2.14,34417.4,30989.0,3102.6,10.05,34417.4,29145.7,2135.5,6.71,,
XKO,S&P/ASX 300,4332.2,4346.9,4343.5,4301.9,4301.9,4314.2,4291.2,0.0,0.00,4346.9,4301.9,-35.2,-0.81,4371.8,4207.4,47.2,1.11,4432.4,3977.4,249.6,6.16,4432.4,3860.9,53.7,1.26,33961.7,34097.1,34070.7,33765.6,33769.0,34097.1,33765.6,-199.3,-0.59,34221.8,32695.1,706.5,2.14,34221.8,30841.3,3002.4,9.76,34221.8,29050.7,1961.6,6.17,,
XMD,S&P/ASX MidCap 50,3614.5,3631.9,3626.2,3565.2,3537.2,3570.4,3535.2,-28.0,-0.79,3631.9,3537.2,-62.2,-1.73,3652.3,3486.5,-2.6,-0.07,3950.9,3435.4,-41.7,-1.17,3950.9,3408.2,-337.9,-8.72,8985.3,9034.8,9020.7,8889.1,8819.3,9034.8,8819.3,-125.8,-1.41,9059.8,8635.3,52.0,0.59,9693.0,8495.1,157.1,1.81,9693.0,8186.5,-423.4,-4.58,,
XSO,S&P/ASX Small Ords,2250.0,2240.8,2227.4,2179.8,2169.1,2179.8,2158.1,-10.7,-0.49,2250.0,2169.1,-73.5,-3.28,2262.3,2091.2,52.7,2.49,2526.6,2044.8,-40.3,-1.82,2526.6,2044.8,-306.2,-12.37,5296.1,5278.0,5246.5,5135.4,5112.5,5296.1,5112.5,-163.2,-3.09,5317.6,4907.8,146.4,2.95,5892.6,4798.2,3.6,0.07,5892.6,4798.2,-550.2,-9.72,,
