Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-07-23T23:15:12+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 18,Jul 19,Jul 20,Jul 21,Jul 22,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 18,Jul 19,Jul 20,Jul 21,Jul 22,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1268.5,1280.9,1309.4,1307.1,1315.4,1318.2,1304.5,8.3,0.63,1315.4,1268.5,31.4,2.44,1383.7,1268.5,-40.6,-2.99,1557.8,1268.5,-185.4,-12.35,1572.1,1268.5,-190.3,-12.64,8448.5,8531.2,8721.0,8705.9,8760.8,8760.8,8448.5,208.8,2.44,9215.8,8448.5,-266.8,-2.96,10210.5,8448.5,-1021.5,-10.44,10246.9,8448.5,-865.4,-8.99,,
XSJ,Consumer Staples,7662.0,7653.7,7773.9,7771.0,7838.2,7852.9,7771.0,67.2,0.86,7838.2,7653.7,151.9,1.98,7909.0,7653.7,62.0,0.80,8013.9,7490.6,123.7,1.60,8415.1,7451.1,471.0,6.39,54619.0,54559.4,55416.5,55395.5,55874.7,55874.7,54559.4,1082.6,1.98,56379.4,54559.4,458.8,0.83,56701.2,52783.5,2076.8,3.86,58402.4,50826.8,5620.0,11.18,,
XEJ,Energy,14494.0,14634.9,14894.4,14925.5,15050.6,15120.8,14925.5,125.1,0.84,15050.6,14494.0,385.6,2.63,15138.0,14381.0,92.8,0.62,17736.5,14381.0,-1063.8,-6.60,17736.5,14381.0,308.5,2.09,95455.1,96383.2,98092.4,98296.9,99120.7,99120.7,95455.1,2539.3,2.63,99696.3,94710.8,611.2,0.62,116809.6,94710.8,-5972.5,-5.68,116809.6,93534.9,4103.3,4.32,,
XFJ,Financials,4066.0,4047.2,4130.4,4140.5,4214.5,4230.0,4140.5,74.0,1.79,4214.5,4047.2,151.0,3.72,4310.2,4047.2,-7.7,-0.18,4666.6,4047.2,-147.3,-3.38,4666.6,4047.2,-128.4,-2.96,34601.9,34441.9,35150.7,35236.5,35865.7,35865.7,34441.9,1284.9,3.72,36678.8,34441.9,27.0,0.08,38822.8,34441.9,-198.0,-0.55,38822.8,33566.7,1034.7,2.97,,
XXJ,Financial-x-A-REIT,4684.4,4671.8,4769.3,4791.6,4889.0,4912.9,4791.6,97.4,2.03,4889.0,4671.8,208.3,4.45,4988.8,4671.8,27.2,0.56,5430.9,4671.8,-174.8,-3.45,5430.9,4671.8,-119.1,-2.38,38215.4,38112.0,38907.5,39089.4,39884.3,39884.3,38112.0,1699.2,4.45,40698.6,38112.0,223.1,0.56,43285.0,38112.0,-256.5,-0.64,43285.0,36843.2,1386.3,3.60,,
XHJ,Health Care,8485.0,8516.7,8599.9,8622.2,8627.8,8648.0,8577.0,5.6,0.06,8627.8,8485.0,235.1,2.80,8627.8,8067.6,300.7,3.61,9186.8,8067.6,-305.4,-3.42,9186.8,7893.1,472.9,5.80,49775.6,49961.5,50449.5,50580.7,50613.1,50613.1,49775.6,1379.0,2.80,50613.1,47326.8,1763.9,3.61,53892.5,47326.8,-1208.1,-2.33,53892.5,45054.7,4064.5,8.73,,
XNJ,Industrials,3492.6,3475.8,3549.0,3540.7,3617.2,3624.9,3540.7,76.5,2.16,3617.2,3475.8,108.2,3.08,3617.2,3410.4,78.4,2.22,3870.5,3410.4,-119.3,-3.19,3870.5,3359.0,229.9,6.79,26185.8,26059.8,26608.2,26546.6,27120.0,27120.0,26059.8,811.7,3.09,27120.0,25569.6,747.2,2.83,28566.6,25569.6,-440.2,-1.60,28566.6,24341.5,2580.1,10.51,,
XIJ,Info Technology,527.7,522.9,538.5,531.7,539.6,540.1,531.7,7.9,1.49,539.6,522.9,10.4,1.96,572.3,522.9,-25.8,-4.57,666.6,522.9,-105.1,-16.30,666.6,522.9,-77.3,-12.53,3160.6,3131.8,3225.3,3184.4,3232.2,3232.2,3131.8,62.3,1.97,3427.9,3131.8,-154.5,-4.56,3919.5,3131.8,-558.8,-14.74,3919.5,3131.8,-337.2,-9.45,,
XMJ,Materials,13442.5,13428.2,13669.1,13696.5,13723.8,13771.7,13674.0,27.3,0.20,13723.8,13428.2,314.2,2.34,13806.7,12899.2,631.4,4.82,15046.2,12740.1,-356.8,-2.53,15046.2,11577.2,1778.2,14.89,85946.1,85855.1,87395.0,87570.1,87744.6,87744.6,85855.1,2008.5,2.34,88274.8,82472.7,4037.0,4.82,96133.1,81455.6,-1466.7,-1.64,96133.1,72640.3,12894.5,17.23,,
XPJ,A-REIT,814.2,802.5,817.8,810.3,814.3,814.3,807.7,4.0,0.49,817.8,802.5,-0.2,-0.02,852.2,802.5,-33.5,-3.95,887.0,802.5,-25.5,-3.04,908.7,802.5,-52.9,-6.10,19314.8,19036.9,19399.7,19223.1,19316.8,19399.7,19036.9,-4.2,-0.02,20209.8,19036.9,-488.5,-2.47,20646.7,19036.9,-37.2,-0.19,20646.7,18829.1,-104.3,-0.54,,
XTJ,Telecommunications,1032.1,1042.7,1049.7,1050.8,1051.7,1055.4,1048.1,0.9,0.09,1051.7,1032.1,26.2,2.55,1051.7,990.5,13.8,1.33,1052.8,891.0,92.1,9.60,1126.6,891.0,-33.5,-3.09,10093.3,10197.0,10266.0,10276.0,10285.5,10285.5,10093.3,256.1,2.55,10285.5,9686.6,135.2,1.33,10295.5,8708.4,1311.0,14.61,10295.5,8339.6,623.1,6.45,,
XUJ,Utilities,4340.0,4348.3,4375.3,4368.7,4388.5,4399.8,4368.7,19.8,0.45,4388.5,4340.0,58.7,1.36,4407.0,4211.4,31.2,0.72,4452.1,3990.1,-24.9,-0.56,4614.3,3990.1,162.0,3.83,39106.0,39180.7,39423.7,39364.3,39542.9,39542.9,39106.0,529.1,1.36,39709.6,37946.6,763.2,1.97,39709.6,35021.3,1085.7,2.82,39709.6,35021.3,3868.9,10.85,,
XMM,Metals & Mining,4884.6,4879.4,4964.1,4977.9,4984.3,5000.9,4964.3,6.4,0.13,4984.3,4879.4,115.7,2.38,5005.4,4655.6,247.7,5.23,5491.6,4602.3,-161.4,-3.14,5491.6,4131.2,734.0,17.27,6436.0,6429.1,6540.7,6558.9,6567.4,6567.4,6429.1,152.5,2.38,6595.2,6134.3,326.4,5.23,7235.3,6064.0,-156.8,-2.33,7235.3,5350.9,1068.5,19.43,,
XGD,Gold,7772.0,7839.7,7864.5,7845.6,7811.3,7865.6,7776.0,-34.3,-0.44,7864.5,7772.0,102.1,1.32,7864.5,6946.7,622.2,8.66,8435.7,6946.7,-287.8,-3.55,8435.7,6048.9,1624.4,26.26,8841.4,8918.5,8946.7,8925.1,8886.2,8946.7,8841.4,116.2,1.32,8946.7,7902.5,707.9,8.66,9595.8,7902.5,-306.7,-3.34,9595.8,6838.7,1891.6,27.04,,
XJR,S&P/ASX 200 Res,5557.4,5563.1,5659.9,5673.4,5688.0,5706.9,5667.7,14.6,0.26,5688.0,5557.4,127.8,2.30,5721.3,5359.0,224.4,4.11,6355.0,5314.8,-220.8,-3.74,6355.0,4905.0,643.3,12.75,27381.2,27409.3,27886.4,27952.7,28024.8,28024.8,27381.2,629.6,2.30,28188.6,26403.7,1105.5,4.11,31311.1,26185.8,-835.4,-2.89,31311.1,23747.5,3646.9,14.96,,
,
