Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-10-27T23:15:09+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 22,Oct 23,Oct 24,Oct 25,Oct 26,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 22,Oct 23,Oct 24,Oct 25,Oct 26,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4564.6,4568.0,4530.6,4533.5,4496.3,4547.6,4495.0,-37.2,-0.82,4568.0,4496.3,-97.2,-2.12,4593.5,4402.8,113.8,2.60,4593.5,4033.4,385.3,9.37,4593.5,4033.4,84.9,1.92,35557.0,35585.6,35294.3,35317.0,35027.0,35585.6,35027.0,-753.9,-2.11,35780.9,34126.0,901.0,2.64,35780.9,30869.4,4193.6,13.60,35780.9,30374.1,2207.0,6.72,,
XAF,All Australian 50,4576.4,4579.2,4544.8,4551.7,4517.2,4568.5,4516.7,-34.5,-0.76,4579.2,4517.2,-91.9,-1.99,4609.1,4427.5,114.1,2.59,4609.1,3983.7,468.1,11.56,4609.1,3962.7,189.1,4.37,36437.4,36462.3,36188.4,36243.4,35969.0,36462.3,35969.0,-728.7,-1.99,36697.7,35057.4,911.6,2.60,36697.7,31167.4,5005.2,16.16,36697.7,30261.5,3186.1,9.72,,
XAT,All Australian 200,4522.8,4524.8,4487.9,4492.5,4454.8,4508.6,4454.5,-37.7,-0.84,4524.8,4454.8,-97.3,-2.14,4552.1,4365.9,112.2,2.58,4552.1,3973.9,404.1,9.98,4552.1,3973.9,102.7,2.36,35858.5,35876.6,35583.9,35620.8,35321.6,35876.6,35321.6,-768.0,-2.13,36089.5,34423.7,897.8,2.61,36089.5,30947.5,4446.4,14.40,36089.5,30286.3,2444.1,7.43,,
XTL,S&P/ASX 20,2780.5,2784.0,2763.9,2766.2,2746.3,2778.0,2745.9,-19.9,-0.72,2784.0,2746.3,-55.3,-1.97,2802.2,2693.6,68.8,2.57,2802.2,2396.0,296.6,12.11,2802.2,2390.0,116.1,4.41,43481.0,43534.7,43220.1,43256.5,42945.0,43534.7,42945.0,-864.9,-1.97,43819.6,41870.2,1074.8,2.57,43819.6,36842.5,6200.0,16.87,43819.6,35849.6,3876.4,9.92,,
XFL,S&P/ASX 50,4612.8,4615.4,4580.5,4587.5,4552.3,4603.8,4551.8,-35.2,-0.77,4615.4,4552.3,-93.9,-2.02,4646.2,4463.5,112.7,2.54,4646.2,4010.1,475.8,11.67,4646.2,3986.5,201.5,4.63,36679.2,36703.0,36425.2,36480.7,36200.7,36703.0,36200.7,-744.1,-2.01,36944.8,35301.8,898.9,2.55,36944.8,31334.8,5065.4,16.27,36944.8,30412.0,3278.3,9.96,,
XTO,S&P/ASX 100,3726.0,3727.2,3697.9,3703.1,3672.5,3715.8,3672.2,-30.6,-0.83,3727.2,3672.5,-78.7,-2.10,3751.2,3597.6,94.7,2.65,3751.2,3260.5,355.8,10.73,3751.2,3248.9,122.2,3.44,8979.4,8983.0,8912.4,8924.8,8851.2,8983.0,8851.2,-189.0,-2.09,9040.3,8621.9,229.4,2.66,9040.3,7719.3,1169.6,15.23,9040.3,7511.6,703.0,8.63,,
XJO,S&P/ASX 200,4541.0,4543.1,4505.8,4510.5,4472.4,4526.0,4472.1,-38.1,-0.84,4543.1,4472.4,-98.7,-2.16,4571.1,4384.2,110.8,2.54,4571.1,3985.0,415.8,10.25,4571.1,3984.3,119.1,2.74,35946.8,35965.7,35670.8,35707.9,35406.1,35965.7,35406.1,-777.7,-2.15,36183.8,34521.2,884.9,2.56,36183.8,30989.0,4527.0,14.66,36183.8,30273.2,2559.4,7.79,,
XKO,S&P/ASX 300,4525.2,4527.3,4490.2,4494.5,4456.4,4509.3,4455.7,-38.1,-0.85,4527.3,4456.4,-98.5,-2.16,4554.9,4369.3,109.2,2.51,4554.9,3977.4,404.1,9.97,4554.9,3977.4,107.3,2.47,35716.1,35735.6,35442.2,35476.7,35175.6,35735.6,35175.6,-773.7,-2.15,35949.4,34304.6,871.1,2.54,35949.4,30841.3,4409.1,14.33,35949.4,30193.7,2440.8,7.46,,
XMD,S&P/ASX MidCap 50,3784.7,3778.1,3739.0,3740.1,3690.8,3750.1,3689.7,-49.3,-1.32,3784.7,3690.8,-104.5,-2.75,3795.3,3586.8,129.0,3.62,3950.9,3435.4,111.9,3.13,3950.9,3435.4,-236.1,-6.01,9490.8,9474.2,9376.2,9378.9,9255.4,9490.8,9255.4,-262.0,-2.75,9517.4,8927.1,328.2,3.68,9693.0,8495.1,593.2,6.85,9693.0,8495.1,-180.2,-1.91,,
XSO,S&P/ASX Small Ords,2309.3,2314.3,2286.1,2277.5,2251.9,2281.6,2250.1,-25.6,-1.12,2314.3,2251.9,-66.9,-2.89,2318.8,2229.4,22.7,1.02,2526.6,2044.8,42.5,1.93,2526.6,2044.8,-182.7,-7.51,5496.9,5508.9,5441.8,5421.3,5360.3,5508.9,5360.3,-157.4,-2.85,5517.7,5297.5,62.8,1.19,5892.6,4798.2,251.4,4.92,5892.6,4798.2,-244.8,-4.37,,
XDJ,Consumer Discretionary,1292.7,1296.2,1281.1,1277.6,1261.6,1278.2,1261.4,-16.0,-1.25,1296.2,1261.6,-37.3,-2.87,1298.9,1241.2,16.5,1.33,1313.3,1179.0,88.9,7.58,1313.3,1165.7,-23.4,-1.82,9263.3,9288.1,9180.0,9155.0,9040.5,9288.1,9040.5,-267.2,-2.87,9307.8,8884.5,128.0,1.44,9307.8,8076.6,1007.0,12.53,9307.8,7985.3,250.7,2.85,,
XSJ,Consumer Staples,8663.0,8623.2,8600.2,8614.2,8570.8,8630.0,8550.5,-43.4,-0.50,8663.0,8570.8,-97.6,-1.13,8668.4,8427.6,29.0,0.34,8800.7,7241.1,1237.7,16.88,8800.7,7241.1,950.5,12.47,66394.0,66089.4,65913.2,66020.6,65687.8,66394.0,65687.8,-747.9,-1.13,66435.7,64590.2,222.1,0.34,66855.0,52987.4,12026.8,22.41,66855.0,52987.4,10003.8,17.97,,
XEJ,Energy,12977.5,12888.1,12677.8,12658.0,12500.8,12740.5,12478.3,-157.2,-1.24,12977.5,12500.8,-563.2,-4.31,13064.0,12376.6,156.0,1.26,14705.5,11554.9,-242.4,-1.90,14705.5,11554.9,-1558.6,-11.09,88734.6,88123.4,86685.4,86549.8,85475.0,88734.6,85475.0,-3851.0,-4.31,89326.0,84408.2,1066.7,1.26,98057.5,77918.0,502.0,0.59,98057.5,77918.0,-8274.5,-8.83,,
XFJ,Financials,4667.6,4681.4,4658.2,4669.0,4636.3,4686.9,4636.3,-32.7,-0.70,4681.4,4636.3,-53.9,-1.15,4721.5,4519.6,138.1,3.07,4721.5,3913.1,730.4,18.70,4721.5,3727.3,445.2,10.62,43051.8,43186.2,42972.3,43071.7,42770.8,43186.2,42770.8,-490.0,-1.13,43548.8,41489.3,1281.5,3.09,43548.8,34730.9,8319.9,24.15,43548.8,32787.7,6530.1,18.02,,
XXJ,Financial-x-A-REIT,5343.9,5354.2,5332.5,5330.8,5296.3,5356.6,5296.3,-34.5,-0.65,5354.2,5296.3,-78.5,-1.46,5420.3,5177.9,149.3,2.90,5420.3,4433.9,790.9,17.55,5420.3,4253.3,417.2,8.55,47277.3,47368.6,47176.4,47161.2,46856.1,47368.6,46856.1,-694.9,-1.46,47953.4,45535.2,1320.9,2.90,47953.4,38178.9,8746.1,22.95,47953.4,35976.2,6420.2,15.88,,
XHJ,Health Care,10594.1,10553.9,10514.9,10573.9,10475.4,10595.4,10445.6,-98.5,-0.93,10594.1,10475.4,-263.8,-2.46,10827.7,10431.9,157.3,1.52,10827.7,7756.1,2487.8,31.15,10827.7,7551.3,2757.8,35.73,64913.2,64667.1,64427.9,64789.3,64185.6,64913.2,64185.6,-1616.9,-2.46,66344.3,63222.3,963.3,1.52,66344.3,46279.9,16524.0,34.67,66344.3,45034.8,18158.7,39.45,,
XNJ,Industrials,3449.3,3437.3,3398.7,3405.6,3389.3,3415.9,3389.3,-16.3,-0.48,3449.3,3389.3,-71.0,-2.05,3460.3,3283.0,113.7,3.47,3815.2,3159.7,51.5,1.54,3815.2,3159.7,-11.3,-0.33,27241.0,27146.3,26841.7,26896.4,26767.1,27241.0,26767.1,-560.6,-2.05,27327.7,25859.3,907.8,3.51,29446.6,24610.7,1266.9,4.97,29446.6,24610.7,970.0,3.76,,
XIJ,Info Technology,608.6,589.2,584.2,586.6,576.1,586.6,574.0,-10.5,-1.79,608.6,576.1,-34.4,-5.63,610.5,575.5,-4.2,-0.72,610.5,482.8,77.6,15.56,610.5,474.0,80.8,16.31,3867.0,3743.7,3711.7,3726.7,3660.0,3867.0,3660.0,-218.5,-5.63,3878.4,3656.3,-20.7,-0.56,3878.4,2950.6,613.3,20.13,3878.4,2896.6,632.8,20.90,,
XMJ,Materials,10362.9,10380.8,10239.6,10203.6,10060.7,10262.6,10049.1,-142.9,-1.40,10380.8,10060.7,-425.8,-4.06,10486.5,9886.4,278.5,2.85,11833.2,8986.0,-431.9,-4.12,11989.3,8986.0,-1887.7,-15.80,68901.2,69020.5,68081.6,67842.3,66891.7,69020.5,66891.7,-2821.9,-4.05,69713.6,65018.9,1872.9,2.88,76582.8,58941.4,-1015.1,-1.49,77484.2,58941.4,-10328.4,-13.38,,
XPJ,A-REIT,964.3,972.2,963.0,978.1,968.7,978.1,968.7,-9.4,-0.96,978.1,963.0,4.2,0.44,978.1,926.4,36.7,3.93,978.1,785.8,191.2,24.59,978.1,767.2,174.3,21.94,24702.7,24929.0,24693.0,25080.3,24840.3,25080.3,24693.0,134.2,0.54,25080.3,23730.9,964.6,4.04,25080.3,19271.5,5772.3,30.27,25080.3,18512.7,5670.0,29.58,,
XTJ,Telecommunications,1382.1,1392.5,1381.9,1395.3,1398.3,1408.3,1395.0,3.0,0.22,1398.3,1381.9,2.7,0.19,1398.3,1330.0,61.4,4.59,1398.3,1101.4,262.8,23.14,1398.3,1051.4,333.8,31.36,15271.3,15385.6,15269.3,15417.3,15450.1,15450.1,15269.3,29.7,0.19,15450.1,14692.8,683.9,4.63,15450.1,11476.1,3830.7,32.97,15450.1,10754.8,4561.8,41.90,,
XUJ,Utilities,5028.8,4987.3,4939.9,4945.5,4910.5,4954.9,4903.4,-35.0,-0.71,5028.8,4910.5,-143.2,-2.83,5073.6,4910.5,-52.1,-1.05,5119.5,4527.2,366.1,8.06,5119.5,4296.8,530.1,12.10,48726.1,48324.2,47864.7,47919.1,47580.0,48726.1,47580.0,-1387.8,-2.83,49159.9,47580.0,-504.5,-1.05,49390.0,42294.1,5397.4,12.80,49390.0,39304.0,7510.6,18.74,,
XMM,Metals & Mining,3575.0,3583.2,3533.0,3519.1,3470.8,3542.4,3465.2,-48.3,-1.37,3583.2,3470.8,-148.9,-4.11,3619.7,3409.2,93.8,2.78,4252.2,3071.9,-250.9,-6.74,4298.2,3071.9,-810.0,-18.92,4884.2,4895.4,4826.9,4807.8,4741.9,4895.4,4741.9,-202.6,-4.10,4944.5,4612.1,129.8,2.81,5661.9,4138.3,-213.5,-4.31,5723.0,4138.3,-958.0,-16.81,,
XGD,Gold,5889.8,5909.0,5769.6,5626.6,5601.9,5764.3,5582.3,-24.7,-0.44,5909.0,5601.9,-364.2,-6.10,6250.3,5601.9,-310.5,-5.25,7178.9,4550.0,-432.1,-7.16,7421.5,4550.0,-1335.9,-19.26,6791.9,6814.0,6653.3,6488.4,6460.0,6814.0,6460.0,-414.3,-6.03,7201.8,6460.0,-352.5,-5.17,8202.2,5214.8,-433.8,-6.29,8477.7,5214.8,-1465.1,-18.49,,
XJR,S&P/ASX 200 Res,4284.5,4283.4,4220.3,4206.4,4150.0,4235.1,4143.5,-56.4,-1.34,4284.5,4150.0,-181.6,-4.19,4331.6,4081.1,101.1,2.50,4925.8,3728.7,-219.3,-5.02,5010.2,3728.7,-834.1,-16.74,21907.2,21901.9,21578.9,21507.8,21219.4,21907.2,21219.4,-926.3,-4.18,22145.7,20697.1,522.3,2.52,24542.0,18796.9,-549.7,-2.53,24962.6,18796.9,-3613.0,-14.55,,
,
