Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-04-21T23:15:14+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Apr 16,Apr 17,Apr 18,Apr 19,Apr 20,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Apr 16,Apr 17,Apr 18,Apr 19,Apr 20,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4382.5,4368.8,4427.2,4441.3,4444.4,4445.6,4432.1,3.1,0.07,4444.4,4368.8,40.2,0.91,4444.4,4327.3,78.8,1.81,4444.4,4155.2,333.4,8.11,4954.0,3927.6,-551.3,-11.04,33332.4,33228.5,33672.2,33779.9,33803.6,33803.6,33228.5,307.6,0.92,33803.6,32910.4,629.5,1.90,33803.6,31164.7,2970.2,9.63,36023.2,29204.1,-2522.6,-6.94,,
XAF,All Australian 50,4269.2,4258.2,4316.2,4328.3,4332.7,4334.5,4318.5,4.4,0.10,4332.7,4258.2,44.8,1.05,4332.7,4204.8,105.3,2.49,4332.7,4092.7,283.6,7.00,4854.2,3853.0,-554.6,-11.35,33130.4,33045.5,33495.3,33589.2,33623.6,33623.6,33045.5,348.1,1.05,33623.6,32625.0,822.9,2.51,33623.6,31296.5,2659.8,8.59,35861.4,29181.9,-2481.9,-6.87,,
XAT,All Australian 200,4294.2,4280.6,4340.6,4354.8,4359.0,4360.6,4345.9,4.2,0.10,4359.0,4280.6,44.1,1.02,4359.0,4237.9,93.5,2.19,4359.0,4095.7,308.3,7.61,4875.7,3855.4,-558.4,-11.36,33206.1,33101.1,33564.3,33674.4,33706.8,33706.8,33101.1,340.7,1.02,33706.8,32770.5,738.9,2.24,33706.8,31218.0,2831.6,9.17,35954.1,29116.8,-2554.6,-7.04,,
XTL,S&P/ASX 20,2564.4,2557.9,2592.7,2600.0,2602.9,2602.9,2594.0,2.9,0.11,2602.9,2557.9,28.3,1.10,2602.9,2517.2,68.2,2.69,2602.9,2459.2,153.2,6.25,2955.1,2334.2,-368.2,-12.39,39049.3,38949.7,39480.8,39591.0,39636.1,39636.1,38949.7,431.2,1.10,39636.1,38330.3,1039.4,2.69,39636.1,37130.7,2891.1,7.87,42765.5,34671.5,-3361.4,-7.82,,
XFL,S&P/ASX 50,4297.4,4286.6,4344.3,4356.2,4361.0,4362.1,4346.3,4.8,0.11,4361.0,4286.6,44.5,1.03,4361.0,4234.1,103.9,2.44,4361.0,4119.7,284.5,6.98,4869.8,3876.7,-541.4,-11.04,33308.8,33224.9,33672.0,33764.5,33801.3,33801.3,33224.9,344.4,1.03,33801.3,32812.4,811.0,2.46,33801.3,31465.6,2665.9,8.56,35947.4,29332.3,-2386.2,-6.59,,
XTO,S&P/ASX 100,3505.0,3494.5,3542.2,3552.9,3555.5,3557.5,3544.6,2.6,0.07,3555.5,3494.5,33.8,0.96,3555.5,3458.7,79.7,2.29,3555.5,3352.0,238.8,7.20,3976.3,3155.5,-450.4,-11.24,8236.9,8212.2,8324.4,8349.5,8355.6,8355.6,8212.2,79.4,0.96,8355.6,8125.3,190.2,2.33,8355.6,7763.4,674.0,8.77,8903.8,7240.1,-614.4,-6.85,,
XJO,S&P/ASX 200,4302.3,4288.8,4348.7,4362.7,4366.5,4368.1,4353.5,3.8,0.09,4366.5,4288.8,43.2,1.00,4366.5,4246.1,91.5,2.14,4366.5,4101.2,309.9,7.64,4873.0,3863.9,-547.3,-11.14,33221.6,33117.0,33579.4,33688.0,33717.1,33717.1,33117.0,333.5,1.00,33717.1,32787.6,723.4,2.19,33717.1,31218.6,2838.0,9.19,35894.7,29145.7,-2477.9,-6.85,,
XKO,S&P/ASX 300,4302.8,4289.2,4348.5,4362.5,4366.1,4367.5,4353.4,3.6,0.08,4366.1,4289.2,41.8,0.97,4366.1,4246.7,86.9,2.03,4366.1,4097.1,313.8,7.74,4884.0,3860.9,-558.8,-11.35,33134.8,33030.0,33486.5,33594.0,33621.5,33621.5,33030.0,322.5,0.97,33621.5,32701.9,687.3,2.09,33621.5,31106.7,2855.0,9.28,35896.4,29050.7,-2575.4,-7.12,,
XMD,S&P/ASX MidCap 50,3862.3,3835.3,3894.1,3914.7,3906.3,3917.6,3900.7,-8.4,-0.21,3914.7,3835.3,15.2,0.39,3922.3,3791.0,42.4,1.10,3928.5,3609.5,327.4,9.15,4437.4,3408.2,-573.1,-12.79,9475.7,9409.4,9553.8,9604.3,9583.7,9604.3,9409.4,37.3,0.39,9615.5,9300.8,121.5,1.28,9615.5,8736.2,921.5,10.64,10413.3,8186.5,-928.1,-8.83,,
XSO,S&P/ASX Small Ords,2462.5,2450.9,2488.6,2501.3,2505.5,2506.5,2494.3,4.2,0.17,2505.5,2450.9,25.8,1.04,2524.8,2426.5,-10.6,-0.42,2526.6,2240.7,296.1,13.40,2815.6,2137.3,-347.3,-12.17,5752.1,5725.0,5813.0,5842.6,5852.4,5852.4,5725.0,61.2,1.06,5892.6,5666.9,-10.4,-0.18,5892.6,5181.7,743.6,14.55,6380.2,4915.5,-612.1,-9.47,,
