Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-06-18T23:15:11+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jun 10,Jun 14,Jun 15,Jun 16,Jun 17,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jun 10,Jun 14,Jun 15,Jun 16,Jun 17,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1358.2,1359.8,1350.0,1332.5,1339.1,1343.0,1332.5,6.6,0.50,1359.8,1332.5,-14.2,-1.05,1427.2,1332.5,-71.0,-5.03,1557.8,1332.5,-161.7,-10.77,1572.1,1332.5,-197.3,-12.84,9042.8,9053.3,8987.7,8871.2,8915.5,9053.3,8871.2,-94.4,-1.05,9502.0,8871.2,-472.3,-5.03,10210.5,8871.2,-866.8,-8.86,10246.9,8871.2,-907.4,-9.24,,
XSJ,Consumer Staples,7687.6,7732.3,7726.8,7639.7,7675.4,7694.2,7620.0,35.7,0.47,7732.3,7639.7,29.6,0.39,7909.4,7639.7,-127.1,-1.63,8013.9,7490.6,-39.1,-0.51,8415.1,7214.4,96.4,1.27,54711.2,55029.2,54990.3,54370.3,54624.1,55029.2,54370.3,210.8,0.39,56289.4,54370.3,-905.0,-1.63,56701.2,52783.5,826.2,1.54,58402.4,49212.8,2924.3,5.66,,
XEJ,Energy,15586.5,15566.9,15460.7,15107.2,14918.9,15241.8,14796.1,-188.3,-1.25,15586.5,14918.9,-602.7,-3.88,16512.9,14918.9,-926.0,-5.84,17736.5,14918.9,-1195.5,-7.42,17736.5,13791.8,-116.8,-0.78,102649.9,102521.0,101821.6,99493.5,98253.7,102649.9,98253.7,-3968.8,-3.88,108751.5,98253.7,-6098.5,-5.84,116809.6,98253.7,-6839.5,-6.51,116809.6,88892.3,1343.9,1.39,,
XFJ,Financials,4217.0,4262.3,4244.7,4159.0,4172.2,4209.3,4150.8,13.2,0.32,4262.3,4159.0,-42.3,-1.00,4465.8,4159.0,-235.8,-5.35,4666.6,4159.0,-189.6,-4.35,4666.6,4077.7,-312.6,-6.97,35794.4,36178.7,36029.8,35302.5,35414.3,36178.7,35302.5,-358.9,-1.00,37734.8,35302.5,-1832.7,-4.92,38822.8,35302.5,-649.4,-1.80,38822.8,32702.7,-471.1,-1.31,,
XXJ,Financial-x-A-REIT,4851.6,4907.2,4877.4,4768.8,4792.6,4835.5,4765.3,23.8,0.50,4907.2,4768.8,-53.8,-1.11,5184.0,4768.8,-325.9,-6.37,5430.9,4768.8,-271.2,-5.36,5430.9,4674.3,-389.6,-7.52,39578.1,40031.5,39788.1,38902.0,39096.5,40031.5,38902.0,-439.1,-1.11,42060.4,38902.0,-2432.3,-5.86,43285.0,38902.0,-1044.2,-2.60,43285.0,35932.3,-736.7,-1.85,,
XHJ,Health Care,8427.1,8440.4,8336.6,8268.5,8360.9,8381.1,8267.9,92.4,1.12,8440.4,8268.5,-44.0,-0.52,8797.1,8268.5,-343.9,-3.95,9186.8,8268.5,-572.3,-6.41,9186.8,7893.1,-93.2,-1.10,49435.9,49514.1,48905.2,48505.6,49047.4,49514.1,48505.6,-258.4,-0.52,51606.5,48505.6,-2017.4,-3.95,53892.5,48505.6,-2773.8,-5.35,53892.5,45054.7,790.7,1.64,,
XNJ,Industrials,3547.9,3563.1,3563.0,3480.0,3484.3,3516.0,3479.3,4.3,0.12,3563.1,3480.0,-50.1,-1.42,3688.0,3480.0,-141.8,-3.91,3870.5,3480.0,-252.2,-6.75,3870.5,3140.1,67.5,1.98,26440.4,26553.9,26552.8,25934.5,25966.4,26553.9,25934.5,-373.8,-1.42,27473.6,25934.5,-1045.8,-3.87,28566.6,25934.5,-1593.8,-5.78,28566.6,22749.0,1363.2,5.54,,
XIJ,Info Technology,572.8,582.1,579.6,573.0,578.5,580.6,573.0,5.5,0.96,582.1,572.8,9.4,1.65,590.7,565.8,12.7,2.24,666.6,565.8,-66.2,-10.27,683.1,559.3,-99.3,-14.65,3431.0,3486.3,3471.7,3431.8,3465.1,3486.3,3431.0,56.4,1.66,3537.8,3389.0,76.1,2.25,3919.5,3387.0,-325.8,-8.59,3952.4,3236.2,-456.7,-11.65,,
XMJ,Materials,13298.0,13286.0,13228.8,12922.7,12922.5,13064.0,12876.4,-0.2,-0.00,13298.0,12922.5,-312.9,-2.36,13760.0,12922.5,-548.5,-4.07,15046.2,12922.5,-1158.1,-8.22,15046.2,11238.3,943.6,7.88,85022.2,84945.8,84579.9,82622.9,82621.7,85022.2,82621.7,-2000.6,-2.36,87976.2,82621.7,-3461.9,-4.02,96133.1,82621.7,-6589.5,-7.39,96133.1,70417.7,7563.2,10.08,,
XPJ,A-REIT,850.5,856.6,861.5,853.1,848.1,856.4,845.5,-5.0,-0.59,861.5,848.1,-3.9,-0.46,866.6,845.4,0.3,0.04,887.0,830.5,8.3,0.98,908.7,828.9,-38.0,-4.29,19867.9,20009.4,20125.3,19927.8,19811.0,20125.3,19811.0,-92.6,-0.47,20243.2,19749.1,6.6,0.03,20646.7,19222.9,457.1,2.36,20646.7,18801.0,245.4,1.25,,
XTJ,Telecommunications,1030.9,1040.7,1043.9,1039.9,1040.3,1050.0,1036.6,0.4,0.04,1043.9,1030.9,6.4,0.62,1052.8,1022.9,14.0,1.36,1052.8,891.0,80.7,8.41,1128.3,891.0,-51.1,-4.69,10081.6,10177.6,10208.4,10170.1,10173.2,10208.4,10081.6,62.3,0.62,10295.5,10003.5,136.4,1.36,10295.5,8708.4,1198.7,13.36,10295.5,8339.6,455.3,4.69,,
XUJ,Utilities,4342.1,4374.8,4360.7,4343.8,4321.9,4363.1,4313.4,-21.9,-0.50,4374.8,4321.9,-19.5,-0.45,4374.8,4281.3,-36.6,-0.84,4452.1,3990.1,-91.5,-2.07,4614.3,3990.1,76.1,1.79,38644.0,38935.0,38809.8,38659.5,38464.4,38935.0,38464.4,-173.9,-0.45,38935.0,37975.2,-195.6,-0.51,38935.0,35021.3,7.3,0.02,39587.2,33842.4,3107.1,8.79,,
XMM,Metals & Mining,4824.8,4812.1,4792.9,4680.9,4676.0,4727.9,4660.3,-4.9,-0.10,4824.8,4676.0,-125.0,-2.60,4999.6,4676.0,-211.1,-4.32,5491.6,4676.0,-469.7,-9.13,5491.6,4008.5,413.6,9.70,6357.1,6340.5,6315.2,6167.6,6161.1,6357.1,6161.1,-164.7,-2.60,6587.5,6161.1,-277.8,-4.31,7235.3,6161.1,-563.1,-8.37,7235.3,5186.0,646.6,11.72,,
XGD,Gold,7284.3,7275.2,7219.7,7092.6,7127.6,7181.2,7089.6,35.0,0.49,7284.3,7092.6,-124.2,-1.71,7697.7,7092.6,-199.5,-2.72,8435.7,7064.2,-971.5,-12.00,8435.7,6048.9,593.0,9.07,8286.7,8276.3,8213.2,8068.5,8108.4,8286.7,8068.5,-140.6,-1.70,8756.3,8068.5,-226.3,-2.71,9595.8,8022.7,-1084.5,-11.80,9595.8,6838.7,720.6,9.75,,
XJR,S&P/ASX 200 Res,5591.9,5580.0,5554.1,5425.7,5403.3,5477.7,5382.3,-22.4,-0.41,5591.9,5403.3,-161.9,-2.91,5820.4,5403.3,-265.3,-4.68,6355.0,5403.3,-505.5,-8.56,6355.0,4751.8,322.8,6.35,27551.2,27492.6,27365.0,26732.3,26621.9,27551.2,26621.9,-797.6,-2.91,28676.9,26621.9,-1307.3,-4.68,31311.1,26621.9,-2238.2,-7.76,31311.1,22962.2,2071.4,8.44,,
,
