Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-07-25T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 20,Jul 21,Jul 22,Jul 23,Jul 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 20,Jul 21,Jul 22,Jul 23,Jul 24,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5669.0,5688.5,5603.5,5581.3,5556.8,5595.5,5539.0,-24.5,-0.44,5688.5,5556.8,-95.7,-1.69,5688.5,5416.6,-115.9,-2.04,5954.8,5278.8,168.2,3.12,5954.8,5278.8,-17.4,-0.31,49478.5,49648.8,48907.1,48713.6,48499.3,49648.8,48499.3,-835.6,-1.69,49648.8,47272.1,-914.7,-1.85,51568.0,45110.3,2452.4,5.33,51568.0,43681.7,1864.8,4.00,,
XAF,All Australian 50,5782.9,5800.5,5702.9,5671.5,5650.7,5694.4,5632.5,-20.8,-0.37,5800.5,5650.7,-113.8,-1.97,5800.5,5510.0,-118.2,-2.05,6081.0,5389.2,152.5,2.77,6081.0,5389.2,-38.5,-0.68,52049.5,52207.9,51330.2,51047.1,50859.7,52207.9,50859.7,-1024.1,-1.97,52207.9,49593.4,-967.2,-1.87,54222.3,47407.4,2493.3,5.16,54222.3,45852.9,1932.6,3.95,,
XAT,All Australian 200,5634.8,5654.6,5563.5,5538.7,5514.5,5555.8,5496.5,-24.2,-0.44,5654.6,5514.5,-104.4,-1.86,5654.6,5374.9,-122.8,-2.18,5926.9,5251.9,151.4,2.82,5926.9,5251.9,-26.7,-0.48,50276.0,50452.9,49640.4,49418.7,49203.1,50452.9,49203.1,-931.1,-1.86,50452.9,47955.9,-999.0,-1.99,52442.3,45851.2,2382.2,5.09,52442.3,44281.4,1871.8,3.95,,
XTL,S&P/ASX 20,3528.9,3539.0,3481.4,3459.5,3443.1,3472.2,3433.9,-16.4,-0.47,3539.0,3443.1,-69.5,-1.98,3539.0,3362.7,-65.5,-1.87,3760.5,3321.7,44.3,1.30,3760.5,3321.7,-76.3,-2.17,62483.1,62663.2,61642.5,61254.4,60964.2,62663.2,60964.2,-1230.1,-1.98,62663.2,59540.1,-1159.6,-1.87,65985.5,57424.2,2208.3,3.76,65985.5,55673.0,1517.2,2.55,,
XFL,S&P/ASX 50,5847.3,5865.4,5766.3,5734.4,5713.3,5757.9,5695.1,-21.1,-0.37,5865.4,5713.3,-115.6,-1.98,5865.4,5572.4,-120.6,-2.07,6152.9,5453.2,149.9,2.70,6152.9,5453.2,-40.8,-0.71,52537.1,52699.2,51809.7,51522.9,51333.3,52699.2,51333.3,-1038.8,-1.98,52699.2,50067.2,-985.2,-1.88,54764.7,47882.7,2482.8,5.08,54764.7,46300.1,1935.5,3.92,,
XTO,S&P/ASX 100,4751.3,4767.5,4688.2,4665.9,4647.8,4682.6,4632.6,-18.1,-0.39,4767.5,4647.8,-87.3,-1.84,4767.5,4523.2,-94.5,-1.99,4996.2,4422.0,134.8,2.99,4996.2,4422.0,4.4,0.09,12904.8,12948.9,12733.4,12672.9,12623.5,12948.9,12623.5,-237.2,-1.84,12948.9,12285.2,-233.3,-1.81,13449.8,11747.2,634.7,5.29,13449.8,11295.6,558.0,4.62,,
XJO,S&P/ASX 200,5686.9,5706.7,5614.6,5590.3,5566.1,5607.2,5548.0,-24.2,-0.43,5706.7,5566.1,-104.0,-1.83,5706.7,5422.5,-120.7,-2.12,5982.7,5299.2,155.1,2.87,5982.7,5299.2,-17.4,-0.31,50632.4,50809.0,49988.5,49772.3,49557.0,50809.0,49557.0,-926.0,-1.83,50809.0,48277.1,-978.1,-1.94,52822.2,46166.2,2417.8,5.13,52822.2,44533.8,1962.5,4.12,,
XVI,S&P/ASX 200 VIX,14.406,13.735,15.088,15.917,15.946,16.512,15.377,0.029,0.18,15.946,13.735,1.495,10.35,21.073,13.735,0.779,5.14,21.073,0.171,1.365,9.36,21.073,0.171,5.870,58.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5622.3,5641.5,5553.2,5528.8,5504.6,5544.5,5486.8,-24.2,-0.44,5641.5,5504.6,-102.0,-1.82,5641.5,5364.7,-118.8,-2.11,5912.7,5240.7,155.7,2.91,5912.7,5240.7,-22.7,-0.41,49865.5,50035.1,49252.3,49036.2,48821.0,50035.1,48821.0,-904.9,-1.82,50035.1,47577.8,-956.7,-1.92,52008.8,45487.5,2395.4,5.16,52008.8,43915.8,1874.7,3.99,,
XMD,S&P/ASX MidCap 50,5061.0,5091.6,5016.6,5024.3,4996.2,5024.3,4972.9,-28.1,-0.56,5091.6,4996.2,-36.2,-0.72,5091.6,4777.3,-70.8,-1.40,5363.8,4638.6,248.7,5.24,5363.8,4638.6,321.5,6.88,13990.3,14074.9,13867.6,13889.1,13811.2,14074.9,13811.2,-100.2,-0.72,14074.9,13204.8,-177.2,-1.27,14759.9,12623.2,891.7,6.90,14759.9,11578.7,1317.7,10.55,,
