Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-07-25T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 20,Jul 21,Jul 22,Jul 23,Jul 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 20,Jul 21,Jul 22,Jul 23,Jul 24,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2106.7,2113.7,2105.9,2105.7,2084.2,2105.7,2077.6,-21.5,-1.02,2113.7,2084.2,-32.2,-1.52,2134.4,2045.7,-75.8,-3.51,2263.3,2001.2,39.8,1.95,2263.3,2001.2,-138.0,-6.21,5441.6,5459.6,5439.6,5439.1,5383.5,5459.6,5383.5,-83.3,-1.52,5559.9,5284.2,-176.4,-3.17,5823.6,5089.5,185.9,3.58,5823.6,4882.3,-175.8,-3.16,,
XDJ,Consumer Discretionary,1897.7,1911.1,1880.5,1891.9,1874.6,1892.1,1867.6,-17.3,-0.91,1911.1,1874.6,-13.4,-0.71,1911.1,1768.1,-2.7,-0.14,2021.0,1713.3,121.2,6.92,2021.0,1713.3,39.8,2.17,14834.9,14939.4,14700.5,14789.3,14653.8,14939.4,14653.8,-104.8,-0.71,14939.4,13821.4,-14.6,-0.10,15772.9,13162.6,1184.0,8.79,15772.9,12935.8,803.5,5.80,,
XSJ,Consumer Staples,8937.4,9001.2,8877.7,8840.1,8784.7,8857.0,8724.8,-55.4,-0.63,9001.2,8784.7,-117.3,-1.32,9001.2,8358.0,213.2,2.49,10122.8,8358.0,-388.3,-4.23,10122.8,8358.0,-1232.7,-12.31,76012.2,76555.0,75504.6,75184.9,74713.8,76555.0,74713.8,-998.0,-1.32,76555.0,71073.8,1824.1,2.50,85291.5,71073.8,-1795.0,-2.35,85291.5,71073.8,-7065.1,-8.64,,
XEJ,Energy,10889.8,10925.1,10676.3,10584.2,10604.0,10675.4,10547.1,19.8,0.19,10925.1,10584.2,-381.6,-3.47,11447.7,10575.0,-1020.8,-8.78,12090.7,10301.0,-997.4,-8.60,12090.7,10301.0,-4016.0,-27.47,81413.5,81677.3,79817.8,79129.1,79276.9,81677.3,79129.1,-2852.5,-3.47,86908.8,79059.9,-7632.0,-8.78,90391.5,74854.3,-5027.4,-5.96,111140.9,74854.3,-25187.7,-24.11,,
XFJ,Financials,6651.0,6682.7,6579.5,6555.7,6523.1,6589.0,6506.8,-32.6,-0.50,6682.7,6523.1,-93.3,-1.41,6682.7,6331.9,-80.2,-1.21,7186.4,6165.5,267.7,4.28,7186.4,6165.5,281.4,4.51,71093.0,71431.1,70328.1,70074.3,69725.9,71431.1,69725.9,-997.1,-1.41,71431.1,67679.5,-686.7,-0.98,75638.7,64303.3,4486.7,6.88,75638.7,59639.1,6257.0,9.86,,
XXJ,Financial-x-A-REIT,7719.6,7756.5,7633.9,7608.6,7571.7,7641.4,7547.9,-36.9,-0.48,7756.5,7571.7,-99.1,-1.29,7756.5,7341.3,-67.5,-0.88,8394.2,7123.5,289.5,3.98,8394.2,7123.5,231.1,3.15,78563.2,79062.8,79441.3,78185.9,77926.4,79441.3,77926.4,-636.8,-0.81,79441.3,75188.3,-311.1,-0.40,84666.9,71254.0,5153.9,7.08,84666.9,66776.9,6507.2,9.11,,
XHJ,Health Care,19249.5,19408.2,19052.9,19045.6,18962.3,19073.1,18908.7,-83.3,-0.44,19408.2,18962.3,-133.2,-0.70,19408.2,17782.8,425.0,2.29,19933.9,17005.1,1475.0,8.43,19933.9,17005.1,4619.3,32.21,124429.8,125455.6,123159.4,123111.9,122573.1,125455.6,122573.1,-861.2,-0.70,125455.6,114948.9,2747.1,2.29,128804.9,108911.1,10574.5,9.44,128804.9,88629.9,31751.2,34.96,,
XNJ,Industrials,4852.1,4851.7,4798.0,4804.1,4790.0,4810.1,4757.6,-14.1,-0.29,4852.1,4790.0,-44.3,-0.92,4852.1,4459.0,48.4,1.02,4968.2,4233.2,468.2,10.83,4968.2,4233.2,622.7,14.94,42351.4,42348.4,41879.3,41933.0,41809.8,42351.4,41809.8,-386.4,-0.92,42351.4,38920.3,701.0,1.71,43057.2,36323.0,4726.1,12.74,43057.2,32870.0,6712.3,19.12,,
XIJ,Info Technology,819.4,829.3,810.3,808.5,805.1,808.9,797.5,-3.4,-0.42,829.3,805.1,4.2,0.53,829.3,776.6,-11.1,-1.36,853.7,757.6,22.4,2.87,853.7,757.6,-17.4,-2.11,5589.8,5657.0,5527.2,5515.2,5492.4,5657.0,5492.4,28.8,0.53,5657.0,5297.3,-75.5,-1.36,5803.2,5098.0,225.7,4.29,5803.2,4958.9,37.1,0.68,,
XMJ,Materials,8757.9,8730.2,8575.6,8441.3,8388.8,8441.3,8334.2,-52.5,-0.62,8757.9,8388.8,-399.6,-4.55,9100.1,8321.3,-816.4,-8.87,9946.3,8248.8,-339.0,-3.88,9946.3,8248.8,-2007.8,-19.31,63411.0,63210.7,62091.4,61119.0,60738.5,63411.0,60738.5,-2893.6,-4.55,66650.0,60249.7,-5911.5,-8.87,70664.0,58495.7,-1153.8,-1.86,73622.9,57471.6,-11730.9,-16.19,,
XPJ,A-REIT,1283.0,1288.8,1271.6,1264.9,1257.8,1277.4,1251.7,-7.1,-0.56,1288.8,1257.8,-26.7,-2.08,1292.9,1228.9,-39.7,-3.06,1343.7,1197.3,71.6,6.04,1343.7,1197.3,143.3,12.86,38245.7,38420.7,37907.4,37707.6,37494.8,38420.7,37494.8,-797.0,-2.08,38541.9,36626.2,-572.1,-1.50,39203.9,34828.8,2989.4,8.66,39203.9,30884.2,5585.4,17.50,,
XTJ,Telecommunications,2268.5,2272.1,2240.8,2245.7,2248.5,2259.5,2235.0,2.8,0.12,2272.1,2240.8,-19.7,-0.87,2279.7,2151.4,4.2,0.19,2321.2,2072.7,161.7,7.75,2321.2,2072.7,354.3,18.70,28621.2,28667.7,28272.4,28334.0,28369.2,28667.7,28272.4,-248.3,-0.87,28762.7,27143.8,53.5,0.19,28762.7,25580.0,2615.0,10.15,28762.7,22541.2,5596.7,24.58,,
XUJ,Utilities,6651.0,6665.7,6463.3,6427.6,6456.3,6481.7,6401.6,28.7,0.45,6665.7,6427.6,-205.1,-3.08,6784.1,6358.7,-410.5,-5.98,6918.1,5936.5,542.1,9.17,6918.1,5936.5,542.4,9.17,74737.1,74901.8,72627.9,72226.5,72548.8,74901.8,72226.5,-2305.1,-3.08,76223.2,71452.3,-3674.4,-4.82,76606.1,65111.5,7682.5,11.84,76606.1,62222.8,9444.6,14.97,,
XMM,Metals & Mining,2542.0,2527.8,2482.4,2428.4,2406.7,2428.4,2392.7,-21.7,-0.89,2542.0,2406.7,-159.8,-6.22,2686.9,2406.7,-297.7,-11.01,3045.0,2406.7,-240.2,-9.08,3045.0,2406.7,-992.3,-29.19,3762.8,3741.8,3674.5,3594.5,3562.5,3762.8,3562.5,-236.5,-6.22,4003.2,3562.5,-440.7,-11.01,4412.5,3562.5,-271.9,-7.09,4936.1,3537.4,-1284.2,-26.50,,
XGD,Gold,2279.3,2240.4,2225.4,2283.5,2165.9,2283.5,2126.9,-117.6,-5.15,2283.5,2165.9,-366.5,-14.47,2532.4,2165.9,-361.3,-14.30,2736.3,2069.2,118.6,5.79,2736.3,2069.2,-177.2,-7.56,2663.0,2617.5,2600.0,2667.9,2530.5,2667.9,2530.5,-428.2,-14.47,2958.7,2530.5,-422.2,-14.30,3196.9,2412.7,143.3,6.00,3196.9,1941.8,-197.6,-7.24,,
XJR,S&P/ASX 200 Res,3231.4,3223.4,3159.3,3103.3,3087.4,3110.7,3070.3,-15.9,-0.51,3231.4,3087.4,-170.7,-5.24,3408.6,3087.4,-353.6,-10.28,3741.5,3087.4,-302.9,-8.93,3741.5,3087.4,-1229.7,-28.49,17962.5,17918.0,17561.7,17250.5,17161.8,17962.5,17161.8,-949.0,-5.24,19127.6,17161.8,-1965.8,-10.28,20500.6,17142.0,-1242.1,-6.75,23407.3,16867.8,-5893.3,-25.56,,
,
