Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-12-29T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 20,Dec 21,Dec 24,Dec 27,Dec 28,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 20,Dec 21,Dec 24,Dec 27,Dec 28,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4646.6,4635.2,4645.6,4661.4,4685.3,4701.0,4664.9,23.9,0.51,4685.3,4635.2,52.1,1.12,4685.3,4490.1,222.7,4.99,4685.3,4033.4,574.3,13.97,4685.3,4033.4,574.3,13.97,36440.3,36411.5,36493.1,36617.8,36805.1,36805.1,36411.5,470.1,1.29,36805.1,34989.9,1815.1,5.19,36805.1,30869.4,5971.7,19.37,36805.1,30869.4,5971.7,19.37,,
XAF,All Australian 50,4679.4,4675.3,4687.9,4696.8,4719.6,4737.5,4700.4,22.8,0.49,4719.6,4675.3,58.5,1.26,4719.6,4521.0,230.8,5.14,4719.6,3983.7,670.5,16.56,4719.6,3983.7,670.5,16.56,37565.2,37582.1,37683.5,37754.5,37938.2,37938.2,37565.2,519.9,1.39,37938.2,36035.8,1902.4,5.28,37938.2,31167.4,6974.4,22.52,37938.2,31167.4,6974.4,22.52,,
XAT,All Australian 200,4616.0,4605.7,4617.1,4630.0,4653.6,4670.7,4633.8,23.6,0.51,4653.6,4605.7,53.9,1.17,4653.6,4459.9,223.5,5.04,4653.6,3973.9,602.9,14.88,4653.6,3973.9,602.9,14.88,36870.4,36849.3,36940.9,37043.9,37232.8,37232.8,36849.3,492.5,1.34,37232.8,35379.1,1853.7,5.24,37232.8,30947.5,6357.6,20.59,37232.8,30947.5,6357.6,20.59,,
XTL,S&P/ASX 20,2852.4,2854.2,2862.5,2866.3,2879.8,2890.1,2868.8,13.5,0.47,2879.8,2852.4,36.3,1.28,2879.8,2753.9,146.3,5.35,2879.8,2396.0,430.1,17.56,2879.8,2396.0,430.1,17.56,45034.9,45063.8,45195.4,45255.0,45468.6,45468.6,45034.9,573.0,1.28,45468.6,43158.9,2309.6,5.35,45468.6,36842.5,8723.5,23.74,45468.6,36842.5,8723.5,23.74,,
XFL,S&P/ASX 50,4714.7,4710.5,4723.1,4731.9,4754.7,4772.7,4735.6,22.8,0.48,4754.7,4710.5,58.1,1.24,4754.7,4555.6,232.1,5.13,4754.7,4010.1,678.2,16.64,4754.7,4010.1,678.2,16.64,37798.4,37814.3,37915.4,37986.0,38168.9,38168.9,37798.4,515.4,1.37,38168.9,36258.2,1910.7,5.27,38168.9,31334.8,7033.5,22.59,38168.9,31334.8,7033.5,22.59,,
XTO,S&P/ASX 100,3808.3,3801.8,3811.8,3820.5,3839.0,3853.3,3823.6,18.5,0.48,3839.0,3801.8,45.3,1.19,3839.0,3680.1,184.5,5.05,3839.0,3260.5,522.3,15.75,3839.0,3260.5,522.3,15.75,9249.7,9248.7,9273.0,9294.3,9339.3,9339.3,9248.7,125.1,1.36,9339.3,8874.4,464.9,5.24,9339.3,7719.3,1657.7,21.58,9339.3,7719.3,1657.7,21.58,,
XJO,S&P/ASX 200,4634.1,4623.6,4635.2,4648.0,4671.3,4688.6,4651.7,23.3,0.50,4671.3,4623.6,53.5,1.16,4671.3,4477.7,224.0,5.04,4671.3,3985.0,614.7,15.15,4671.3,3985.0,614.7,15.15,36955.1,36931.9,37024.6,37126.6,37313.1,37313.1,36931.9,488.2,1.33,37313.1,35458.7,1854.4,5.23,37313.1,30989.0,6433.9,20.84,37313.1,30989.0,6433.9,20.84,,
XKO,S&P/ASX 300,4611.9,4600.8,4611.8,4624.9,4648.0,4664.9,4628.6,23.1,0.50,4648.0,4600.8,51.7,1.13,4648.0,4456.6,220.5,4.98,4648.0,3977.4,595.7,14.70,4648.0,3977.4,595.7,14.70,36665.2,36637.0,36724.7,36829.4,37012.8,37012.8,36637.0,471.8,1.29,37012.8,35192.8,1820.0,5.17,37012.8,30841.3,6246.2,20.30,37012.8,30841.3,6246.2,20.30,,
XMD,S&P/ASX MidCap 50,3868.4,3834.5,3843.3,3866.1,3885.8,3898.8,3868.1,19.7,0.51,3885.8,3834.5,32.3,0.84,3885.8,3736.8,161.5,4.34,3950.9,3435.4,306.9,8.57,3950.9,3435.4,306.9,8.57,9742.7,9697.3,9719.4,9777.1,9827.0,9827.0,9697.3,121.7,1.25,9827.0,9362.2,464.8,4.96,9827.0,8495.1,1164.8,13.45,9827.0,8495.1,1164.8,13.45,,
XSO,S&P/ASX Small Ords,2277.3,2253.3,2252.3,2273.6,2288.6,2295.3,2274.6,15.0,0.66,2288.6,2252.3,7.0,0.31,2288.6,2178.3,91.3,4.16,2526.6,2044.8,79.2,3.59,2526.6,2044.8,79.2,3.59,5425.2,5379.4,5377.0,5428.0,5463.7,5463.7,5377.0,28.6,0.53,5463.7,5188.4,230.0,4.40,5892.6,4798.2,354.8,6.94,5892.6,4798.2,354.8,6.94,,
