Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-12-24T23:15:13+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 19,Dec 20,Dec 21,Dec 22,Dec 23,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 19,Dec 20,Dec 21,Dec 22,Dec 23,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1183.3,1177.1,1193.2,1175.0,1185.8,1185.8,1176.8,10.8,0.92,1193.2,1175.0,-46.2,-3.75,1271.7,1175.0,-24.3,-2.01,1557.8,1140.6,-315.0,-20.99,1557.8,1140.6,-324.4,-21.48,8101.4,8059.1,8168.9,8048.9,8122.9,8168.9,8048.9,-311.5,-3.69,8706.5,8048.9,-162.1,-1.96,10210.5,7636.0,-1659.4,-16.96,10210.5,7636.0,-1720.5,-17.48,,
XSJ,Consumer Staples,7472.9,7426.3,7538.8,7462.6,7484.9,7519.1,7440.9,22.3,0.30,7538.8,7426.3,-142.3,-1.87,7765.2,7403.6,-19.8,-0.26,8013.9,7011.2,-229.6,-2.98,8013.9,7011.2,-261.1,-3.37,54684.0,54343.2,55165.9,54608.5,54771.6,55165.9,54343.2,-1041.1,-1.87,56761.7,54101.0,-67.7,-0.12,56761.7,49979.4,973.7,1.81,56761.7,49979.4,754.5,1.40,,
XEJ,Energy,12603.9,12614.8,12902.4,12844.8,13002.6,13030.1,12862.2,157.8,1.23,13002.6,12603.9,-87.8,-0.67,14091.1,12603.9,-425.9,-3.17,17736.5,11605.0,-3111.8,-19.31,17736.5,11605.0,-3196.6,-19.73,84043.6,84116.6,86034.5,85650.0,86702.6,86702.6,84043.6,-585.3,-0.67,93960.7,84043.6,-2840.1,-3.17,116809.6,77383.0,-18390.6,-17.50,116809.6,77383.0,-18943.4,-17.93,,
XFJ,Financials,3907.8,3901.4,3975.0,3937.0,3987.3,3992.4,3944.8,50.3,1.28,3987.3,3901.4,0.4,0.01,4110.2,3727.3,199.1,5.26,4666.6,3596.7,-374.5,-8.59,4666.6,3596.7,-424.9,-9.63,34374.9,34318.9,34966.4,34725.0,35168.2,35168.2,34318.9,97.1,0.28,36155.2,32787.7,1845.4,5.54,38822.8,30965.7,-895.5,-2.48,38822.8,30965.7,-1312.7,-3.60,,
XXJ,Financial-x-A-REIT,4490.7,4474.1,4567.9,4533.9,4587.0,4599.1,4544.3,53.1,1.17,4587.0,4474.1,5.9,0.13,4727.7,4253.3,232.0,5.33,5430.9,4119.7,-476.8,-9.42,5430.9,4119.7,-538.4,-10.51,37984.0,37844.1,38637.7,38350.6,38800.3,38800.3,37844.1,51.0,0.13,39988.8,35976.2,1964.0,5.33,43285.0,34142.5,-1340.5,-3.34,43285.0,34142.5,-1829.0,-4.50,,
XHJ,Health Care,7895.2,8049.9,8171.2,8047.8,8093.1,8103.9,8033.2,45.3,0.56,8171.2,7895.2,49.6,0.62,8171.2,7618.5,326.7,4.21,9186.8,7082.8,-840.1,-9.40,9186.8,7082.8,-839.2,-9.40,47110.3,48033.2,48757.2,48020.5,48290.9,48757.2,47110.3,295.7,0.62,48757.2,45459.2,1949.6,4.21,53892.5,41891.0,-3530.4,-6.81,53892.5,41891.0,-3525.1,-6.80,,
XNJ,Industrials,3339.5,3338.0,3414.4,3353.7,3406.2,3406.2,3363.9,52.5,1.57,3414.4,3338.0,-34.2,-0.99,3541.6,3265.1,69.2,2.07,3870.5,3031.9,-330.3,-8.84,3870.5,3031.9,-336.5,-8.99,25368.5,25356.8,25937.1,25622.1,26023.2,26023.2,25356.8,-111.3,-0.43,26878.6,24780.1,697.0,2.75,28566.6,22990.4,-1537.0,-5.58,28566.6,22990.4,-1582.9,-5.73,,
XIJ,Info Technology,488.7,494.3,503.1,502.2,503.4,506.8,501.1,1.2,0.24,503.4,488.7,5.8,1.16,511.8,488.7,3.8,0.76,666.6,458.0,-141.3,-21.92,666.6,458.0,-143.3,-22.15,2986.6,3020.8,3074.8,3069.2,3076.4,3076.4,2986.6,35.1,1.15,3127.7,2986.6,23.1,0.76,3919.5,2743.0,-714.6,-18.85,3919.5,2743.0,-726.0,-19.09,,
XMJ,Materials,10558.0,10489.3,10812.5,10625.0,10792.3,10792.3,10691.6,167.3,1.57,10812.5,10489.3,-49.6,-0.46,11587.5,10489.3,-7.1,-0.07,15046.2,10436.7,-3288.3,-23.35,15046.2,10436.7,-3369.1,-23.79,68330.2,67885.3,69977.0,68763.6,69846.5,69977.0,67885.3,-320.9,-0.46,74987.7,67885.3,-41.1,-0.06,96133.1,67434.3,-19364.8,-21.71,96133.1,67434.3,-19876.9,-22.15,,
XPJ,A-REIT,793.0,800.0,806.7,790.4,804.7,805.6,790.5,14.3,1.81,806.7,790.4,-4.8,-0.59,831.7,778.5,37.5,4.89,887.0,708.9,-35.1,-4.18,887.0,708.9,-42.2,-4.98,19136.2,19304.4,19465.4,19382.8,19733.6,19733.6,19136.2,199.7,1.02,20068.5,18512.7,1220.9,6.59,20646.7,17036.7,379.7,1.96,20646.7,17036.7,216.7,1.11,,
XTJ,Telecommunications,1102.3,1112.4,1122.0,1125.2,1132.2,1135.4,1125.2,7.0,0.62,1132.2,1102.3,15.7,1.40,1132.2,1067.6,63.9,5.98,1132.2,891.0,172.6,17.99,1132.2,891.0,178.4,18.70,11278.9,11382.1,11480.8,11513.5,11585.4,11585.4,11278.9,160.4,1.40,11585.4,10919.8,657.8,6.02,11585.4,8708.4,2610.9,29.09,11585.4,8708.4,2665.1,29.88,,
XUJ,Utilities,4523.9,4519.1,4609.8,4514.1,4570.1,4578.6,4540.4,56.0,1.24,4609.8,4514.1,-52.9,-1.14,4623.0,4340.0,142.2,3.21,4623.0,3990.1,156.7,3.55,4623.0,3990.1,191.4,4.37,41510.5,41466.6,42299.4,41901.8,42421.5,42421.5,41466.6,1.2,0.00,42421.5,39823.2,1791.7,4.41,42421.5,35021.3,3964.4,10.31,42421.5,35021.3,4266.1,11.18,,
XMM,Metals & Mining,3752.7,3721.6,3843.2,3772.3,3836.9,3836.9,3797.1,64.6,1.71,3843.2,3721.6,-20.5,-0.53,4141.9,3721.6,-18.3,-0.47,5491.6,3721.6,-1308.8,-25.43,5491.6,3721.6,-1332.1,-25.77,4996.8,4955.3,5117.3,5022.8,5108.9,5117.3,4955.3,-27.3,-0.53,5514.8,4955.3,-24.2,-0.47,7235.3,4955.3,-1615.3,-24.02,7235.3,4955.3,-1645.8,-24.36,,
XGD,Gold,6258.2,6140.9,6426.8,6205.4,6367.7,6376.0,6209.2,162.3,2.62,6426.8,6140.9,-67.4,-1.05,7242.6,6140.9,-509.5,-7.41,8435.7,6140.9,-1731.4,-21.38,8435.7,6140.9,-1551.5,-19.59,7149.9,7015.9,7342.6,7089.6,7275.1,7342.6,7015.9,-77.0,-1.05,8273.7,7015.9,-580.9,-7.39,9595.8,7015.9,-1917.8,-20.86,9595.8,7015.9,-1713.6,-19.06,,
XJR,S&P/ASX 200 Res,4385.3,4358.8,4491.6,4424.2,4494.3,4494.3,4448.4,70.1,1.58,4494.3,4358.8,-24.1,-0.53,4852.9,4358.8,-51.4,-1.13,6355.0,4291.7,-1414.5,-23.94,6355.0,4291.7,-1448.2,-24.37,21849.0,21716.9,22378.4,22042.8,22391.8,22391.8,21716.9,-120.3,-0.53,24178.8,21716.9,-256.2,-1.13,31311.1,21378.1,-6468.4,-22.41,31311.1,21378.1,-6632.8,-22.85,,
,
