Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-07-09T23:15:11+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 4,Jul 5,Jul 6,Jul 7,Jul 8,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 4,Jul 5,Jul 6,Jul 7,Jul 8,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4670.4,4656.9,4663.6,4666.1,4716.0,4717.5,4675.0,49.9,1.07,4716.0,4656.9,68.1,1.46,4716.0,4512.5,107.3,2.33,5064.9,4512.5,-130.9,-2.70,5064.9,4356.6,301.5,6.83,34199.2,34100.2,34149.8,34168.5,34534.4,34534.4,34100.2,502.9,1.48,34534.4,32986.8,848.2,2.52,36827.4,32986.8,-278.3,-0.80,36827.4,30753.3,3487.1,11.23,,
XAF,All Australian 50,4584.8,4575.6,4581.5,4583.8,4624.7,4629.7,4593.7,40.9,0.89,4624.7,4575.6,52.8,1.16,4624.7,4423.7,120.0,2.66,4939.1,4423.7,-57.5,-1.23,4939.1,4312.2,217.8,4.94,34143.6,34074.5,34119.1,34135.7,34440.1,34440.1,34074.5,393.0,1.15,34440.1,32910.8,926.4,2.76,36488.5,32910.8,293.6,0.86,36488.5,30992.3,3033.7,9.66,,
XAT,All Australian 200,4608.9,4596.5,4603.5,4605.2,4654.7,4657.3,4615.1,49.5,1.07,4654.7,4596.5,65.2,1.42,4654.7,4450.7,118.8,2.62,4976.2,4450.7,-95.8,-2.02,4976.2,4319.0,261.1,5.94,34248.3,34155.8,34207.6,34221.3,34588.8,34588.8,34155.8,485.3,1.42,34588.8,33020.3,940.0,2.79,36695.0,33020.3,-2.1,-0.01,36695.0,30986.3,3296.1,10.53,,
XTL,S&P/ASX 20,2782.9,2778.7,2780.9,2781.6,2807.0,2811.1,2788.2,25.4,0.91,2807.0,2778.7,29.6,1.06,2807.0,2678.1,81.4,2.99,2998.7,2678.1,-25.1,-0.89,2998.7,2597.7,130.8,4.89,40611.4,40549.6,40582.6,40592.1,40963.3,40963.3,40549.6,431.8,1.07,40963.3,39082.2,1188.2,2.99,43396.5,39082.2,509.7,1.26,43396.5,36591.9,3638.2,9.75,,
XFL,S&P/ASX 50,4602.7,4593.2,4598.7,4599.5,4640.9,4646.0,4609.5,41.4,0.90,4640.9,4593.2,51.1,1.11,4640.9,4440.1,119.5,2.64,4953.4,4440.1,-52.4,-1.12,4953.4,4324.0,218.9,4.95,34247.0,34175.8,34217.1,34223.2,34531.1,34531.1,34175.8,380.0,1.11,34531.1,33004.9,922.4,2.74,36564.0,33004.9,328.5,0.96,36564.0,31056.4,3037.4,9.64,,
XTO,S&P/ASX 100,3763.6,3754.8,3760.0,3759.6,3796.5,3799.5,3767.3,36.9,0.98,3796.5,3754.8,46.9,1.25,3796.5,3634.2,93.0,2.51,4049.1,3634.2,-56.8,-1.48,4049.1,3530.5,195.0,5.42,8493.8,8474.1,8485.7,8484.8,8568.2,8568.2,8474.1,106.0,1.25,8568.2,8189.7,223.2,2.67,9067.0,8189.7,49.7,0.58,9067.0,7689.1,784.0,10.07,,
XJO,S&P/ASX 200,4610.7,4598.1,4605.0,4605.5,4654.7,4657.4,4615.2,49.2,1.07,4654.7,4598.1,63.5,1.38,4654.7,4451.7,117.9,2.60,4971.2,4451.7,-90.5,-1.91,4971.2,4320.1,258.4,5.88,34222.3,34128.5,34179.9,34184.1,34549.4,34549.4,34128.5,472.3,1.39,34549.4,32990.8,932.4,2.77,36617.7,32990.8,30.9,0.09,36617.7,30967.0,3264.1,10.43,,
XKO,S&P/ASX 300,4612.9,4600.3,4608.0,4608.6,4658.0,4660.5,4618.2,49.4,1.07,4658.0,4600.3,65.8,1.43,4658.0,4454.6,115.1,2.53,4984.1,4454.6,-102.8,-2.16,4984.1,4316.1,272.1,6.20,34159.6,34066.1,34123.6,34128.8,34494.6,34494.6,34066.1,488.2,1.44,34494.6,32936.3,909.4,2.71,36632.1,32936.3,-65.7,-0.19,36632.1,30879.1,3338.8,10.72,,
XMD,S&P/ASX MidCap 50,4228.1,4210.3,4221.7,4211.5,4280.2,4280.2,4216.8,68.7,1.63,4280.2,4210.3,98.0,2.34,4280.2,4074.9,62.6,1.48,4573.1,4074.9,-187.3,-4.19,4573.1,3899.3,355.9,9.07,9992.4,9950.4,9977.2,9953.1,10115.6,10115.6,9950.4,231.6,2.34,10115.6,9630.3,211.2,2.13,10728.9,9630.3,-233.0,-2.25,10728.9,8861.1,1197.8,13.43,,
XSO,S&P/ASX Small Ords,2593.7,2576.1,2588.3,2595.0,2645.4,2645.4,2599.9,50.4,1.94,2645.4,2576.1,82.6,3.22,2645.4,2461.7,71.2,2.76,2946.3,2461.7,-247.1,-8.54,2946.3,2288.7,341.7,14.83,5902.9,5862.7,5890.6,5907.0,6021.7,6021.7,5862.7,189.6,3.25,6021.7,5600.5,177.5,3.04,6625.3,5600.5,-480.6,-7.39,6625.3,5077.8,910.7,17.82,,
XDJ,Consumer Discretionary,1381.7,1371.4,1370.2,1363.5,1383.7,1383.7,1365.2,20.2,1.48,1383.7,1363.5,12.2,0.89,1383.7,1331.0,39.8,2.96,1557.8,1331.0,-117.1,-7.80,1572.1,1331.0,-87.6,-5.96,9202.7,9133.9,9126.0,9081.3,9215.8,9215.8,9081.3,81.3,0.89,9215.8,8861.7,268.7,3.00,10210.5,8861.7,-566.5,-5.79,10246.9,8861.7,-190.9,-2.03,,
XSJ,Consumer Staples,7909.0,7902.0,7894.8,7866.9,7903.4,7923.9,7866.1,36.5,0.46,7909.0,7866.9,13.9,0.18,7909.0,7637.7,259.8,3.40,8013.9,7490.6,188.9,2.45,8415.1,7278.8,475.2,6.40,56379.4,56329.7,56278.5,56079.7,56339.7,56379.4,56079.7,99.0,0.18,56379.4,54370.3,1941.9,3.57,56701.2,52783.5,2541.8,4.72,58402.4,49651.7,5669.1,11.19,,
XEJ,Energy,15070.4,14973.8,14950.0,14933.6,15138.0,15156.5,14945.1,204.4,1.37,15138.0,14933.6,123.9,0.83,15586.5,14381.0,-337.5,-2.18,17736.5,14381.0,-976.4,-6.06,17736.5,14381.0,461.5,3.14,99251.0,98614.9,98458.3,98350.5,99696.3,99696.3,98350.5,815.8,0.83,102649.9,94710.8,-2222.8,-2.18,116809.6,94710.8,-5396.8,-5.14,116809.6,92839.0,5101.6,5.39,,
XFJ,Financials,4287.3,4267.9,4265.3,4266.7,4300.7,4308.2,4270.9,34.0,0.80,4300.7,4265.3,18.6,0.44,4310.2,4159.0,108.2,2.58,4666.6,4159.0,-61.1,-1.40,4666.6,4143.3,19.6,0.46,36483.6,36318.8,36296.4,36310.2,36599.6,36599.6,36296.4,160.6,0.44,36678.8,35302.5,1013.5,2.85,38822.8,35302.5,536.0,1.49,38822.8,33566.7,2264.2,6.59,,
XXJ,Financial-x-A-REIT,4962.1,4942.8,4929.4,4926.7,4971.2,4979.8,4932.4,44.5,0.90,4971.2,4926.7,13.7,0.28,4988.8,4768.8,157.7,3.28,5430.9,4768.8,-92.6,-1.83,5430.9,4744.8,43.5,0.88,40480.5,40323.3,40213.6,40191.8,40554.7,40554.7,40191.8,111.7,0.28,40698.6,38902.0,1288.1,3.28,43285.0,38902.0,413.9,1.03,43285.0,36843.2,2674.7,7.06,,
XHJ,Health Care,8507.7,8425.3,8369.4,8429.0,8495.5,8495.5,8426.5,66.5,0.79,8507.7,8369.4,42.2,0.50,8551.2,8067.6,73.8,0.88,9186.8,8067.6,-437.7,-4.90,9186.8,7893.1,268.0,3.26,49908.6,49425.5,49097.5,49447.0,49837.1,49908.6,49097.5,247.5,0.50,50164.1,47326.8,432.9,0.88,53892.5,47326.8,-1984.1,-3.83,53892.5,45054.7,2873.6,6.12,,
XNJ,Industrials,3567.5,3554.5,3562.2,3579.1,3616.5,3616.5,3582.0,37.4,1.04,3616.5,3554.5,84.1,2.38,3616.5,3410.4,88.9,2.52,3870.5,3410.4,-120.0,-3.21,3870.5,3253.7,320.4,9.72,26746.9,26649.6,26707.2,26834.1,27114.9,27114.9,26649.6,631.0,2.38,27114.9,25569.6,825.9,3.14,28566.6,25569.6,-445.3,-1.62,28566.6,23572.2,3235.7,13.55,,
XIJ,Info Technology,554.1,545.1,560.4,556.7,572.3,572.3,556.7,15.6,2.80,572.3,545.1,20.6,3.73,582.1,545.1,6.5,1.14,666.6,545.1,-72.4,-11.23,666.6,545.1,-61.4,-9.69,3318.9,3264.7,3356.3,3334.5,3427.9,3427.9,3264.7,123.4,3.73,3486.3,3264.7,38.9,1.15,3919.5,3264.7,-363.0,-9.58,3919.5,3236.2,-239.0,-6.52,,
XMJ,Materials,13517.1,13524.0,13618.2,13622.6,13806.7,13812.5,13690.7,184.1,1.35,13806.7,13517.1,395.2,2.95,13806.7,12740.1,601.2,4.55,15046.2,12740.1,-273.9,-1.95,15046.2,11391.3,2172.9,18.68,86423.1,86467.6,87069.7,87097.9,88274.8,88274.8,86423.1,2526.8,2.95,88274.8,81455.6,3843.6,4.55,96133.1,81455.6,-936.5,-1.05,96133.1,71376.9,15378.5,21.10,,
