Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-03-19T23:15:11+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Cons Discretionary,1461.2,1429.2,1438.6,1435.2,1458.4,1459.1,1430.9,23.2,1.62,1461.2,1429.2,-1.6,-0.11,1557.8,1429.2,-96.6,-6.21,1557.8,1429.2,-42.4,-2.82,1670.5,1424.3,-189.1,-11.48,9662.7,9458.7,9520.8,9498.3,9652.1,9662.7,9458.7,-2.8,-0.03,10210.5,9458.7,-540.0,-5.30,10210.5,9458.7,-130.2,-1.33,10680.0,9106.3,-827.8,-7.90,,
XSJ,Consumer Staples,7634.6,7518.4,7517.1,7502.2,7554.0,7555.3,7458.0,51.8,0.69,7634.6,7502.2,-90.9,-1.19,7955.5,7502.2,-392.2,-4.94,8013.9,7502.2,-160.5,-2.08,8415.1,7167.6,-291.2,-3.71,53920.3,53099.8,53090.5,52985.2,53351.4,53920.3,52985.2,-641.5,-1.19,56175.1,52985.2,-2062.1,-3.72,56175.1,52783.5,-446.4,-0.83,58402.4,48819.1,280.3,0.53,,
XEJ,Energy,15750.6,15342.3,15584.6,15746.3,16261.4,16261.4,15746.3,515.1,3.27,16261.4,15342.3,429.3,2.71,16455.6,15342.3,-259.8,-1.57,16569.6,15342.3,147.0,0.91,16569.6,13714.7,367.1,2.31,103730.7,101042.2,102638.0,103702.3,107095.0,107095.0,101042.2,2827.1,2.71,108091.0,101042.2,-651.3,-0.60,108091.0,101042.2,2001.9,1.90,108091.0,88395.3,4681.0,4.57,,
XFJ,Financials,4357.7,4286.6,4286.2,4276.2,4321.5,4328.6,4249.4,45.3,1.06,4357.7,4276.2,-62.9,-1.43,4626.6,4276.2,-331.3,-7.12,4666.6,4276.2,-40.3,-0.92,5040.0,4077.7,-532.0,-10.96,36425.3,35830.8,35827.3,35744.3,36122.4,36425.3,35744.3,-526.2,-1.44,38707.8,35744.3,-2585.4,-6.68,38822.8,35744.3,58.7,0.16,39826.8,32702.7,-2221.3,-5.79,,
XXJ,Financial-X-A-Reit,5037.7,4956.8,4970.1,4949.5,4996.3,5008.0,4918.5,46.8,0.95,5037.7,4949.5,-73.8,-1.46,5378.4,4949.5,-418.1,-7.72,5430.9,4949.5,-67.5,-1.33,5934.6,4674.3,-705.1,-12.37,40370.5,39722.1,39828.8,39663.7,40038.6,40370.5,39663.7,-591.1,-1.45,43153.1,39663.7,-3114.6,-7.22,43285.0,39663.7,-102.2,-0.25,44955.1,35932.3,-3149.9,-7.29,,
XHJ,Health Care,8492.5,8382.2,8302.2,8304.4,8310.7,8367.5,8203.9,6.3,0.08,8492.5,8302.2,-235.0,-2.75,8850.8,8302.2,-535.5,-6.05,9175.5,8302.2,-622.5,-6.97,9195.2,7848.5,-629.5,-7.04,49800.5,49154.0,48685.0,48697.7,48734.5,49800.5,48685.0,-1378.0,-2.75,51491.3,48685.0,-2608.8,-5.08,53226.7,48685.0,-3086.8,-5.96,53226.7,44799.6,-2297.0,-4.50,,
XNJ,Industrials,3636.7,3563.8,3581.4,3551.1,3615.7,3621.7,3551.1,64.6,1.82,3636.7,3551.1,-29.2,-0.80,3849.2,3551.1,-254.8,-6.58,3870.5,3551.1,-120.8,-3.23,4008.5,3140.1,-368.0,-9.24,27072.2,26529.1,26660.3,26434.6,26915.5,27072.2,26434.6,-217.4,-0.80,28566.6,26434.6,-1651.1,-5.78,28566.6,26434.6,-644.7,-2.34,28820.6,22749.0,-1706.2,-5.96,,
XIJ,Info Technology,585.0,567.1,577.2,571.8,574.0,574.8,561.9,2.2,0.38,585.0,567.1,-11.5,-1.97,605.0,567.1,-25.8,-4.31,666.6,567.1,-70.7,-10.97,736.7,559.3,-162.4,-22.06,3493.7,3387.0,3447.4,3415.0,3428.1,3493.7,3387.0,-68.7,-1.97,3599.4,3387.0,-135.8,-3.81,3919.5,3387.0,-362.8,-9.57,4262.9,3236.2,-829.5,-19.48,,
XMJ,Materials,13364.1,12973.6,13205.4,13196.8,13515.4,13569.9,13196.8,318.6,2.41,13515.4,12973.6,106.6,0.80,14419.2,12973.6,-901.9,-6.26,14488.1,12973.6,-565.2,-4.01,14488.1,10889.1,805.9,6.34,85360.7,82866.5,84347.0,84292.3,86327.5,86327.5,82866.5,681.2,0.80,91639.6,82866.5,-5095.4,-5.57,91821.1,82866.5,-2883.8,-3.23,91821.1,68188.9,6758.9,8.49,,
XPJ,A-Reit,857.6,842.4,830.5,836.4,850.0,850.0,830.7,13.6,1.63,857.6,830.5,-11.6,-1.34,885.2,830.5,-34.8,-3.93,887.0,830.5,10.2,1.21,908.7,813.8,-24.0,-2.74,19983.0,19630.6,19351.5,19489.2,19807.3,19983.0,19351.5,-268.8,-1.34,20626.8,19351.5,-787.3,-3.82,20646.7,19222.9,453.4,2.34,20646.7,17970.7,558.4,2.90,,
XTJ,Telecommunications,908.4,892.2,891.0,905.7,901.7,908.9,894.8,-4.0,-0.44,908.4,891.0,-2.7,-0.30,961.4,891.0,-109.6,-10.84,1016.6,891.0,-57.9,-6.03,1128.3,891.0,-176.5,-16.37,8878.2,8720.2,8708.4,8852.3,8813.2,8878.2,8708.4,-26.1,-0.30,9458.5,8708.4,-645.3,-6.82,9507.2,8708.4,-161.4,-1.80,10046.4,8339.6,-763.3,-7.97,,
XUJ,Utilities,4087.8,3990.1,4030.9,4027.6,4057.1,4060.7,4010.4,29.5,0.73,4087.8,3990.1,-44.4,-1.08,4323.4,3990.1,-270.8,-6.26,4452.1,3990.1,-356.3,-8.07,4614.3,3990.1,-293.1,-6.74,35824.9,35021.3,35380.1,35350.4,35959.7,35959.7,35021.3,14.7,0.04,37712.2,35021.3,-1752.5,-4.65,38794.6,35021.3,-2497.5,-6.49,39587.2,33297.5,-65.7,-0.18,,
XMM,Metals And Mining,4839.1,4693.1,4783.5,4780.5,4903.8,4922.8,4780.5,123.3,2.58,4903.8,4693.1,45.2,0.93,5241.2,4693.1,-339.9,-6.48,5272.9,4693.1,-241.9,-4.70,5272.9,3866.0,368.4,8.12,6373.7,6181.4,6300.4,6296.5,6458.8,6458.8,6181.4,59.5,0.93,6865.5,6181.4,-398.6,-5.81,6892.7,6181.4,-265.3,-3.95,6892.7,5001.6,592.3,10.10,,
XGD,Gold,7318.4,7064.2,7166.5,7088.9,7346.0,7386.4,7088.9,257.1,3.63,7346.0,7064.2,-73.0,-0.98,7977.3,7064.2,-439.2,-5.64,8136.9,7064.2,-753.1,-9.30,8421.8,5493.2,1639.7,28.73,8311.4,8022.7,8138.9,8050.8,8342.7,8342.7,8022.7,-82.9,-0.98,9059.7,8022.7,-494.3,-5.59,9235.8,8022.7,-850.1,-9.25,9559.1,6210.1,1896.2,29.41,,
XJR,S&P/Asx 200 Res,5612.7,5450.1,5548.7,5559.6,5706.7,5724.3,5559.6,147.1,2.65,5706.7,5450.1,73.1,1.30,6022.7,5450.1,-326.3,-5.41,6051.2,5450.1,-202.1,-3.42,6051.2,4611.8,305.3,5.65,27646.8,26845.8,27331.5,27385.3,28109.9,28109.9,26845.8,360.5,1.30,29534.1,26845.8,-1374.9,-4.66,29563.7,26845.8,-750.3,-2.60,29563.7,22285.5,2013.7,7.72,,
,
