Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-10-29T23:15:14+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 24,Oct 25,Oct 26,Oct 27,Oct 28,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 24,Oct 25,Oct 26,Oct 27,Oct 28,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4313.6,4287.7,4300.8,4403.9,4411.4,4472.2,4398.6,7.5,0.17,4411.4,4287.7,208.0,4.95,4411.4,3935.6,313.7,7.65,5064.9,3927.6,-435.5,-8.98,5064.9,3927.6,-322.0,-6.80,32088.7,31896.0,31993.5,32759.9,32819.9,32819.9,31896.0,1551.1,4.96,32819.9,29272.7,2349.8,7.71,36827.4,29204.1,-1992.8,-5.72,36827.4,29204.1,-953.6,-2.82,,
XAF,All Australian 50,4226.7,4203.6,4221.1,4325.4,4328.1,4398.5,4314.2,2.7,0.06,4328.1,4203.6,211.4,5.13,4328.1,3860.3,301.3,7.48,4939.1,3853.0,-354.1,-7.56,4939.1,3853.0,-306.6,-6.62,32012.5,31837.0,31969.5,32759.8,32782.9,32782.9,31837.0,1603.4,5.14,32782.9,29237.5,2284.6,7.49,36488.5,29181.9,-1363.7,-3.99,36488.5,29181.9,-752.0,-2.24,,
XAT,All Australian 200,4251.6,4225.5,4240.4,4347.4,4352.1,4416.9,4338.3,4.7,0.11,4352.1,4225.5,214.5,5.18,4352.1,3864.5,319.5,7.92,4976.2,3855.4,-398.4,-8.39,4976.2,3855.4,-311.6,-6.68,32114.9,31917.9,32030.8,32838.8,32877.4,32877.4,31917.9,1623.2,5.19,32877.4,29189.5,2422.8,7.96,36695.0,29116.8,-1713.5,-4.95,36695.0,29116.8,-828.9,-2.46,,
XTL,S&P/ASX 20,2563.3,2551.6,2565.0,2627.8,2630.2,2675.5,2621.4,2.4,0.09,2630.2,2551.6,131.4,5.26,2630.2,2340.3,184.4,7.54,2998.7,2334.2,-201.9,-7.13,2998.7,2334.2,-172.4,-6.15,38074.7,37901.5,38100.9,39032.4,39068.6,39068.6,37901.5,1951.6,5.26,39068.6,34762.3,2739.4,7.54,43396.5,34671.5,-1385.0,-3.42,43396.5,34671.5,-636.4,-1.60,,
XFL,S&P/ASX 50,4249.8,4226.8,4244.3,4348.2,4350.8,4421.3,4336.9,2.6,0.06,4350.8,4226.8,210.9,5.10,4350.8,3883.4,300.8,7.43,4953.4,3876.7,-342.5,-7.30,4953.4,3876.7,-296.7,-6.38,32154.9,31981.6,32113.4,32899.5,32922.4,32922.4,31981.6,1599.0,5.10,32922.4,29383.0,2279.2,7.44,36564.0,29332.3,-1280.2,-3.74,36564.0,29332.3,-683.5,-2.03,,
XTO,S&P/ASX 100,3469.0,3447.9,3460.0,3545.8,3550.3,3603.5,3539.1,4.5,0.13,3550.3,3447.9,172.2,5.10,3550.3,3159.5,252.7,7.66,4049.1,3155.5,-303.0,-7.86,4049.1,3155.5,-246.1,-6.48,7960.7,7912.3,7939.9,8136.8,8148.3,8148.3,7912.3,396.2,5.11,8148.3,7250.3,582.0,7.69,9067.0,7240.1,-370.2,-4.35,9067.0,7240.1,-180.1,-2.16,,
XJO,S&P/ASX 200,4255.0,4227.9,4242.5,4348.2,4353.3,4417.6,4339.6,5.1,0.12,4353.3,4227.9,211.4,5.10,4353.3,3872.1,313.8,7.77,4971.2,3863.9,-391.9,-8.26,4971.2,3863.9,-308.3,-6.61,32102.2,31897.3,32007.8,32804.8,32846.7,32846.7,31897.3,1598.2,5.11,32846.7,29212.1,2376.1,7.80,36617.7,29145.7,-1671.9,-4.84,36617.7,29145.7,-812.8,-2.41,,
XKO,S&P/ASX 300,4250.9,4224.3,4239.0,4343.5,4349.1,4412.7,4335.5,5.6,0.13,4349.1,4224.3,210.6,5.09,4349.1,3870.2,312.4,7.74,4984.1,3860.9,-411.7,-8.65,4984.1,3860.9,-317.3,-6.80,31992.7,31792.3,31903.0,32690.0,32734.8,32734.8,31792.3,1588.3,5.10,32734.8,29126.4,2361.5,7.77,36632.1,29050.7,-1825.5,-5.28,36632.1,29050.7,-894.5,-2.66,,
XMD,S&P/ASX MidCap 50,3847.2,3801.9,3795.7,3899.7,3926.9,3951.3,3899.7,27.2,0.70,3926.9,3795.7,191.4,5.12,3926.9,3408.2,345.6,9.65,4573.1,3408.2,-540.6,-12.10,4573.1,3408.2,-305.6,-7.22,9241.0,9132.2,9117.2,9367.2,9435.6,9435.6,9117.2,462.9,5.16,9435.6,8186.5,845.5,9.84,10728.9,8186.5,-913.0,-8.82,10728.9,8186.5,-305.8,-3.14,,
XSO,S&P/ASX Small Ords,2387.8,2368.6,2376.5,2432.1,2434.6,2466.1,2424.1,2.5,0.10,2434.6,2368.6,115.7,4.99,2434.6,2166.5,189.9,8.46,2946.3,2137.3,-457.9,-15.83,2946.3,2137.3,-262.5,-9.73,5497.2,5453.0,5471.2,5599.4,5605.1,5605.1,5453.0,266.4,4.99,5605.1,4985.3,442.7,8.57,6625.3,4915.5,-897.2,-13.80,6625.3,4915.5,-435.8,-7.21,,
